Entry_ID	Primary_Family_ID	Domain	Onset	C1_Identity	Quantity	Apical_Group	Apical_Structure	V1_Quality	Following_Vowel	Grammatical_Category	Domain_Following_Vowel	Domain_Apical_Group	Domain_V1_Quality	Telugu_Broad_Obligatory_Hypothesis	Raw_C1	Raw_C2	Raw_Quantity	Raw_V2	Raw_Structure	Input_Confidence
d449	d449	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	i	low-a	noun/adjective	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ṭ	short	a	singleton	high
d455	d455	short-strong-or-mixed-structure	vowel-initial	Ø	short	retroflex-stop	geminate	i	low-a	noun	short-strong-or-mixed-structure / low-a	short-strong-or-mixed-structure / retroflex-stop	short-strong-or-mixed-structure / i	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṭ	short	a	geminate	high
d444	d444	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	i	high-u	verb/noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ṭ	short	u	singleton	medium
d451	d451	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-rhotic	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṛ	short	unknown	singleton	medium
d452	d452	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	i	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ṭ	short	unknown	singleton	medium
d453	d453	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	i	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ṭ	short	unknown	singleton	medium
d454	d454	short-strong-or-mixed-structure	vowel-initial	Ø	short	retroflex-stop	geminate	i	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / retroflex-stop	short-strong-or-mixed-structure / i	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṭ	short	a/i	geminate	high
d457	d457	nasal-or-nasal-cluster-input	vowel-initial	Ø	short	nasal	singleton	i	low-a	verb/noun	nasal-or-nasal-cluster-input / low-a	nasal-or-nasal-cluster-input / nasal	nasal-or-nasal-cluster-input / i	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ṇ	short	a	singleton	high
d472	d472	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	low-a	verb/noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	a	singleton	high
d490	d490	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	a	singleton	high
d474	d474	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	rhotic	singleton	i	mixed/unknown-formative	numeral	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / i	outside narrow classical Telugu domain; no D prediction from that rule	Ø	r	short-and-long-bound-allomorphs	a/u	singleton	high
d475	d475	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	mixed-apical	singleton	i	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / mixed-apical	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r/l	short	a	singleton	medium
d476	d476	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	a	singleton	medium
d477	d477	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic-or-alveolar	singleton	i	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / rhotic-or-alveolar	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r/ṟ	short	a	singleton	medium
d480	d480	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	u/a	singleton	high
d481	d481	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	high-u	adjective	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	u	singleton	medium
d483	d483	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	u	singleton	low
d484	d484	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	u	singleton	high
d485	d485	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	u	singleton	high
d486	d486	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	u	singleton	high
d489	d489	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	i	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	r	short	a/u	singleton	low
d494	d494	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	mixed/cluster/other	i	consonantal/no-vowel	noun	short-strong-or-mixed-structure / consonantal/no-vowel	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / i	outside narrow classical Telugu domain; no D prediction from that rule	Ø	l	short	none	root-final-singleton-with-strengthened-free-forms	high
d495	d495	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	i	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	l	short	a	singleton	medium
d499	d499	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	geminate	i	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / i	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ll	short	ā	geminate	low
d502	d502	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	i	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ẓ	short	i/zero	singleton	high
d504	d504	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	retroflex-approximant	singleton	mixed/uncertain-vowel	high-u	verb	mixed-or-uncertain-quantity / high-u	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ẓ	mixed/uncertain	u	singleton	medium
d507	d507	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	i	low-a	verb	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ẓ	short	a	singleton	low
d508	d508	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	i	low-a	verb	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ẓ	short	a	singleton	low
d512	d512	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	i	low-a	verb/noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ḷ	short	a	singleton	medium
d513	d513	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	mixed/uncertain-vowel	low-a	adjective/noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ḷ	short	a	singleton	high
d516	d516	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	mixed/uncertain-vowel	low-a	verb/noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ	short	a	singleton	high
d517	d517	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	mixed/uncertain-vowel	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ	short	a	singleton	medium
d520	d520	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	i	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ṟ	short	u/unknown	singleton	medium
d524	d524	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	i	high-u	verb/noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ṟ	short	u	singleton	high
d527	d527	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	mixed/uncertain-vowel	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ	short	a	singleton	high
d528	d528	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	mixed/uncertain-vowel	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / mixed/uncertain-vowel	eligible; obligatory application predicts D	Ø	ṟ	short	a	singleton	high
d529	d529	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	alveolar	singleton	i	low-a	noun/denominal verb	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / alveolar	short-vowel-initial-singleton-apical / i	eligible; obligatory application predicts D	Ø	ṟ	short	a	singleton	high
d533	d533	nonapical-or-uncertain-input	vowel-initial	Ø	long	nonapical-or-uncertain	mixed/cluster/other	mixed/uncertain-vowel	consonantal/no-vowel	noun	nonapical-or-uncertain-input / consonantal/no-vowel	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	Ø	long	none	absent	high
d561	d561	nonapical-or-uncertain-input	vowel-initial	Ø	mixed/uncertain-quantity	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	k	mixed/uncertain	i/u/unknown	singleton	low
d570	d570	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	geminate	u	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	kk	short	unknown	geminate	medium
d572	d572	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	mixed/cluster/other	u	mixed/unknown-formative	noun	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ŋg	short	a/u	nasal-stop-cluster	high
d586	d586	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	u	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṭ	short	a	singleton	high
d536	d536	nonapical-or-uncertain-input	vowel-initial	Ø	long	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	low-a	noun	nonapical-or-uncertain-input / low-a	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	c/y	long	a	singleton	medium
d545	d545	long-apical-input	vowel-initial	Ø	long	rhotic	singleton	mixed/uncertain-vowel	consonantal/no-vowel	adjective/noun	long-apical-input / consonantal/no-vowel	long-apical-input / rhotic	long-apical-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	r	long	none	singleton	high
d558	d558	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	singleton	u	low-a	verb/noun	nonapical-or-uncertain-input / low-a	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	k/v	short	a	singleton	medium
d560	d560	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	singleton	mixed/uncertain-vowel	low-a	noun	nonapical-or-uncertain-input / low-a	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	k/v	short	a	singleton	medium
d562	d562	nonapical-or-uncertain-input	vowel-initial	Ø	short	nonapical-or-uncertain	singleton	u	mixed/unknown-formative	verb	nonapical-or-uncertain-input / mixed/unknown-formative	nonapical-or-uncertain-input / nonapical-or-uncertain	nonapical-or-uncertain-input / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	k	short	u/i	singleton	medium
d587	d587	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	u	high-u	verb/noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṭ	short	u	singleton	high
d588	d588	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	u	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṭ	short	u/i	singleton	medium
d589	d589	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	u	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṭ	short	u	singleton	high
d590	d590	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	u	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṭ/ḍ	short	u	singleton	medium
d592	d592	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	u	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṭ	short	u	singleton	high
d593	d593	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-stop	singleton	u	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / retroflex-stop	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ṭ	short	a	singleton	high
d648	d648	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	low-a	verb/noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	a	singleton	medium
d649	d649	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	mixed/unknown-formative	noun/adjective/verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	a/zero	singleton	medium
d651	d651	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	a	singleton	high
d655	d655	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic-or-alveolar	singleton	u	mixed/unknown-formative	noun/verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic-or-alveolar	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r/ṟ	short	i/u	singleton	medium
d656	d656	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	u/i	singleton	high
d657	d657	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	mixed/unknown-formative	noun/verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	u/a	singleton	low
d658	d658	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	u/i	singleton	medium
d661	d661	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	high-u	verb/noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	u	singleton	high
d663	d663	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	u/zero	singleton	high
d664	d664	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	u/a	singleton	high
d665	d665	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	rhotic	singleton	u	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / rhotic	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r	short	a/u/zero	singleton	high
d666	d666	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	rhotic	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / rhotic	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	r	mixed/uncertain	zero/unknown	singleton	medium
d675	d675	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	u	high-i	noun	short-vowel-initial-singleton-apical / high-i	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	l	short	i	singleton	medium
d676	d676	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	geminate	u	low-a	noun	short-strong-or-mixed-structure / low-a	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ll/ḷḷ	short	a	geminate	high
d686	d686+d689	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	u	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ẓ	short	i/u/unknown	singleton	medium
d688	d688	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	u	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ẓ	short	u/zero	singleton	high
d689	d686+d689	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	u	mixed/unknown-formative	verb/noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ẓ	short	u/zero	singleton	high
d690	d690	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	u	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ẓ	short	u	singleton	high
d692	d692	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	u	mixed/unknown-formative	noun	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ẓ	short	u/zero	singleton	medium
d693	d693	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	u	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ẓ	short	u	singleton	medium
d694	d694	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	retroflex-approximant	singleton	u	high-u	noun	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / retroflex-approximant	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ẓ	short	u	singleton	high
d695	d695	mixed-or-uncertain-quantity	vowel-initial	Ø	mixed/uncertain-quantity	retroflex-approximant	singleton	mixed/uncertain-vowel	mixed/unknown-formative	verb/noun	mixed-or-uncertain-quantity / mixed/unknown-formative	mixed-or-uncertain-quantity / retroflex-approximant	mixed-or-uncertain-quantity / mixed/uncertain-vowel	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ẓ	mixed/uncertain	zero/unknown	singleton	medium
d696	d696	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	mixed-apical	singleton	u	consonantal/no-vowel	noun/verb	short-vowel-initial-singleton-apical / consonantal/no-vowel	short-vowel-initial-singleton-apical / mixed-apical	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	r/ẓ	short	zero	singleton	medium
d672	d672	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	u	low-a	noun	short-vowel-initial-singleton-apical / low-a	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	l	short	a	singleton	medium
d697	d697	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	u	mixed/unknown-formative	verb	short-vowel-initial-singleton-apical / mixed/unknown-formative	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ḷ	short	zero/a	singleton	high
d698	d698	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	mixed/cluster/other	u	mixed/unknown-formative	postposition/noun/verb	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ḷ	short	a/zero	singleton/geminate by formation	high
d699	d699	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	u	high-i	noun	short-vowel-initial-singleton-apical / high-i	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ḷ	short	i	singleton	high
d700	d700	short-vowel-initial-singleton-apical	vowel-initial	Ø	short	lateral	singleton	u	high-u	noun/verb	short-vowel-initial-singleton-apical / high-u	short-vowel-initial-singleton-apical / lateral	short-vowel-initial-singleton-apical / u	eligible; obligatory application predicts D	Ø	ḷ	short	u	singleton	medium
d703	d703	short-strong-or-mixed-structure	vowel-initial	Ø	short	mixed-apical	mixed/cluster/other	u	mixed/unknown-formative	verb/noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / mixed-apical	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ḷ/ṭ	short	zero/u/a	cluster-or-vocalic-extension	medium
d704	d704	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	geminate	u	mixed/unknown-formative	noun	short-strong-or-mixed-structure / mixed/unknown-formative	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ḷ	short	a/i/u	geminate	high
d705	d705	short-strong-or-mixed-structure	vowel-initial	Ø	short	lateral	geminate	u	high-i	noun	short-strong-or-mixed-structure / high-i	short-strong-or-mixed-structure / lateral	short-strong-or-mixed-structure / u	outside narrow classical Telugu domain; no D prediction from that rule	Ø	ḷ	short	i	geminate	high
