Entry_ID	Screen	Has_Telugu	Review_Status	Displayed_Input	Evidence_IDs	Independent_Screen_Forms
d1279	consonant-initial-short-nonnasal-apical	1	pending	*karb-	d1279;f_6tm5b4rwgqsl4;f_cny4itxvkxdnu;f_eytwma4ijqfps;f_ltlwnwadu3m4m;f_mcmi4hv2r4ghq;f_rkkpf7yw6qudq;f_rp5niiuwncfhc;f_sqcippuctnrnm;f_tny5pgpshhd3o;f_ulzjvr47efyus;f_ydrfot5dyegha;f_yknaaplaz6b3o	PDr: *karb- | Parji: kerba ( kerbel) | Gondi: garba | Gondi: garbūm | Tamil: karu | Tamil: karuppai | Malayalam: karu | Malto: káre | Gadaba: karbe | Malayalam: karuntala | Tamil: karuvam | Kota: karv
d1280	consonant-initial-short-nonnasal-apical	1	pending	karu	f_35fvvghby2dwo;f_5w3dhzkoyeqw6;f_75swib2gc4u5w;f_7ebjxuhpfid7a;f_7obnblpmju2g6;f_donqdccnn6ji6;f_eq23noyv3jf6k;f_haawkildbq7ci;f_qukbpqscavdeq;f_rgsqrsrdbsz4y;f_sjg5u5a2deqci;f_z6dncebdexbk4	Tamil: karu | Kannada: karu | Tulu: karavi | Malayalam: karu | Tulu: karu | Kannada: karuv-iḍu | Tamil: karukku | Kuwi: garra | Tulu: garu | Malayalam: karaṭu | Malayalam: karukku-paṇi | PSTDr: *kar-
d1281	consonant-initial-short-nonnasal-apical	0	pending	*kar-	d1281;f_3hvrx4xnswy6y;f_5ixricl5lcnww;f_akepuewartaou;f_byxh562xbx5ka;f_k4xficehfd2pg;f_rmdj6cza342gw;f_y5u4tqfxoaoa2;f_zbt3airnqi3gc	PDr: *kar- | Malayalam: karikku | Gadaba: karke | Tulu: karkɯ | Tulu: kar-mukkɛ | Tamil: karukkāy | Tulu: gargayi
d1282	consonant-initial-short-nonnasal-apical	0	pending	karuŋkāli	f_3jwugb7azvnl6;f_eqtltps3qgbe2;f_fvnxj3mykd3wy;f_gx7gp45zrnvnu;f_pavvnoye7paeg;f_pceuxtcjiooxq;f_quqvrhprkhwq6;f_yixeeo3gpqigc	Tamil: karuŋkāli | PSD1: *kar-ŋ-āl- | Tulu: kari-mara | PSD1: *kar-V-mar- | Malayalam: kariŋŋāli | Kannada: karimara | Tulu: karmarɯ | Malayalam: karumaram
d1283	consonant-initial-short-nonnasal-apical	1	pending	*kar-V-nt-	d1283;f_3m4rno7pmddxg;f_7evx3j5rryoag;f_amxzkps3x7yse;f_aqocaql5durb4;f_eh5ezjy3nybsk;f_gkzylf2g7w4m6;f_h6cunwpbsdk3q;f_h6wj475januuo;f_hpcct4uyj3zra;f_idbkkgwwshfxm;f_lstaauvlwfgus;f_nrrhlzqxjo55g;f_py3aznqumoyoo;f_qoi2eqlqoqscw;f_rk5jibjwbdvfe;f_zjtfnr7oagkpg	PDr: *kar-V-nt- | Tamil: karuttu | PDr: *kar-V-nt | PSTDr: *kar-V-ntt | Kota: karnd- (karndy-) | Malayalam: karuttu | Malayalam: karutuka | Malayalam: karutal | PDr: *kar-V-ntt | Tamil: karutu | Kannada: karu | PSTDr: *kar- | Kota: kart | Malayalam: karuttan | PSTDr: *kar-V-nt-
d1284	consonant-initial-short-nonnasal-apical	1	pending	karnāṭakam	f_2dpbsi5fyep3i;f_2sd53nxalgwy6;f_6brwil5s53f6s;f_e3yuugdfhpkis;f_nv2msnooak4eq;f_qdulfxfr73xfo;f_tbrqb62eazdta;f_tkrh5pvuj7j3u	Kannada: karṇāṭa | PSTDr: *kar-nāḍ- | Tamil: karnāṭakam | Tulu: karnāṭaka | Tamil: karunāṭakam | Kannada: karṇāṭaka | Toda: kaṟno·ṭ | Toda: kaṟnōṭ
d1285	consonant-initial-short-nonnasal-apical	0	pending	*kar-V-	d1285;f_6lqlzz3gwkndk;f_7cn3zjvovmc6m;f_dondzzln2n63i;f_g2u6ctqrtaayw;f_p5fxpvqybe2gc;f_qi36wqtxa2boi;f_qk6cxt73djwxg;f_rd4b2kx7htv7e;f_sfjxy66nfmpmc;f_wuee4hjpiwp4s;f_ytqd3pmpaj6ls	PDr: *kar-V- | Tamil: kari | Malayalam: karivi | Tamil: karampu | Tamil: karuñ-cey | Tamil: karu-nilam | Tamil: karampai | Malayalam: kari | PDr: *karu-nilam | Malayalam: karuvi | Kurux: hargu | PDr: *kar-V
d1286	consonant-initial-short-nonnasal-apical	1	pending	*kar_v-	d1286;f_7q3vbjitjv55e;f_d7q4krs67ione;f_et5e5di55nsnm;f_kcy26zzlgwhw2;f_kmdhm4gajpjp6;f_o7dtvcl5arajc;f_szaxfbk4vhqyw;f_ujoq5mmq43kpw;f_w475nvuovj6gg;f_xp4kbbiadcady;f_yhopvhufys24s;f_z22nkykkgun5u;f_zhhbmirdcl64y;f_znh635gcmga46;f_zpssimpvkjifu	PDr: *kar_v- | Gondi: kar | Gondi: kaṛ | Kuwi: karvu | Kolami: karu | Gondi: karū | Gondi: karrū | Gondi: karruv | Gondi: karu | Gondi: karv | Naikri: karu | Gadaba: karuvu | Kuwi: kaṛvū | Tamil: karuppu
d1287	consonant-initial-short-nonnasal-apical	1	reviewed	karumai	f_2zbw5cngjfp7w;f_36d2c4h6ss7eg;f_3cloy7omqamne;f_5mfp3o6zinecw;f_6aefvu7mnbptu;f_6fklml3e3ol34;f_7obg4cdwhe42k;f_acszrjhmamdoq;f_cyhaghwpiuhji;f_oazca67elilbs;f_pr4kwcah3nadc;f_qctdleyrk7x2s;f_su6djalcnrbgs;f_ugsnftiqqacyu;f_wfqahkz64clpo	Malayalam: karuman | Kannada: karu | Badaga: karu | Malayalam: karumana | Malayalam: karu | Badaga: karungallu | Malayalam: karuttu | Malayalam: karuma | Badaga: Karu Bettu | Malayalam: kaṟu | Badaga: KarukeBeṭṭtu | Malayalam: karuttan | Kannada: kara | Tamil: karumai | PSTDr: *kar-
d1288	consonant-initial-short-nonnasal-apical	0	pending	*kar-umpu	d1288;f_32zdgxqrx4nla;f_c35yj2utvp7rm;f_eoxmln76ysuvu;f_foso6b6z5kdae;f_irqeatnyqgczk;f_lkohohklejdik;f_r6r25jf73hhdc;f_rv6ocqmnmtwai;f_vgn3q6fahqr6c	PDr: *kar-umpu | PSD1: *kar-umb- | Tamil: karumpu | Tulu: karmbu | Kannada: karbu | Kannada: karvu | Malayalam: karipp-aṭṭi | Malayalam: karimpu | Tamil: karupp-aṭṭi
d1289	consonant-initial-short-nonnasal-apical	0	pending	*xarmā	f_yzfwl2iiqiz54	Parji: garum gōli
d1290	consonant-initial-short-nonnasal-apical	0	pending	karuvi	f_dobvuqt4llspq;f_dr43frr2gnh2o;f_efbsnz3v37ave;f_jyy2ern5kct46;f_ovhpa6s7q3wjg;f_ppjx6xe6jus5c	PSD1: *karuvi | Malayalam: kari | Tamil: karuvi | Malayalam: karu | Malayalam: karivi | Malayalam: karuvi
d1291	consonant-initial-short-nonnasal-apical	1	reviewed	**karVkV-	d1291;f_2dqhmusf5eap2;f_2pcwis7k563q2;f_46grittigquoc;f_57y2xekoiq23s;f_5zkjogomtwp3m;f_7ej4ciimkznly;f_7qqmfi2yd53ti;f_co3kstxh27she;f_cpbrd4hrtmuxc;f_gif3ahhicbdrq;f_hphhhs5qtazqi;f_hpirbczevkoro;f_jexnqsqbox2uk;f_jqbtntastgwza;f_jrzrnty7qfqwy;f_kw5pd2dn7kz4w;f_lfc5ade6oopg4;f_lycgig37nhbtq;f_mzchpt2vxbxxy;f_n2frwu4b26mvo;f_njxgqqwo7ihba;f_nljqpk2npxaqi;f_oe7lg6c7u7auy;f_ok5oklzm2mbk4;f_s6n2x56hhjgqk;f_ssg2zamkvogai;f_teiatte7xz4fa;f_uodzfvpla7hry;f_vz7qqgdaqt37o;f_wguyltsf4nffq;f_wtn2p6l4pwcte;f_yf3adaxuigvza	PDr: **karVkV- | Kannada: kare | Tulu: kareyuni | Kannada: karesu | Kannada: kareyisu | Kota: karv- (kard-) | Tulu: karevuni | Toda: kark | Toda: kar- | Tulu: karmbuni | Malayalam: karayuka | Parji: kerip- (kerit-) | Naiki: karup | Malayalam: karaḷca | Toda: karθ- | Naiki: karuk | Kannada: kari | Malayalam: karaḷuka | Kota: kard- | Kannada: karisu | Kannada: karasu | PDr: *kar- | Gondi: karŋg | Kannada: kareyuvike | Malayalam: karaccil | Tamil: karai | Naiki: karug | Gondi: karingi | Kannada: karaha | Kota: karv- | PDr: **karVkV | Toda: kar- (karQ-)
d1292	consonant-initial-short-nonnasal-apical	1	reviewed	*kar-	d1292;f_2d5ib5sasxl4e;f_2r443kz5aeplq;f_3hadbyzbwvcim;f_3jsyj4wnzfcbo;f_3w4bl52l2nrgy;f_4nthn7nl5a47c;f_4rtcjtpruaowq;f_53kqt3fna3dwo;f_5dagjdsg5avmu;f_6g32qfiekxtzg;f_aijfn5jxhd2f4;f_aljymoqjzqbfu;f_biqbay6hrfooi;f_chvai2kwci6bo;f_cwj2wvphcihk2;f_dphadbm6jeyi6;f_feqomy77347l6;f_g6on4hb36yzoa;f_gwbpbdfxc7jas;f_hdppqzdh7j6qu;f_if7buzjkh2g5w;f_jcdmtrdj6utnq;f_joab6upopt7ti;f_ldpijs7igszw6;f_ls5elisezrs4k;f_luw5gz4lll5wo;f_nh6i2h55f34de;f_oqbnvrhi5aleg;f_oraywxqoobmug;f_pfrd37gbnfpao;f_rre4zcoczak6k;f_rtsmkegtmnpmg;f_s57uetv2cpy5k;f_s7hf7lrapdtpi;f_slstie76lz6hg;f_swp563xmunb6c;f_ttoapetmfvv5w;f_u6fsn2ho7qylm;f_vpue4gjqf35zo;f_vq2l3bdm4cdva;f_xzyyuongyj3x2;f_ym5mpulxsetfs;f_yonxzbqg7fepi;f_zlkh4j5hwglpy	PDr: *kar- | Gadaba: karŋ-ēr | Kannada: kargisu | Kota: karg- | Kota: karg- (kargy-) | Kuwi: karŋg | Kannada: kargu | Kota: kark- (karky-) | Kannada: karagu | Kuwi: karangali | Badaga: karagu | Badaga: Karukodde | Tamil: karaiyal | Toda: kark- (karky-) | Badaga: karugu | Gondi: kaṛītānā | Kannada: karagisu | Badaga: karuku | Toda: karx- (karxy-) | Tamil: karai | Tulu: karapuni | Tulu: karaguni | Gondi: kari | Kodagu: karak | Kannada: karigisu | Malayalam: karakkuka | Kodagu: kar- (kari-) | Konda: kariŋ | Badaga: kare | Tulu: karavuni | Badaga: karaku | Gondi: karŋg | Tulu: kargāvuni | Kannada: karaŋgu | Kodagu: karak- (karaki-) | Kannada: karaḍu | Tamil: karaivu | Gondi: karŋ | Tulu: karagāvuni
d1293	consonant-initial-short-nonnasal-apical	1	pending	*kar-	d1293;f_26u5okaoat5km;f_4j7vydavcvhvm;f_7kgidxddwzkos;f_alwqsqeqxzjai;f_crgjqwu5fci6w;f_cwipxqv2bm3ke;f_dp2artuesfy5s;f_e6oapyshrssty;f_emlpeg6pvwros;f_fkvxeymstufwo;f_fn3hznb3m75vi;f_iqlpvbe3bgyde;f_iyyux3gye37mk;f_j6dvijvt4g65s;f_kqsjg2e65jqpw;f_okvxtrux6bxxm;f_p23znj7qorxog;f_pf74cdzwkovbq;f_pvxs25lnwcz3c;f_rb7kdlkd4qgtk;f_rkof4gpfnnmcu;f_rn5jw5l2wzvqs;f_skcfwloy36rja;f_sxm7fj2ggof7s;f_tx3k2rjpsihbe;f_ua24pkcpij5sq;f_uoeiv4vwnfb4k;f_vfcblfuttr3ju;f_xij5l6kyo4ncg;f_y3f72kjtzmudy;f_ygf3eqsem3woc;f_yocin5avymrjs	PDr: *kar- | Badaga: Barakare | Badaga: Karerāya | Gondi: karuŋ | Gondi: karum | Badaga: Kolangare Haḷḷa | Gondi: garre | Kannada: kare | Badaga: Karekōṭe | Kota: kar | Gondi: karruŋ | Tulu: karɛ | Badaga: Karekaḍdavu Haḷḷa | Badaga: kare | Brahui: karrak | Malayalam: karayan | Malayalam: kara | Badaga: Kare Beṭṭa | Toda: kar | Kodagu: kare | Tamil: karai | Gondi: karrum | Badaga: Karesīgūr | Badaga: Karimorahaṭtṭi | Badaga: Karekalmandu | Badaga: kare maṇdala | Malayalam: karal
d1294	consonant-initial-short-nonnasal-apical	0	pending	kara	f_nh2bdpmvje3pw;f_qgzmhnlbl6xnu;f_vtptxcilfs6kq	PSD1: *kara | Tulu: karɛ | Malayalam: kara
d1296	consonant-initial-short-nonnasal-apical	0	pending	karrō xōcol	f_7p6vc26inlxaa;f_dog5npy2ix5km	Kurux: karrō xōcol | PKMDr: *Kar-
d1297	consonant-initial-short-nonnasal-apical	1	pending	*kal-	d1297;f_2stmew3tgentm;f_35dpjlzh57ijq;f_4hvjmww25rrri;f_4popzrrrgjfz2;f_5fsdxrsjzfpec;f_6pvmxc5dadlse;f_72rqpz2xjgh2m;f_7g3piwm6li7oq;f_axnnjylvgr4be;f_bh5tjah3org6q;f_ctsjdfpikdk5m;f_d2yo2vp2ma2qm;f_d4vpbomr3xfr2;f_dwa3cvopffte4;f_fptkzinzqg2xu;f_fuslfywqti4ek;f_g44mp5pyrvtv2;f_gn4rjkdg7kdzi;f_h7f2abbgvyato;f_hcd5wiwaszy32;f_hqrhgqqzwydgw;f_hzlqwfhve7dda;f_i3uoktuzghwac;f_inbcblv5thjua;f_ipf76wuntuyn6;f_j63q3gzys75yk;f_jca2xyhkskzr2;f_jj7qmcfe5acga;f_jpqbqbc4zapiy;f_kbkw5m5s5ejuk;f_kijp43ufuqc5g;f_kjcjmswugr3ac;f_kmffdo5iiwihi;f_kmx6yn65ajemc;f_l3ox76qkhtvp6;f_l55jivg6mnfbi;f_mluygqnbc5x3w;f_mpckgddzax3te;f_mpo3g4z6x2nfs;f_olayx27skjmxi;f_opnysiz7st4os;f_pfc2dufeiggco;f_pmntnmp7xi4mc;f_q2hlv2i2kfunw;f_qf2zdtlxpwps2;f_qlywctunbbixi;f_r3sdr27gyrd6g;f_r7rvmrs4xvwdo;f_rg3dv6rvjm4ve;f_rl65p2zygffhw;f_rqh7gdmts6aa4;f_s5svqlbj4t2jy;f_scyheyh27bdka;f_sd6abfnahio2q;f_sjxggogxwjsc4;f_skov6m7dbloei;f_t23gejo3u66dm;f_tzyzuchb7ukmc;f_u6lm4itp7opjo;f_uety7lvrh3ecm;f_umyidycoje3bw;f_ushrfywowktpi;f_v5celczg22d4i;f_wnegbqyv2gb4y;f_wuq77fdb7ttew;f_wvvocgut66ot4;f_xo7wiv75yeajs;f_xs4dqv7iknbng;f_xtbkpii3a4yxo;f_xvjbvrwfpzwuo;f_yafxckw6gf5o6;f_ykgxmy6hegj7m;f_zmauqh5vlsghi	PDr: *kal- | Tamil: kalai | Kannada: kali | Tamil: kaṟṟavaṉ | Badaga: kaluve | Malayalam: kala | Toda: kalfy | Tamil: kaṟpōṉ | Kannada: kale | Tamil: kaṟkai | Kannada: kal | Tamil: kaṟpu | Gondi: karītānā | Kannada: kalita | Gondi: kari | Kota: kal- (kaṯ-) | Kota: kalc- (kalc-) | Kannada: kalisu | Toda: kalc- | Kannada: kalusu | Gondi: karhtānā | Tulu: kalpādi | Gondi: karrahtānā | Naikri: karap | Tamil: kaṟpaṉai | Badaga: kalisu | Tamil: kal | Kolami: karāp | Kannada: kali (kalit-) | Tamil: kallāṉ | Tamil: kaṟpaṉ | Badaga: kallu | PDr: *kal_- | Kannada: kalike | Tamil: kalli | Kota: kal- | Gondi: karutānā | Toda: kal- (kaṯ-) | Tamil: kallāmai | Gondi: karehtānā | Gondi: karˀ | Kota: kaḷyv | Toda: kalc- (kalč-) | Gondi: karitānā | Gondi: karusānā | PDr: *kal-/*kaṯ- | Malayalam: kaṟṟavar | PDr: *kaṯ | Tamil: kalvi | Kannada: kal (kalt-) | Tulu: kalpāvuni | Gondi: karī | Kota: kalc- | Gondi: karrītānā | PDr: *kal | Kota: kalyv (? kaḷyv) | Kannada: kalpi | Toda: kal- | Kolami: karīl | Tamil: kaṟṟar | Tulu: kalpuni | Gondi: karih | Malayalam: kalkka (kaṟṟ-) | Tamil: kaṟpi | Toda: kaṯ- | Kannada: kaliyuvike | Badaga: kalcu | Gondi: karahtānā | Kolami: karp- (karapt-) | Gondi: karivāl
d1298	consonant-initial-short-nonnasal-apical	1	pending	*kal	d1298;f_35c6frlhgo43i;f_3mioug2strf64;f_3nh6gbthpp6qg;f_3sxdx2ekqwfiq;f_476crpfrucevg;f_47ydjhlh2ykpi;f_4franxjb5k4b4;f_4ruvpszhlpnf4;f_53fobptwu6dnm;f_5jgycab3iz47o;f_5s3ri3et4qkww;f_6eznd4rbuh3ja;f_6g5hgxterfqoi;f_74xgejev7eruo;f_7o2gt3q7oolws;f_7r2tnnvqkllj6;f_7te2l74mtosyq;f_ap7umkce4gdzc;f_c5ldnlmm3a3os;f_copm3ogt3mrjc;f_cpzdejycsl4qq;f_ct3igou5zfgw4;f_d7idmo2cywgmo;f_dpastlk6qmsmk;f_eaemjynrdnyqc;f_ed3ifb7xhu356;f_eiocomgkhk4py;f_epu4ye4frmyr2;f_fdznirqfcar4w;f_fyk7wulkbatnu;f_g3odinej6ztnu;f_gdsgm4pncjeo4;f_h5rrnctpffy7k;f_hbhwhznhtv7do;f_hdmg7hjjiypqi;f_hvgdjoptaazlo;f_hwd5bxmly5pss;f_i6p6wkuihcgle;f_icmwicvsixr7u;f_ijj6dppiwtmjs;f_iqyhldyqqdx64;f_j2capt34vqfsi;f_jglxmumizvics;f_juvvnz4ygier2;f_jz5esdz5rykmi;f_k4q42xeskckjw;f_k5dqwcr6o2lhw;f_kfeakjqazirvo;f_ksbna34kkryig;f_ksmsbmphzjxuy;f_l5jvtdgq5got4;f_lebc6zspu2ssm;f_m55ececnoodsw;f_m6p2bnq5d5olm;f_mha3fr2mknszu;f_mittbcg27zyro;f_mlzlxbv7slmnc;f_mxglmo2wd3l2q;f_nf7ezav6pye7c;f_nurouwwuhm36u;f_ougy7bqbeex7s;f_ouknvdkmeluy2;f_oz22vezmb7lyu;f_pa5pp2nhet27u;f_pdxru5uvjq7ws;f_phqzqb2xrpmmc;f_pnils3lhppwwo;f_prpfb2zyyceoi;f_qdj4csgkieric;f_qjkoadub2qs2s;f_qk2mtvntlwadi;f_qorogwcccwtri;f_qy3v554opzhwq;f_r4mvw4qmu7yui;f_rzqbujpw4ubfy;f_smyttkiept5ts;f_sujfrch6hpus2;f_tkrvtupretrco;f_u3i6jpfeqi7lc;f_ucbaikirgzipa;f_ucirprhpfrzsk;f_upc6rn2lqmhb4;f_utaaco6l4zv2m;f_uupsxcktlct4k;f_vfcayyzax7pny;f_vkwwwop3jzqqm;f_vqqtve6sxfsjg;f_vqx2lzo643g5y;f_wcqmttr46cu22;f_wiaagdt3hfnls;f_wmt4h4h6hode4;f_xjt3ee73fsiz6;f_xrrykpezgzytk;f_xseqmfe4zqnei;f_ydsop5ryq7zgc;f_yh4orsiujyb6y;f_yhgu2nzrp7lry;f_zpghstwfs2rcs;f_zylhpar2ihwee	PDr: *kal | Tamil: kal | Badaga: Kalluṇdi | Badaga: Kallakambarāya | Badaga: Kallola Bettu | Badaga: Kallāi | Badaga: Marekallu | Badaga: kallu | Badaga: kal | Badaga: karungallu | Badaga: Kalkaṇndi | Badaga: Kal Adikiri | Badaga: sele kallu | Badaga: Kalguddeyāre Bettu | Badaga: kallu jōṇi | Badaga: Kalnāyi | Badaga: harigal | Badaga: kallu dāre | Badaga: Kallugudde Bettu | Badaga: Kalpattumandu | Malayalam: kal | Badaga: suṭṭakal | Badaga: Kariakal Nīru | Badaga: Kallaṭṭi | Kannada: kallu | Badaga: Suridukallu Bettu | PDr: *kaḷ | Badaga: Kallu Bettu | Badaga: kaṭtikal Māriamma | Toda: kal | Badaga: Hulikalmandu | Badaga: kalla Kuruma | Malayalam: kallan | Toda: kalɨr | Badaga: Kallesvara | Badaga: Kalluguddeyōre | Badaga: sila kallu | Badaga: Beḷḷikallu Haḷḷa | Badaga: Kallāda Beṭṭtu | Badaga: Kallāramēdu | Badaga: Kallāda | Badaga: Hulikallu | Kannada: kal | Badaga: kalla kambu | Badaga: Kalokki Bettu | Gondi: kalu | Gondi: kal ( kad-, kalk) | Malayalam: kalla | Badaga: kal mātu | Gondi: kalli ( kalku) | Badaga: kallan | Badaga: Hulikal | Badaga: kalla | markodi: kallŭ | Kota: kal | Badaga: Kolekalmandu | Badaga: Tarusikallu Beṭtṭu | Parji: kel | Tulu: kallɯ | Malayalam: kallu | Badaga: kallu gāra | Badaga: Kallukuttu Beṭṭu | Kodagu: kallɨ | Badaga: kalhāmisuke | PDr: *kal- | Badaga: Kaṭtṭikalmārigudi | Badaga: kal bikke | Badaga: Beḷḷikal | Badaga: kallu māke | Badaga: Kallāra | Badaga: Kalguddemandu | Badaga: Kallakadavu Haḷḷa | Badaga: Beḷḷikal Beṭṭa | Badaga: Kuruṇekallu Bettu | Badaga: Hulikal Beṭta | Tamil: kallaṉ | Badaga: Kallumale Bettu | Badaga: KallāraHaḷḷa | Badaga: kal kaṭṭti | Konda: kalu | Gondi: kall ( kalku) | Pengo: kal ( -ku) | Badaga: meṭṭtu kallu | Badaga: Maraḷikal | Badaga: Kallakore | Badaga: Karekalmandu | Badaga: Hulikal Duruga | Badaga: Kallakoṭṭtu | Kannada: kalu | Badaga: Guḷukal | Badaga: Kallakoremandu | Badaga: Kallūr
d1299	consonant-initial-short-nonnasal-apical	1	pending	**kal-	d1299;f_2txy6u2qvijmc;f_3mokrzt6zkfxg;f_3nzf6guie4occ;f_47gecorv3et6c;f_4c2iva3rz7ujk;f_4c4sfq4kqrdy2;f_53zlrx4stgiay;f_5rgwwfnmpmt2o;f_6edtkn42nrqrc;f_6q3txt5luhgbw;f_74q37262lif2u;f_arfvsxg4dwc2a;f_bqqtv6gvkiqgs;f_bra6m3v5lunnm;f_c4luxhbwrt6yo;f_cd46fpaoug5ig;f_dtodnvxrscy7o;f_ehi4l75ztewzu;f_emk6quyqwlkv2;f_fentbvuqaqeea;f_flmc6wred5zve;f_gikaedvegyn7u;f_htltt5d37w354;f_ihx4ntel72f2i;f_jsv56bcuj66ws;f_lovw6u7sqpyws;f_mecimiuvx2cp2;f_nthgq3ey3zh3a;f_nuwivj3jne7iu;f_nzl3ogbzajg32;f_o2jux2ywbkcfk;f_ohwiaije4cgvc;f_oqnlo5f7jik7s;f_psrroep5knt5k;f_r3inw7kwqv2ia;f_rge3ilp4w26qe;f_ri5vkvggkxgto;f_rpotmmdwb4kz6;f_rwsf7rac64kd2;f_s4sb6uxyozxbo;f_s6zz5ztmzbga2;f_sffxmr3xkfzqk;f_sj5xdjccuv6v2;f_skwbkfjepqvsc;f_t2wyi3563g5wg;f_tquhxgjfu5dbu;f_tzz75i2xfmsjc;f_uaufyqxazxt7s;f_umn2vhkllluzc;f_v5l374vxhde2m;f_vi7yll7uokeq6;f_vvyhmkwr4snuk;f_wvijn2hldpnda;f_xz6ibpt4xgjik;f_y2db4xpxv2eja;f_yjrcey6jzjnhc;f_ytreazkccqcgu;f_yygmlicgtci5a;f_zffltqxh7duvi;f_zldcxdqg7zfxm;f_zy677yh5tlgms	PDr: **kal- | Kota: gal gu·ṛ (gu·c-) | Malayalam: kalaval | Tulu: kalaḍāvuni | Tamil: kalāvu | Tulu: kalapuni | Tamil: kalavaṉ | Badaga: kalukku | Badaga: kaluccu | Kuwi: kalpali | Tulu: kalaḍuni | Gondi: kalītānā | Kodagu: kala- (kalap-, kaland-) | Kodagu: kalap | Tamil: kalampakam | Tulu: kalappu | Tulu: kalamɯ | Gondi: kali | Malayalam: kalappu | Kannada: kalaka | Kannada: kale | Kuwi: kalpinai | Tamil: kalavu | Kuwi: kalhali | Tamil: kalacu | PDr: **kal | PDr: *kal-(aj-) | Kannada: kalapu | Gondi: kalp | Tamil: kalappu | Kannada: kali | Kuwi: kalh- (-it-) | Kannada: kala | Kota: kalv | Tulu: kalka | Tulu: kalaberakɛ | Kannada: kalpisu | Konda: kali- (-t-) | Naikri: kalap | Kannada: kalasu | Kolami: kalay- (kalayt-) | Naikri: kalay | Kuwi: kalvi ā | Tamil: kala | Tamil: kalavi | Kuwi: kal- (-h-) | Kuwi: kalp- (-it-) | Tamil: kalaval | Kuwi: kalhinai | Tamil: kalaviṉār | Tamil: kalakku | Kannada: kalka | Tamil: kalavai | Kolami: kalp- (kalapt-) | Kota: kalv- (kald-) | Malayalam: kalaruka | Malayalam: kalarppu | Gondi: kalli | Malayalam: kalarcca | Konda: kalp
d1300	consonant-initial-short-nonnasal-apical	1	pending	*kal-	d1300;f_3wyioq6sq62lw;f_4pgmw6bc6jkgo;f_gtohikvikzjbg;f_gzkenoh56sh62;f_h6bbis2ojjwv2;f_hrtqjuvvr3uui;f_k6kmnzy6v7eva;f_lhahhdtpjcw6w;f_qxkdlqhz4gxpq	PDr: *kal- | Kolami: kall | Tamil: kala | Kolami: kal | Konda: kalgi- (-t-) | Tamil: kali | Kolami: kalt | Kuwi: kalg | Kolami: kal- (neg.)
d1301	consonant-initial-short-nonnasal-apical	0	pending	*kal-a	d1301;f_2kdogug2zhppc;f_3c672o6bq43xq;f_5ug4z4f6mq2za;f_m5hboprvqempo;f_srexmvglp3ew6;f_wcwwewhlu6ska	PDr: *kal-a | Pengo: kala | Konda: kala | Malto: kale | Tamil: kallai | Kui: kali
d1302	consonant-initial-short-nonnasal-apical	1	pending	*kala-kala	d1302;f_254iarzw64cxy;f_27vtr7tdtv5v6;f_2cdnmihwvsilc;f_34cef3hidblqe;f_3c6t2pvbnt3dw;f_3k5me2fr7biuo;f_3zzs4hpniqvx6;f_6c6reptd4zhgo;f_6ic2dukwcroao;f_6mziyka7rohsi;f_bssj4poq5afvs;f_bzhh7sr5nh4ye;f_cfgewukoxbdvs;f_f5ywyddwzsr7o;f_ffyfw54pobx4g;f_fzpq7ompfkjx2;f_fzv3p4mirukhw;f_gpdhpiodo7tuw;f_gypz5zfaxjnmi;f_hvka36knqjgsw;f_ly4w7skq5zhzi;f_nr22xw6ehzpiw;f_p3sh656tl7ppe;f_rzoieha6l45ug;f_szu2xkfulh46o;f_u5p6iec74obe4;f_ukz3rcynxansg;f_vtrpf6c4bq47i;f_wagqgzp7mlpe2;f_womb4zokc2ldg;f_xdtrpwcv2jvgg;f_z35xe6wgqsrh2;f_z44xm6y56jnji;f_zt65utspcfsmk	PDr: *kala-kala | Tamil: kali | Tulu: kalkuni | Kannada: kalakala | Tamil: kalippu | Kannada: kaḷakaḷa | Tamil: kalleṉal | Tamil: kalakala | Kota: gal gal in- (id-) | Tulu: galɯgalɯ | Tamil: kaḷakaḷappu | Tamil: kalakalam | Tamil: kaḷakaḷa | Tulu: galagala | Tulu: kaḷapaḷa | Tamil: kallu | PDr: *kal- | Tamil: kalakalappu | Tulu: kaḷku | Tamil: kaḷakaḷam | Tulu: kaḷakaḷa | Tulu: kalakala | Kannada: kalakalisi nagu | Tamil: kallal | Tamil: kaḷaṉ | Naiki: kalla | Kuwi: kalōvi | Malayalam: kaḷakaḷa | Tamil: kalakaleṉal | Tulu: gaḷagaḷa | Gondi: kalla | Kannada: galagala | Kannada: gaḷagaḷa | Tamil: kaḷakaḷ-eṉal
