Entry_ID	Family_ID	Language_ID	Language_Outcome	Observed_Outcome	Evidence_Form	Form_ID	Record_Origin	Linked_Database_IDs	Database_Language_ID	Research_Correction	Original	Gloss	Source	Tags	Description	Borrowed_In_Path	Outcome_Note
d513	d513	Gondi	D	D	ḍiyyōr	f_tzc436vfkqogm	database	f_tzc436vfkqogm	Gondi		ḍiyyōr	young man	dedr	dialect:Gondi:adil:Adilabad	ASu.	0	Displaced young-person series; dialectal liquid/stop and vowel variation needs recipient-specific history.
d513	d513	Gondi	D	D	ḍiyyā	f_p6krsvjodw4nc	database	f_p6krsvjodw4nc	Gondi		ḍiyyā	young woman	dedr			0	Displaced young-person series; dialectal liquid/stop and vowel variation needs recipient-specific history.
d513	d513	Kannada	R	R	eḷa	f_7kxivks57dpzg	database	f_7kxivks57dpzg	Kannada		eḷa	tenderness, youth, weakness, moderation	dedr			0	Retained lowered root.
d513	d513	Kannada	R	R	eḷatu	f_72th6h7flqpme	database	f_72th6h7flqpme	Kannada		eḷatu	that is tender, young	dedr			0	Retained lowered root.
d513	d513	Kannada	R	R	eḷe	f_kgoxco2l2iede	database	f_kgoxco2l2iede	Kannada		eḷe	tenderness, youth, weakness, moderation	dedr			0	Retained lowered root.
d513	d513	Kannada	R	R	eḷadu	f_ht6uh3jcevo3c	database	f_ht6uh3jcevo3c	Kannada		eḷadu	that is tender, young	dedr			0	Retained lowered root.
d513	d513	Kodagu	R	R	əḷeə	f_w2n33fbygkrww	database	f_w2n33fbygkrww	Kodagu		ëḷeë	youth	dedr			0	Retained order.
d513	d513	Kolami	B	B	le·ŋga	f_zjk4o27l2pyyq	database	f_zjk4o27l2pyyq	Kolami		le·ŋga	calf	dedr			0	Published Telugu loan diagnosis.
d513	d513	Konda	A	D	lēŋa	f_4t2liwibfr4zy	database	f_4t2liwibfr4zy	Konda		lēŋa	calf	dedr			0	Probable displaced calf word plus explicit Telugu loan.
d513	d513	Konda	A	B	lēta	f_gfmhouvqqotxo	database	f_gfmhouvqqotxo	Konda		lēta	tender (&lt; Te.)	dedr			0	Probable displaced calf word plus explicit Telugu loan.
d513	d513	Kota	R	R	eḷ	f_jml4l7pw64toa	database	f_jml4l7pw64toa	Kota		eḷ	time of youth; young	dedr			0	Retained order.
d513	d513	Kui	A	A	leti	f_oiejzkyy3dxau	database	f_oiejzkyy3dxau	Kui		leti	soft, yielding	dedr			0	Soft leti and reassigned young-person nouns require separate confidence.
d513	d513	Kui	A	A	lāvenju	f_a64vayiytb3ak	database	f_a64vayiytb3ak	Kui		lāvenju	grown-up boy, young man, youth	dedr			0	Soft leti and reassigned young-person nouns require separate confidence.
d513	d513	Kui	A	A	lāa	f_ykrwxz4m6gqzq	database	f_ykrwxz4m6gqzq	Kui		lāa	grown-up girl, young woman	dedr			0	Soft leti and reassigned young-person nouns require separate confidence.
d513	d513	Kurux	A	A	lidum	f_w4njmpl4qkzzu	database	f_w4njmpl4qkzzu	Kurux		lidum	soft	dedr			0	Origin of soft word unresolved.
d513	d513	Kuwi	A	A	liddi	f_hvbl6q7rtshlk	database	f_hvbl6q7rtshlk	Kuwi		liddi	soft	dedr;F-Kuwi;S-Kuwi		F. S.	0	Reassigned person forms and soft liddi; exact common formation uncertain.
d513	d513	Kuwi	A	A	lāa	f_hw22a5a5ksahe	database	f_hw22a5a5ksahe	Kuwi		lāa	virgin	dedr;S-Kuwi		S.	0	Reassigned person forms and soft liddi; exact common formation uncertain.
d513	d513	Kuwi	A	A	rā'a	f_5acjxas55yfwu	database	f_5acjxas55yfwu	Kuwi		rā'a	young woman, virgin	dedr;F-Kuwi		F.	0	Reassigned person forms and soft liddi; exact common formation uncertain.
d513	d513	Kuwi	A	A	ṛa'a ( -sika)	f_7fovllgpns4t2	database	f_7fovllgpns4t2	Kuwi		ṛa'a ( -sika)	young woman	dedr;Ḍ-Kuwi	pl	Ḍ.	0	Reassigned person forms and soft liddi; exact common formation uncertain.
d513	d513	Kuwi	A	A	ṛaˀ a	f_px5k3t4ubepke	database	f_px5k3t4ubepke	Kuwi		ṛaˀ a	young unmarried girl	dedr;Isr-Kuwi		Isr.	0	Reassigned person forms and soft liddi; exact common formation uncertain.
d513	d513	Malayalam	R	R	iḷa	f_6u5h5vx3uq25m	database	f_6u5h5vx3uq25m	Malayalam		iḷa	tender, young, weak	dedr			0	Retained order.
d513	d513	Malayalam	R	R	iḷama	f_u4hgt3tqsx7ds	database	f_u4hgt3tqsx7ds	Malayalam		iḷama	youth, tender age, junior rāja	dedr			0	Retained order.
d513	d513	Malayalam	R	R	iḷayavan	f_fiihrkxxiyzvs	database	f_fiihrkxxiyzvs	Malayalam		iḷayavan	young, younger	dedr			0	Retained order.
d513	d513	Naikri	B	B	lēŋga	f_5cfnj2eapbg6e	database	f_5cfnj2eapbg6e	Naikri		lēŋga	id	dedr			0	Telugu-type calf/tender words.
d513	d513	Naikri	B	B	lēta	f_d5mcgigawl5qe	database	f_d5mcgigawl5qe	Naikri		lēta	young (of infants)	dedr			0	Telugu-type calf/tender words.
d513	d513	Parji	R	R	ile ( ilecil)	f_byb3yxzsrgbcc	database	f_byb3yxzsrgbcc	Parji		ile ( ilecil)	young woman, girl	dedr	pl		0	Retained human series.
d513	d513	Parji	R	R	iled ( ilenkul)	f_nkx7suqlm5peu	database	f_nkx7suqlm5peu	Parji		iled ( ilenkul)	young man, youth	dedr	pl		0	Retained human series.
d513	d513	Tamil	R	R	iḷa	f_qhvksitcdkqgc	database	f_qhvksitcdkqgc	Tamil		iḷa	young, tender	dedr			0	Retained root and human derivatives.
d513	d513	Tamil	R	R	iḷam	f_czft6rxhgiyig	database	f_czft6rxhgiyig	Tamil		iḷam	young, tender	dedr			0	Retained root and human derivatives.
d513	d513	Tamil	R	R	iḷai	f_6xvok7zn5gbls	database	f_6xvok7zn5gbls	Tamil		iḷai	young, tender	dedr			0	Retained root and human derivatives.
d513	d513	Tamil	R	R	iḷai	f_wzfamlgyqm45q	database	f_wzfamlgyqm45q	Tamil		iḷai	youth, tender age	dedr			0	Retained root and human derivatives.
d513	d513	Tamil	R	R	iḷaiyaṉ	f_3yljxru5w3mms	database	f_3yljxru5w3mms	Tamil		iḷaiyaṉ	younger brother	dedr			0	Retained root and human derivatives.
d513	d513	Telugu	M	R	ela	f_ejrg7mghib4h6	database	f_ejrg7mghib4h6	Telugu		ela	young, tender, delicate, slight, gentle	dedr			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Telugu	M	R	eḍanīru	f_yukt2ixlwlxqy	database	f_yukt2ixlwlxqy	Telugu		eḍanīru	tender coconut water, a tender coconut	dedr			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Telugu	M	D	lē̃	f_vfhmtesu22rzc	database	f_vfhmtesu22rzc	Telugu		lē̃-	young, tender, light, delicate, soft	dedr			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Telugu	M	D	lē̃ta	f_iidp2lwtlxkrw	database	f_iidp2lwtlxkrw	Telugu		lē̃ta	young, tender, light, delicate, soft	dedr			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Telugu	M	D	lē̃ga	f_h55dqkqddalhw	database	f_h55dqkqddalhw	Telugu		lē̃ga	a sucking or young calf	dedr			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Telugu	M	D	lē̃ka	f_tthkyznga3ouu	database	f_tthkyznga3ouu	Telugu		lē̃ka	servant	dedr			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Telugu	M	D	lēma	f_xanpmdfasmauw	database	f_xanpmdfasmauw	Telugu		lēma	a woman; tender	dedr;burrow-emeneau1972den1[p. 400, entry 436]			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Telugu	M	A	nelãta	f_d5kcw6hrz2qbi	database	f_d5kcw6hrz2qbi	Telugu		nelãta	woman	dedr			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Telugu	M	A	nelãtuka	f_td5tw434rhrw4	database	f_td5tw434rhrw4	Telugu		nelãtuka	woman	dedr			0	Retained and displaced formations plus n-accreted human nouns.
d513	d513	Toda	R	R	eḷ	f_4fgjamgrfvuss	database	f_4fgjamgrfvuss	Toda		eḷ	(1) tipcat (game, the small stick hit in the game)	bhaskararao-toda2025[p. 13, entry 17]	noun		0	Retained order; tipcat gloss is not independent young-root evidence.
d513	d513	Toda	R	R	eḷ	f_vcvuykvu23v4s	database	f_vcvuykvu23v4s	Toda		eḷ	young	bhaskararao-toda2025[p. 13, entry 16]	adj		0	Retained order; tipcat gloss is not independent young-root evidence.
d513	d513	Toda	R	R	eḷ	f_wici5poy4zz5i	database	f_wici5poy4zz5i	Toda		eḷ	young; tipcat (the small stick hit in the game)	dedr			0	Retained order; tipcat gloss is not independent young-root evidence.
d513	d513	Toda	R	R	eḷk	f_5uslnslta2kdw	database	f_5uslnslta2kdw	Toda		eḷk	time of youth, young tree (also eḷkmeːn); young, tender	bhaskararao-toda2025[p. 13, entry 23];bhaskararao-toda-notes[p. 15]	noun adj		0	Retained order; tipcat gloss is not independent young-root evidence.
d513	d513	Toda	R	R	eḷk	f_dn7okddclbzhs	database	f_dn7okddclbzhs	Toda		eḷk	time of youth	dedr			0	Retained order; tipcat gloss is not independent young-root evidence.
d513	d513	Tulu	A	R	eḷe	f_4gqrkfhsf7gas	database	f_4gqrkfhsf7gas	Tulu		eḷe	tender, green, not fully grown	dedr			0	Retained roots with dialectal initial-loss/strengthening forms; no unique shared displacement chronology.
d513	d513	Tulu	A	R	eḷatɯ	f_wv3fs6rbkubcq	database	f_wv3fs6rbkubcq	Tulu		eḷatů	tender, green, not fully grown	dedr			0	Retained roots with dialectal initial-loss/strengthening forms; no unique shared displacement chronology.
d513	d513	Tulu	A	A	lattɯ	f_pq5dukxgtm6k6	database	f_pq5dukxgtm6k6	Tulu		lattů	young, tender, unripe, green, imperfect	dedr			0	Retained roots with dialectal initial-loss/strengthening forms; no unique shared displacement chronology.
d513	d513	Tulu	A	A	lambu	f_joc6gagu7atqe	database	f_joc6gagu7atqe	Tulu		lambu	tender	dedr;burrow-emeneau1972den1[p. 400, entry 436]			0	Retained roots with dialectal initial-loss/strengthening forms; no unique shared displacement chronology.
d513	d513	Tulu	A	A	lambɛ	f_epnkzlas6c34q	database	f_epnkzlas6c34q	Tulu		lambè	a tender fruit	dedr;burrow-emeneau1972den1[p. 400, entry 436]			0	Retained roots with dialectal initial-loss/strengthening forms; no unique shared displacement chronology.
d516	d516	Badaga	R	R	eragu	f_e2c7mzz3iwwws	database	f_e2c7mzz3iwwws	Badaga		eragu	to recede, fade away, descend, get down, go down	hockings-pilotraichoor1992[p. 86, col. 1]	verb intr uncertain		0	Retained transitivity pair.
d516	d516	Badaga	R	R	eraku	f_ixrwdf6hfsaua	database	f_ixrwdf6hfsaua	Badaga		eraku	to put (obj.) down, place	hockings-pilotraichoor1992[p. 86, col. 1]	verb tr uncertain		0	Retained transitivity pair.
d516	d516	Gondi	D	D	ray	f_5qbomrsowssha	database	f_5qbomrsowssha	Gondi		ray-	etc. to descend	dedr;A-Gondi	dialect:Gondi:adil:Adilabad	A.	0	Initial displacement likely; suffix and vowel variants retained.
d516	d516	Gondi	D	D	ray	f_eyddwqoelnepo	database	f_eyddwqoelnepo	Gondi		ray-	etc. to descend	dedr;SR-Gondi	dialect:Gondi:adil:Adilabad	SR.	0	Initial displacement likely; suffix and vowel variants retained.
d516	d516	Gondi	D	D	rey	f_rd66nn7ofj4hw	database	f_rd66nn7ofj4hw	Gondi		rey-	etc. to descend	dedr;A-Gondi	dialect:Gondi:adil:Adilabad	A.	0	Initial displacement likely; suffix and vowel variants retained.
d516	d516	Gondi	D	D	reyānā	f_b4ft7zxgk5yje	database	f_b4ft7zxgk5yje	Gondi		reyānā	etc. to descend	dedr;SR-Gondi	dialect:Gondi:adil:Adilabad	SR.	0	Initial displacement likely; suffix and vowel variants retained.
d516	d516	Gondi	D	D	raggānā	f_j4lrewvddp6ts	database	f_j4lrewvddp6ts	Gondi		raggānā	etc. to descend	dedr;SR-Gondi	dialect:Gondi:adil:Adilabad	SR.	0	Initial displacement likely; suffix and vowel variants retained.
d516	d516	Gondi	D	D	ragstānā	f_ccnblmod4vmio	database	f_ccnblmod4vmio	Gondi		ragstānā	etc. to cause to descend, (F-H.) distil (<i>Voc.</i> 3049)	dedr;Tr-Gondi	caus dialect:Gondi:betul:Betul	Tr.	0	Initial displacement likely; suffix and vowel variants retained.
d516	d516	Gondi	D	D	rehtānā	f_rsss2d4yk7him	database	f_rsss2d4yk7him	Gondi		rehtānā	etc. to cause to descend, (F-H.) distil (<i>Voc.</i> 3049)	dedr;Tr-Gondi	caus dialect:Gondi:betul:Betul	Tr.	0	Initial displacement likely; suffix and vowel variants retained.
d516	d516	Irula	A	A	ṟa·ŋgu̇	f_npsxnif27o6wg	database	f_npsxnif27o6wg	Irula		ṟa·ṅgu̇	to descend	dedr			0	Initial-loss/contraction variants, not automatically the SC process.
d516	d516	Irula	A	A	ṟaŋgu	f_tqjbdwldcrlrm	database	f_tqjbdwldcrlrm	Irula		ṟaṅgu	to descend	dedr			0	Initial-loss/contraction variants, not automatically the SC process.
d516	d516	Kannada	R	R	eṟagu	f_z3xel3reqj2pg	database	f_z3xel3reqj2pg	Kannada		eṟagu	to bow, be bent, crouch, come down, alight, fall upon, attack, enter, join, accrue to; a bow, obeisance	dedr	noun		0	Lowering without displacement.
d516	d516	Kodagu	R	R	əraŋg- (əraŋgi-)	f_ait62numfmh4m	database	f_ait62numfmh4m	Kodagu		ëraŋg- (ëraŋgi-)	(food, liquid) slips down throat, goes down slowly	dedr			0	Transitivity pair retains order.
d516	d516	Kodagu	R	R	ərak- (əraki-)	f_bs5atusbw474c	database	f_bs5atusbw474c	Kodagu		ërak- (ëraki-)	to let slip down throat slowly	dedr			0	Transitivity pair retains order.
d516	d516	Konda	D	D	ṟe- (-t-)	f_f3yi6uslztpf2	database	f_f3yi6uslztpf2	Konda		ṟe- (-t-)	to descend	dedr;BB-Konda		BB	0	Initial displacement with distinct intransitive/transitive suffixes.
d516	d516	Konda	D	D	ṟes- (-t-)	f_aq7chbwltcuhq	database	f_aq7chbwltcuhq	Konda		ṟes- (-t-)	to go down, set (as sun), dismount, descend	dedr			0	Initial displacement with distinct intransitive/transitive suffixes.
d516	d516	Konda	D	D	ṟep	f_zit6dg3vn6mam	database	f_zit6dg3vn6mam	Konda		ṟep-	to put down	dedr			0	Initial displacement with distinct intransitive/transitive suffixes.
d516	d516	Koraga	A	A	jāvu	f_lafk74tfux6qg	database	f_lafk74tfux6qg	Koraga		jāvu	to descend	dedr	dialect:Koraga:tappu:Tappu	O. T.	0	Possible local displacement/aphaeresis or regional diffusion.
d516	d516	Koraga	A	A	jāvu	f_sj2tzxbtx4x2a	database	f_sj2tzxbtx4x2a	Koraga		jāvu	to descend	dedr	dialect:Koraga:onti:Onti	O. T.	0	Possible local displacement/aphaeresis or regional diffusion.
d516	d516	Kota	R	R	erg- (ergy-)	f_32ancgz7hoxyi	database	f_32ancgz7hoxyi	Kota		erg- (ergy-)	to go down, (food) is swallowed	dedr			0	Syncope keeps V–apical order.
d516	d516	Kota	R	R	erk- (erky-)	f_gowqk66bwwhsa	database	f_gowqk66bwwhsa	Kota		erk- (erky-)	to put down (load), reduce (a fine), (priest) unties (front hair knot)	dedr			0	Syncope keeps V–apical order.
d516	d516	Kota	R	R	erg	f_gfyuvphbg4z6u	database	f_gfyuvphbg4z6u	Kota		erg	down	dedr			0	Syncope keeps V–apical order.
d516	d516	Kuwi	D	D	recali	f_etd4hza7e4cgc	database	f_etd4hza7e4cgc	Kuwi		recali	to descend	dedr;F-Kuwi		F.	0	Displaced forms; r/j and aspiration belong to local development.
d516	d516	Kuwi	D	D	repʰali	f_hzxumv3pdwsyk	database	f_hzxumv3pdwsyk	Kuwi		rephali	to put down	dedr;F-Kuwi		F.	0	Displaced forms; r/j and aspiration belong to local development.
d516	d516	Kuwi	D	D	re'nai	f_tb365k33mk3be	database	f_tb365k33mk3be	Kuwi		re'nai	to descend	dedr;S-Kuwi		S.	0	Displaced forms; r/j and aspiration belong to local development.
d516	d516	Kuwi	D	D	jespi	f_jwk33nkz5spkk	database	f_jwk33nkz5spkk	Kuwi		jespi	slope	dedr;S-Kuwi		S.	0	Displaced forms; r/j and aspiration belong to local development.
d516	d516	Malayalam	R	R	iṟayuka	f_lmlc72ltfnjtu	database	f_lmlc72ltfnjtu	Malayalam		iṟayuka	to bow, salute	dedr			0	Vowel-first verbal and valley formations.
d516	d516	Malayalam	R	R	iṟaŋŋuka	f_ipactitow3wka	database	f_ipactitow3wka	Malayalam		iṟaṅṅuka	to descend, go down, disembark, be swallowed	dedr			0	Vowel-first verbal and valley formations.
d516	d516	Malayalam	R	R	iṟakkuka	f_ngj3qqy5v6bgw	database	f_ngj3qqy5v6bgw	Malayalam		iṟakkuka	to put down, unlade, expel, swallow	dedr			0	Vowel-first verbal and valley formations.
d516	d516	Malayalam	R	R	iṟavu	f_u2ls2uyjkwhyi	database	f_u2ls2uyjkwhyi	Malayalam		iṟavu	a valley, descending slope	dedr			0	Vowel-first verbal and valley formations.
d516	d516	OTelugu	D	D	ṟēvu	f_2ev7zelqpwhym	database	f_2ev7zelqpwhym	OTelugu		ṟēvu	landing place, port, harbour, ford	dedr;Inscr1-Telugu		inscr. 10th cent., in place names	0	Tenth-century place-name attestation according to DEDR.
d516	d516	Pengo	A	A	jū- (-t-)	f_4fffrhsrtjxmc	database	f_4fffrhsrtjxmc	Pengo		jū- (-t-)	to descend	dedr			0	Initial apical-related consonant plausible; unexpected u needs independent account.
d516	d516	Tamil	R	R	iṟai	f_hrp23po7zwkcy	database	f_hrp23po7zwkcy	Tamil		iṟai (-v-, -nt-)	to bow before (as in salutation), worship	dedr	verb Tamil-class-2 weak	(-v-, -nt-)	0	Independent vowel-first root and expansions.
d516	d516	Tamil	R	R	iṟaŋku	f_fxuhdo2mcjpeo	database	f_fxuhdo2mcjpeo	Tamil		iṟaṅku (iṟaṅki-)	to descend, alight, fall (as rain), disembark, settle into place, halt, abate (as poison, small-pox, etc., which are supposed to pass away from the head downward), bow respectfully, fall from a high state	dedr	verb Tamil-class-3 weak	(iṟaŋki-)	0	Independent vowel-first root and expansions.
d516	d516	Tamil	R	R	iṟakku	f_3gy3ek57zntfc	database	f_3gy3ek57zntfc	Tamil		iṟakku (iṟakki-)	to lower, let down, put down (load), unload; unburdening, discharging	dedr	noun verb Tamil-class-3 weak	(iṟakki-)	0	Independent vowel-first root and expansions.
d516	d516	Tamil	R	R	iṟaiñcu	f_qadsooupii5p6	database	f_qadsooupii5p6	Tamil		iṟaiñcu (iṟaiñci-)	id., fall down, hang low (as a cluster of coconuts), bow, bend	dedr	verb Tamil-class-3 weak	(iṟaiñci-)	0	Independent vowel-first root and expansions.
d516	d516	Telugu	M	R	eṟãgu	f_e5od7okyckgem	database	f_e5od7okyckgem	Telugu		eṟãgu	to descend, bow or make obeisance, prostrate oneself	dedr			0	Retained bow/descend derivative versus displaced port noun.
d516	d516	Telugu	M	R	erãgu	f_xmjor7la2kyae	database	f_xmjor7la2kyae	Telugu		erãgu	to descend, bow or make obeisance, prostrate oneself	dedr			0	Retained bow/descend derivative versus displaced port noun.
d516	d516	Telugu	M	R	erãguḍu	f_uy6bi7fk3wgza	database	f_uy6bi7fk3wgza	Telugu		erãguḍu	bowing, salutation	dedr			0	Retained bow/descend derivative versus displaced port noun.
d516	d516	Telugu	M	D	rēvu	f_x56ndqpatzxga	database	f_x56ndqpatzxga	Telugu		rēvu	landing place, port, harbour, ford	dedr			0	Retained bow/descend derivative versus displaced port noun.
d516	d516	Toda	R	R	eṟk	f_cobmjek726knc	database	f_cobmjek726knc	Toda		eṟk	down, the east	dedr			0	Inherited down/swallow comparison retains vowel first.
d516	d516	Toda	R	R	eṟk	f_wtfyio5qbwkf4	database	f_wtfyio5qbwkf4	Toda		eṟk	the east; lower side; down, low; eṟk noːṛ ‘plains’, eṟk siːmy ‘lower area’, eṟk ely ‘the eastern boundary of the Toda area’, eṟk aːs ‘lower house’, eṟk foːr- ‘to come down’, eṟk koṇ-eṯ-s̱-n ‘going downwards’, eṟk ïn- (ïḏ-) q.v., eṟk koṇ-eṯ-s-n uːḍfiši ‘He rolled downwards.’	bhaskararao-toda2025[p. 15, entry 25];bhaskararao-toda-notes[p. 16, 86, 155]	noun adv		0	Inherited down/swallow comparison retains vowel first.
d516	d516	Toda	R	R	iṟk- (iṟky-)	f_zdh3vmrnlggla	database	f_zdh3vmrnlggla	Toda		iṟk- (iṟky-)	to swallow	dedr			0	Inherited down/swallow comparison retains vowel first.
d516	d516	Tulu	A	R	eraguni	f_mcyujwsdudeb6	database	f_mcyujwsdudeb6	Tulu		eraguni	to bow, fall upon, seize, alight	dedr			0	Retained and initial-loss forms, plus medial assimilation; correspondence history unresolved.
d516	d516	Tulu	A	R	ija	f_4fno54rod6f5g	database	f_4fno54rod6f5g	Tulu		ija	to climb down	dedr			0	Retained and initial-loss forms, plus medial assimilation; correspondence history unresolved.
d516	d516	Tulu	A	A	jappuni	f_2ipjh74gra5yi	database	f_2ipjh74gra5yi	Tulu		jappuni	to descend, alight	dedr			0	Retained and initial-loss forms, plus medial assimilation; correspondence history unresolved.
d516	d516	Tulu	A	A	jāpuni	f_5n477z4qooxfw	database	f_5n477z4qooxfw	Tulu		jāpuni	to be unloaded	dedr			0	Retained and initial-loss forms, plus medial assimilation; correspondence history unresolved.
d516	d516	Tulu	A	A	jāpini	f_h4jb6fknyjtqy	database	f_h4jb6fknyjtqy	Tulu		jāpini	to be unloaded	dedr			0	Retained and initial-loss forms, plus medial assimilation; correspondence history unresolved.
d516	d516	Tulu	A	A	japuḍuni	f_dhyg276z23w74	database	f_dhyg276z23w74	Tulu		japuḍuni	to let down, lower	dedr			0	Retained and initial-loss forms, plus medial assimilation; correspondence history unresolved.
d516	d516	Tulu	A	O	ekkuni	f_4wb2l3pwrgl4m	database	f_4wb2l3pwrgl4m	Tulu		ekkuni	to ebb, decline	dedr;burrow-emeneau1972den1[p. 400, entry 439]	verb		0	Retained and initial-loss forms, plus medial assimilation; correspondence history unresolved.
d517	d517	Gadaba	A	A	reyya	f_6hmpkoij2vi2w	database	f_6hmpkoij2vi2w	Gadaba		reyya-	shrimp, prawn	dedr		S.2	0	Close Telugu match, probable contact candidate.
d517	d517	Gondi	A	A	reyya	f_e5zhy2ulwetv6	database	f_e5zhy2ulwetv6	Gondi		reyya	id	dedr	dialect:Gondi:koya:Koya	KoyaSu.	0	Koya forms could be Telugu-area loans.
d517	d517	Gondi	A	A	rēyi kīke	f_5rf5yevjjqwgq	database	f_5rf5yevjjqwgq	Gondi		rēyi kīke	id. (<i>Voc.</i> 3060)	dedr	dialect:Gondi:koya:Koya	Ko.	0	Koya forms could be Telugu-area loans.
d517	d517	Konda	D	D	ṟeyo	f_pbzjfvkacir4a	database	f_pbzjfvkacir4a	Konda		ṟeyo	id	dedr			0	Probable inherited displacement, exact vowel/ending development uncertain.
d517	d517	Kuwi	D	D	rēya	f_pvhtsd743zqgk	database	f_pvhtsd743zqgk	Kuwi		rēya	id. DED(S) 440	dedr;S-Kuwi		S.	0	Probable displacement; contact cannot be ruled out solely by this noun.
d517	d517	Malayalam	R	R	iṟāvu	f_fser56lhu7aco	database	f_fser56lhu7aco	Malayalam		iṟāvu	prawn, shrimp	dedr			0	Vowel-first shrimp name.
d517	d517	Parji	A	A	rēḍa	f_3a4uyojw2mfps	database	f_3a4uyojw2mfps	Parji		rēḍa	shrimp	dedr			0	Possible regional diffusion; final consonant history unresolved.
d517	d517	Tamil	R	R	iṟavu	f_tacz632o72kn6	database	f_tacz632o72kn6	Tamil		iṟavu	prawn, shrimp	dedr			0	Related shellfish names retain order; meanings and quantity vary.
d517	d517	Tamil	R	R	iṟā	f_optpcic5mzkx4	database	f_optpcic5mzkx4	Tamil		iṟā	prawn, shrimp	dedr			0	Related shellfish names retain order; meanings and quantity vary.
d517	d517	Tamil	R	R	iṟāl	f_5ighicldheozw	database	f_5ighicldheozw	Tamil		iṟāl	prawn, shrimp	dedr			0	Related shellfish names retain order; meanings and quantity vary.
d517	d517	Tamil	R	R	iṟal	f_qbwt3xygfxhwq	database	f_qbwt3xygfxhwq	Tamil		iṟal	bivalve shellfish, mussel	dedr			0	Related shellfish names retain order; meanings and quantity vary.
d517	d517	Telugu	D	D	reyya	f_egseskzv55o6u	database	f_egseskzv55o6u	Telugu		reyya	prawn, shrimp	dedr			0	Probable displacement; e/o variation unresolved.
d517	d517	Telugu	D	D	royya	f_t4jkutlbao6tm	database	f_t4jkutlbao6tm	Telugu		royya	prawn, shrimp	dedr			0	Probable displacement; e/o variation unresolved.
d517	d517	Tulu	O	O	eṭṭi	f_te6pkuxo2xvo2	database	f_te6pkuxo2xvo2	Tulu		eṭṭi	prawn	dedr			0	Vowel first with a separate medial strengthening history.
d520	d520	Kui	D	D	renga (rengi-)	f_rqzchdyejnzlw	database	f_rqzchdyejnzlw	Kui		renga (rengi-)	to be broken in pieces (bread, cakes)	dedr			0	Displaced family under cognacy; exact vowel conditioning unresolved.
d520	d520	Kui	D	D	repka	f_fj4accsqwye66	database	f_fj4accsqwye66	Kui		repka	(&lt;rek-p-; rekt-) to break into pieces	dedr			0	Displaced family under cognacy; exact vowel conditioning unresolved.
d520	d520	Kurux	R	R	esnā (essas)	f_chzkmg3bbp3ny	database	f_chzkmg3bbp3ny	Kurux		esnā (essas)	to break, divide by force (a stick, a tooth, etc.), quell, crush	dedr			0	Initial vowel retained with local consonant change.
d520	d520	Kurux	R	R	esrnā	f_2ut4535mfopfg	database	f_2ut4535mfopfg	Kurux		esrnā	to get broken	dedr			0	Initial vowel retained with local consonant change.
d520	d520	Malayalam	R	R	iṟuka	f_mf2zqkcrf53po	database	f_mf2zqkcrf53po	Malayalam		iṟuka	to break, snap	dedr			0	Retained order.
d520	d520	Tamil	R	R	iṟu	f_rjakygpeypbw6	database	f_rjakygpeypbw6	Tamil		iṟu (iṟuv-, iṟṟ-)	to break, snap (as a stick), become severed (as a limb); (-pp-, -tt-) to break off (as a branch), snap asunder, smash, break in pieces	dedr	verb Tamil-class-4 weak	(iṟuv-, iṟṟ-)	0	High-u formation retains order.
d520	d520	Telugu	R	R	iriyu	f_alq2jr3tzgyny	database	f_alq2jr3tzgyny	Telugu		iriyu	to be broken, smashed	dedr;B-Telugu		B.	0	Retained order in the i/y formation.
d524	d524	Badaga	O	R	iruku	f_rwta2r5chencs	database	f_rwta2r5chencs	Badaga		iruku	to squeeze, pinch between two fingers	hockings-pilotraichoor1992[p. 56, col. 2]	verb tr uncertain		0	Retained roots plus medial loss.
d524	d524	Badaga	O	R	irupe	f_d32h4wuu2xt7g	database	f_d32h4wuu2xt7g	Badaga		irupe	throng, multitude, large number	hockings-pilotraichoor1992[p. 56, col. 2]	noun uncertain alternate		0	Retained roots plus medial loss.
d524	d524	Badaga	O	R	irupu	f_6t5epbxtmjtou	database	f_6t5epbxtmjtou	Badaga		irupu	throng, multitude, large number	hockings-pilotraichoor1992[p. 56, col. 2]	noun uncertain alternate		0	Retained roots plus medial loss.
d524	d524	Badaga	O	O	ikku	f_gl7b5ldis52qw	database	f_gl7b5ldis52qw	Badaga		ikku	niche, tight corner	hockings-pilotraichoor1992[p. 51, col. 1]	noun uncertain		0	Retained roots plus medial loss.
d524	d524	Gondi	R	R	ihittānā	f_kdxu3z2izxwmo	database	f_kdxu3z2izxwmo	Gondi		ihittānā	to coagulate (milk, <i>tr.) (Voc.</i> 204)	dedr;Tr-Gondi;Ph-Gondi	dialect:Gondi:mandla:Mandla	Tr. Ph.	0	Initial vowel retained, local consonant history.
