Group_ID	Display_Form	Display_Gloss	Head_Strategy	N_Records	N_Attested	N_Telugu_Records	Languages	Reconstructions	Reconstruction_IDs	Reconstructed_Input_Flags	Comparative_Input_Flags	Telugu_Forms	Status	Scope	In_Independent_Input_Screen	In_Prior_Cluster_Triage	In_Local_Stop_Process_Audit
d1407	*kan-acV	; dream, to dream	krishnamurti-pfeiffer	51	47	2	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kurux;Malayalam;Malto;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*kan-acV | *kan_- | **kanVr	d1407;f_pmfrnrjmrb5ug;f_qtrektupioj5i;f_wf7suzu6gbwji	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical	kala | kalãganu	entry	not-in-current-full-casebook	1	0	0
d1408	kaṉi		dedr-reflex	23	21	3	Gondi;Kannada;Kui;Kuwi;Malayalam;Tamil;Telugu;Tulu	*kan-	f_c7m7pamongive	short-vowel-apical	nonapical-control;short-vowel-apical	kaniyu | kanikaramu | kamiyu	entry	not-in-current-full-casebook	0	0	0
d1409	kaṉai		dedr-reflex	20	18	0	Kannada;Kodagu;Kota;Kui;Malayalam;Tamil;Toda	*kan-	f_pmvzxc24ocjto	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d141	atxā		dedr-reflex	6	4	0	Kurux;Malto	*ātq-ā	f_2w57ihawc36s6		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1410	kaṉṟu		dedr-reflex	12	10	1	Kannada;Kodagu;Malayalam;Tamil;Telugu;Tulu	*kand_-	f_auf6ip2awxlk4	postapical-cluster;short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	kandu	entry	not-in-current-full-casebook	0	0	0
d1411	**kaṯVtV		krishnamurti-pfeiffer	36	34	6	Badaga;Brahui;Gondi;Kannada;Konda;Kurux;Malayalam;Malto;Parji;Tamil;Telugu;Toda;Tulu	**kaṯVtV | *kand-	d1411;f_73cmh5jwk5s7c	postapical-cluster;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kandu | kanubadi | kānupu | kanduvu | kanu | kāncu	entry	not-in-current-full-casebook	1	0	0
d1412	kaṉṉam		dedr-reflex	9	7	1	Badaga;Kannada;Kuwi;Malayalam;Tamil;Telugu;Tulu	*kan-	f_vz577kim647le	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical	kannamu	entry	not-in-current-full-casebook	0	0	0
d1413	kaṉṉam		dedr-reflex	6	4	0	Badaga;Kannada;Malayalam;Tamil	*kan_n_am	f_p7lkqunduld2s	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1414	kaṉṉal		dedr-reflex	7	5	0	Kota;Malayalam;Tamil;Tulu	*Kan-	f_hz3eyxtcto7bq	short-vowel-apical	geminate-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1415	kaṉṉal		dedr-reflex	5	3	0	Kannada;Tamil;Tulu	*kan_n_al	f_oidhmfubxwr7e	short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1416	*kā(-tt-)	; to protect, guard	krishnamurti-pfeiffer	117	113	8	Badaga;Brahui;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*kā(-tt-) | **kāppV | *kā-	d1416;f_3lrdqrhb7ayvo;f_7rogn2cc45usa;f_boysghjynj5cy		long-vowel-apical-control;nonapical-control;short-vowel-apical	kāvali | kāpuṇḍu | kāpuncu | kāpu | kāpari | kāyu | kācu | kāpāḍu	entry	not-in-current-full-casebook	1	0	0
d1417	*kā-vaṭi	shoulder pole	krishnamurti-pfeiffer	75	55	10	Badaga;Gadaba;Gondi;Kannada;Kolami;Konda;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Parji;Pengo;Tamil;Telugu;Tulu	*kā-vaṭi | *kā-waṭi | *kāv-	d1417;f_2edatkcapxfoe;f_fy7sru3klaxxw;f_sjtqx7d4nilka		long-vowel-apical-control;nonapical-control	kāṇi | kāvaṭi | kāvaḍi | kāḍi | kāḍimānu | kāṇḍi | kāḍimāku | kāni | kā̃ḍi	entry	not-in-current-full-casebook	0	0	0
d1418	*kā(-n)	forest	krishnamurti-pfeiffer	31	23	1	Badaga;Kannada;Malayalam;Tamil;Telugu;Tulu	*kā(-n) | *kā | *kā-n | *kān-	d1418;f_2m2nebqad5ibi;f_mxt6p5x4lwxzc;f_wbm6zo2ysycdq	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical	kāna	entry	not-in-current-full-casebook	1	0	0
d1419	kānā (past keras		dedr-reflex	21	19	0	Brahui;Kurux;Malto	*k̂ā-	f_57wwaorbzobqi		long-vowel-apical-control;nonapical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d142	*atta-	maternal/paternal aunt	krishnamurti-pfeiffer	53	33	1	Badaga;Gadaba;Gondi;Kannada;Kui;Kuwi;Malayalam;Naikri;Tamil;Telugu;Tulu	*atta- | *átai | *atta	d142;f_m2kwalplzsrl6;f_o3kerql5gh5sc;f_z3nfcqv3t6lkq	nonapical-control	nonapical-control	atta	entry	not-in-current-full-casebook	0	0	0
d1420	ke		dedr-reflex	9	7	0	Konda;Kuwi;Pengo	*kā-	f_ojworxs7ncbym		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1421	kāk- (-t-)		dedr-reflex	9	7	0	Konda;Kui;Kuwi;Pengo	*kāk- (*-ǟ-)	f_jzituq7mvpfc2				entry	not-in-current-full-casebook	0	0	0
d1422	kākanḍi ( kākacil)		dedr-reflex	4	2	0	Gadaba;Parji	*kāk-	f_gq5wi7puhi7l6				entry	not-in-current-full-casebook	0	0	0
d1423	*kak-		merriam-pdr	7	5	1	Badaga;Kolami;Malayalam;Naikri;Telugu	*kak-	d1423;f_bmuxqvlg7q4ym	nonapical-control	nonapical-control	kāki cippa	entry	not-in-current-full-casebook	0	0	0
d1424	*kāk-		merriam-pdr	16	14	1	Kui;Kuwi;Malto;Pengo;Telugu;Tulu	*kāk-	d1424;f_7j2myklhhcrl4		nonapical-control	kāku	entry	not-in-current-full-casebook	0	0	0
d1425	*kā-kk-ay	; crow	krishnamurti-pfeiffer	57	53	2	Badaga;Brahui;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*kā-kk-ay | **kākkV | *kāk-	d1425;f_7rit5mjewcbzs;f_cf4b74jv6a3bk;f_qhtrq7m4s7kui		long-vowel-apical-control;nonapical-control	kāki | kāvu	entry	not-in-current-full-casebook	0	0	0
d1426	*kāk-		merriam-pdr	5	3	0	Kolami;Kuwi	*kāk-	d1426;f_f3cdxruzg4wda		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1427	kā̃kara		dedr-reflex	4	2	1	Konda;Telugu	*kā(n)k-	f_ngvpzdzbzecre			kā̃kara	entry	not-in-current-full-casebook	0	0	0
d1428	kāŋku-ppuṭavai		dedr-reflex	8	6	0	Kannada;Malayalam;Tamil;Toda;Tulu	*kāŋ-	f_vpejg65zgcegg				entry	not-in-current-full-casebook	0	0	0
d1429	kāsarike		dedr-reflex	5	3	1	Badaga;Kannada;Telugu	*kāsarike	f_dm46jxe2lbxy6			kāsara	entry	not-in-current-full-casebook	0	0	0
d143	attāḷam		dedr-reflex	5	3	0	Malayalam;Tamil	*atāẓa-	f_5yunrjlcugwze	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1430	kāci		dedr-reflex	10	8	4	Kannada;Tamil;Telugu;Tulu	*gās-i	f_inkb6ubbzcp4o			gāsillu | gāsincu | gāsi | gāsilu	entry	not-in-current-full-casebook	0	0	0
d1431	kācu		dedr-reflex	12	10	1	Badaga;Gondi;Kannada;Kota;Malayalam;Tamil;Telugu;Toda;Tulu	*kās-	f_6e2aa247odd4w			kāsu	entry	not-in-current-full-casebook	0	0	0
d1432	kācu		dedr-reflex	13	11	1	Kannada;Malayalam;Tamil;Telugu;Tulu	*kāc-	f_ojvjorohuuna6		long-vowel-apical-control;nonapical-control	kā̃cu	entry	not-in-current-full-casebook	1	0	0
d1433	kāñci		dedr-reflex	5	3	0	Kannada;Malayalam;Tamil	*kāñci	f_r2xrf4yimwvui				entry	not-in-current-full-casebook	0	0	0
d1434	kāñcirai		dedr-reflex	15	13	0	Kannada;Koraga;Malayalam;Tamil;Tulu	*kānǯVr-	f_djoymvgj4h6wm	long-vowel-apical-control			entry	not-in-current-full-casebook	0	0	0
d1435	kāñcoṟi		dedr-reflex	6	3	0	Malayalam;Tamil	*kāñcor_i | *kāñcōn_r_i	f_5fery3zb5vnze;f_w4o54s6awkmd4				entry	not-in-current-full-casebook	0	0	0
d1436	kāṭi		dedr-reflex	7	5	1	Kannada;Malayalam;Tamil;Telugu	*kāṭi	f_id4aqu2edidpo	long-vowel-apical-control	long-vowel-apical-control	kā̃ḍi	entry	not-in-current-full-casebook	1	0	0
d1437	kāḍige		dedr-reflex	13	11	2	Badaga;Kannada;Konda;Kuwi;Manda;Pengo;Telugu;Tulu	*kāḍ-	f_tsb57c5sathkk	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kāṭu | kāṭuka	entry	not-in-current-full-casebook	1	0	0
d1438	*kā-ṭu	forest	krishnamurti-pfeiffer	155	152	2	Badaga;Irula;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kuwi;Malayalam;Manda;PaluKurumba;Pengo;Tamil;Telugu;Toda;Tulu	*kā-ṭu | *kāḍ- | *kā-ṭV	d1438;f_2rx7dygkd7ffk;f_znpauu4mvzpsa	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kāḍu ( kāṭ-) | kāru	entry	not-in-current-full-casebook	1	0	0
d1439	*kāj-u		merriam-pdr	7	5	0	Konda;Kuwi;Parji	*kāj-u	d1439;f_65itvbbjeoqek		long-vowel-apical-control;nonapical-control		entry	not-in-current-full-casebook	1	0	0
d144	atti		dedr-reflex	32	30	1	Badaga;Kannada;Kodagu;Kota;Malayalam;Tamil;Telugu;Tulu	*á[r]ti	f_4absokp7pluti		long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	atti	entry	not-in-current-full-casebook	1	0	0
d1440	kāḍu		dedr-reflex	28	26	2	Badaga;Kannada;Kodagu;Telugu;Tulu	*kāḍu	f_ivbiwicburebi	long-vowel-apical-control	long-vowel-apical-control;nonapical-control	kāṭakamu | kāḍu	entry	not-in-current-full-casebook	1	0	0
d1441	kāṭai		dedr-reflex	6	4	1	Malayalam;Tamil;Telugu;Tulu	*kāṭai	f_pxmo5rci7sfri	long-vowel-apical-control	long-vowel-apical-control	kāṭigā̃ḍu	entry	not-in-current-full-casebook	1	0	0
d1442	gāṭamu		dedr-reflex	7	5	1	Kuwi;Manda;Pengo;Telugu	*gāṭ-	f_ixykenyq5g3xi	long-vowel-apical-control	long-vowel-apical-control	gāṭamu	entry	not-in-current-full-casebook	1	0	0
d1443	*kaHṇ-	; gift; to see	krishnamurti-pfeiffer	86	78	6	Badaga;Brahui;Gadaba;Kannada;Kodagu;Kolami;Kota;Kurux;Malayalam;Naikri;Parji;Tamil;Telugu;Toda;Tulu	*kaHṇ- | *kaHṇ | *kāṇ- | *kāṇ-ikk-ay | *kāṇ- (< *kaHṇ-) | **kaṇ	d1443;f_brrgzznav4eba;f_cirmevktugk3e;f_enewt7bembh4k;f_jkni3zlz3gn3y;f_ohfena2dfqbci;f_p2vfqwzamqkqc;f_szwvl7wswhbuo	long-vowel-apical-control;nonapical-control;short-vowel-apical	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical	kānipincu | kānupu | kanu | kānuka | kanukali | kaṇṭãbaḍu	entry	not-in-current-full-casebook	1	0	0
d1444	kāṇam		dedr-reflex	16	14	2	Badaga;Kannada;Malayalam;Tamil;Telugu;Toda;Tulu	*kāṇ-	f_su3isy7cagxno	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical	kāṇi | kāni	entry	not-in-current-full-casebook	0	0	0
d1445	kātal		dedr-reflex	20	18	1	Gondi;Kannada;Kui;Malayalam;Tamil;Telugu;Tulu	*kad-	f_6a7lftknsxlau	nonapical-control	nonapical-control	gādili	entry	not-in-current-full-casebook	0	0	0
d1446	kāti		dedr-reflex	5	3	0	Kannada;Tulu	*kāti	f_b2vou75lq2xio		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1447	kātu		dedr-reflex	11	9	0	Badaga;Kannada;Tamil;Tulu	*kād-	f_22tr543i6djsg				entry	not-in-current-full-casebook	0	0	0
d1448	kātu		dedr-reflex	6	4	0	Irula;Malayalam;PaluKurumba;Tamil	*kād-	f_mxbcnqhrjlv3y				entry	not-in-current-full-casebook	0	0	0
d1449	kātī		dedr-reflex	5	3	0	Gondi;Kuwi	*gāti (-ṭ-)	f_bqfycvy5z7t3w				entry	not-in-current-full-casebook	0	0	0
d145	*att-/ *att-i-		krishnamurti-pfeiffer	18	15	4	Gadaba;Gondi;Kannada;Konda;Kurux;Malto;Tamil;Telugu	*att-/ *att-i- | *at- | *att-/ *att-i	d145;f_6h3rypfkp6eqa;f_rpovvh6a6tm2y	nonapical-control	nonapical-control	attu | atikincu | aduku | atuku	entry	not-in-current-full-casebook	0	0	0
d1450	gātu		dedr-reflex	4	2	0	Konda;Kui	*krāt-	f_bxjwr5ysimj6w				entry	not-in-current-full-casebook	0	0	0
d1451	kāntaḷ		dedr-reflex	5	3	0	Kannada;Malayalam;Tamil	*kāntaḷ	f_izhq73d5lo63c	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1452	*kāp		merriam-pdr	4	2	0	Kui;Parji	*kāp	d1452;f_hgyqid5acy3a6				entry	not-in-current-full-casebook	0	0	0
d1453	gāpa (gāt-)		dedr-reflex	6	4	0	Kui;Kuwi	*gāl-	f_r5t537mscjdba	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1454	*kāmb-		merriam-pdr	16	14	1	Badaga;Gadaba;Gondi;Kannada;Kota;Kuwi;Malayalam;Tamil;Telugu;Toda	*kāmb-	d1454;f_4mdzimfv5elfa		nonapical-control	kāma	entry	not-in-current-full-casebook	0	0	0
d1455	kāmpu		dedr-reflex	6	4	0	Kodagu;Malayalam;Tamil	*kāmpu	f_ltbgnhudcnbb4		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1456	gāmpa		dedr-reflex	16	13	5	Gondi;Kannada;Telugu	*gāṇpa | *gāmpa	f_2khahsmccuark;f_5lmrufrmyzsqe	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical	kā̃pũdanamu | ḳā̃puramu | kā̃pata | kā̃pudi | kā̃pu	entry	not-in-current-full-casebook	1	0	0
d1457	gāmba (gāmbi-)		dedr-reflex	10	8	0	Kui;Kuwi	*gām- (?)	f_l7txnpkbeqkxi		nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	0	0	0
d1458	*kāy	; to be hot, dry up, burn	krishnamurti-pfeiffer	141	131	11	Badaga;Brahui;Gadaba;Gondi;Kannada;Kodagu;Kolami;Konda;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Manda;Naiki;Naikri;Parji;Pengo;Tamil;Telugu;Toda;Tulu	*kāy | **kāy | *kā-nku | *kā-mpu | *kā-ntu | *kāj- | *qāy- / *qay-i | *kā-nttu | *kā-nkku | *kā-mppu	d1458;f_3oxpwoydmetbs;f_bfs45jpfplmug;f_fyk5qna7pqu2s;f_n5uosrf772d62;f_ngbhb7gcam3bi;f_pxmmt6y7bxh2q;f_tqzunzpgj4mrg;f_uws4czl5vpnra;f_zeu7q6n6pkz56	long-vowel-apical-control	long-vowel-apical-control;nonapical-control	kā̃paḍamu | kāyu | kā̃pu | kā̃pincu | kāvaramu | kā̃puḍu | kā̃gu | kā̃cu | kācu | kā̃ka | kā̃guḍu	entry	not-in-current-full-casebook	1	0	0
d1459	*kāy	; coconut (southern fruit); fruit, pod	krishnamurti-pfeiffer	82	75	4	Badaga;Gadaba;Gondi;Kannada;Kodagu;Kolami;Kota;Kui;Kurux;Kuwi;Malayalam;Malto;Naiki;Naikri;Tamil;Telugu;Toda;Tulu	*kāy | **kayVncV | *kāj- | **attV | **keyVnV | *ten-kāy	d1459;f_34p4nrhu44mg4;f_cuxkwt6rk65bo;f_dhiibbozpkwnc;f_oskqncct6v42a;f_xnejtb2x7toic	nonapical-control;postapical-cluster;short-vowel-apical	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	kāya | kāyu | kāpu | kācu	entry	not-in-current-full-casebook	1	0	0
d146	attu		dedr-reflex	4	2	0	Malayalam;Tamil	*at-	f_mdf23ly5jdwzc	nonapical-control	nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1460	kāy		dedr-reflex	11	9	1	Gondi;Kannada;Malayalam;Tamil;Telugu	*kāj-	f_sruvhnvqcozbu		nonapical-control	kāya	entry	not-in-current-full-casebook	0	0	0
d1461	kāy		dedr-reflex	7	5	1	Kannada;Malayalam;Tamil;Telugu	*kāy	f_d32yrjxjxoto2			kāya	entry	not-in-current-full-casebook	0	0	0
d1462	kāyam		dedr-reflex	7	5	0	Malayalam;Tamil;Tulu	*kāyam	f_avjcf7aopoegy				entry	not-in-current-full-casebook	0	0	0
d1463	kāyal		dedr-reflex	4	2	0	Malayalam;Tamil	*kāyal	f_cryprve3elhnw				entry	not-in-current-full-casebook	0	0	0
d1464	kāyā		dedr-reflex	11	7	0	Tamil	*kācā | *kācai | *kāyā	f_5jgfzqioqjik6;f_yamr7s4uyueug;f_zv4jklds4d7rm		nonapical-control		entry	not-in-current-full-casebook	0	0	0
d1465	kāyppu		dedr-reflex	4	2	0	Malayalam;Tamil	*kāyppu	f_5bnfa4jdwbrnk				entry	not-in-current-full-casebook	0	0	0
d1466	*kā̆r-[ɣ-]		merriam-pdr	38	36	2	Badaga;Brahui;Kannada;Kodagu;Kolami;Konda;Kota;Malayalam;Manda;Pengo;Tamil;Telugu;Toda;Tulu	*kā̆r-[ɣ-]	d1466;f_wiez2ihkcmlby		long-vowel-apical-control;postapical-cluster;short-vowel-apical	kāramu | kāru	entry	not-in-current-full-casebook	1	0	0
d1467	kār		dedr-reflex	21	19	0	Gondi;Konda;Kui;Kuwi;Manda;Pengo	*kār-	f_fdo3f7nsipuq6	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1468	gārā		dedr-reflex	8	6	0	Gondi;Kui	*gār-a	f_y27wfjosbieak	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1469	kāra		dedr-reflex	7	5	0	Badaga;Kannada;Malayalam	*kāra	f_e6i4i7i3yatto	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d147	*ádda- [?]		merriam-pdr	8	6	1	Gadaba;Gondi;Konda;Kuwi;Tamil;Telugu	*ádda- [?]	d147;f_az43mlkpela6g	nonapical-control	nonapical-control	addamu	entry	not-in-current-full-casebook	0	0	0
d1470	kārakka		dedr-reflex	5	3	0	Malayalam;Tulu	*kārakka	f_z72xdfghae6ge	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1471	kāri		dedr-reflex	8	6	2	Badaga;Kannada;Malayalam;Tamil;Telugu	*kāri	f_mhxbwvufqeriw	long-vowel-apical-control	long-vowel-apical-control	kāri (second member of place names) | kāri-nēla	entry	not-in-current-full-casebook	1	0	0
d1472	kārikkaṉ		dedr-reflex	4	2	1	Tamil;Telugu	*kārikkan_	f_f2jf4ou5c2c3i	long-vowel-apical-control	long-vowel-apical-control	kārikamu	entry	not-in-current-full-casebook	1	0	0
d1473	kāru		dedr-reflex	5	3	1	Gadaba;Kannada;Telugu	*kāru	f_fyz3cbi6azin4	long-vowel-apical-control	long-vowel-apical-control	kāru	entry	not-in-current-full-casebook	1	0	0
d1474	**kār-		krishnamurti-pfeiffer	20	15	0	Kannada;Kui;Kurux;Kuwi;Malayalam;Malto;Tulu	**kār- | **kār | *kār-	d1474;f_aeqbnuthcw326;f_c74su4uumuk4u	long-vowel-apical-control	long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1475	kārai		dedr-reflex	23	21	1	Badaga;Kannada;Kodagu;Malayalam;Tamil;Telugu	*kār-ai	f_ea5min7bpl66m	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	gāra	entry	not-in-current-full-casebook	1	0	0
d1476	kārai		dedr-reflex	4	2	0	Malayalam;Tamil	*kārai	f_c5rxlw5vy2bui	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1478	*kāl_-		merriam-pdr	18	16	3	Gondi;Kurux;Malayalam;Tamil;Telugu;Toda	*kāl_-	d1478;f_kpnmptyrhrlg6	long-vowel-apical-control	long-vowel-apical-control;nonapical-control;short-vowel-apical	kārcu | kāṛu | kāṟucu	entry	not-in-current-full-casebook	1	0	0
d148	antaṇaṉ		dedr-reflex	7	5	0	Malayalam;Tamil	*andaṇa-	f_4szpxx3itevji	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1480	*kāl	canal	krishnamurti-pfeiffer	25	23	2	Badaga;Gondi;Kannada;Malayalam;Tamil;Telugu;Toda;Tulu	*kāl | *kāl-	d1480;f_sibynm3n7xgfs	long-vowel-apical-control	long-vowel-apical-control	kālava | kāluva	entry	not-in-current-full-casebook	1	0	0
d1481	kāl		dedr-reflex	14	12	0	Kodagu;Kota;Malayalam;Tamil;Toda;markodi	*kālt_- (?)	f_po6r4nlwmfeaw	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1482	kāl		dedr-reflex	4	2	0	Kannada;Tamil	*kāl	f_vzqwyh3mxilrq	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1483	kāl		dedr-reflex	8	6	3	Kannada;Tamil;Telugu;Tulu	*kāl	f_h3ycp7de5rsqa	long-vowel-apical-control	long-vowel-apical-control	gālu | gānu | kalu	entry	not-in-current-full-casebook	1	0	0
d1484	ka·l		dedr-reflex	8	6	0	Kota;Toda	*kāl	f_n2zhgdt4skk3u	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1485	kāvaṭṭai		dedr-reflex	12	9	0	Kannada;Malayalam;Tamil	*kāvaṭṭai | *kāvaṭṭam-pul	f_up3upey4r3ld2;f_y2ba52yfs6nv4				entry	not-in-current-full-casebook	0	0	0
d1486	kāvaṇam		dedr-reflex	4	2	0	Kannada;Tamil	*kāvaṇam	f_ypbne3rfndzme				entry	not-in-current-full-casebook	0	0	0
d1487	kāvalam		dedr-reflex	7	5	0	Malayalam;Tamil	*kāvalam	f_ocy3f2rmlfduk		long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1488	kāvali		dedr-reflex	10	7	0	Badaga;Kannada;Tulu	*kāvale | *kāvali	f_pbooyiaivct5y;f_tqzrj4hw3y6js				entry	not-in-current-full-casebook	0	0	0
d1489	kāvaḷa		dedr-reflex	8	4	1	Kannada;Telugu	*kāvaḷa | *kāvuḷa | *gāvaḷa	f_4mktcf5agg5cw;f_i4pz2h5uyoqoi;f_wbqdas7fe7nfk			kāviri	entry	not-in-current-full-casebook	0	0	0
d149	attu		dedr-reflex	6	4	1	Kannada;Konda;Tamil;Telugu	*and-	f_mwkeikmdsspmi	postapical-cluster;short-vowel-apical	nonapical-control;postapical-cluster;short-vowel-apical	andu	entry	not-in-current-full-casebook	1	0	0
d1490	kāvi		dedr-reflex	12	10	3	Badaga;Kannada;Kota;Malayalam;Tamil;Telugu;Tulu	*kāv-i	f_fqdbvsjctp2qq			kāviṟāyi | kāvi | gavarana	entry	not-in-current-full-casebook	0	0	0
d1491	kāṛ̆		dedr-reflex	17	15	0	Badaga;Kannada;Kota;Malayalam;Parji;Tamil;Toda	*kāẓ-	f_h2luhnmgourns	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1492	*gāṭ-		merriam-pdr	13	11	1	Kannada;Kolami;Tamil;Telugu;Tulu	*gāṭ-	d1492;f_5hcrdftmjxom2	long-vowel-apical-control	long-vowel-apical-control	gāṭu	entry	not-in-current-full-casebook	1	0	0
d1493	*kāẓ		merriam-pdr	8	6	0	Kannada;Kodagu;Parji;Tamil;Tulu	*kāẓ	d1493;f_2rlkifz2ivck6	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1494	*kāẓ-		krishnamurti-pfeiffer	226	31	0	Badaga;Kannada;Kuwi;Manda;Tamil;Toda;Tulu;pampa	*kāẓ- | *kāẓ	d1494;f_mhrhgsf6maztk;f_qi2hysewg2ciw	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d1495	*kāl	fish-hook	krishnamurti-pfeiffer	11	9	2	Gondi;Kannada;Malayalam;Naikri;Parji;Telugu;Tulu	*kāl | *gāḷ-	d1495;f_jprbwug3yii36	long-vowel-apical-control	long-vowel-apical-control;short-vowel-apical	gālamu | gālāmu	entry	not-in-current-full-casebook	1	0	0
d1496	gāḷaka		dedr-reflex	4	2	1	Kannada;Telugu	*gāḷaka	f_ll3dbawndsga2	long-vowel-apical-control	long-vowel-apical-control	gāḷakũḍu	entry	not-in-current-full-casebook	1	0	0
d1497	kāḷaṉ		dedr-reflex	4	2	0	Malayalam;Tamil	*kāḷan_	f_ho42ysh7mr2to	long-vowel-apical-control	long-vowel-apical-control		entry	not-in-current-full-casebook	1	0	0
d1498	kāḷāñci		dedr-reflex	8	6	2	Kannada;Malayalam;Tamil;Telugu	*kāḷāñci	f_yro3na2qzhgvu	long-vowel-apical-control	long-vowel-apical-control	kāḷanji | kāḷānji	entry	not-in-current-full-casebook	1	0	0
d1499	*gāḷ-		merriam-pdr	29	27	2	Badaga;Gondi;Kannada;Kodagu;Kolami;Konda;Kuwi;Naiki;Naikri;Telugu;Tulu	*gāḷ-	d1499;f_msqokurnfm67g	long-vowel-apical-control	geminate-apical-control;long-vowel-apical-control;nonapical-control;postapical-cluster;short-vowel-apical	gāḍupu | gāli	entry	not-in-current-full-casebook	1	0	0
d15	*ággai		merriam-pdr	15	13	0	Kannada;Kodagu;Kurux;Malayalam;Tamil;Tulu	*ággai	d15;f_cvfcg4gmynv62	nonapical-control	nonapical-control;postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
d150	antu		dedr-reflex	6	4	0	Kannada;Tamil	*and-	f_s3lh5k5mo22ik	postapical-cluster;short-vowel-apical	postapical-cluster;short-vowel-apical		entry	not-in-current-full-casebook	1	0	0
