Record_ID	Entry_ID	Language_ID	Source_Form	Source_Gloss	Source	Input_Class	Proposed_Immediate_Input	Supporting_Past_Stem	Disposition	Observed_Outcome	Derivation_and_Direction	Confidence	Exception_Notes	Family_ID	Review_Scope
f_gvalmquq3u7hu	d1817	Kui	glōpka	(&lt;glōk-p-; glōkt-) to make muddy or turbid, adulterate, use bad language against; act of making turbid, adulteration	dedr	verbal-velar+labial-formative	glōk-p-	glōkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d1817	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_gyfe5ok66oej4	d1192	Kuwi	gadde	a bamboo receptacle for storing paddy	dedr;F-Kuwi	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d1192	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_h3cx6pl6dhtqc	d3323	Kuwi	hūpka	vomit, spittle	dedr	labial-stem+velar-formative	hūp spit + k-i/a		labial-stem-plus-velar-control	O	Independent labial base (panel-029 for heap, quiet and spit) supports original p-before-k, not an underlying velar-before-labial sequence. The interlace compound remains less fully segmented.	high for labial bases except interlace, medium for exact derivation		d3323	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_h6llshcx7cdda	d2881	Kui	sōmbu ( sōpka)	a species of tuberous plant somewhat like a yam or cassava	dedr	nasal/labial-stem+plural-k	sōmbu + plural-k		nominal-plural-control	O	Labial precedes the plural velar in the morphological input already; nasal loss and/or devoicing can yield p-k without k-p reversal. This is an independently different input class.	medium; precise plural allomorphy requires full paradigms		d2881	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_hctegq7pigchg	d2557	Kui	sripka	(&lt;srik-p-; srikt-) to loosen, untie, unbind, free, release	dedr	verbal-velar+labial-formative	srik-p-	srikt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d2557	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_hes2ed54z3pj6	d3499	Kui	ḍōnḍi	pumpkin	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d3499	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_hfquv2hdpumui	d3808	Kui	papka	(&lt;pak-p-; pakt-) to split , crack, divide, break up the earth at a first ploughing; act of splitting, cleavage	dedr	verbal-velar+labial-formative	pak-p-	pakt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d3808	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_hkbi2vxi6hfw4	d710	Kui	ubga (&lt; ug-b-; ugd-)	to agree with, suit, fit, fulfil. DED(S) 608	dedr	verbal-velar+labial-formative	ug-b-		source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d710	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_htpsvjf6iscgg	d4152	Kui	brupka	(&lt;bruk-p-; brukt-) to pluck, pluck out, pull out	dedr	verbal-velar+labial-formative	bruk-p-	brukt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted	brupka and pṛupka are related pluck/break formations; one family, cluster voicing/place history separate.	d4152	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_i4oxp3x7orv7k	d4235	Kui	põpka	(&lt;pōk-p-; pōkt-) to make known, proclaim, preach; proclamation	dedr	verbal-velar+labial-formative	pōk-p-	pōkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted	Surface põpka versus source pōk-p- includes a nasal/diacritic difference. Local velar-labial order is still explicit; quantity/nasal spelling needs source checking.	d4235	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_icbkubpzwktmm	d4250	Kui	puḍra	a kind of pumpkin	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d4250	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_idpodt7nvllg4	d1851	Kui	kōpka (&lt; kōk-p-; kōkt-)	to make less, decrease, diminish, reduce; reduction	dedr	verbal-velar+labial-formative	kōk-p-	kōkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted	kōpka and kṛōpka are related formations within one entry; do not count two independent roots.	d1851	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_iqs44o4csqkzm	d4976	Kuwi	marcu	rope attaching bullock to plough. DED(S, N) 4079	dedr;Ṭ-Kuwi	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d4976	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_iski53l7zilry	d809	Pengo	ipka	id. (intensive; &lt; ik-pa-)	dedr	verbal-velar+labial-formative	ik-pa-		source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted	ipka and ipka vā are simplex and compound uses of one intensive; one family.	d809	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_izemgh4kdtu3a	d3323	Kuwi	hūpki	vomiting	dedr	labial-stem+velar-formative	hūp spit + k-i/a		labial-stem-plus-velar-control	O	Independent labial base (panel-029 for heap, quiet and spit) supports original p-before-k, not an underlying velar-before-labial sequence. The interlace compound remains less fully segmented.	high for labial bases except interlace, medium for exact derivation		d3323	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_jnn6imecxkwim	d5190	Pengo	lup gaṭ	part of the forest where the beaters are stationed	dedr	not-established	lup#gaṭ		word-boundary-control	R	p followed by g across a word boundary is already labial–velar; no velar–labial input or metathesis.			d5190	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_jpuhwhr57dp4e	d178	Kui	āmbu ( āpka)	id., arrowhead	dedr	nasal/labial-stem+plural-k	āmbu/am + plural-k		nominal-plural-control	O	Labial precedes the plural velar in the morphological input already; nasal loss and/or devoicing can yield p-k without k-p reversal. This is an independently different input class.	medium; precise plural allomorphy requires full paradigms		d178	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_ju2ynpaa7czsc	d4587	Kuwi	pōdi pōti	small children, young boys and girls	dedr	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d4587	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_k2ug7y2wn3adk	d1967	Kui	grehpa (greht-)	to warm, warm by the fire, broil, foment; act of warming by the fire, fomentation	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d1967	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_k4p5qwidbxz7i	d502	Kui	dīpka (dīpki-)	to set down, put a pot on the fire (d&lt;-&gt; <i>Voc., Gramm.</i>140;ḍ- <i>Gramm.</i>187)	dedr	not-established			input-unresolved	A	Set-down dīpka past dīpki- is not a source-derived dīk-p- paradigm; initial apical history belongs to separate case analysis.			d502	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_khj6ijwl32xmo	d4993	Kuwi	mūnjali	to sink partly	dedr	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d4993	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_kksn7nck2rqt6	d4955	Kuwi	mūressi	back-bone. DED(S) 4058	dedr;F-Kuwi	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d4955	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_l2gtjfhvbcotg	d1224	Kuwi	po·ke	id. (Probably*kVppokk. . .&gt;*kpōk... &gt;pōke; cf. Ko. and Konḍa.) DED(S, N) 1027	dedr	not-established	*kVppokk > *kpōk > pōke [source proposal]		different-noninitial-contraction	A	The screen matched a proposed word-initial k-p cluster formed by vowel deletion, not a verbal velar+labial suffix. Subsequent k loss is a separate historical proposal.			d1224	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_lfkwmepqr5lb6	d3323	Kuwi	hūpki aiyali	to vomit	dedr	labial-stem+velar-formative	hūp spit + k-i/a		labial-stem-plus-velar-control	O	Independent labial base (panel-029 for heap, quiet and spit) supports original p-before-k, not an underlying velar-before-labial sequence. The interlace compound remains less fully segmented.	high for labial bases except interlace, medium for exact derivation		d3323	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_llwexcpoazhge	d2872	Pengo	hōbga	to wash, rub, rub on (oil)	dedr	not-established			input-unresolved	A	Database record alone supplies no full stem. Garrett and Blevins2009 p.538 independently supplies hōk-ba > hōbga wash clothes; counted in the separate source-paradigm audit, not silently upgraded to a database-internal derivation.			d2872	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_lpx34es6dcfyg	d178	Manda	amb ( apke)	id	dedr	nominal-stem+plural-k	amb + plural-k		nominal-plural-control	O	This is a noun plural formation; the record supplies no velar-before-labial input. Nasal/labial alternation or plural allomorphy is separate from verbal k-p reversal.	medium; exact nominal allomorphy partly unresolved		d178	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_ltg46ziaghap6	d2180	Kui	gōpka	(&lt;gōk-p-; gōkt-) to stretch forth, stretch the neck in order to observe something, crane the head out, put forth the ear (corn)	dedr	verbal-velar+labial-formative	gōk-p-	gōkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d2180	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_m7xll75wz7coy	d5432	Kui	vlēpka (&lt; vlēk-p-; vlēkt-)	to cause to expand, stretch, widen out	dedr	verbal-velar+labial-formative	vlēk-p-	vlēkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d5432	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_manikmv6wdwyo	d1957	Kui	giva (git-)	to do, make, perform, cause; action, performance; gipka (gip ki-)	dedr	vowel-stem+p+ki	gī + p + ki		vowel-stem-plus-complex-pk-control	O	Winfield1928 p.73 directly supplies gīva:gīpki do and explains p strengthening before ki. The lexical gipka form differs in written quantity, but no velar-before-labial input is established.	high for independent vowel-final stem; medium for exact historical morphology		d1957	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_mkjsnqeyhyxs6	d3783	Kui	nobga	(&lt;nog-b-; nogd-) id.; act of washing	dedr	verbal-velar+labial-formative	nog-b-		source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d3783	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_mlvvdits4qrow	d178	Kuwi	ambū ( apka)	arrowhead	dedr;F-Kuwi	nominal-stem+plural-k	amb + plural-k		nominal-plural-control	O	This is a noun plural formation; the record supplies no velar-before-labial input. Nasal/labial alternation or plural allomorphy is separate from verbal k-p reversal.	medium; exact nominal allomorphy partly unresolved		d178	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_mokpx7pejfih4	d4008	Kui	plapka (&lt; plak-p-; plakt-)	to cover with something. DEDS 638	dedr	verbal-velar+labial-formative	plak-p-	plakt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d4008	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_n533xrqrsxqsa	d325	Kui	ag-b	to be seemly, be proper, be fitting, be suitable, suit, fit, agree, fulfil, suitability. DEDS 44	dedr	not-established	ag-b-		editorial-input-fragment	not-an-attestation	Source derivational analysis, not a retained-order lexical counterexample.		Parser splits abga (<) and explanatory ag-b into separate records. Only abga is the attested lexeme; ag-b is a supplied pre-reordering analysis.	d325	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_nejhxq2rpazpw	d3430	Kui	tlēpka	(&lt;tlēk-p-; tlēkt-) to put out the tongue, thrust forth from a cavity	dedr	verbal-velar+labial-formative	tlēk-p-	tlēkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d3430	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_nijiujr5drqzi	d2800	Kuwi	hēpk	to itch. DEDS 442	dedr;Ḍ-Kuwi	not-established			input-unresolved	A	A velar-labial analysis is possible, but the exact local full stem and labial formative are not independently both supplied. For nabgali, southern namukku includes a nasal absent in the output; for hēpk, related Kui sēpka is suggestive but not a Kuvi paradigm.		Source prints sek-p- beside sēpka and sēkt-. Vowel-length mismatch is separate from local k-p reversal; exact vowel needs original vocabulary checking.	d2800	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_nkzumj4yvchew	d4470	Kui	popka (&lt; pok-p-; pokt-)	to spill, scatter	dedr	verbal-velar+labial-formative	pok-p-	pokt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d4470	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_ns7d6ejltzbu6	d4891	Kui	mūpka (&lt; mūkp-; mūkt-)	to complete, finish, accomplish	dedr	verbal-velar+labial-formative	mūkp-	mūkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d4891	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_nu2ennfwvx5fi	d1826	Kui	kṛumba (kṛumbi-)	to sink beneath, dive, plunge into; diving	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d1826	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_nvvqhbqbi3exk	d3322	Kuwi	dupa	small thick bushes	dedr;Isr-Kuwi	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d3322	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_nwtr7qwnhvbia	d3451	Kui	tēpka	(&lt;tēk-p-; tēkt-) to vomit; vomiting	dedr	verbal-velar+labial-formative	tēk-p-	tēkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d3451	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_odg4kc4xbuvsu	d4761	Kui	mabga (&lt; mag-b-; magd-)	to grovel, wallow, roll on the ground, roll upon, overlay	dedr	verbal-velar+labial-formative	mag-b-		source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d4761	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_oiicp75wqj5dw	d178	Pengo	am ( apku)	id	dedr	nasal/labial-stem+plural-k	āmbu/am + plural-k		nominal-plural-control	O	Labial precedes the plural velar in the morphological input already; nasal loss and/or devoicing can yield p-k without k-p reversal. This is an independently different input class.	medium; precise plural allomorphy requires full paradigms		d178	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_olnyja7rvv3gy	d874	Kui	ēpka (&lt; ēk-p-; ēkt-)	to open, open up, prize open	dedr	verbal-velar+labial-formative	ēk-p-	ēkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d874	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_oz6lgv2vlwk5i	d3032	Kuwi	dṛa'li	(dṛapka) rag	dedr;F-Kuwi	nominal-stem+plural-k	dṛa / dṛap? + plural-k		nominal-plural-control	O	This is a noun plural formation; the record supplies no velar-before-labial input. Nasal/labial alternation or plural allomorphy is separate from verbal k-p reversal.	medium; exact nominal allomorphy partly unresolved		d3032	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_pgdkmnvvukipi	d5025	Kuwi	silik muya	dancing-bell	dedr	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d5025	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_pi7fibzwji2wm	d2969	Kuwi	ḍonḍoˀ oṛi	big black ant	dedr;Isr-Kuwi	not-established			english-or-metadata-match	ineligible	English gloss or bibliographic shorthand matched the broad screen; no relevant lexical sequence.			d2969	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_pis6b46fcgn2g	d1731	Manda	kupki	to fill	dedr	labial-stem+velar-formative	kup(p) heap + k-i		labial-stem-plus-velar-control	O	Independent labial base (panel-029 for heap, quiet and spit) supports original p-before-k, not an underlying velar-before-labial sequence. The interlace compound remains less fully segmented.	high for labial bases except interlace, medium for exact derivation		d1731	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_pjozm4xuvtthk	d757	Kui	ūpka	(&lt;ūk-p-; ūkt-) to strip off, skin; skinning	dedr	verbal-velar+labial-formative	ūk-p-	ūkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d757	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_pnjkptxd6duhy	d153	Pengo	apka	id	dedr	not-established			input-unresolved	A	Only apka may involve particle combination; full morphological input not established.			d153	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_qe72b6bw7tqao	d5481	Kui	vṛēppa (vṛēpt-)	to cause to return, turn back , pay back, return something borrowed or pledged; turning something back, repayment, return	dedr	not-established			english-or-metadata-match	ineligible	Screen matched English text (pumpkin, climbing, scoop, bag-pipe, etc.), not a relevant lexical velar–labial sequence.			d5481	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_qgvjdtv2ttoyg	d3253	Pengo	tripka- (&lt; trik-pa-)	to be startled	dedr	verbal-velar+labial-formative	trik-pa-		source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d3253	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_qhot7vlbdc3mu	d5002	Kui	mlūpka	(&lt;mlūk-p-; mlūkt-) to cover	dedr	verbal-velar+labial-formative	mlūk-p-	mlūkt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d5002	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_qjdj2voohgwei	d3570	Manda	nēbga	id	dedr	verbal-velar+labial-formative	nēk + intensive-ba		comparatively-supported-verbal-input	D	Independent local full stem in panel-029 supports a final velar. Labial derivation and voicing assimilation yield the observed p-k/b-g order; purely phonetic origin versus analogical history remains unresolved.	medium-high for local morphological ordering		d3570	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_qoztnu46jjrho	d1080	Kuwi	kakpinai	to joke	dedr;S-Kuwi	verbal-velar+labial-formative	kak + pi-nai		possible-retained-counterexample	R?	DEDR explicitly records Schulze1913 kakpinai joke beside kak laugh. This retains k-p, whereas Hume2002 p.38 ex.39 reports Israel1979 kap-ki a- laugh at each other. Different sources and grammatical formations must be preserved; lexicalization, dialect variation and transcription error compete. Schulze1913 page not obtained, so do not either erase the counterexample or treat it as secure falsification.	high for database spelling; lower for original transcription and exact suffix		d1080	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_qu7uboe3kue5i	d3359	Kui	tlāpka (&lt; tlāk-p-; tlākt-)	to be rocked to and fro, pitch, sway, be tossed violently backwards and forwards and up and down	dedr	verbal-velar+labial-formative	tlāk-p-	tlākt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d3359	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_qwsgre2k35ii2	d5411	Kui	vripka (&lt; vrik-p-; vrikt-)	to pull to pieces, untie, loosen, disperse; dismantling, unfastening, dismissing	dedr	verbal-velar+labial-formative	vrik-p-	vrikt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d5411	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_r5nhjtehubhv4	d2468	Kuwi	hāpu ( hāpka)	id. DED(S) 2035	dedr	nominal-stem+plural-k	hāp + plural-k		nominal-plural-control	O	This is a noun plural formation; the record supplies no velar-before-labial input. Nasal/labial alternation or plural allomorphy is separate from verbal k-p reversal.	medium; exact nominal allomorphy partly unresolved		d2468	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_rwufvsvfhvi4i	d4975	Kui	mrunga vīpka	to break away from a torn part	dedr	not-established			input-unresolved	A	Compound vīpka is not independently supplied with a velar stem in this record; do not transfer mruk-p- from neighboring mrupka.			d4975	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_sd7olgoxg7rjw	d2585	Kui	slipka	(&lt;slik-p-; slikt-)to loose, untie, pluck off	dedr	verbal-velar+labial-formative	slik-p-	slikt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d2585	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_smrich2yxtabe	d153	Pengo	apka	only. Kuwi	dedr	not-established			input-unresolved	A	Only apka may involve particle combination; full morphological input not established.			d153	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
f_sw2cr3tc2oi7w	d4414	Kui	prepka	(&lt;prek-p-; prekt-)to crack, cleave	dedr	verbal-velar+labial-formative	prek-p-	prekt-	source-supported-verbal-input	D	The source explicitly supplies velar-before-labial morphological input; attested labial-before-velar supports a synchronic exchange analysis. Garrett and Blevins2009 pp.537–543 propose an analogical origin through replacement and double marking, so these forms do not independently prove prehistoric phonetic transposition.	high for local source analysis; deeper root history not asserted		d4414	Complete screen hit adjudicated for local velar/labial process; wider etymon comparison is limited unless separately present in casebook.
