ID	Research_Group	DEDR_ID	Language_ID	Database_Language_ID	Form	Original	Gloss	Source	Tags	Description	Borrowed_In_Path	Is_Dravidian	Status	Research_Correction	Record_Origin	Linked_Database_IDs
research:d449-IA-loan-Gondi-ḍema	d449	d449	Gondi		ḍema		left	DEDR 449 p.44; Indo-Aryan *ḍavva/*ḍevva loan comparison, CDIAL 5539; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=44	research-only source-verified observation	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	0	1	research-only	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	source-supplement	d449
research:d449-IA-loan-Gondi-demar	d449	d449	Gondi		demar		left	DEDR 449 p.44; Indo-Aryan *ḍavva/*ḍevva loan comparison, CDIAL 5539; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=44	research-only source-verified observation	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	0	1	research-only	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	source-supplement	d449
research:d449-IA-loan-Gondi-ḍāvā	d449	d449	Gondi		ḍāvā		left	DEDR 449 p.44; Indo-Aryan *ḍavva/*ḍevva loan comparison, CDIAL 5539; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=44	research-only source-verified observation	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	0	1	research-only	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	source-supplement	d449
research:d449-IA-loan-Naikri-ḍāva	d449	d449	Naikri		ḍāva		left	DEDR 449 p.44; Indo-Aryan *ḍavva/*ḍevva loan comparison, CDIAL 5539; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=44	research-only source-verified observation	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	0	1	research-only	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	source-supplement	d449
research:d449-IA-loan-Parji-ḍebri	d449	d449	Parji		ḍebri		left	DEDR 449 p.44; Indo-Aryan *ḍavva/*ḍevva loan comparison, CDIAL 5539; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=44	research-only source-verified observation	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	0	1	research-only	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	source-supplement	d449
research:d449-IA-loan-Gadaba-ḍebri	d449	d449	Gadaba		ḍebri		left	DEDR 449 p.44; Indo-Aryan *ḍavva/*ḍevva loan comparison, CDIAL 5539; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=44	research-only source-verified observation	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	0	1	research-only	Source-only separate Indo-Aryan loan comparison; not an inherited reflex of *iṭam and not a metathesis denominator token.	source-supplement	d449
research:d443-konda-rey	d443	d443	Konda		ṛey		to beat, strike	DEDR 443 p.43; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=43	research-only source-verified observation	Remove Koṇḍa heading from the parsed form and restore source language; nearby ṛī is the same Konda root.	0	1	research-only	Remove Koṇḍa heading from the parsed form and restore source language; nearby ṛī is the same Konda root.	source-supplement	d443;f_qa5sgdixq6bwk
research:d475-Telugu-rē̃gu	d475	d475	Telugu		rē̃gu		jujube	DEDR 475 p.46; ; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=46	research-only source-verified observation	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	0	1	research-only	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	source-supplement	d475;f_4apt5slmaf4ze
research:d475-Telugu-rēnu	d475	d475	Telugu		rēnu		jujube	DEDR 475 p.46; ; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=46	research-only source-verified observation	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	0	1	research-only	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	source-supplement	d475;f_4apt5slmaf4ze
research:d475-Kannada-rēgu	d475	d475	Kannada		rēgu		jujube	DEDR 475 p.46; explicitly < Telugu; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=46	research-only source-verified observation	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	0	1	research-only	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	source-supplement	d475;f_4apt5slmaf4ze
research:d475-Kolami-reŋā	d475	d475	Kolami		reŋā		jujube	DEDR 475 p.46; SR.; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=46	research-only source-verified observation	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	0	1	research-only	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	source-supplement	d475;f_4apt5slmaf4ze
research:d475-Gondi-rēŋgā	d475	d475	Gondi		rēŋgā		jujube	DEDR 475 p.46; all dialects; Voc.3057; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=46	research-only source-verified observation	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	0	1	research-only	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	source-supplement	d475;f_4apt5slmaf4ze
research:d475-Gadaba-rēŋ	d475	d475	Gadaba		rēŋ		jujube	DEDR 475 p.46; S.3; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=46	research-only source-verified observation	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	0	1	research-only	Source-verified plant-name reflex absent from the parsed corpus group; only source language/form restored, not an added independent root.	source-supplement	d475;f_4apt5slmaf4ze
research:d319-kannada-racce	d319	d319	Kannada		racce		crying aloud, noisy and abusive clamour	DEDR 319 p.30; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=30	research-only source-verified observation	Real lexeme printed after a semicolon in DEDR and stranded in four Kannada glosses. One source observation, not four independent records.	0	1	research-only	Real lexeme printed after a semicolon in DEDR and stranded in four Kannada glosses. One source observation, not four independent records.	source-supplement	d319;f_5zw53zcyri4t2
research:d307-telugu-lampu	d307	d307	Telugu		lā̃pu		spreading (verbal noun)	DEDR 307 p.29; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=29	research-only source-verified observation	Original source prints Telugu lā̃ncu spread (intr.); noun lā̃pu. The noun is missing from the corpus group.	0	1	research-only	Original source prints Telugu lā̃ncu spread (intr.); noun lā̃pu. The noun is missing from the corpus group.	source-supplement	d307;f_leszidqrkkwly
research:d310-kolami-arankei	d310	d310	Kolami		ārankei		palm of the hand	DEDR 310 p.29; SR, Kamaleswaran; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=29	research-only source-verified observation	Source explicitly corrects n, not ŋ. Remove the editorial parenthesis from the research citation while retaining raw database form.	0	1	research-only	Source explicitly corrects n, not ŋ. Remove the editorial parenthesis from the research citation while retaining raw database form.	source-supplement	d310;f_5lyxsgnsmc5z4
research:d257-tulu-alimaru	d257	d257	Tulu		alimārɯ		iron-wood tree, Memecylon	DEDR 257 p.24; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=24	research-only source-verified observation	Remove appended Latin botanical gloss from the research form; ɯ retains the database conversion of source ů.	0	1	research-only	Remove appended Latin botanical gloss from the research form; ɯ retains the database conversion of source ů.	source-supplement	d257;f_pskgs2dzlcqic
research:d242-tulu-alatande	d242	d242	Tulu		alataṇḍɛ		a kind of pulse	DEDR 242 p.23; B-K; https://dsal.uchicago.edu/cgi-bin/app/burrow_query.py?page=23	research-only source-verified observation	Source B-K variant alataṇḍè = alasaṇḍè is stranded in the botanical-name record’s gloss; ɛ follows corpus transcription.	0	1	research-only	Source B-K variant alataṇḍè = alasaṇḍè is stranded in the botanical-name record’s gloss; ɛ follows corpus transcription.	source-supplement	d242;f_d2ml5hgtgcgcg
