ID	Entry_ID	Compared_Entry_ID	Relation	Direction	Confidence	Source	Evidence
dbia:dbia163:12667	f_xdgkjlrerihxg	12667	loan	entry-from-compared	high	dbia[p. 33, no. 163]	"Ta. camai common millet, Panicum miliaceum; poor man's millet, P. crusgalli; little millet, P. miliare. Ma. cāma P. miliaceum. Ko. ta'ym millet; ta'ym gu', ta'm gu' cooked millet (ku: cooked rice). To. ta'm ašky husked millet (ašky husked grain, rice). Ka. sāme, save P. frumentaceum. Tu. sāmè millet, P. miliaceum. Te. (K) cama id. Pa. cāma small grain (Halbi gaţkā). Skt. śyāmăka- P. frumentaceum. Pkt. samăa- id. H. sämā, sāwā, săwă id. Mar. sãvā, sāvā id. Turner, s.v. samā?. (P. crus-galli Linn.; P. c., var, frumentaceum - P. frumentaceum Roxb. P. miliaceum Linn. and P. miliare Lamk. have synonymies that ""are almost inextricably mixed."")"
dbia:dbia164:dbia164-ia	f_hl2wbt25od3kq	f_pv36gtqjvwkgc	loan	entry-from-compared	high	dbia[p. 33, no. 164]	Ta. сārāyam spirituous liquor, arrack. Ma. сārāyam distilled liquor, wine. To. so'roy spirituous liquor. Ka. sărāya, sărāyi id., arrack. Tu. sārāyi id. Te. sārāya, sārā id. id. Skt. sara essence, nectar.
dbia:dbia165:4910	f_osnjycd7wpxyy	4910	loan	entry-from-compared	high	dbia[p. 33, no. 165]	Ta. ālai apartment, hall, elephant stall or stable; cālai sacrificial or alms hall, school, stable, cow shed, house. Ma. āla shed, work- 34 DRAVIDIAN BORROWINGS FROM INDO-ARYAN COWshop, cowhouse; śāla hall, house, stable; cāla palace. Ko, a:l shed. To. a's Toda house. Ka. sālā, sāle, sāli, śāle hall, room; school. Tu. sāle, śāle id. Te. sāla house, shed, pandal, hall. Pa. cēla shed. Kuwi (S) hā'la stable, stall, workshop. Skt. śālā- house, hall, shed, stable. Pkt. sālā id. H. sāl house, hall, school. Mar. sāļ workshop. Turner, s.v. -sär3.
dbia:dbia166:10438	f_h2htvynniyw4g	10438	loan	entry-from-compared	high	dbia[p. 34, no. 166]	Te. jāva gruel, porridge. Pa. cava rice gruel; vār jāva water in which rice has been boiled (cf. DED 4387). Go. jawā porridge, gruel of kõdon and kuțkī; (Pat.) jāwa rice gruel; (W) jáwá penjh (cooked food); (L) jāvā porridge; jāvānā to eat porridge. Konda jāva cooked rice. Kui (P) jau dhal, gravy, soup. /Skt. yavagu- rice-gruel. BHS yvägl-, yāgu- id. Pa. yāgu- id. Turner, s.v. jāulo, esp. Or. jāu overboiled rice, etc.
dbia:dbia167:13445	f_khwhvsvxhmvrg	13445	loan	entry-from-compared	high	dbia[p. 34, no. 167]	Ta. cicam lead; iyam white lead, black-lead. Ma. iyam lead. Ko. ti.cl id.; ti cay tin. To. ti'sïl id. Ka. sisa, sisu lead. Tu. sisa id. Te. sisamu id. /Skt. sisa- lead.
dbia:dbia168:5233	f_5zf7otwk3gks4	5233	loan	entry-from-compared	high	dbia[p. 34, no. 168]	Ta. cirakam cumin, Cuminum cyminum. Ma. cirakam id. Ка. jiraka, jīrage, jirige, jīrā id. Tu. jīradari, jīrige id. Te. jirakamu, jīraṇamu, jīlakar(r)a id. Skt. jiraka-, jirana- id. Pkt. jīraa- id. H. jirā id. Turner, s. v. jiro.
dbia:dbia169:3727	f_wq6kdpfbzs26o	3727	loan	entry-from-compared	high	dbia[p. 34, no. 169]	Ta, curikai short sword, knife; cūri, cūri-kkatti a kind of sharp knife. Ma. curika dagger, small sword; cūri dagger, knife in a walking stick. Ko, cu'ry flensing knife, two-edged knife. To. tu'ry knife (any kind except billhook). Ka. surige, surigi, suragi knife, dagger; cūri small billhook-like knife. Tu. suriya a demon's straight sword; cūri knife, small sword. Te. suriya, sure knife; cūri, cũra-katti knife. Skt. kşura- razor; kşurikā- knife; chữrikā-, chữri- knife. Pkt. chura-, churi(g)ā-, churi- id. Turner, s. v. churi and App.
dbia:dbia16:13185	f_b4krcmn3rvavw	13185	loan	entry-from-compared	high	dbia[p. 11, no. 16]	Ta. amayam, amaiyam opportunity, occasion. fit or convenient time, opportunity, festive occasion, season. /Skt. samayaopportunity, occasion, season.
dbia:dbia170:3732	f_yv5kionztzn6a	3732	loan	entry-from-compared	high	dbia[p. 34, no. 170]	Ta. cul littleness, smallness, slenderness; culļalan thin slender man; fem. cullali; culli smallness. Ma. cullu what is little, trifling. /Skt. kşulla- small, minute. Pkt. chulla id. However, there is also Pa. Pkt. culla- id.; see Turner, s.v. chulyāhā.
dbia:dbia171:dbia171-ia	f_2444gdhsu6aj6	f_xtutxvdjszf34	loan	entry-from-compared	high	dbia[p. 34, no. 171]	Ta. cūci, ūci needle. Ma. sūci, tūśi id., iron style. Ko. tu'c needle. Ka. sūci, śūci, sūji, sūje id. Kod. cu di id. Tu. dūji, sūji id., pin. Te. sūci, sūcika, sūdi needle. Kol. su:di id. Nk. sūdi id. Pa. cūcub id. Ga. (Oll.) suja (j = z) id. Konda sūzi id. Kui susi id. Kuwi (F) sūja, (S) sūza (z = j) id. Kur, suſtu, suytu pointed; suyu pointed-nosed; suwa packing-needle. Malt. cúci pointed, sharp. Skt. sūc- needle. Pkt. sui- id. H. sui needle; sūjā packing-needle, awl; sūji needle, small awl. Turner, s. vv. siyo?, sujā. DICTIONARY 35 a
dbia:dbia172:6608	f_swv5nbwdvn4f6	6608	loan	entry-from-compared	high	dbia[p. 35, no. 172]	Ta. cūtu gambling. Ma. cūtu id. Ko. cu'jm (obl. cu'jt - ) bet, a race. To. twï'zm (obl. twï.zt-) a bet. Ka. jūdu, jūja, jūju, dyūta gambling. Kod. ju'ji a bet. Tu. jūji, jūju gaming, a wager. Te. . jūjamu, jūdamu gambling. /Skt. dyūta- gambling. Pa. jūta- id. Pkt. *jūda-, jūa- id. Turner, S. v. juwa?.
dbia:dbia173:4538	f_up6scsd7mgq6i	4538	loan	entry-from-compared	high	dbia[p. 35, no. 173]	Ta. cekku oilpress; cekkān, cekkāțti worker of oilpress. Ma. cekkan oilmaker. Ka. cekku oilpress, sugar mill. /Skt. cakra wheel; oil-mill. Pkt. cakka id. Turner, s. v. cāko.
dbia:dbia174:12609	f_bqxk7wgt54ee4	12609	loan	entry-from-compared	high	dbia[p. 35, no. 174]	Ka. cejje, cajje, sejje, sajje place of rest or repose, bed. Te. sejja bed, couch. Skt. sayya- bed. Pa. seyyā id. Pkt. sejjā- id. H. sej id.
dbia:dbia175:12726	f_twcsbkiarpang	12726	loan	entry-from-compared	high	dbia[p. 35, no. 175]	Ta. cețți vaiśya or mercantile caste, title of traders; fem. cețțicci; cețțimai, ceļļu trade, traffic; etti title of distinction conferred on persons of the Vaiśya caste, the Vaisya caste. Ma. cețți, cettiyan, ettiyān one of the foreign merchant classes; fem. cetticci; cettu trade. To. sity man of Chetti caste (Tamilian). Ka. sețți, sațți, cațți a banker, merchant or tradesman. Te. setti merchant. Skt. śreșthin person of authority, head of a guild. Pa. Pkt. setthi- id., merchant. Cf. H. seth, Guj. śeth head of a guild, banker. Turner, s.v. seth?.
dbia:dbia176:dbia176-ia	f_al4ztbfqauxtw	f_djqhhx73n445u	loan	entry-from-compared	high	dbia[p. 35, no. 176]	Ta. cețți wrestler, prizefighter. Ka. jețţi, jețtiga, jațți, jattiga professional wrestler. Tu. jețți wrestler. / Mar. jethi id. (< Skt. jyestha-).
dbia:dbia177:13893	f_h5v6pp7ouxkew	13893	loan	entry-from-compared	low	dbia[p. 35, no. 177]	Ta. contam one's own peculiar right, exclusive property, near relationship; contakkāran owner, close relation. Ma. Sontam Ko. condm (obl. condt-) close relationship, ownership; one's own; condka.rn, condga'rn owner, close relation. Ka. sonta, svanta belonging to oneself; state of being one's own. Tu. sonta, svanta Те. sontamu own, private. /Skt. sva one's own. Cf. also Pa., BHS santaka- belonging to; ? contamination. S. Anavaratavinayakam Pillai, Dravidic Studies III. 46f., gives other variations and suggests svatantraas the origin; the meaning of the latter is not close, but again contamination is a possibility.
dbia:dbia178:dbia178-ia	f_7yqkw7chow2q2	f_6yeswv6edvpae	loan	entry-from-compared	high	dbia[p. 35, no. 178]	Ka. jompa, jompe cluster, bunch, a mass. Te. jompamu thick foliage, a cluster of leaves, flowers and branches. Pa. joppa bunch, cluster. Kur. jhopā cluster or bunch (fruit, flowers, etc.), ball of thread. Malt. jopa, jopeli bunch, cluster. / H. jhõpā bunch, cluster. Turner, s. v. jhuppo.
dbia:dbia179:dbia179-ia	f_jarkqf4lsivpq	f_g6stuis74cynw	loan	entry-from-compared	high	dbia[p. 35, no. 179]	Ta. cóți, cāļu a pair, similarity; cõți (-pp-, -tt-) to arrange, adorn. Ma. jõțu, cóțu a pair. Ko. jo'ry id. ; jo'șc- (jo rc-) to put on (jewelry). To. twï'ſ, swi'd a pair. Ka. jõdu, joļi union, a pair, equality, own. own. 36 DRAVIDIAN BORROWINGS FROM INDO-ARYAN sameness; jõạisu to join, unite; collect; assemble; get ready. Kod. jo:ļi pair. Tu. joļi, jāļu pair; equal, like; jodiyuni to be joined; jõdipuni to join, unite. Te. jõdu, jāņā pair; equal; jödincu to join, unite. Kol. jodi pair. Pa. jorto join, mix together. Kui jõſe pair. Kur. joſā id.; jõộnā to unite or join to, put into shape. Malt. jóra pair; jóſare to be united, copulate; joratre, jórye to unite, couple. Br. joſa pair, match; jõſa kanning to put in. (H. jor union, pair; joſi pair, equal; jornā to join, unite, tie, collect, etc. Mar. jodnē id.; jod, joļi pair, etc. Turner, S. vv. jor?, jornu, jurnu.
dbia:dbia17:dbia17-ia	f_ii4vgv6z4er2k	f_ektsvwhsubovo	loan	entry-from-compared	high	dbia[p. 11, no. 17]	Ma. amparam, amparam hog-plum, wild mango, Spondias mangifera. Ka. amațe, ambațe, ambața, ambāde, avaje id. Tu. ambațe, ambaờè id. Skt. ambarișa-, amlavāțaka-, ämravățaka-, āmrātaka- id. Pa. ambāțaka id. Pkt. ambāda(g)a- id. H. ābārā, Mar. ābādā id. Turner, S. V. amaro.
dbia:dbia180:13467	f_ixcigizhjyuso	13467	loan	entry-from-compared	high	dbia[p. 36, no. 180]	Ta. cöti (-pp-, -tt-) to search, investigate, examine, test, cleanse. Ma. sõdhikka, cödikka, cötikka to search, question. Ko. co.dc- (co'dc-) to examine, test. Ka. sõdisu to search, examine. Kod. co dïi n. taste; co'dï no‘t- to taste (no:ț- to look at). Tu. śödhipuni, śõdhiyuni, sodiyuni to search, examine, try, assay. Te, sõdincu to search, examine; ? sõdi, sõde fortune-telling by a gypsy woman. /Skt. śudh-, caus. śodhay- to put to test, try, examine.
dbia:dbia182:6965	f_ef2egkd4ucphq	6965	loan	entry-from-compared	high	dbia[p. 36, no. 182]	"Ta. ñāyam, nāyam, niyāyam justice, law, argument, debate, usage. Ma. ñāyam reason, right, complaint, custom. Ko. na‘ym (obl. na'yt-) justice, decision, dispute; na'ymgaörn headman. To. no'ym (obl. no'yt-) dispute, the tribal council. Ka. nyāya, nāya, nėya right, justice, argument, dispute, quarrel, lawsuit, judgment. Koș. ne ya”, (in song) ña'ya"" dispute. Tu, nyāya, nāya justice, law, quarrel; right, just. Te. nyāyamu, nāyamu, nėyamu method, justice; just. Skt. nyāyamethod, fitness, lawsuit, judgment, argument. Pa. ñāya- id. Pkt. ņāya-, nāya- id. D"
dbia:dbia183:5590	f_ae6kkmvrf3ekw	5590	loan	entry-from-compared	high	dbia[p. 36, no. 183]	Ka. dilla, dilla unnerved, tottering state, agitation of mind, fear; șillisu to totter, become agitated. Tu. dily, ļīla, dīlu loose, unrestrained. Te. Pillamu stupefaction, weariness, weakness; dilla-padu DICTIONARY 37 to be astounded, stupefied, unnerved, be wearied; dīlu loose, lean, thin, weak; to become loose; dilā weakness; weak; dīlu weariness, thinness, looseness; wearied, weak; to grow tired or weak. /Mar. Ņhilā loose, slack; dhillī slackness; dhīl id.; loose, slack. H. dhīlā loose, weak. Turner, s.v. Ņhilo: Pkt. Ņhilla-, connection improbable with Pkt. sadhila-, sidhila- (cf. entry 133, Ka. sadal(u)); contra Pischel $150.
dbia:dbia184:dbia184-ia	f_5d73y2dnytz4q	f_dfbsoij5x2lq2	loan	entry-from-compared	high	dbia[p. 37, no. 184]	Te. dokka hard covering of a nut, etc., shell. Pa. (S) doki tortoise shell. Go. (Koya) dok shell (of tortoise, egg). Kui ļāki skull, shell (of tortoise, turtle, coconut, egg). /Mar. doki, dokē the head. Turner, s.v. doko. T, D
dbia:dbia185:dbia185-ia	f_l6xlgx2klzrow	f_6jnmzgrcpugt4	loan	entry-from-compared	high	dbia[p. 37, no. 185]	Ta. takku dodge, trick. Ka. takk, bikki fraud, dishonest doings. Te. takku to pretend, feign; n. pretending, pretense. Mar. thakņē to be deceived; thak, ţhag a knave, rogue. Turner, s.v. țhag, țhagnu.
dbia:dbia186:6128	f_azgfooiefbgum	6128	loan	entry-from-compared	high	dbia[p. 37, no. 186]	Ta. tanțam staff, stick, branch of tree, club, pestle, punishment, penalty, loss, army; tanțu staff, stick, branch tree, club, pestle, bridge of nose, army; tanți (-pp-, -tt-) to punish. Ma. tanțu stick, staff, pole for bearing a burden, oar; daņdam stick, staff, punishment, army; dandikka to punish. Ko. taņd handle of broom, bridge of nose; tadm (obl. tadt-) a fine; dand punishment, fine; fight, marauding; daņạm (obl. dandt-) loss; dandc- (dandc-) to punish. To, todm fine paid to members of assembly belonging to opposite sub-caste, for contempt of assembly; tod army. Ka. tandu staff, club, heavy (iron) club; danda stick, staff, cudgel, oar, punishment, fine, army; dandisu to punish; danļu army. Koď. tanại big stick. Tu. dantè walking stick, staff; dandu oar; army; danda staff, stick, punishment, loss; daņdipuni, dandisuni to punish. Te. daņdamu rod, stick, staff, punishment, army, collection; dandincu to punish; dandu army, multitude; danļūdu Yama; danduga, danduva, daņduvu an extortion, fine, loss. / Skt. danda- stick, staff, club, sceptre as a symbol of power, violence, army, punishment, fine. Cf. also L. V. R. 1935. 64. Cf. also DED 2479, for items about which there is uncertainty whether they are borrowed from Skt. or are originally Dravidian.
dbia:dbia187:dbia187-ia	f_jjpzl5s6s57wi	f_drjca47sypej4	loan	entry-from-compared	high	dbia[p. 37, no. 187]	Ta. tanțai trouble, vexation; tanță id., dispute, squabble. Ka. . tanțe quarrel, dispute, trouble, annoyance. Koď. tanțe trouble, annoy- Tu. tante id., meddling. Te. tanța, tanțā difficulty, trouble, dispute, slander. H. tāță, țățā wrangling, noisy quarrel. Mar. tātā ance. 38 DRAVIDIAN BORROWINGS FROM INDO-ARYAN worm. quarrel, a troublesome business. The Skt. root tand- to beat, which is compared by Kulkarni, is found in the Dhātupātha only.
dbia:dbia188:6142	f_z33rfaljw4z3a	6142	loan	entry-from-compared	high	dbia[p. 38, no. 188]	Ta. tattu blotch, slight swelling as from the bite of an insect K Te.). Ka. taddu, daddu rash, herpes; ringworm. Tu. taddu an eruption or swelling, erysipelas; daddu ringworm, herpes. Te. daddu, dadduru herpes; a slight swelling of the skin, as from the bite of an insect. Pa. dad ringworm. Kui dado, dadu rough white patches on the skin that cause irritation and itching, dry itch. Kuwi (F) tadū ring- Kur. daddū id. /Skt. dadrŭ-, dardū cutaneous eruption, kind of leprosy. Pa. Pkt. daddu- id. H. dad ringworm, herpes, shingles. Turner, s.v. dād. Mayrhofer, s.v. dadrúh.
dbia:dbia189:dbia189-ia	f_4num2pqjehbqa	f_hxnqnjndraawo	loan	entry-from-compared	high	dbia[p. 38, no. 189]	Ta. tapalai a kind of metal vessel; tavalai metallic pot with a wide mouth. Ma. tavala, takala a small cooking vessel of brass. Ko. tapa'l metal water-vessel. Ka. tapale, tappale, tapēli a round brass or copper cooking vessel. Tu. tapalè a large metallic cooking vessel, saucepan. Te. tapēla a small or portable vessel of any metal. Mar. tapelē, tapeli a culinary utensil (said to be a derivative of Skt. tap- to be hot); tavli a metal or earthen vessel.
dbia:dbia18:dbia18-ia	f_f73svjr2ajkwu	f_znmjghlatcnow	loan	entry-from-compared	high	dbia[p. 11, no. 18]	Ta. arankam island formed by a river or rivers, delta. Te. lanka island, islet. (Cf. Skt. lankā-.
dbia:dbia190:dbia190-ia	f_ocqxlwfwbwcjm	f_q2w5coglpin4w	loan	entry-from-compared	high	dbia[p. 38, no. 190]	Ta. tappaņam tacking needle. Ka. dabbana, dabbaļa pack-needle. Tu. dabbana bodkin, large packing needle. Te. dabbanamu id. Mar. dābhan pack-needle.
dbia:dbia191:5776	f_ywyd6gdiinq5a	5776	loan	entry-from-compared	high	dbia[p. 38, no. 191]	Ta. tampalam red spittle caused by chewing betel, refuse of chewed betel. Te, tamma, (K also) tammalamu chewed mass or lump of betel leaves and areca nuts. /Skt. tāmbūla- betel leaf. Pkt. tambolaid. H. tābol id. Turner, s. v. tamol.
dbia:dbia192:5714	f_2utlvcx2mfvi4	5714	loan	entry-from-compared	high	dbia[p. 38, no. 192]	Ta. tarukkam, tarkkam reasoning, arguing, discussion, dispute; tarukku disputation; takkam dispute, objection. dispute, objection. Ma. tarkam reasoning, dispute. Ka. tarka Ka. tarka id., discussion. Kod. takki talk, words; language. Tu. tarka dispute, discussion. Te. tarkamu reasoning, discussion. /Skt. tarka- reasoning, confutation. Pkt. takka id.
dbia:dbia193:6203	f_kakyeciqepjia	6203	loan	entry-from-compared	high	dbia[p. 38, no. 193]	Ta. taruppai, tarppai the sacred grass, Poa cynosuroides. Ko. dab, da(b) pul grass, Andropogon schoenanthus. Ka. darbha, darbhe, darbe, dabbe P. cynosuroides. Tu. darbhè, darbe id. Te. darbha id. /Skt. darbha- bunch of grass. Pkt. dabbha id. (Eragrostis cynosuroides Beauv. - Poa cynosuroides Retz. A. s. is a different species.)
dbia:dbia194:10436	f_oruabh6422gj6	10436	loan	entry-from-compared	high	dbia[p. 38, no. 194]	Ta. tavacam grain, esp. dry. Ko. davcm (obl. davct-) grain in general. Ka. tavasa, davasa corn, grain. Tu. davasa produce of the field, grain in general. Te. (B) davasamu grain. /Skt. yavasa- grass, fodder. Pkt. javasa- id.
dbia:dbia195:dbia195-ia	f_grawgocuycr46	f_ec4ehrq2kisj2	loan	entry-from-compared	high	dbia[p. 38, no. 195]	Ta. talam thickness as of a board, heaviness. Ka. daļa thick- DICTIONARY 39 ness, stoutness, solidness. Tu. daļa thick, stout, robust. Te. daļamu id., much, great; thickness. Skt. drịha- firm, hard, strong, solid, massive; dşdham firmly, thoroughly, much. Pkt. dadha - Skt. drờha-. Turner, s. v. daro (esp. Sgh. daļa hard).
dbia:dbia196:dbia196-ia	f_z5yvkt4g2boja	f_a47svby7t47ty	loan	entry-from-compared	high	dbia[p. 39, no. 196]	Ta. talam army. Ma. talam, dalam id.; daļavāyi a general. Ka. dara, daļa army; daravāyi a general. Kod. daļaba'y id. Tu. dala, daļavāda army; daļavāyi general of an army. Te. daļamu, daļamu army; daļavāyi general. /Skt. dala a detachment of troops. H. dal, Mar. dal army. Turner, s. v. dal.
dbia:dbia197:dbia197-ia	f_hrr7vzi432lk6	f_xxexlr3bba5as	loan	entry-from-compared	high	dbia[p. 39, no. 197]	Ko. talm (obl. talt-) palm of hand. Ka. tala, tala level surface; palm of the hand, sole of the foot; lower part, base, bottom (taļa is one of the tatsamas). Tu. tala, tala base, bottom. Te. talamu id., surface, palm of hand, sole of foot. Kuwi (F) talepau sole of foot. /Skt. talasurface, base, palm of hand, sole of foot.
dbia:dbia198:13766	f_drdqajzyike5s	13766	loan	entry-from-compared	high	dbia[p. 39, no. 198]	Ta. tali temple, sacred shrine, place, room. Ma. taļi temple, holy building, asylum, assembly hall. Ka. tali fence, place of refuge, asylum, a covert, choultry for travellers, the building appointed for the distribution of food to brahmans, etc. /Skt. sthalī- place, spot. Pkt. thali- id.
dbia:dbia199:dbia199-ia	f_wrhaq7jb2ohy6	f_txfilskf5otu4	loan	entry-from-compared	high	dbia[p. 39, no. 199]	Ta. talikai eating-plate, platter. Ma. talika metal plate turned up at the rim, plate to measure out boiled rice in temples. Ka. talige, tanige a metal plate turned up at the rim. Kod. talia plate. Te. taliga, taliya a dish for rice used in a Vaishnava temple. Skt. sthālavessel, plate, cup, bowl, pot; sthālī- earthen dish or pan, cooking vessel. BHS sthālaka-, sthālikā- pot. Pa. thālaka-, thālikā - id. Pkt. thalliāearthen dish. H. thaliyā plate, dish, platter. Cf. DED 2600.
dbia:dbia19:12326	f_xyop7zvriadwq	12326	loan	entry-from-compared	high	dbia[p. 11, no. 19]	Ta. aran, aranam defence, fortress; araņi (-pp-, -tt-) to fortify, defend; araņiya adj. defended; araṇ-manai royal palace, mansion. Ma. aran stronghold; araṇippu being impregnable. /Skt. śaraṇa- shelter. Skt. arana- refuge < Dr.
dbia:dbia1:991	f_rrab5sdrn3sqs	991	loan	entry-from-compared	high	dbia[p. 9, no. 1]	Ta, akankāram conception of individuality, arrogance, haughtiness; änkāram id., kindness, love; ānkāri (-pp-, -tt-) to be arrogant, insolent. Ma. ahankāram, ānkāram feeling of self, pride, self-conceit, boisterousness. Ko. a'ŋkarm (obl. a.şka'rt-) joyful pride, joyfulness. Ka. ahamkāra concept of individuality, pride; ahamkarisu to be proud. Tu. ahankāra, ānkāra self-consciousness, pride, haughtiness; ahankaripuni, ankariyuni to be proud, arrogant. Te. ahankāramu, (K also) ãkaramu egotism, pride, arrogance; ahankarincu to be arrogant. Skt. ahamkāra- conception of one's individuality, pride, haughtiness.
dbia:dbia200:6748	f_cmqliydtwebiu	6748	loan	entry-from-compared	high	dbia[p. 39, no. 200]	Ta, tarai land, ground; tarai id., the earth. Ma. tara ground, mound, elevated ground. Skt. dharā- the earth.
dbia:dbia201:dbia201-ia	f_dsydlqanbzez4	f_6wwpwgrrxjuqe	loan	entry-from-compared	high	dbia[p. 39, no. 201]	Ta. tācari, tācan Vaišnava non-brahmin mendicant; tācari-ppāmpu hermit snake, large rock snake, as having an upright white streak like the forehead mark of a tācari. Ko. da'cn n. pr. bullock with white star on forehead; fem. da'c ( da c-y); da.cn man who begs from house to house; n. pr. man whose father begged thus to get the people's blessings when he had no son. Ka. dāsa, dāsara, dāsari servant; Vaishṇava religious mendicant; dāsa-hāvu, dāsara-hāvu, dāsari-hāvu boa (said to be called so because it has an upright white line on the forehead, or because marked with white streaks, like Vaishnavas). Te. dasari Vaishnava mendicant of the Sudra class; dāsari-pāmu a kind of snake. Skt. dāsaservant.
dbia:dbia202:dbia202-ia	f_3am63c5ixqkv2	f_cn2tmbo6d33yk	loan	entry-from-compared	high	dbia[p. 39, no. 202]	Ta. tāci, tāti maidservant; dancing girl, harlot. To, to Oy maid- 40 DRAVIDIAN BORROWINGS FROM INDO-ARYAN Ko. ta'ſ ness. servant. Ka. dāsi id.; harlot. Tu. dāsi maidservant. Te. dási id.; dancing girl. Kuwi (S) dáseni dancing girl. /Skt. dāsi- female servant, harlot.
dbia:dbia203:dbia203-ia	f_weczvswzudwiq	f_zjjakfqgqjkfy	loan	entry-from-compared	high	dbia[p. 40, no. 203]	Ta. tāți chin, beard, dewlap, hanging excrescence under a cock's neck; tāțai cheeks, chaps, jawbone; tāpjaws, adam's apple; tavațai cheek. Ma. tāți jawbone, chin, beard; tāța dewlap of a bull. (obl. ta't-) cheek just beside mouth. Ka. dāļi beard; dāde tusk, fang, jawbone; davaṣe jawbone. Kod. ta'ời beard; ta'ời kuțți, (Mercara) ta di kokki chin; davade chin; davade cheek. Tu, dādè tusk, fang; dāļi beard; davadè jaw, cheek. Te. davuda id. Go. tādwă chin. Skt. dāhā- tusk; dādhikabeard; tusk. Pkt. dadha- tusk; dādhia- beard, chin. H. dāșhā fang; dāșhi beard. Turner, s. v. dāro, dāri.
dbia:dbia204:dbia204-ia	f_kykdoxhxu23ic	f_ukarx3yfrncsw	loan	entry-from-compared	high	dbia[p. 40, no. 204]	Ta. tățți cleverness, skill, bravery, fluency. Ma. dhāți bold- Ka. dăți, dhăți quickness in writing, fluency in reading, practice in a science, haste. Te. dhāți fluency, rapidity, vigor. Skt. dhārstyaboldness, violence. Pkt. *dhāțha-, *dhāțhia-, or the like (cf. dhattha-, dhițțha- bold).
dbia:dbia205:dbia205-ia	f_tb23anjaj6zle	f_skufx57pwokwq	loan	entry-from-compared	high	dbia[p. 40, no. 205]	Ta. tāmpāļam salver of a large size. Ka. tāmbāla, tāmbāņa a metal dish. Tu. tämbana a metallic dish or tray. Te. tāmbālamu tray, salver. Mar. tāmhan a circular metal dish; tãblē, tabli a small metal drinking vessel. (Both are said by Kulkarni to be < Skt. tāmracopper).
dbia:dbia206:6793	f_r2dtkno42f254	6793	loan	entry-from-compared	high	dbia[p. 40, no. 206]	Ta. tarai blade of weapon, sharpness. Ma. dhāra edge of a sword or instrument. Ko. ta'r sharp edge (of weapon, tool, stone). Ka. dhāre sharp edge of a sword or any cutting instrument. Tu. dhāre sharpness. Te. dhāra sharpness or edge of any cutting instrument. Go. (A) dhar edge of knife. /Skt. dhārā- sharp edge, blade.
dbia:dbia207:13760	f_z2woxmyzumfic	13760	loan	entry-from-compared	high	dbia[p. 40, no. 207]	Ta, tāvaļam lodging, place of residence; tāvu resting-place, lodging, shelter. Ma. tāvaļam lodging place, retirement, . Ka. tāvu, ļāvu, thāvu place, abode. Te. tävalamu id., home; tāvu place, locality, abode, residence; thāvu place, house, residence. /Skt. sthāman- place. Pkt. thāma-, Apabhramsa țhāma- id. H. thăw id. Mar. thāv id. Turner, s. v. thāū.
dbia:dbia208:5801	f_4ypo3f4rrnw32	5801	loan	entry-from-compared	high	dbia[p. 40, no. 208]	Ta. tālam cymbal. Ma. tālam id. Ka. tāla, tāla, tāņa id. Kod. tāļa id. Tu. tāla, tāla Te. tālamu id. id. Skt. tāla- cymbal. BHS tāda- id. Pa. tāla- id.
dbia:dbia209:6339	f_6jhuuv2mi55js	6339	loan	entry-from-compared	high	dbia[p. 40, no. 209]	Ta. tikku direction; protection, shelter, aid. Ma. dikku direction, region; refuge. Ko. dik protection, aid. To. tik id. Ka. dikku direction; refuge, protection, help. Kod. dikkö direction. Tu. dikku direction; refuge, protection. Te. dikku id. Skt. diś- (nom. sg. dik) direction, country. id. DICTIONARY 41
dbia:dbia20:638	f_eqeu4k75nqoce	638	loan	entry-from-compared	high	dbia[p. 11, no. 20]	Ta. aruttam, arttam meaning, intention, wealth, usefulness, etc. Ma. artham aim, wealth, meaning. Ko. artm (obl. art(t)-) meaning, a sententia, proverbial saying. To. artm (obl. art-) meaning, useful- Ka. artha aim, utility, meaning, wealth, etc. Tu. artha wealth, meaning. Te. arthamu meaning, object, wealth, use, etc. /Skt. arthaaim, use, object, wealth, meaning, etc. Ka. amaga 18 ness. 12 DRAVIDIAN BORROWINGS FROM INDO-ARYAN 22
dbia:dbia210:dbia210-ia	f_7tgqinqpictac	f_eg5dngga52ri2	loan	entry-from-compared	high	dbia[p. 41, no. 210]	Ta. titti bellows, purse, leather bag, a kind of flute or pipe; tuti bellows; tutti bass-pipe. Ma. titti bagpipe. Ko. tiod bellows. Ka. titti, tidi leather bag, bag in general, pair of bellows. Tu. sidi, sidè bellows; tuti a sort of drone corresponding to a bagpipe. Te. titti leather bag or case, a skin, any bag-like thing, bellows or pair of bellows, bagpipe. Kuwi (F) tittū (pl. 'nga) bellows; (S) tithunga id., bagpipes. Skt. dệti- leather bag, a skin, bellows. Pkt. *diti-, *didi-, dii- id.
dbia:dbia211:dbia211-ia	f_oqsitycx567l6	f_mwcz4klzxau6g	loan	entry-from-compared	high	dbia[p. 41, no. 211]	Ta. tiru, ciri, ci śri, Lakşmi, holiness, sacredness. Ko. tir im the Toda ti:- buffaloes; tir er buffalo calf at Toda calf sacrifice; ciry prosperity, happiness of life. To, ti: the most sacred grade of Toda dairy; ti: ir the buffaloes of the ti'-dairy (i.e. the holy buffaloes). Skt. śri- Lakşmi, holiness, sacredness. Pkt. siri- id.
