Entry_ID	Family_ID	Concept	Language_ID	Clade	Eligibility	C1	V1	V1_Quantity	C2	C2_Structure	V2	Structure	Grammatical_Category	Input_Confidence	Confidence	Outcome	Evidence_Forms	Evidence_IDs	N_Database_Records	N_Supplemental_Observations	Notes
d572	d572	finger ring	Malayalam	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Malto	N. Dravidian	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Manda	S. Dravidian II	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Mannan	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Muduga	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Muthuvan	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Naiki	C. Dravidian	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	A	uŋgra|uŋgriyam	f_hlhtydx7akhui;f_oajlqai3fumzq	2	0	Regional name and recipient ending.
d572	d572	finger ring	Naikri	C. Dravidian	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	OMal	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	OTelugu	S. Dravidian II	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Paliya	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	PaluKurumba	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Parji	C. Dravidian	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Pengo	S. Dravidian II	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Sholaga	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Tamil	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	Telugu	S. Dravidian II	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	R	uŋgaramu|uŋgramu	f_jnigzi4yb6hyc;f_fhnvq24bawp7k	2	0	Full and syncopated variants; no swap.
d572	d572	finger ring	Toda	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	B	ugorm	f_byex25srivai6;f_vvk6szfgpamfk	2	0	Explicit Badaga loan used in song.
d572	d572	finger ring	Tulu	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	R	uŋgila	f_7sq5tipckvz62	1	0	Vowel-first nasal-velar name, liquid variant.
d572	d572	finger ring	Urali	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	markodi	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d572	d572	finger ring	pampa	S. Dravidian I	outside-target-control	Ø	u	short	ŋg	nasal-stop-cluster	a/u	VNCVC regional noun	noun	high	medium	missing			0	0	
d586	d586	body, belly	AluKurumba	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Badaga	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	A	odalu|odambu|doḷḷu|doḷḷa|doḷḷi	f_gwbcporukobuo;f_7qqdj3cukjiho;f_k4ldrxfnemwuy;f_b4ikz2gw7xgeu;f_qvxu5g62bugqs	13	0	Retained body words plus uncertain expressive stout-person series.
d586	d586	body, belly	Belari	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	BettaKurumba	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Brahui	Brahui	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Eravallan	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Gadaba	C. Dravidian	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Gondi	S. Dravidian II	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Irula	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Kadar	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Kannada	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	A	oḍal|oḍambi|oḍambe|ḍoḷḷu|doḷḷu	f_uy5wasrvs3wai;f_eejdwf5iandb4;f_e4aai7wws2lg2;f_jp7gft56jvfwo;f_2qob37k37bnwi	5	0	Retained body series plus expressive/initial-loss belly forms.
d586	d586	body, belly	Kodagu	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Kolami	C. Dravidian	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Konda	S. Dravidian II	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	R	oṛol	f_v52a57watkltc	1	0	Vowel-first body noun, harmony/oblique alternation separate.
d586	d586	body, belly	Koraga	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Kota	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	R	oṛḷ	f_275mtozo4hstk;f_jz2mqjvummazw	2	0	Syncope, vowel first.
d586	d586	body, belly	Kudiya	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Kui	S. Dravidian II	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Kurumba	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Kurux	N. Dravidian	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Kuwi	S. Dravidian II	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	MalaMalasar	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	MalaPulaya	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Malasar	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Malayalam	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	R	uṭal|uṭalam|uṭampu	f_dkwoigdkpbxuk;f_rqrwy5txumggk;f_kckronbsqbefs	3	0	Retained order.
d586	d586	body, belly	Malto	N. Dravidian	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Manda	S. Dravidian II	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Mannan	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Muduga	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Muthuvan	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Naiki	C. Dravidian	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Naikri	C. Dravidian	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	OMal	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	OTelugu	S. Dravidian II	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Paliya	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	PaluKurumba	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Parji	C. Dravidian	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Pengo	S. Dravidian II	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Sholaga	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	Tamil	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	R	uṭal|uṭalam|uṭar|uṭampu	f_svyggb7ddyrk2;f_r7lp5mxtn663a;f_4cgcyvzjtewtq;f_ii742yygitb5w	4	0	Retained order in distinct nominal expansions.
d586	d586	body, belly	Telugu	S. Dravidian II	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	O	oḍalu|oḷḷu	f_w2ece5qyc2e7e;f_lsxcxuxy6apxe	2	0	Retained body noun plus medial assimilation.
d586	d586	body, belly	Toda	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	R	vɨṛḷ	f_t7ozt4azxid2w	2	0	Prothetic v with retained vowel before original apical.
d586	d586	body, belly	Tulu	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	A	uḍalɯ|uḍālɯ|oḍālɯ|ḍoḷḷu|ṭoḷḷu|toḷḷɛ	f_s3oyiscc3hn5s;f_k5i5vpg5fvfmw;f_j4okfnssveeik;f_vtxgmobes5lwc;f_cxmzrxiivv5ga;f_ibbc3huxnxsyk	6	0	Retained body nouns and uncertain consonant-initial potbelly series.
d586	d586	body, belly	Urali	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	markodi	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d586	d586	body, belly	pampa	S. Dravidian I	core	Ø	u	short	ṭ	singleton	a	VC-al / VC-a-mp	noun	high	medium	missing			0	0	
d536	d536	winged termite	AluKurumba	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Badaga	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Belari	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	BettaKurumba	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Brahui	Brahui	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Eravallan	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Gadaba	C. Dravidian	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Gondi	S. Dravidian II	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Irula	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kadar	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kannada	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	R	īcal	f_oolgh2mmsnnue	1	0	Long-vowel palatal form.
d536	d536	winged termite	Kodagu	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kolami	C. Dravidian	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Konda	S. Dravidian II	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Koraga	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kota	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kudiya	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kui	S. Dravidian II	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kurumba	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kurux	N. Dravidian	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Kuwi	S. Dravidian II	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	MalaMalasar	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	MalaPulaya	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Malasar	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Malayalam	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	R	īyal	f_hpzvyksqtc2rg	2	0	Long-vowel glide form.
d536	d536	winged termite	Malto	N. Dravidian	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Manda	S. Dravidian II	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Mannan	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Muduga	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Muthuvan	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Naiki	C. Dravidian	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Naikri	C. Dravidian	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	OMal	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	OTelugu	S. Dravidian II	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Paliya	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	PaluKurumba	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Parji	C. Dravidian	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Pengo	S. Dravidian II	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Sholaga	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Tamil	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	R	īcal|īyal	f_cv7ghpjtneguo;f_vl4vvfw2yhcos	2	0	Long-vowel nonapical root variants.
d536	d536	winged termite	Telugu	S. Dravidian II	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	A	isuḷḷu|usiḍi ( usiḷḷu)	f_yuz7hhnzlqusk;f_wufgofjrqpjjm	2	0	Noninitial vowel-order and number alternations, not initial apical displacement.
d536	d536	winged termite	Toda	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Tulu	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	Urali	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	markodi	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d536	d536	winged termite	pampa	S. Dravidian I	other-process-control	Ø	ī	long	c/y	singleton	a	VVC-al	noun	medium	medium	missing			0	0	
d545	d545	slight, minute	AluKurumba	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Badaga	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Belari	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	BettaKurumba	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Brahui	Brahui	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Eravallan	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Gadaba	C. Dravidian	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Gondi	S. Dravidian II	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Irula	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kadar	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kannada	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kodagu	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kolami	C. Dravidian	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Konda	S. Dravidian II	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Koraga	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kota	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kudiya	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kui	S. Dravidian II	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kurumba	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kurux	N. Dravidian	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Kuwi	S. Dravidian II	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	MalaMalasar	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	MalaPulaya	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Malasar	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Malayalam	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Malto	N. Dravidian	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Manda	S. Dravidian II	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Mannan	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Muduga	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Muthuvan	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Naiki	C. Dravidian	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Naikri	C. Dravidian	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	OMal	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	OTelugu	S. Dravidian II	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Paliya	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	PaluKurumba	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Parji	C. Dravidian	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Pengo	S. Dravidian II	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Sholaga	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Tamil	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	R	īr|īrmai	f_dankhwjb567ag;f_dsmtamek42f3q	2	0	Long root preserved.
d545	d545	slight, minute	Telugu	S. Dravidian II	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	R	īr	f_n3xeprddcxfew	1	0	Long attributive root preserved.
d545	d545	slight, minute	Toda	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Tulu	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	Urali	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	markodi	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d545	d545	slight, minute	pampa	S. Dravidian I	long-root-control	Ø	ī	long	r	singleton	none	VVC free/bound adjective	adjective/noun	high	medium	missing			0	0	
d558	d558	be pleased, love; affection	AluKurumba	S. Dravidian I	exceptional-nonapical-input	Ø	u	short	k/v	singleton	a	VC-a + nominal extensions	verb/noun	medium	medium	missing			0	0	
d558	d558	be pleased, love; affection	Badaga	S. Dravidian I	exceptional-nonapical-input	Ø	u	short	k/v	singleton	a	VC-a + nominal extensions	verb/noun	medium	medium	A	osage	f_pnbylwh7yf7l2	1	0	Shared festival word, regional diffusion/cognacy unresolved.
d558	d558	be pleased, love; affection	Belari	S. Dravidian I	exceptional-nonapical-input	Ø	u	short	k/v	singleton	a	VC-a + nominal extensions	verb/noun	medium	medium	missing			0	0	
