K80_Item	Entry_ID	Language_ID	Input_Support_Tier	K80_Reports_Lowering	Reviewed_Evidence_Available	Evidence_Forms	Evidence_IDs	Sources	Interpretation	Scope
13	d3982	Kuwi	unknown	0	0				Rice has high-u and plural velar comparanda; proposed -a not independently matched.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
13	d3982	Pengo	unknown	0	1	preyi	f_bdwuatbhl7uo2	dedr	Rice has high-u and plural velar comparanda; proposed -a not independently matched.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
13	d3982	Manda	unknown	0	1	preyi	f_orupzesq3tc5a	dedr	Rice has high-u and plural velar comparanda; proposed -a not independently matched.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
14	d4410	Telugu	full-low-formation	0	1	pēru	f_ljsqftje6a52q	dedr	Southern pec-ar/pey-ar supports contraction; eastern dōr has a distinct unresolved history.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
14	d4410	Gondi	full-low-formation	0	1	paddur;padur;paroi;parroi;parōl;paṛōl;peder;pediri;poral;porol;poroy	f_bd4lxossfwpju;f_dlet53d5jjlm6;f_dvmm7kec347ws;f_fc5qarcrwu3sg;f_gcru3gjylyyvy;f_ijgktminyiwca;f_ix7jvjnac6v7e;f_lkcagdaf4kerm;f_mtk76eaob7vio;f_oxgjtxfpywxlu;f_qri3k5t3bagvq;f_t4kye3uewlfas	dedr;dedr;A-Gondi;dedr;L-Gondi;dedr;Ph-Gondi;dedr;Tr-Gondi	Southern pec-ar/pey-ar supports contraction; eastern dōr has a distinct unresolved history.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
14	d4410	Konda	full-low-formation	0	1	dōr;pēr;pēru	f_kuqavaadcnvkg;f_pmx24rcxaxyja;f_trdmaoxxfxtxw	dedr;dedr;BB-Konda	Southern pec-ar/pey-ar supports contraction; eastern dōr has a distinct unresolved history.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
14	d4410	Kui	full-low-formation	1	1	paḍa;pāru	f_5t5ew777q27le;f_wen4vrt3xdeym	dedr;dedr;K-Kui	Southern pec-ar/pey-ar supports contraction; eastern dōr has a distinct unresolved history.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
14	d4410	Kuwi	full-low-formation	0	1	dāru;dōru;dōru ki;dōrū	f_6krbimtwuv52o;f_eyiy5htitpwhc;f_tdb6s53vm6alw;f_zlzu4xo2r3r4s	dedr;F-Kuwi;dedr;Isr-Kuwi;dedr;S-Kuwi;Isr-Kuwi;dedr;Ḍ-Kuwi	Southern pec-ar/pey-ar supports contraction; eastern dōr has a distinct unresolved history.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
14	d4410	Pengo	full-low-formation	0	1	tōr	f_skcgupkssp2hs	dedr	Southern pec-ar/pey-ar supports contraction; eastern dōr has a distinct unresolved history.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
14	d4410	Manda	full-low-formation	0	1	dar	f_wyogxcxv3r7j4	dedr	Southern pec-ar/pey-ar supports contraction; eastern dōr has a distinct unresolved history.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
15	d4968	Telugu	root-low-only	0	0				Southern muc/y-al supplies low-a but not a primary apical input; regional morol needed.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
15	d4968	Gondi	root-low-only	0	1	malol ( D.molohk, Ma.molosku);maloṛ ( -i ( D.molohk, Ma.molosku);malōl ( malōhk ( D.molohk, Ma.molosku);molol ( D.molohk, Ma.molosku);molor;mulol ( D.molohk, Ma.molosku)	f_4sr6ffs7fiesu;f_6mib5vwfp55ea;f_6yhoomipxemf2;f_7lhsn7jliwygq;f_alzlrvwlbtbvy;f_il5ik67vin7ko;f_mmrgetwftmdmg;f_tbx637a6amqis;f_x2chdo2wciijg;f_yukuj47gcaslo;f_zmzncs3koiya6;f_zpr4cckx5xgo6	dedr;dedr;A-Gondi;dedr;Ph-Gondi;dedr;Tr-Gondi;dedr;W-Gondi;M-Gondi	Southern muc/y-al supplies low-a but not a primary apical input; regional morol needed.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
15	d4968	Konda	root-low-only	0	1	morol	f_qospc4kbmivje	dedr	Southern muc/y-al supplies low-a but not a primary apical input; regional morol needed.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
15	d4968	Kui	root-low-only	1	1	mṛāḍu	f_lbkgwcxi35p6e	dedr	Southern muc/y-al supplies low-a but not a primary apical input; regional morol needed.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
15	d4968	Kuwi	root-low-only	1	1	mrālu;mṛalu;mṛālū	f_c4yvw6fs6luwi;f_k6tkuvcbg4cqc;f_l4sutsio4y2gu	dedr;F-Kuwi;dedr;Isr-Kuwi;dedr;S-Kuwi	Southern muc/y-al supplies low-a but not a primary apical input; regional morol needed.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
15	d4968	Pengo	root-low-only	0	1	mrōl	f_chmmed7g2zdly	dedr	Southern muc/y-al supplies low-a but not a primary apical input; regional morol needed.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
15	d4968	Manda	root-low-only	0	0				Southern muc/y-al supplies low-a but not a primary apical input; regional morol needed.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
16	d4976	Telugu	full-low-formation	0	0				Tamil muraṟci/Tulu murajɛ/Gondi moras support low-a cord formation; Kuvi marcu source quantity differs.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
16	d4976	Gondi	full-low-formation	0	1	maronj;marõj;maṛos;maṛōnj;moras;moroli;moros;mōrūm	f_3vn6kynuz7guo;f_6r6jugeo7psdc;f_atu37qita4ltg;f_hf4gbhdepnyfa;f_jlhfatpoh7tiu;f_l3qkqjgzsv25k;f_q3yj4u2jk6cvo;f_qeaemlahqvmd6;f_wp5s5cq335fuw	dedr;dedr;M-Gondi;dedr;Ph-Gondi;dedr;Tr-Gondi	Tamil muraṟci/Tulu murajɛ/Gondi moras support low-a cord formation; Kuvi marcu source quantity differs.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
16	d4976	Konda	full-low-formation	0	0				Tamil muraṟci/Tulu murajɛ/Gondi moras support low-a cord formation; Kuvi marcu source quantity differs.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
16	d4976	Kui	full-low-formation	1	1	mrāsu	f_4h5aay3uwg4g6	dedr	Tamil muraṟci/Tulu murajɛ/Gondi moras support low-a cord formation; Kuvi marcu source quantity differs.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
16	d4976	Kuwi	full-low-formation	1	1	marcu	f_iqs44o4csqkzm	dedr;Ṭ-Kuwi	Tamil muraṟci/Tulu murajɛ/Gondi moras support low-a cord formation; Kuvi marcu source quantity differs.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
16	d4976	Pengo	full-low-formation	0	0				Tamil muraṟci/Tulu murajɛ/Gondi moras support low-a cord formation; Kuvi marcu source quantity differs.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
16	d4976	Manda	full-low-formation	0	0				Tamil muraṟci/Tulu murajɛ/Gondi moras support low-a cord formation; Kuvi marcu source quantity differs.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
17	d5082	Telugu	unknown	0	1	mrēvu;mrē̃gu;mēdu;mē̃gu	f_7msblpleyzn3c;f_c4zinr3kbwfxy;f_umeht4sejjcai;f_xaskqvo4umu2k	dedr;dedr;K-Telugu	Independent meẓ-uk is high-u; low-a nasal/labial formation must not be inferred from ē/ā.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
17	d5082	Gondi	unknown	0	1	maṛhuttānā;mitus;miṭānā;miṭṭūs;māc;mācānā	f_43y4lgbyo25cy;f_4wnpzj6kzhka6;f_7jsr2ywfzed3u;f_d3rmlu5igualq;f_jggswpsoec5xu;f_nxtbavwic2ul4;f_o3kgowr5j2t22;f_vyic4juwfer3w;f_wxsb33fdjxaau	dedr;dedr;Hislop-Drav;dedr;SR-Gondi;dedr;Tr-Gondi	Independent meẓ-uk is high-u; low-a nasal/labial formation must not be inferred from ē/ā.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
17	d5082	Konda	unknown	0	1	miṛis- (-t-)	f_zslcdxvxszp5w	dedr	Independent meẓ-uk is high-u; low-a nasal/labial formation must not be inferred from ē/ā.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
17	d5082	Kui	unknown	1	1	mrānḍa (mrānḍi-)	f_lh4mcqcq6nilc	dedr	Independent meẓ-uk is high-u; low-a nasal/labial formation must not be inferred from ē/ā.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
17	d5082	Kuwi	unknown	0	1	mrispi kīnai;mṇek- (-h-)	f_t2mufmxavlgng;f_vn75fhbwroeka	dedr;Isr-Kuwi;dedr;S-Kuwi	Independent meẓ-uk is high-u; low-a nasal/labial formation must not be inferred from ē/ā.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
17	d5082	Pengo	unknown	0	0				Independent meẓ-uk is high-u; low-a nasal/labial formation must not be inferred from ē/ā.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
17	d5082	Manda	unknown	0	0				Independent meẓ-uk is high-u; low-a nasal/labial formation must not be inferred from ē/ā.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
18	d5153	Telugu	compound-underdetermined	0	1	ē̃ḍu;ē̃ḍuḍi;ē̃ḍādi;ēṇḍu;ēṇṭabaḍi;ēṇṭēṭa	f_3cxmtdqyp2m3s;f_3syqpefmathaw;f_54yjmlgdhgod6;f_a357bme6omfcw;f_mht7rwsy55ieq;f_nxrlqbbs6ucjy	dedr;dedr;Inscr-Telugu;dedr;Inscr1-Telugu	Completed+year analysis and exact first member unresolved; bare long year is not eligible.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
18	d5153	Gondi	compound-underdetermined	0	1	hayēnḍ;hēnḍ;iyode;iyēnḍ;yeṇṛ;yēnḍ;yēḍa;ēnḍ;ēṇḍ;īyenḍ	f_5w3vk5z6dae6c;f_67fzjixwnu2jg;f_dztdsnbycnf2g;f_f4fsumr3jsufu;f_fagcbslurajhq;f_g7jmay7o3mon4;f_jeyeytnpnah42;f_kl3muhyvnj32k;f_y4mntkbimlpyu;f_z53n3meghih44;f_zs4v2kyhpo6be	dedr;dedr;M-Gondi;dedr;Pat-Gondi;dedr;Tr-Gondi;dedr;W-Gondi	Completed+year analysis and exact first member unresolved; bare long year is not eligible.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
18	d5153	Konda	compound-underdetermined	0	1	iyoṇḍ;nṛund;ēṇḍad;ōnḍkaṛa;ōṭkaṛa	f_tei22myqmf4fw;f_uf7a3tuftanfk;f_uozfltc3mrie6;f_zv5mpuoa6qvii;research:d5153-konda-nrund	Krishnamurti 1980 p.498 item18, image directly checked;dedr;dedr;BB-Konda	Completed+year analysis and exact first member unresolved; bare long year is not eligible.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
18	d5153	Kui	compound-underdetermined	1	1	vāṛonḍi;ōnḍu;ṛānḍu;ṛōnḍu	f_22cx53rl2rkpa;f_4ppl2gxtv6n6u;f_wi7kgkwgya7p6;f_ymcrzr3bpatyi	dedr;dedr;K-Kui	Completed+year analysis and exact first member unresolved; bare long year is not eligible.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
18	d5153	Kuwi	compound-underdetermined	1	1	rānḍu;vāṇona;īyona;ṛānḍu;ṛāṇḍu	f_d52z2xtqc6cyi;f_f4zwdjxvqeyza;f_lpm2imwk4n3ky;f_q52e3ztz3l24a;f_yb5n4cpyopsm4	dedr;Isr-Kuwi;dedr;S-Kuwi;dedr;Ṭ-Kuwi	Completed+year analysis and exact first member unresolved; bare long year is not eligible.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
18	d5153	Pengo	compound-underdetermined	0	1	iyonḍiŋ;ṛāṭihiŋ	f_2dkjwijdscvza;f_gswdbdws2e3jm	dedr	Completed+year analysis and exact first member unresolved; bare long year is not eligible.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
18	d5153	Manda	compound-underdetermined	0	1	ī̃yuṭ;ṛāṭihiŋ	f_hmk3t6n4qy3ys;f_yr3yk5mqt3ij2	dedr	Completed+year analysis and exact first member unresolved; bare long year is not eligible.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
19	d3559	Telugu	full-low-formation	not-positive-example	1	tokka;tōlu	f_4difxmy2ovq3q;f_mpunkvkc5v576	dedr	Full togal/tukal supports low formation, but Kui/Kuvi retain ō; earlier contraction is a chronology hypothesis.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
19	d3559	Gondi	full-low-formation	not-positive-example	1	tolka;tōl;tōl ( tōlku);tōla;tōlu;tōlu ( tōlku)	f_3ptqb6rkzrrh6;f_jphayyddlyxhg;f_l5arqag5upz2m;f_lmxb2smav7gjk;f_peoye5zh66dew;f_t7fd6kac2u5o6;f_vrriaifirnbre;f_wvskmjebip6v6;f_x5ya5g6vtnjde;f_xkrwlzj6d2upo;f_z4sn4q6f7xhmi;f_zrl6gp5w4dcfc	dedr;dedr;M-Gondi;dedr;Tr-Gondi;A-Gondi;W-Gondi;Ph-Gondi	Full togal/tukal supports low formation, but Kui/Kuvi retain ō; earlier contraction is a chronology hypothesis.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
19	d3559	Konda	full-low-formation	not-positive-example	1	toko;tōl;tōlu	f_2a7gexysk352o;f_vffanl2ofvmfm;f_xrccie5vhk24s	dedr;dedr;BB-Konda	Full togal/tukal supports low formation, but Kui/Kuvi retain ō; earlier contraction is a chronology hypothesis.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
19	d3559	Kui	full-low-formation	not-positive-example	1	ṭōḍu ( ṭōṭka	f_3lwlmxi6uwcpu	dedr	Full togal/tukal supports low formation, but Kui/Kuvi retain ō; earlier contraction is a chronology hypothesis.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
19	d3559	Kuwi	full-low-formation	not-positive-example	1	tōlu;tōlu ( tōlka);tōlū	f_lpxtlbhgckhss;f_oyqfflr2wfibc;f_vmfrxtjqjqvxw;f_zolxb2qnvazra	dedr;F-Kuwi;dedr;Isr-Kuwi;dedr;S-Kuwi	Full togal/tukal supports low formation, but Kui/Kuvi retain ō; earlier contraction is a chronology hypothesis.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
19	d3559	Pengo	full-low-formation	not-positive-example	1	tōl	f_brw43k6ditbdu	dedr	Full togal/tukal supports low formation, but Kui/Kuvi retain ō; earlier contraction is a chronology hypothesis.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
19	d3559	Manda	full-low-formation	not-positive-example	0				Full togal/tukal supports low formation, but Kui/Kuvi retain ō; earlier contraction is a chronology hypothesis.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
20	d2929	Telugu	high-vowel-formation	not-positive-example	1	nippu;nippuka	f_g5w2ykggx2mle;f_z3ooo33e74xza	dedr	Southern neruppu independent high-u; Kui drē is long, so do not universalize Telugu short-output rule.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
20	d2929	Gondi	high-vowel-formation	not-positive-example	1	nirustānā (<i>Voc.</i> 1991);nirvānā	f_2hlivtgfwnqpk;f_qnpynlivk6oc2	dedr;dedr;Tr-Gondi	Southern neruppu independent high-u; Kui drē is long, so do not universalize Telugu short-output rule.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
20	d2929	Konda	high-vowel-formation	not-positive-example	0				Southern neruppu independent high-u; Kui drē is long, so do not universalize Telugu short-output rule.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
20	d2929	Kui	high-vowel-formation	not-positive-example	1	drē;drē inba;drēna	f_6qimk5cksndq2;f_bpmccozhbbva2;f_dmhakni64ddjs	dedr	Southern neruppu independent high-u; Kui drē is long, so do not universalize Telugu short-output rule.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
20	d2929	Kuwi	high-vowel-formation	not-positive-example	0				Southern neruppu independent high-u; Kui drē is long, so do not universalize Telugu short-output rule.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
20	d2929	Pengo	high-vowel-formation	not-positive-example	0				Southern neruppu independent high-u; Kui drē is long, so do not universalize Telugu short-output rule.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
20	d2929	Manda	high-vowel-formation	not-positive-example	0				Southern neruppu independent high-u; Kui drē is long, so do not universalize Telugu short-output rule.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
21	d5159	Telugu	independent-long-root	not-positive-example	1	ēṟu ( ēṭi	f_mea3g7wqaeyy2	dedr	Long yĀṯ is independently supported; no lowering or apical displacement.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
21	d5159	Gondi	independent-long-root	not-positive-example	1	atta yēr;aṭ-yār;berel;beriaṛ;etk;yeh-gatā;yeha-kkorr;yēr (yēt-);ēr (ēt-, <i>pl.</i> ēhk);ēṛ	f_636q2o3t5yx56;f_6waxtwckdwvjo;f_aw24sge5pciia;f_epexs6w5lop56;f_fhtfe57nynuxa;f_hy5zs2z7dstha;f_ipgrr2c4sutwm;f_pvs65yzyp7qmw;f_qbvzl6ujjpe4i;f_ri3ybzsslrcve;f_sh6he2q5tpxuo;f_ytu6kyqgnkqjw	dedr;dedr;SR-Gondi;dedr;Tr-Gondi;dedr;W-Gondi;Ph-Gondi	Long yĀṯ is independently supported; no lowering or apical displacement.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
21	d5159	Konda	independent-long-root	not-positive-example	1	ēRki;ēṟ (obl ēR;ēṟu (obl ēR	f_hkgq25zursgwk;f_lvsvomeq24kny;f_ps3gjghsl3l6a	dedr	Long yĀṯ is independently supported; no lowering or apical displacement.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
21	d5159	Kui	independent-long-root	not-positive-example	1	ēju;ēski;ēsu	f_2alffgllvfefy;f_37orvba7zaabm;f_dx3qrw6tcamwm	dedr;dedr;K-Kui	Long yĀṯ is independently supported; no lowering or apical displacement.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
21	d5159	Kuwi	independent-long-root	not-positive-example	1	ēski;ēyu;ēyu (construed vitʰ pl. verb);ēyū (construed vitʰ pl. verb)	f_m3bbpfwsw6e2u;f_mvxlfsirpewzs;f_oruqkswzjvrio;f_syouysqjilhiu;f_z5qasiqw5wtwm	dedr;dedr;F-Kuwi;dedr;Isr-Kuwi;dedr;S-Kuwi;Isr-Kuwi	Long yĀṯ is independently supported; no lowering or apical displacement.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
21	d5159	Pengo	independent-long-root	not-positive-example	1	ēs (variant form ofēzused in certain combinations, e.g.ēs orliotter [lit. vater-rat]);ēski;ēz;ēz ība;ēzuŋ (variant form ofēzused in certain combinations, e.g.ēs orliotter [lit. vater-rat])	f_6vlxvgk5kc3za;f_kwulyfuzlbqa2;f_ltavfufeqvdik;f_rvbt3wm3oq472;f_w4vlutovafzls	dedr	Long yĀṯ is independently supported; no lowering or apical displacement.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
21	d5159	Manda	independent-long-root	not-positive-example	1	ehki;ey	f_4qoqvrr56o5ps;f_vl3lsfvvcspbq	dedr	Long yĀṯ is independently supported; no lowering or apical displacement.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
22	d811	Telugu	different-formations	not-positive-example	1	eragali;eravali;eriyincu;eriyu;talay-ēru;ērcu;ērpu	f_2vsv7dvqhpkvu;f_ax6ztffa6joom;f_ezkyngizg5giq;f_j5tkwwu2evtic;f_myiblmusv7756;f_rl7tvwmzyic7m;f_stpcytabwbgog	dedr;dedr;K-Telugu;burrow-emeneau1972den1[p. 401, entry 694]	Short eri and long causative/nominal grades must remain separate; not uniformly long input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
22	d811	Gondi	different-formations	not-positive-example	1	arrī;ars;ers;erītānā;ērītānā	f_c2hqi7qtyllvi;f_fw2cbxo4j5bb4;f_hivhjncye3h54;f_v4rgk24oxo7rw;f_zasng36qzahiw	dedr;dedr;Ph-Gondi;dedr;Tr-Gondi	Short eri and long causative/nominal grades must remain separate; not uniformly long input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
22	d811	Konda	different-formations	not-positive-example	1	er- (-t-);eris	f_yskntrobjbkbq;f_z7vvi244gjv2g	dedr	Short eri and long causative/nominal grades must remain separate; not uniformly long input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
22	d811	Kui	different-formations	not-positive-example	1	rīva (rīt-);ērpa (ērt-)	f_extiizmkk4lig;f_hljpanzrpzkxs	dedr	Short eri and long causative/nominal grades must remain separate; not uniformly long input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
22	d811	Kuwi	different-formations	not-positive-example	1	er;er- (-t-)	f_5mfzfkza3bib2;f_sc7ipp3eh2pwk	dedr;Isr-Kuwi;dedr;Ḍ-Kuwi	Short eri and long causative/nominal grades must remain separate; not uniformly long input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
22	d811	Pengo	different-formations	not-positive-example	0				Short eri and long causative/nominal grades must remain separate; not uniformly long input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
22	d811	Manda	different-formations	not-positive-example	0				Short eri and long causative/nominal grades must remain separate; not uniformly long input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
23	d2237	Telugu	independent-long-root	not-positive-example	1	kōla;kōlana;kōlani	f_6jwizzevnefim;f_muuo7oclyoj3o;f_q3usn5kjwucbo	dedr	Independent long kōl; no lowering.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
23	d2237	Gondi	independent-long-root	not-positive-example	1	kola;kōla;kōlā	f_2m2uc6ilqa7se;f_2p4do6cxzyfhm;f_4dm7rmktb5gea;f_cz2zqysnwwyim;f_dc53xdulkmfz6;f_dxroyojfrykpo;f_sbtztclyalaqk;f_xgxchah23ouwu	dedr;dedr;A-Gondi;dedr;LuS-Gondi	Independent long kōl; no lowering.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
23	d2237	Konda	independent-long-root	not-positive-example	1	kōl	f_lv67x7i6wevwu	dedr	Independent long kōl; no lowering.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
23	d2237	Kui	independent-long-root	not-positive-example	1	kōḍu ( kōṭka)	f_ce6oylfgkdxii	dedr	Independent long kōl; no lowering.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
23	d2237	Kuwi	independent-long-root	not-positive-example	1	kōlu ( kōlka);kōlū ( kōlka)	f_mhw66lhvgpvco;f_xte2gna2ujhra	dedr;F-Kuwi;dedr;S-Kuwi	Independent long kōl; no lowering.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
23	d2237	Pengo	independent-long-root	not-positive-example	1	kōl	f_5b4fwg2ylhbts	dedr	Independent long kōl; no lowering.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
23	d2237	Manda	independent-long-root	not-positive-example	1	kūl	f_y5jizjhouoyfy	dedr	Independent long kōl; no lowering.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
24	d2628	Telugu	unknown	not-positive-example	0				Chironji exact historical vowel/formation needs evidence; mid output cannot establish or disprove an -a input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
24	d2628	Gondi	unknown	not-positive-example	1	rēka;sarēkā;saṛēka;serkā;sirkā marā	f_3igxugxtjzsbm;f_ihozzvkrnbuda;f_kdd53ze3yg7qi;f_s4g7yzgrmb3te;f_tjz4gog5ocrcc;f_vy47iqjjoanhe	dedr;dedr;SR-Gondi;dedr;Tr-Gondi;dedr;burrow-emeneau1972den1[p. 407, entry 2160]	Chironji exact historical vowel/formation needs evidence; mid output cannot establish or disprove an -a input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
24	d2628	Konda	unknown	not-positive-example	0				Chironji exact historical vowel/formation needs evidence; mid output cannot establish or disprove an -a input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
24	d2628	Kui	unknown	not-positive-example	1	srēko	f_ortk676vk3ki4	dedr	Chironji exact historical vowel/formation needs evidence; mid output cannot establish or disprove an -a input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
24	d2628	Kuwi	unknown	not-positive-example	1	rēko	f_eruvxosz2di6w	dedr;Ṭ-Kuwi	Chironji exact historical vowel/formation needs evidence; mid output cannot establish or disprove an -a input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
24	d2628	Pengo	unknown	not-positive-example	1	rēka mar	f_b4c3upvsu4mpc	dedr	Chironji exact historical vowel/formation needs evidence; mid output cannot establish or disprove an -a input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
24	d2628	Manda	unknown	not-positive-example	1	rēko	f_nk2bcr6cfebym	dedr	Chironji exact historical vowel/formation needs evidence; mid output cannot establish or disprove an -a input.	Source-reported vowel-lowering incidence is not automatically accepted from these unclassified surface vowels; consult etymon and formation notes.
