family_id	language	forms	analysis	unresolved	scope
3523	Ush	"[{""form"": ""kʌ'mʌlo"", ""outcome"": ""stress-marked@-2"", ""source"": ""rensch-decker-hallberg1992"", ""dialect"": ""SSNP-ushojo-USH"", ""gloss"": ""soft"", ""record_id"": ""f_iavcqxnb2c2hs"", ""excluded"": """"}]"	Palula koomáalu and Strand komʹâlu accent the final root syllable and leave the older initial long o unaccented. This supports root-final accent assignment in an extended adjective; it is not quantity attraction to the first long vowel. The aa in the accented open root syllable can be secondary lengthening of old short a.	The exact inherited versus remodeled adjective extension is reconstructed; Sauji's unmarked form gives no accent test.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3533	Sh	"[{""form"": ""kōlṷ"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Sh"", ""gloss"": ""curved, crooked"", ""record_id"": ""f_fnv2yifdhmq2c"", ""excluded"": """"}, {""form"": ""kóolo"", ""outcome"": ""E@-2"", ""source"": ""degener-shina2008"", ""dialect"": ""gil"", ""gloss"": ""crooked"", ""record_id"": ""f_esdb7wpul7uyw"", ""excluded"": """"}, {""form"": ""kó:lo"", ""outcome"": ""stress-marked@-2"", ""source"": ""rajapurohit2012"", ""dialect"": ""dr"", ""gloss"": ""Crooked"", ""record_id"": ""f_rau6ueeszhgyg"", ""excluded"": """"}, {""form"": ""ka~óolo"", ""outcome"": ""E@-2"", ""source"": ""degener-shina2008"", ""dialect"": ""gil"", ""gloss"": ""crooked"", ""record_id"": ""f_qoecdmgrd7wxc"", ""excluded"": """"}]"	Palula kʹûlo and Gilgit kóolo preserve early long-root prominence before an unaccented ending; Gilgit ka~óolo adds or retains further initial material. The reconstructed input is unaccented and has possible older diphthong variants, but the modern adjective-class behavior is consistent across the two languages.	Read inflection and determine the status of ka~óolo without treating its extra nucleus as inherited accent movement.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3533	Phal	"[{""form"": ""kūᵘlo"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Phal"", ""gloss"": ""crooked"", ""record_id"": ""f_ygbyaqybcxmu2"", ""excluded"": """"}, {""form"": ""kʹûlo"", ""outcome"": ""E@-2"", ""source"": ""strand"", ""dialect"": ""Phal"", ""gloss"": ""crooked"", ""record_id"": ""f_w32qwt4hejbho"", ""excluded"": """"}]"	Palula kʹûlo and Gilgit kóolo preserve early long-root prominence before an unaccented ending; Gilgit ka~óolo adds or retains further initial material. The reconstructed input is unaccented and has possible older diphthong variants, but the modern adjective-class behavior is consistent across the two languages.	Read inflection and determine the status of ka~óolo without treating its extra nucleus as inherited accent movement.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3533	Sv	[]	Palula kʹûlo and Gilgit kóolo preserve early long-root prominence before an unaccented ending; Gilgit ka~óolo adds or retains further initial material. The reconstructed input is unaccented and has possible older diphthong variants, but the modern adjective-class behavior is consistent across the two languages.	Read inflection and determine the status of ka~óolo without treating its extra nucleus as inherited accent movement.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3533	Kalk	[]	Palula kʹûlo and Gilgit kóolo preserve early long-root prominence before an unaccented ending; Gilgit ka~óolo adds or retains further initial material. The reconstructed input is unaccented and has possible older diphthong variants, but the modern adjective-class behavior is consistent across the two languages.	Read inflection and determine the status of ka~óolo without treating its extra nucleus as inherited accent movement.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3533	Kund	[]	Palula kʹûlo and Gilgit kóolo preserve early long-root prominence before an unaccented ending; Gilgit ka~óolo adds or retains further initial material. The reconstructed input is unaccented and has possible older diphthong variants, but the modern adjective-class behavior is consistent across the two languages.	Read inflection and determine the status of ka~óolo without treating its extra nucleus as inherited accent movement.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3533	bro	[]	Palula kʹûlo and Gilgit kóolo preserve early long-root prominence before an unaccented ending; Gilgit ka~óolo adds or retains further initial material. The reconstructed input is unaccented and has possible older diphthong variants, but the modern adjective-class behavior is consistent across the two languages.	Read inflection and determine the status of ka~óolo without treating its extra nucleus as inherited accent movement.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3533	Ush	[]	Palula kʹûlo and Gilgit kóolo preserve early long-root prominence before an unaccented ending; Gilgit ka~óolo adds or retains further initial material. The reconstructed input is unaccented and has possible older diphthong variants, but the modern adjective-class behavior is consistent across the two languages.	Read inflection and determine the status of ka~óolo without treating its extra nucleus as inherited accent movement.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3602	Sh	"[{""form"": ""kūro"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Sh"", ""gloss"": ""hard, severe (of things and people), strong, firm"", ""record_id"": ""f_te3sh5pjj4fbq"", ""excluded"": """"}, {""form"": ""kúro"", ""outcome"": ""S@-2"", ""source"": ""degener-shina2008"", ""dialect"": ""gil"", ""gloss"": ""mighty; strong"", ""record_id"": ""f_cgia6xwrygi52"", ""excluded"": """"}]"	Gilgit kúro has root short accent before masculine o, against the old final-accented long-root adjective. Root-final accent assignment after extension explains the locus, but shortening of old ū and r-cluster reduction must also be accounted for. Older kūro disagrees in quantity without supplying a comparable mora notation.	Quantity may reflect an older cluster/formation stage or source convention; it is not a clean old-long retention example.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3602	Phal	[]	Gilgit kúro has root short accent before masculine o, against the old final-accented long-root adjective. Root-final accent assignment after extension explains the locus, but shortening of old ū and r-cluster reduction must also be accounted for. Older kūro disagrees in quantity without supplying a comparable mora notation.	Quantity may reflect an older cluster/formation stage or source convention; it is not a clean old-long retention example.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3602	Sv	[]	Gilgit kúro has root short accent before masculine o, against the old final-accented long-root adjective. Root-final accent assignment after extension explains the locus, but shortening of old ū and r-cluster reduction must also be accounted for. Older kūro disagrees in quantity without supplying a comparable mora notation.	Quantity may reflect an older cluster/formation stage or source convention; it is not a clean old-long retention example.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3602	Kalk	[]	Gilgit kúro has root short accent before masculine o, against the old final-accented long-root adjective. Root-final accent assignment after extension explains the locus, but shortening of old ū and r-cluster reduction must also be accounted for. Older kūro disagrees in quantity without supplying a comparable mora notation.	Quantity may reflect an older cluster/formation stage or source convention; it is not a clean old-long retention example.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3602	Kund	[]	Gilgit kúro has root short accent before masculine o, against the old final-accented long-root adjective. Root-final accent assignment after extension explains the locus, but shortening of old ū and r-cluster reduction must also be accounted for. Older kūro disagrees in quantity without supplying a comparable mora notation.	Quantity may reflect an older cluster/formation stage or source convention; it is not a clean old-long retention example.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3602	bro	[]	Gilgit kúro has root short accent before masculine o, against the old final-accented long-root adjective. Root-final accent assignment after extension explains the locus, but shortening of old ū and r-cluster reduction must also be accounted for. Older kūro disagrees in quantity without supplying a comparable mora notation.	Quantity may reflect an older cluster/formation stage or source convention; it is not a clean old-long retention example.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3602	Ush	[]	Gilgit kúro has root short accent before masculine o, against the old final-accented long-root adjective. Root-final accent assignment after extension explains the locus, but shortening of old ū and r-cluster reduction must also be accounted for. Older kūro disagrees in quantity without supplying a comparable mora notation.	Quantity may reflect an older cluster/formation stage or source convention; it is not a clean old-long retention example.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3832	Sh	"[{""form"": ""khăbŭ"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""gil"", ""gloss"": ""left-hand"", ""record_id"": ""f_vesdejh6gpemw"", ""excluded"": """"}, {""form"": ""khā"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""gur"", ""gloss"": ""left-hand"", ""record_id"": ""f_3lerfvpwuqb3y"", ""excluded"": """"}, {""form"": ""khaī"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""gur"", ""gloss"": ""left-hand"", ""record_id"": ""f_42vcwchxijtym"", ""excluded"": """"}, {""form"": ""khăbīnṷ"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""koh"", ""gloss"": ""left-hand"", ""record_id"": ""f_vf4bmgbcjbjym"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Gupis"", ""gloss"": ""left"", ""record_id"": ""f_duskvoome5c6k"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""punl"", ""gloss"": ""left"", ""record_id"": ""f_hbp46cix7f3ts"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""HunzaNasirabad"", ""gloss"": ""left"", ""record_id"": ""f_rqjygrorhwl72"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""NagarThol"", ""gloss"": ""left"", ""record_id"": ""f_6ntg6gjg7653i"", ""excluded"": """"}, {""form"": ""ˈkʰʌ̱bo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""NagarChalt"", ""gloss"": ""left"", ""record_id"": ""f_lrxwrx3l5egk2"", ""excluded"": """"}, {""form"": ""ˈkʰʌbu"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""gil"", ""gloss"": ""left"", ""record_id"": ""f_agvkrukmzvvoc"", ""excluded"": """"}, {""form"": ""ˈkʰʌ̱bo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Haramosh"", ""gloss"": ""left"", ""record_id"": ""f_yxy2337j4ezpa"", ""excluded"": """"}, {""form"": ""kʰɑ̱ˈbo̱"", ""outcome"": ""stress-marked@-1"", ""source"": ""backstrom1992"", ""dialect"": ""Bagrot"", ""gloss"": ""left"", ""record_id"": ""f_gurgz4sml7hha"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Bunji"", ""gloss"": ""left"", ""record_id"": ""f_ungmca3te77se"", ""excluded"": """"}, {""form"": ""ˈxʌbo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Bunji"", ""gloss"": ""left"", ""record_id"": ""f_bqhe6rjjaida2"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Rondu"", ""gloss"": ""left"", ""record_id"": ""f_e2mvye2pan55c"", ""excluded"": """"}, {""form"": ""ˈkʰɑbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Gahorabad"", ""gloss"": ""left"", ""record_id"": ""f_4rodbjipbybh2"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""DashkinAstor"", ""gloss"": ""left"", ""record_id"": ""f_v6mlo6fwbrppa"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Astor"", ""gloss"": ""left"", ""record_id"": ""f_aosnkn4x4ydds"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""KachuraJel"", ""gloss"": ""left"", ""record_id"": ""f_xn4sq2fmgjhz4"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Satpara"", ""gloss"": ""left"", ""record_id"": ""f_6otzjjabv64xq"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Gultari"", ""gloss"": ""left"", ""record_id"": ""f_37ifonrknaurc"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Kharmang"", ""gloss"": ""left"", ""record_id"": ""f_ow6hlaxokchs6"", ""excluded"": """"}, {""form"": ""kʰɑiˈbom"", ""outcome"": ""stress-marked@position-unresolved"", ""source"": ""backstrom1992"", ""dialect"": ""dr"", ""gloss"": ""left"", ""record_id"": ""f_dhp2op5mupyba"", ""excluded"": """"}, {""form"": ""ˈkʰɑbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""ChilasKhinar"", ""gloss"": ""left"", ""record_id"": ""f_mef6xo47i2wiy"", ""excluded"": """"}, {""form"": ""ˈkʰɑbo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""ChilasJelil"", ""gloss"": ""left"", ""record_id"": ""f_p56sve5obkdvc"", ""excluded"": """"}, {""form"": ""ˈkʰɑbi"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Darel"", ""gloss"": ""left"", ""record_id"": ""f_6licm5otnjcoc"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Tangir"", ""gloss"": ""left"", ""record_id"": ""f_zu2mncas6n33g"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Sazin"", ""gloss"": ""left"", ""record_id"": ""f_vsulwyyus5mp4"", ""excluded"": """"}, {""form"": ""kʰʌˈbʊto"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Sazin"", ""gloss"": ""left"", ""record_id"": ""f_p5q4ljcv3ub3u"", ""excluded"": """"}, {""form"": ""ˈkʰʌbo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Harban"", ""gloss"": ""left"", ""record_id"": ""f_i7zy5k4ks5h2c"", ""excluded"": """"}, {""form"": ""koˈbotʰu̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Jalkot"", ""gloss"": ""left"", ""record_id"": ""f_exx6m4mpruoko"", ""excluded"": """"}, {""form"": ""kɑˈbotʰu̥"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""pales"", ""gloss"": ""left"", ""record_id"": ""f_3aftp4kerbzty"", ""excluded"": """"}, {""form"": ""kɑˈbʌtʰo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""pales"", ""gloss"": ""left"", ""record_id"": ""f_54qlrilqohzvs"", ""excluded"": """"}, {""form"": ""kɑˈbʊto̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Kolai"", ""gloss"": ""left"", ""record_id"": ""f_fq7lamsp4kib4"", ""excluded"": """"}, {""form"": ""khábo"", ""outcome"": ""S@-2"", ""source"": ""schmidt"", ""dialect"": ""gil"", ""gloss"": ""left (direction)"", ""record_id"": ""f_bagieijs2dayk"", ""excluded"": """"}, {""form"": ""khábooto"", ""outcome"": ""S@-3"", ""source"": ""schmidt"", ""dialect"": ""koh"", ""gloss"": ""left (direction)"", ""record_id"": ""f_ynktlk7i53e5a"", ""excluded"": """"}, {""form"": ""khái"", ""outcome"": ""vowel-sequence-marked@position-unresolved"", ""source"": ""schmidt"", ""dialect"": ""gur"", ""gloss"": ""left (direction)"", ""record_id"": ""f_nswzmqolptx64"", ""excluded"": """"}, {""form"": ""kháau"", ""outcome"": ""vowel-sequence-marked@position-unresolved"", ""source"": ""schmidt"", ""dialect"": ""Astor"", ""gloss"": ""left (direction)"", ""record_id"": ""f_qg764plttrhiu"", ""excluded"": """"}, {""form"": ""khábo"", ""outcome"": ""S@-2"", ""source"": ""degener-shina2008"", ""dialect"": ""gil"", ""gloss"": ""left"", ""record_id"": ""f_4uexzdsgnavzg"", ""excluded"": """"}]"	Gilgit khábo, Kohistani khábooto, Guresi khái and Astori kháau share root prominence with different treatment of v and the final formation. The old extended khárvaka is explicitly barytone and therefore independently predicts a root-accented adjective without inventing an ad hoc retraction. Kalkoti khoor and Kundal kʰabɔṇ have distinct extra segmental histories and unmarked accent.	The extra Kohistani and Kundal endings and the contraction of Guresi/Astori require separate analyses; left from defective is an old semantic specialization to check.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3832	Phal	[]	Gilgit khábo, Kohistani khábooto, Guresi khái and Astori kháau share root prominence with different treatment of v and the final formation. The old extended khárvaka is explicitly barytone and therefore independently predicts a root-accented adjective without inventing an ad hoc retraction. Kalkoti khoor and Kundal kʰabɔṇ have distinct extra segmental histories and unmarked accent.	The extra Kohistani and Kundal endings and the contraction of Guresi/Astori require separate analyses; left from defective is an old semantic specialization to check.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3832	Sv	[]	Gilgit khábo, Kohistani khábooto, Guresi khái and Astori kháau share root prominence with different treatment of v and the final formation. The old extended khárvaka is explicitly barytone and therefore independently predicts a root-accented adjective without inventing an ad hoc retraction. Kalkoti khoor and Kundal kʰabɔṇ have distinct extra segmental histories and unmarked accent.	The extra Kohistani and Kundal endings and the contraction of Guresi/Astori require separate analyses; left from defective is an old semantic specialization to check.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3832	Kalk	"[{""form"": ""khoor"", ""outcome"": ""P-low-level"", ""source"": ""kalkoti"", ""dialect"": ""HKAT-xka"", ""gloss"": ""left"", ""record_id"": ""f_zn72wubwydxqu"", ""excluded"": """"}]"	Gilgit khábo, Kohistani khábooto, Guresi khái and Astori kháau share root prominence with different treatment of v and the final formation. The old extended khárvaka is explicitly barytone and therefore independently predicts a root-accented adjective without inventing an ad hoc retraction. Kalkoti khoor and Kundal kʰabɔṇ have distinct extra segmental histories and unmarked accent.	The extra Kohistani and Kundal endings and the contraction of Guresi/Astori require separate analyses; left from defective is an old semantic specialization to check.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3832	Kund	"[{""form"": ""kʰabɔṇ"", ""outcome"": ""unmarked"", ""source"": ""kund"", ""dialect"": ""Kund"", ""gloss"": ""left"", ""record_id"": ""f_yrmgi6jdx54vm"", ""excluded"": """"}]"	Gilgit khábo, Kohistani khábooto, Guresi khái and Astori kháau share root prominence with different treatment of v and the final formation. The old extended khárvaka is explicitly barytone and therefore independently predicts a root-accented adjective without inventing an ad hoc retraction. Kalkoti khoor and Kundal kʰabɔṇ have distinct extra segmental histories and unmarked accent.	The extra Kohistani and Kundal endings and the contraction of Guresi/Astori require separate analyses; left from defective is an old semantic specialization to check.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3832	bro	[]	Gilgit khábo, Kohistani khábooto, Guresi khái and Astori kháau share root prominence with different treatment of v and the final formation. The old extended khárvaka is explicitly barytone and therefore independently predicts a root-accented adjective without inventing an ad hoc retraction. Kalkoti khoor and Kundal kʰabɔṇ have distinct extra segmental histories and unmarked accent.	The extra Kohistani and Kundal endings and the contraction of Guresi/Astori require separate analyses; left from defective is an old semantic specialization to check.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3832	Ush	[]	Gilgit khábo, Kohistani khábooto, Guresi khái and Astori kháau share root prominence with different treatment of v and the final formation. The old extended khárvaka is explicitly barytone and therefore independently predicts a root-accented adjective without inventing an ad hoc retraction. Kalkoti khoor and Kundal kʰabɔṇ have distinct extra segmental histories and unmarked accent.	The extra Kohistani and Kundal endings and the contraction of Guresi/Astori require separate analyses; left from defective is an old semantic specialization to check.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3895	Sh	"[{""form"": ""khŭṭo"", ""outcome"": ""unmarked"", ""source"": ""CDIAL"", ""dialect"": ""Sh"", ""gloss"": ""short"", ""record_id"": ""f_oar4l3wnam43e"", ""excluded"": """"}, {""form"": ""ˈkʰu̱ṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Gupis"", ""gloss"": ""short"", ""record_id"": ""f_dofipomnlp3l2"", ""excluded"": """"}, {""form"": ""ˈkʰu̱ṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""punl"", ""gloss"": ""short"", ""record_id"": ""f_n5s2qz3qaeazu"", ""excluded"": """"}, {""form"": ""kʰu̱ˈṭo"", ""outcome"": ""stress-marked@-1"", ""source"": ""backstrom1992"", ""dialect"": ""HunzaNasirabad"", ""gloss"": ""short"", ""record_id"": ""f_gpq6t3pjkuv26"", ""excluded"": """"}, {""form"": ""kʰoˈṭo̱"", ""outcome"": ""stress-marked@-1"", ""source"": ""backstrom1992"", ""dialect"": ""NagarThol"", ""gloss"": ""short"", ""record_id"": ""f_7ukfoeky272ys"", ""excluded"": """"}, {""form"": ""ˈkʰu̱to̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""NagarChalt"", ""gloss"": ""short"", ""record_id"": ""f_gf2hf6utqpba2"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""gil"", ""gloss"": ""short"", ""record_id"": ""f_7j75oow3offis"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Haramosh"", ""gloss"": ""short"", ""record_id"": ""f_vewus7yksj3eg"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Bagrot"", ""gloss"": ""short"", ""record_id"": ""f_xbn7lwmhoooi6"", ""excluded"": """"}, {""form"": ""ˈkʰʊṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Bunji"", ""gloss"": ""short"", ""record_id"": ""f_oie5yukcaqifm"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Rondu"", ""gloss"": ""short"", ""record_id"": ""f_lhs3bkwspryii"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Gahorabad"", ""gloss"": ""short"", ""record_id"": ""f_wh6e4wy5xljwq"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""DashkinAstor"", ""gloss"": ""short"", ""record_id"": ""f_bmyjzqye4t5hs"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Astor"", ""gloss"": ""short"", ""record_id"": ""f_7ljjs6fstgnlo"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""KachuraJel"", ""gloss"": ""short"", ""record_id"": ""f_nbzaqxs7jnawi"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Satpara"", ""gloss"": ""short"", ""record_id"": ""f_oqd2undznc6j6"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Gultari"", ""gloss"": ""short"", ""record_id"": ""f_4ashg7kh2k7yi"", ""excluded"": """"}, {""form"": ""kʰʊˈṭuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Kharmang"", ""gloss"": ""short"", ""record_id"": ""f_gujwlzq42g4pa"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""ChilasKhinar"", ""gloss"": ""short"", ""record_id"": ""f_5nhcrfthwwn2c"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""ChilasJelil"", ""gloss"": ""short"", ""record_id"": ""f_bahplzq4e6b2u"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Darel"", ""gloss"": ""short"", ""record_id"": ""f_vetvb4ezzadla"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Tangir"", ""gloss"": ""short"", ""record_id"": ""f_iuuv4y2ybd5ys"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Sazin"", ""gloss"": ""short"", ""record_id"": ""f_7ouda2dedwlbo"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Harban"", ""gloss"": ""short"", ""record_id"": ""f_uzpzgt7ub3lvs"", ""excluded"": """"}, {""form"": ""ˈkʰuṭo̱"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Jalkot"", ""gloss"": ""short"", ""record_id"": ""f_mr2hkibegawgi"", ""excluded"": """"}, {""form"": ""ˈkʰuṭʰu̥"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""pales"", ""gloss"": ""short"", ""record_id"": ""f_ximhj5sfhs5do"", ""excluded"": """"}, {""form"": ""ˈkʰʊṭo̥"", ""outcome"": ""stress-marked@-2"", ""source"": ""backstrom1992"", ""dialect"": ""Kolai"", ""gloss"": ""short"", ""record_id"": ""f_vssctzgzd3bw2"", ""excluded"": """"}, {""form"": ""khúṭo"", ""outcome"": ""S@-2"", ""source"": ""degener-shina2008"", ""dialect"": ""gil"", ""gloss"": ""short"", ""record_id"": ""f_ehvlrorhsnmo4"", ""excluded"": """"}]"	Gilgit khúṭo has short root prominence before a gender ending; Kundal xaṭūṭ has additional repeated/extended material and different quantity. The old defective family is reconstructed and unaccented. Modern shortness semantics supports a relation, but Kundal's form requires a specific expressive or derivational analysis.	Read the Kundal source and adjective paradigm and compare the regional defective-word family.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
3895	Phal	[]	Gilgit khúṭo has short root prominence before a gender ending; Kundal xaṭūṭ has additional repeated/extended material and different quantity. The old defective family is reconstructed and unaccented. Modern shortness semantics supports a relation, but Kundal's form requires a specific expressive or derivational analysis.	Read the Kundal source and adjective paradigm and compare the regional defective-word family.	Full family context; includes other parts of speech and derivations. Only grammatically matched forms can test the adjective rule.
