ledger_id	source_table	source_row	family_id	record_id	language	status	explanation	unresolved	full_evidence
R023	old-long-nominal-residuals.tsv	6	4531		Phal	residual	Palula ghróoṇ/Strand ghrʹôṇ is early and raised despite old final accent. Unlike the transparent kālá class, the outcome requires root prominence before the aa-to-oo change, making a recent retraction after raising insufficient. An action/result noun or older adjectival formation is a possible source, but no accented alternate is supplied in the current old entry.	Keep this as an early-retraction or formation residual; aspiration cannot explain the early raised long vowel.	"{""family_id"": ""4531"", ""language"": ""Phal"", ""input_class"": ""old-long-oxytone"", ""expected"": ""L"", ""observed"": ""[\""E\""]"", ""forms"": ""[\""ghróoṇ [liljegren;Phal]\"", \""ghrʹôṇ [strand;Phal]\""]"", ""analysis"": ""Palula ghróoṇ/Strand ghrʹôṇ is early and raised despite old final accent. Unlike the transparent kālá class, the outcome requires root prominence before the aa-to-oo change, making a recent retraction after raising insufficient. An action/result noun or older adjectival formation is a possible source, but no accented alternate is supplied in the current old entry."", ""unresolved"": ""Keep this as an early-retraction or formation residual; aspiration cannot explain the early raised long vowel.""}"
R024	old-long-nominal-residuals.tsv	7	6547		Phal	residual	Palula díiš/Biori déeš is fixed and early, against final-accented dēśá. Ashret raising proves that root accent was already early before the early-ee-to-ii change, so a late post-raising retraction is not enough. Liljegren explicitly identifies this as an unexplained earlier shift. An analogical relationship to another fixed village/place noun is possible, but requires independent evidence.	Retain as a diagnostic early retraction/formation residual; neither short-vowel lengthening nor aspiration explains it.	"{""family_id"": ""6547"", ""language"": ""Phal"", ""input_class"": ""old-long-oxytone"", ""expected"": ""L"", ""observed"": ""[\""E\""]"", ""forms"": ""[\""déeš [liljegren;biori]\"", \""díiš [liljegren;Phal]\""]"", ""analysis"": ""Palula díiš/Biori déeš is fixed and early, against final-accented dēśá. Ashret raising proves that root accent was already early before the early-ee-to-ii change, so a late post-raising retraction is not enough. Liljegren explicitly identifies this as an unexplained earlier shift. An analogical relationship to another fixed village/place noun is possible, but requires independent evidence."", ""unresolved"": ""Retain as a diagnostic early retraction/formation residual; neither short-vowel lengthening nor aspiration explains it.""}"
R025	palula-short-a-pairs.tsv	2	"[""242""]"	"[""f_lbmo2ellmbrdi"", ""f_llss66zccqc7a""]"	Phal	opposite	"[""Palula aáǰ, independently late in Strand, opposes the general early contour of newly lengthened unaspirated short a in a closed monosyllable. Biori aǰ and short Shina aš show that the modern late long vowel is a branch-specific result, while the old final accent offers an inherited source for right-edge prominence. Either quantity was restored before the late-lengthening rule or this high-frequency adverb escaped its normal assignment.""]"		"{""biori"": ""aǰ"", ""gloss"": ""today"", ""family_ids"": ""[\""242\""]"", ""input_class"": ""short-a-without-h"", ""expected"": ""E"", ""ashret_forms"": ""[\""aáǰ\""]"", ""observed"": ""[\""L\""]"", ""record_ids"": ""[\""f_lbmo2ellmbrdi\"", \""f_llss66zccqc7a\""]"", ""inflections"": ""[[\""not-recorded\"", \""\""]]"", ""explanations"": ""[\""Palula aáǰ, independently late in Strand, opposes the general early contour of newly lengthened unaspirated short a in a closed monosyllable. Biori aǰ and short Shina aš show that the modern late long vowel is a branch-specific result, while the old final accent offers an inherited source for right-edge prominence. Either quantity was restored before the late-lengthening rule or this high-frequency adverb escaped its normal assignment.\""]"", ""status"": ""opposite""}"
R026	palula-short-a-pairs.tsv	9	"[""3792"", ""13627""]"	"[""f_gecdeusqdghyo"", ""f_ma6j5px33fee6"", ""f_mgz7vtmsj5v2k"", ""f_pk7mdyfdru6se""]"	Phal	opposite	"[""Biori khaṇ and Shina khaṇ/khoṇ establish a short root; Ashret kháaṇ and Strand khʹâṇ are early despite an aspirated onset, opposing the otherwise productive late closed-a lengthening condition. Changing the old etymon to skandha would not by itself fix that modern conditioning problem. The Biori dictionary equivalent rauléi is a lexical replacement, not a sound outcome of khaṇḍá."", ""Palula káand/káan versus Biori kan supports a short stage followed by early western lengthening. Kohistani kaṇíi ‘shoulder’ instead has a final accented feminine formation. Mountain kháaṇ is also linked to khaṇḍa elsewhere and remains an aspiration/early-lengthening residual, while Biori rauléi is a segmentally unrelated lexical replacement. Those mountain and replacement records must not determine the shoulder's sound correspondence.""]"		"{""biori"": ""khaṇ"", ""gloss"": ""mountain; mountain pass; Lowari Pass"", ""family_ids"": ""[\""3792\"", \""13627\""]"", ""input_class"": ""short-a-with-h"", ""expected"": ""L"", ""ashret_forms"": ""[\""kháaṇ\""]"", ""observed"": ""[\""E\""]"", ""record_ids"": ""[\""f_gecdeusqdghyo\"", \""f_ma6j5px33fee6\"", \""f_mgz7vtmsj5v2k\"", \""f_pk7mdyfdru6se\""]"", ""inflections"": ""[[\""root-retaining\"", \""a-decl (Obl, pl): -a\""]]"", ""explanations"": ""[\""Biori khaṇ and Shina khaṇ/khoṇ establish a short root; Ashret kháaṇ and Strand khʹâṇ are early despite an aspirated onset, opposing the otherwise productive late closed-a lengthening condition. Changing the old etymon to skandha would not by itself fix that modern conditioning problem. The Biori dictionary equivalent rauléi is a lexical replacement, not a sound outcome of khaṇḍá.\"", \""Palula káand/káan versus Biori kan supports a short stage followed by early western lengthening. Kohistani kaṇíi ‘shoulder’ instead has a final accented feminine formation. Mountain kháaṇ is also linked to khaṇḍa elsewhere and remains an aspiration/early-lengthening residual, while Biori rauléi is a segmentally unrelated lexical replacement. Those mountain and replacement records must not determine the shoulder's sound correspondence.\""]"", ""status"": ""opposite""}"
R027	palula-short-a-pairs.tsv	16	"[""6628""]"	"[""f_gwlbk3wvxksls"", ""f_yzdlwulp7kem2""]"	Phal	opposite	"[""Biori dhrac̣ and short Shina grape forms support an earlier short root, while Ashret dhráac̣ is early despite aspiration. It is therefore a genuine counterexample to unrestricted aspirated closed-a late lengthening, like ‘mountain’. The old entry's long/short and barytone/oxytone variants cannot alone explain the modern conditioning failure. The compound wild-vine forms have additional feminine morphology.""]"		"{""biori"": ""dhrac̣"", ""gloss"": ""grape"", ""family_ids"": ""[\""6628\""]"", ""input_class"": ""short-a-with-h"", ""expected"": ""L"", ""ashret_forms"": ""[\""dhráac̣\""]"", ""observed"": ""[\""E\""]"", ""record_ids"": ""[\""f_gwlbk3wvxksls\"", \""f_yzdlwulp7kem2\""]"", ""inflections"": ""[[\""root-retaining\"", \""a-decl (Obl, pl): -a\""]]"", ""explanations"": ""[\""Biori dhrac̣ and short Shina grape forms support an earlier short root, while Ashret dhráac̣ is early despite aspiration. It is therefore a genuine counterexample to unrestricted aspirated closed-a late lengthening, like ‘mountain’. The old entry's long/short and barytone/oxytone variants cannot alone explain the modern conditioning failure. The compound wild-vine forms have additional feminine morphology.\""]"", ""status"": ""opposite""}"
R028	palula-umlaut-i-nouns.tsv	3	1577	f_idnbwdlalthls	Phal	excluded-unmatched-paradigm	Biori niildhráal rainbow and izreeṇí are segmentally different stems. The dictionary attaches the izraáṇ inflection to its lexical variant; the actual inflection of niildhráal is not supplied. Its early accent remains a fact, but this row cannot test the aa/ee paradigm rule. A blue nīl- compound is only a lead until the remaining component is independently identified.		"{""record_id"": ""f_idnbwdlalthls"", ""family_id"": ""1577"", ""citation"": ""niildhráal"", ""gloss"": ""rainbow"", ""inflected"": ""izreeṇí"", ""inflection_cells"": ""Obl"", ""dialect"": ""dialect:Phal:biori:Biori"", ""citation_outcome"": ""E"", ""citation_accent_from_right"": ""1"", ""inflected_outcome"": ""S"", ""inflected_accent_from_right"": ""1"", ""prediction"": ""citation-final-root-L; inflected-final-short-i-accent"", ""status"": ""excluded-unmatched-paradigm"", ""description"": ""Inflection: i-decl (Obl): izreeṇí; Variant restriction: Biori"", ""adjudication"": ""unmatched-synonym-and-inflection"", ""analysis"": ""Biori niildhráal rainbow and izreeṇí are segmentally different stems. The dictionary attaches the izraáṇ inflection to its lexical variant; the actual inflection of niildhráal is not supplied. Its early accent remains a fact, but this row cannot test the aa/ee paradigm rule. A blue nīl- compound is only a lead until the remaining component is independently identified.""}"
R029	palula-i-decl-extension.tsv	42		f_btzw7q43us6ic	Phal	excluded-unverified-variant-paradigm	The full source inflection accents final i. Citation accent is retained as a separate outcome; the class was selected by consonant-final citation and source i-declension, not by either accent. Biori thupéek is a variant of toobaák but the attached toobakí inflection belongs to the main lemma. The distinct stem frame and vowel history make this an unverified dialect paradigm, like the rainbow synonym problem; retain the real early citation accent but exclude this pair from the strict paradigm test.		"{""record_id"": ""f_btzw7q43us6ic"", ""family_id"": """", ""citation"": ""thupéek"", ""gloss"": ""gun; rifle"", ""inflected"": ""toobakí"", ""citation_outcome"": ""E"", ""citation_position"": ""1"", ""inflected_outcome"": ""S"", ""inflected_position"": ""1"", ""quantity_pattern"": ""SL"", ""inflected_quantity_pattern"": ""LSS"", ""status"": ""excluded-unverified-variant-paradigm"", ""analysis"": ""The full source inflection accents final i. Citation accent is retained as a separate outcome; the class was selected by consonant-final citation and source i-declension, not by either accent. Biori thupéek is a variant of toobaák but the attached toobakí inflection belongs to the main lemma. The distinct stem frame and vowel history make this an unverified dialect paradigm, like the rainbow synonym problem; retain the real early citation accent but exclude this pair from the strict paradigm test."", ""description"": ""Inflection: i-decl (Obl, pl): toobakí; Morphemic form: toobák; Variant restriction: Biori""}"
R030	vowel-raising-reviewed.tsv	15		"[""f_lbo5y3fqj2la4"", ""f_6mtdurggxxe6y""]"	Phal	other-quality	Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. Liljegren2009pp21–25 explicitly reconstructs *au for čáar/čúur. This is an alternative proto-vowel analysis, not an exceptionless prediction from Biori aa alone.		"{""biori"": ""čáar"", ""ashret"": ""čúur"", ""gloss"": ""four"", ""biori_family"": ""4655"", ""ashret_family"": ""4655"", ""biori_quality"": ""a"", ""ashret_quality"": ""u"", ""biori_quantity"": ""L"", ""ashret_quantity"": ""L"", ""biori_accent"": ""E"", ""biori_accent_position"": ""1"", ""ashret_accent"": ""E"", ""ashret_accent_position"": ""1"", ""record_ids"": ""[\""f_lbo5y3fqj2la4\"", \""f_6mtdurggxxe6y\""]"", ""biori_description"": ""Morphemic form: čáur; Variant restriction: Biori"", ""ashret_description"": ""Morphemic form: čáur"", ""tested_nucleus"": ""1"", ""biori_test_vowel"": ""a"", ""ashret_test_vowel"": ""u"", ""tested_syllable_domain"": ""word-final-closed"", ""expected_raised_quality"": ""o"", ""input_class"": ""Biori-early-a-long-final-closed"", ""predicted_quality"": ""o"", ""status"": ""other-quality"", ""special_analysis"": ""proto-au-proposal-in-primary-literature"", ""analysis"": ""Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. Liljegren2009pp21–25 explicitly reconstructs *au for čáar/čúur. This is an alternative proto-vowel analysis, not an exceptionless prediction from Biori aa alone.""}"
R031	vowel-raising-reviewed.tsv	18		"[""f_o6calhkmzwrkm"", ""f_qkuc5sn57e4ze""]"	Phal	other-quality	Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. dhráak/dhrúuk has uu instead of predicted oo. Extending the *au reconstruction solely to fit this outcome would be circular; seek independent inflectional or older-source evidence.		"{""biori"": ""dhráak"", ""ashret"": ""dhrúuk"", ""gloss"": ""stream; streambed, gorge"", ""biori_family"": ""6429"", ""ashret_family"": ""6429"", ""biori_quality"": ""a"", ""ashret_quality"": ""u"", ""biori_quantity"": ""L"", ""ashret_quantity"": ""L"", ""biori_accent"": ""E"", ""biori_accent_position"": ""1"", ""ashret_accent"": ""E"", ""ashret_accent_position"": ""1"", ""record_ids"": ""[\""f_o6calhkmzwrkm\"", \""f_qkuc5sn57e4ze\""]"", ""biori_description"": ""Inflection: a-decl (Obl, pl): -a; Variant restriction: Biori"", ""ashret_description"": ""Inflection: a-decl (Obl, pl): -a"", ""tested_nucleus"": ""1"", ""biori_test_vowel"": ""a"", ""ashret_test_vowel"": ""u"", ""tested_syllable_domain"": ""word-final-closed"", ""expected_raised_quality"": ""o"", ""input_class"": ""Biori-early-a-long-final-closed"", ""predicted_quality"": ""o"", ""status"": ""other-quality"", ""special_analysis"": ""unresolved-aa-to-uu"", ""analysis"": ""Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. dhráak/dhrúuk has uu instead of predicted oo. Extending the *au reconstruction solely to fit this outcome would be circular; seek independent inflectional or older-source evidence.""}"
R032	vowel-raising-reviewed.tsv	38		"[""f_e6d7bfzy6eqy6"", ""f_5t7zez6ciunua""]"	Phal	other-quality	Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. Liljegren2009p25 explicitly includes šiláak/šilúuk in the proposed proto-au class. The OIA śloka connection and intermediate vowel history require their own argument.		"{""biori"": ""šiláak"", ""ashret"": ""šilúuk"", ""gloss"": ""story, tale"", ""biori_family"": ""12748"", ""ashret_family"": ""12748"", ""biori_quality"": ""ia"", ""ashret_quality"": ""iu"", ""biori_quantity"": ""SL"", ""ashret_quantity"": ""SL"", ""biori_accent"": ""E"", ""biori_accent_position"": ""2"", ""ashret_accent"": ""E"", ""ashret_accent_position"": ""2"", ""record_ids"": ""[\""f_e6d7bfzy6eqy6\"", \""f_5t7zez6ciunua\""]"", ""biori_description"": ""Inflection: a-decl (Obl, pl): -a; Variant restriction: Biori"", ""ashret_description"": ""Inflection: a-decl (Obl, pl): -a"", ""tested_nucleus"": ""2"", ""biori_test_vowel"": ""a"", ""ashret_test_vowel"": ""u"", ""tested_syllable_domain"": ""word-final-closed"", ""expected_raised_quality"": ""o"", ""input_class"": ""Biori-early-a-long-final-closed"", ""predicted_quality"": ""o"", ""status"": ""other-quality"", ""special_analysis"": ""proto-au-proposal-in-primary-literature"", ""analysis"": ""Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. Liljegren2009p25 explicitly includes šiláak/šilúuk in the proposed proto-au class. The OIA śloka connection and intermediate vowel history require their own argument.""}"
R033	vowel-raising-reviewed.tsv	39		"[""f_4ztuj6gmg7reg"", ""f_nyc3xud7fztig""]"	Phal	other-quality	Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. Liljegren2009p21 cites ša(w)úra household of father-in-law as independent internal evidence for *au. The šáar/šúur correspondence cannot be derived from an undifferentiated proto-aa class.		"{""biori"": ""šáar"", ""ashret"": ""šúur"", ""gloss"": ""father-in-law; husband's or wife's father"", ""biori_family"": ""12753"", ""ashret_family"": ""12753"", ""biori_quality"": ""a"", ""ashret_quality"": ""u"", ""biori_quantity"": ""L"", ""ashret_quantity"": ""L"", ""biori_accent"": ""E"", ""biori_accent_position"": ""1"", ""ashret_accent"": ""E"", ""ashret_accent_position"": ""1"", ""record_ids"": ""[\""f_4ztuj6gmg7reg\"", \""f_nyc3xud7fztig\""]"", ""biori_description"": ""Inflection: a-decl (Obl): šúura; Morphemic form: šáur; Variant restriction: Biori"", ""ashret_description"": ""Inflection: a-decl (Obl): šúura; Morphemic form: šáur"", ""tested_nucleus"": ""1"", ""biori_test_vowel"": ""a"", ""ashret_test_vowel"": ""u"", ""tested_syllable_domain"": ""word-final-closed"", ""expected_raised_quality"": ""o"", ""input_class"": ""Biori-early-a-long-final-closed"", ""predicted_quality"": ""o"", ""status"": ""other-quality"", ""special_analysis"": ""proto-au-with-internal-w-alternation"", ""analysis"": ""Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. Liljegren2009p21 cites ša(w)úra household of father-in-law as independent internal evidence for *au. The šáar/šúur correspondence cannot be derived from an undifferentiated proto-aa class.""}"
R034	vowel-raising-reviewed.tsv	55		"[""f_2zvz3oqjh6ipw"", ""f_gxslzxzth47ny""]"	Phal	other-quality	Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. dhráa~ṣ/dhrúu~ṣ is a place name with a separate local transmission history. Neither its proper-name status nor a proposed *au automatically explains the correspondence.		"{""biori"": ""dhráa~ṣ"", ""ashret"": ""dhrúu~ṣ"", ""gloss"": ""Drosh (bazaar town in southern Chitral); sub-district (tehsil) centre for the area where Palula is spoken"", ""biori_family"": """", ""ashret_family"": """", ""biori_quality"": ""a"", ""ashret_quality"": ""u"", ""biori_quantity"": ""L"", ""ashret_quantity"": ""L"", ""biori_accent"": ""E"", ""biori_accent_position"": ""1"", ""ashret_accent"": ""E"", ""ashret_accent_position"": ""1"", ""record_ids"": ""[\""f_2zvz3oqjh6ipw\"", \""f_gxslzxzth47ny\""]"", ""biori_description"": ""Inflection: a-decl (Obl): -a; Variant restriction: Biori"", ""ashret_description"": ""Inflection: a-decl (Obl): -a"", ""tested_nucleus"": ""1"", ""biori_test_vowel"": ""a"", ""ashret_test_vowel"": ""u"", ""tested_syllable_domain"": ""word-final-closed"", ""expected_raised_quality"": ""o"", ""input_class"": ""Biori-early-a-long-final-closed"", ""predicted_quality"": ""o"", ""status"": ""other-quality"", ""special_analysis"": ""place-name-aa-to-uu"", ""analysis"": ""Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. dhráa~ṣ/dhrúu~ṣ is a place name with a separate local transmission history. Neither its proper-name status nor a proposed *au automatically explains the correspondence.""}"
R035	vowel-raising-reviewed.tsv	63		"[""f_kbwratzfppgig"", ""f_k7mwkmwaaoyac""]"	Phal	other-quality	Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. máaṛ/múuṛ has uu rather than oo. A former diphthong is possible but not independently established by this pair; retain as a genuine residual of the surface aa-to-oo prediction.		"{""biori"": ""máaṛ"", ""ashret"": ""múuṛ"", ""gloss"": ""lap"", ""biori_family"": """", ""ashret_family"": """", ""biori_quality"": ""a"", ""ashret_quality"": ""u"", ""biori_quantity"": ""L"", ""ashret_quantity"": ""L"", ""biori_accent"": ""E"", ""biori_accent_position"": ""1"", ""ashret_accent"": ""E"", ""ashret_accent_position"": ""1"", ""record_ids"": ""[\""f_kbwratzfppgig\"", \""f_k7mwkmwaaoyac\""]"", ""biori_description"": ""Inflection: a-decl (Obl, pl): -a; Variant restriction: Biori"", ""ashret_description"": ""Inflection: a-decl (Obl, pl): -a"", ""tested_nucleus"": ""1"", ""biori_test_vowel"": ""a"", ""ashret_test_vowel"": ""u"", ""tested_syllable_domain"": ""word-final-closed"", ""expected_raised_quality"": ""o"", ""input_class"": ""Biori-early-a-long-final-closed"", ""predicted_quality"": ""o"", ""status"": ""other-quality"", ""special_analysis"": ""unresolved-aa-to-uu"", ""analysis"": ""Same consonantal frame and gloss; the Biori early long vowel is in the final closed syllable. Test aa→oo or ee→ii without changing the prediction for residuals. máaṛ/múuṛ has uu rather than oo. A former diphthong is possible but not independently established by this pair; retain as a genuine residual of the surface aa-to-oo prediction.""}"
R036	kalkoti-palula-combined.tsv	7	4368		Kalk/Phal	residual	Village ghróom/draám is a genuine counterexample to the simple Palula E→Kalkoti no-High mapping. Hultman Table6p12 explicitly prints draám beside ghróom. A former extra ending, analogical reaccentuation or contact could explain it, but none is independently demonstrated. Palula ghr also fails to predict Low here; do not hide that second issue.		"{""input_class"": ""Palula-E-without-short-final-vowel"", ""family_id"": ""4368"", ""palula"": ""ghróom"", ""glosses"": ""[\""village\""]"", ""kalkoti_forms"": ""[\""draam\"", \""draám\""]"", ""observed"": ""[\""final-High-or-rising\""]"", ""status"": ""residual"", ""sources"": ""[\""hultman2023kalkoti\"", \""kalkoti\""]"", ""exclusions"": ""[]"", ""adjudication"": ""Village ghróom/draám is a genuine counterexample to the simple Palula E→Kalkoti no-High mapping. Hultman Table6p12 explicitly prints draám beside ghróom. A former extra ending, analogical reaccentuation or contact could explain it, but none is independently demonstrated. Palula ghr also fails to predict Low here; do not hide that second issue.""}"
R037	kalkoti-palula-combined.tsv	14	6658		Kalk/Phal	residual	Twelve bóoš/baáš differs in High location. It is an independently identifiable teen compound, and the Kalkoti teen series is reaccented toward the -eéš/-aáš element; report it as compound-series remodeling, not an exceptionless simplex rule.		"{""input_class"": ""Palula-E-without-short-final-vowel"", ""family_id"": ""6658"", ""palula"": ""bóoš"", ""glosses"": ""[\""twelve\""]"", ""kalkoti_forms"": ""[\""baaš\"", \""baáš\""]"", ""observed"": ""[\""final-High-or-rising\""]"", ""status"": ""residual"", ""sources"": ""[\""hultman2023kalkoti\"", \""kalkoti\""]"", ""exclusions"": ""[]"", ""adjudication"": ""Twelve bóoš/baáš differs in High location. It is an independently identifiable teen compound, and the Kalkoti teen series is reaccented toward the -eéš/-aáš element; report it as compound-series remodeling, not an exceptionless simplex rule.""}"
R038	kalkoti-palula-combined.tsv	20	9828		Kalk/Phal	residual	Man míiš/meéš is Hultman’s explicit counterexample. Palula míiš is EARLY (also Strand mʹîš), not miíš. Its competing manuṣya/martya ancestry and remodeled plurals do not independently establish the missing Kalkoti ending. Keep the High source unresolved.		"{""input_class"": ""Palula-E-without-short-final-vowel"", ""family_id"": ""9828"", ""palula"": ""míiš"", ""glosses"": ""[\""man\""]"", ""kalkoti_forms"": ""[\""meeš\"", \""meéš\""]"", ""observed"": ""[\""final-High-or-rising\""]"", ""status"": ""residual"", ""sources"": ""[\""hultman2023kalkoti\"", \""kalkoti\""]"", ""exclusions"": ""[]"", ""adjudication"": ""Man míiš/meéš is Hultman’s explicit counterexample. Palula míiš is EARLY (also Strand mʹîš), not miíš. Its competing manuṣya/martya ancestry and remodeled plurals do not independently establish the missing Kalkoti ending. Keep the High source unresolved.""}"
R039	kalkoti-palula-combined.tsv	34	6001		Kalk/Phal	residual	Thirteen tríiš/treéš joins the independently recognizable Kalkoti teen series with final High. This is compound-series reaccentuation; the old first-accented tráyōdaśa is not a transparent unextended monosyllabic input.		"{""input_class"": ""Palula-E-without-short-final-vowel"", ""family_id"": ""6001"", ""palula"": ""tríiš"", ""glosses"": ""[\""thirteen\""]"", ""kalkoti_forms"": ""[\""treéš\""]"", ""observed"": ""[\""final-High-or-rising\""]"", ""status"": ""residual"", ""sources"": ""[\""hultman2023kalkoti\""]"", ""exclusions"": ""[]"", ""adjudication"": ""Thirteen tríiš/treéš joins the independently recognizable Kalkoti teen series with final High. This is compound-series reaccentuation; the old first-accented tráyōdaśa is not a transparent unextended monosyllabic input.""}"
R040	kalkoti-palula-combined.tsv	37	4287		Kalk/Phal	Low-interaction	Wheat ghoóm/goom has a documented low-level contour in 2013, alongside secondary aspiration/metathesis in Palula. It is not an unmarked no-tone observation.		"{""input_class"": ""Palula-L-without-short-final-vowel"", ""family_id"": ""4287"", ""palula"": ""ghoóm"", ""glosses"": ""[\""wheat\""]"", ""kalkoti_forms"": ""[\""ɡoom\""]"", ""observed"": ""[\""Low-without-marked-High\""]"", ""status"": ""Low-interaction"", ""sources"": ""[\""kalkoti\""]"", ""exclusions"": ""[]"", ""adjudication"": ""Wheat ghoóm/goom has a documented low-level contour in 2013, alongside secondary aspiration/metathesis in Palula. It is not an unmarked no-tone observation.""}"
R041	kalkoti-palula-combined.tsv	38	5589		Kalk/Phal	Low-interaction	Belly ḍheér/ḍä̀är has the same Palula L versus Kalkoti Low pattern as salt and wheat. Old root-quantity variants prevent identifying its older mora history from the headword alone.		"{""input_class"": ""Palula-L-without-short-final-vowel"", ""family_id"": ""5589"", ""palula"": ""ḍheér"", ""glosses"": ""[\""belly\""]"", ""kalkoti_forms"": ""[\""ḍä̀är\""]"", ""observed"": ""[\""Low-without-marked-High\""]"", ""status"": ""Low-interaction"", ""sources"": ""[\""hultman2023kalkoti\"", \""kalkoti\""]"", ""exclusions"": ""[]"", ""adjudication"": ""Belly ḍheér/ḍä̀är has the same Palula L versus Kalkoti Low pattern as salt and wheat. Old root-quantity variants prevent identifying its older mora history from the headword alone.""}"
R042	kalkoti-palula-combined.tsv	39	9349		Kalk/Phal	Low-interaction	Palula bheéṇ/Strand bhêʹṇ has late ee after contraction and final-vowel loss. Kalkoti bään belongs to the explicitly low-level set in Liljegren 2013. The old feminine formation and multiple medial-loss stages independently distinguish it from a simple long-root noun; neither parent bhága nor bhagín can be assigned as its accent without argument.		"{""input_class"": ""Palula-L-without-short-final-vowel"", ""family_id"": ""9349"", ""palula"": ""bheéṇ"", ""glosses"": ""[\""sister\""]"", ""kalkoti_forms"": ""[\""bään\""]"", ""observed"": ""[\""Low-without-marked-High\""]"", ""status"": ""Low-interaction"", ""sources"": ""[\""kalkoti\""]"", ""exclusions"": ""[]"", ""adjudication"": ""Palula bheéṇ/Strand bhêʹṇ has late ee after contraction and final-vowel loss. Kalkoti bään belongs to the explicitly low-level set in Liljegren 2013. The old feminine formation and multiple medial-loss stages independently distinguish it from a simple long-root noun; neither parent bhága nor bhagín can be assigned as its accent without argument.""}"
R043	kalkoti-palula-combined.tsv	45	10978		Kalk/Phal	Low-interaction	Salt lhoóṇ/lùun is a Palula L versus Kalkoti Low correspondence. It is compatible with Low obscuring an otherwise expected early High, but that tonal interaction is a hypothesis rather than a recovered stage.		"{""input_class"": ""Palula-L-without-short-final-vowel"", ""family_id"": ""10978"", ""palula"": ""lhoóṇ"", ""glosses"": ""[\""salt\""]"", ""kalkoti_forms"": ""[\""lùun\""]"", ""observed"": ""[\""Low-without-marked-High\""]"", ""status"": ""Low-interaction"", ""sources"": ""[\""hultman2023kalkoti\""]"", ""exclusions"": ""[]"", ""adjudication"": ""Salt lhoóṇ/lùun is a Palula L versus Kalkoti Low correspondence. It is compatible with Low obscuring an otherwise expected early High, but that tonal interaction is a hypothesis rather than a recovered stage.""}"
R044	kundal-primary-paradigms.tsv	18			Kund	non-R-stem; suffix-accented-oblique-plural	Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.		"{""item"": ""17"", ""gloss"": ""button"", ""nom_singular"": ""ṭax"", ""nom_plural"": ""ṭax"", ""obl_singular"": ""ṭàx"", ""obl_plural"": ""ṭaxán"", ""input_formation"": ""post-accenting-noun-origin-unexplained"", ""observed_pattern"": ""non-R-stem; suffix-accented-oblique-plural"", ""source"": ""Rehman and Baart, draft 9 January 2004"", ""table"": ""12"", ""page"": ""12"", ""db_gloss_candidate_ids"": ""[]"", ""analysis"": ""Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.""}"
R045	kundal-primary-paradigms.tsv	19			Kund	non-R-stem; suffix-accented-oblique-plural	Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.		"{""item"": ""18"", ""gloss"": ""face"", ""nom_singular"": ""mukh"", ""nom_plural"": ""mux"", ""obl_singular"": ""mùx"", ""obl_plural"": ""muxɔ́n"", ""input_formation"": ""post-accenting-noun-origin-unexplained"", ""observed_pattern"": ""non-R-stem; suffix-accented-oblique-plural"", ""source"": ""Rehman and Baart, draft 9 January 2004"", ""table"": ""12"", ""page"": ""12"", ""db_gloss_candidate_ids"": ""[]"", ""analysis"": ""Explicit author classification; normalizing font glyphs to Unicode does not change the printed accent position. Matching DB IDs are gloss candidates only and are not new ancestry assignments. The authors explicitly leave this class unexplained. Ox and shoe have long roots, refuting a blanket short-stem explanation. A floating accent describes the paradigm but does not establish its historical source.""}"
