analysis_token_id	record_id	family_id	language	dialect	source	form	gloss	historical_input	input_basis	input_id	input_class	old_nuclei	old_accent_count	old_accent_position	old_accent_from_right	old_accent_quantity	old_final_quantity	old_later_long	old_reconstructed	old_aspiration	old_initial_h	old_quantity_pattern	old_first_quantity	old_first_vowel	old_intervocalic_cluster	old_shape	notation	outcome	raw_outcome	modern_nuclei	accent_from_right	stress_from_right	screening_exclusions	family_analysis	family_unresolved	individual_review
f_ykwqptagw4254	f_ykwqptagw4254	2574	Sh	KachuraJel	backstrom1992	koo	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	1				Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_qyysg5lwp6fa4	f_qyysg5lwp6fa4	2574	Sh	Satpara	backstrom1992	koí	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	marked-contour-needs-reading@position-unresolved	marked-contour-needs-reading	2	1		vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_kvjabyucdmcca	f_kvjabyucdmcca	2574	Sh	Gultari	backstrom1992	koi	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_ga33rncajzhj6	f_ga33rncajzhj6	2574	Sh	Kharmang	backstrom1992	ˈkoi	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		2	vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_g3flembus27gq	f_g3flembus27gq	2574	Sh	dr	backstrom1992	koi	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_7gvi55ufqphrq	f_7gvi55ufqphrq	2574	Sh	ChilasKhinar	backstrom1992	koi	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_tssygkoz3fa5c	f_tssygkoz3fa5c	2574	Sh	ChilasJelil	backstrom1992	koi	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_vklyrqftcybe4	f_vklyrqftcybe4	2574	Sh	Darel	backstrom1992	koe	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_xzf25qibp4oty	f_xzf25qibp4oty	2574	Sh	Tangir	backstrom1992	koe	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_mflrittybj2ho	f_mflrittybj2ho	2574	Sh	Sazin	backstrom1992	koi	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_toyzogxdhyjlg	f_toyzogxdhyjlg	2574	Sh	Harban	backstrom1992	koi	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_kt7owmlynlp5u	f_kt7owmlynlp5u	2574	Sh	Jalkot	backstrom1992	koˈeⁱ	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		1	vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_cdftlojohvjnm	f_cdftlojohvjnm	2574	Sh	Jalkot	backstrom1992	kʷeⁱ	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	1				Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_cnrxqfrmu7dda	f_cnrxqfrmu7dda	2574	Sh	pales	backstrom1992	ˈkoe	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		2	vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_epf4szp4cdquk	f_epf4szp4cdquk	2574	Sh	pales	backstrom1992	koi	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	2			vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_jusj6txnqsoyc	f_jusj6txnqsoyc	2574	Sh	Kolai	backstrom1992	ko̱ˈeⁱ	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	stress-marked@position-unresolved	stress-marked	2		1	vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_vi2kh4ybrjq7e	f_vi2kh4ybrjq7e	2574	Sh	Kolai	backstrom1992	kʷeⁱ	who	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	survey-phonetic	unmarked	unmarked	1				Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_3ovbiqliu24so	f_3ovbiqliu24so	2574	Sh	koh	schmidt	koé	who? (m.)	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	shina-mora	vowel-sequence-marked@position-unresolved	vowel-sequence-marked	2	1		vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_sry54usoaaav2	f_sry54usoaaav2	2574	Sh	Astor	schmidt	koí	who? (m.)	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	shina-mora	vowel-sequence-marked@position-unresolved	vowel-sequence-marked	2	1		vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_n2rrapc65abdm	f_n2rrapc65abdm	2574	Sh	gil	schmidt	keé	who? (f.)	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	shina-mora	L@-1	L	1	1			Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_yto5ybwaqz6mo	f_yto5ybwaqz6mo	2574	Sh	gil	schmidt	keéi	who? (pl.)	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	shina-mora	vowel-sequence-marked@position-unresolved	vowel-sequence-marked	2	2		vowel-sequence-syllabicity-unresolved	Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_bnuapwiuz73wq	f_bnuapwiuz73wq	2574	Sh	gil	buddruss-shina1996	koó	who; someone	ká	nearest-formation	2574	other-accented-formation	1	1	1	1	short	short	0	0	0	0	S	short	a		V	gilgit-mora	L@-1	L	1	1			Shina koó/keé and Palula kôʹ have late long prominence, while Kohistani/Astori koé/koí preserve unequal-vowel sequences. Turner independently identifies compound replacements for the simple interrogative; their contraction supplies extra moraic material and a reason not to derive every modern form from bare ká. Gender and number also affect the outcomes.	Kundal kō̂ uses its legacy contour convention; source checking is required before assigning a mora label.	family-context-first-pass
f_2p3uvat432gko	f_2p3uvat432gko	2587	Sv	Sv	CDIAL	khákeṛa	hard	kakkhaṭa	nearest-formation	2587	input-accent-undetermined	3	0				short		0	0	0	SSS	short	a	kkh	VVV	historical-dictionary	syllable-marked@-3	syllable-marked	3	3			Sawi khákeṛa has initial short-syllable accent despite a later syllable; Palula khākaš is unglossed and unaccented. The old expressive hardness family has short/long variants and related karkaśa/khara forms. The retained multi-syllabic structure makes it a useful boundary to a universal final-root adjective rule.	Verify adjective inflection and the exact expressive input rather than importing another family's accent.	family-context-first-pass
f_v2vm72sz5izro	f_v2vm72sz5izro	2587	Phal	Phal	CDIAL	khākaš		*kakkhāṭa	nearest-formation	2587-2	input-accent-undetermined	3	0				short		1	0	0	SLS	short	a	kkh	VVVV	historical-dictionary	unmarked	unmarked	2				Sawi khákeṛa has initial short-syllable accent despite a later syllable; Palula khākaš is unglossed and unaccented. The old expressive hardness family has short/long variants and related karkaśa/khara forms. The retained multi-syllabic structure makes it a useful boundary to a universal final-root adjective rule.	Verify adjective inflection and the exact expressive input rather than importing another family's accent.	family-context-first-pass
f_4wsvzqh2plokw	f_4wsvzqh2plokw	2588	Sv	Sv	CDIAL	kačal-ṭɔ̈̄pe		kákṣa	nearest-formation	2588	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	historical-dictionary	unmarked	unmarked	4			fragment-or-morphological-boundary	Guresi kácɨ̥ preserves initial accent with a reduced/devoiced ending, fitting root-accent retention. Drasi khiṅ and especially Brokskat caṅ’khoṅ require substantial consonantal or compound history before they can be treated as direct reflexes. The latter's apostrophe marks stress, not a mora contrast. Sauji kačal-ṭɔ̈̄pe is a compound containing related material.	Brokskat may contain a borrowed or independently formed second constituent; cognacy must be justified before counting its noninitial stress as an accent shift.	family-context-first-pass
f_e5tcjg44yrfhu	f_e5tcjg44yrfhu	2588	Sh	gur	schmidt	kácɨ̥	armpit	kákṣa	nearest-formation	2588	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	S@-2	S	2	2			Guresi kácɨ̥ preserves initial accent with a reduced/devoiced ending, fitting root-accent retention. Drasi khiṅ and especially Brokskat caṅ’khoṅ require substantial consonantal or compound history before they can be treated as direct reflexes. The latter's apostrophe marks stress, not a mora contrast. Sauji kačal-ṭɔ̈̄pe is a compound containing related material.	Brokskat may contain a borrowed or independently formed second constituent; cognacy must be justified before counting its noninitial stress as an accent shift.	family-context-first-pass
f_6d6aedugi3zz6	f_6d6aedugi3zz6	2588	Sh	dr	schmidt	khiṅ	armpit	kákṣa	nearest-formation	2588	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	short-monosyllable	short-monosyllable	1				Guresi kácɨ̥ preserves initial accent with a reduced/devoiced ending, fitting root-accent retention. Drasi khiṅ and especially Brokskat caṅ’khoṅ require substantial consonantal or compound history before they can be treated as direct reflexes. The latter's apostrophe marks stress, not a mora contrast. Sauji kačal-ṭɔ̈̄pe is a compound containing related material.	Brokskat may contain a borrowed or independently formed second constituent; cognacy must be justified before counting its noninitial stress as an accent shift.	family-context-first-pass
f_uumsmq2psxjfq	f_uumsmq2psxjfq	2588	bro	bro	schmidt	caṅ'khoṅ	armpit	kákṣa	nearest-formation	2588	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	brokskat-stress	stress-marked@-1	stress-marked	2		1		Guresi kácɨ̥ preserves initial accent with a reduced/devoiced ending, fitting root-accent retention. Drasi khiṅ and especially Brokskat caṅ’khoṅ require substantial consonantal or compound history before they can be treated as direct reflexes. The latter's apostrophe marks stress, not a mora contrast. Sauji kačal-ṭɔ̈̄pe is a compound containing related material.	Brokskat may contain a borrowed or independently formed second constituent; cognacy must be justified before counting its noninitial stress as an accent shift.	family-context-first-pass
f_yhuzid3oef734	f_yhuzid3oef734	2589	Phal	Phal	CDIAL	kāc̣	grass, dry straw (of maize &amp;c.)	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	historical-dictionary	unmarked	unmarked	1				Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_7df5vt6cq5gqu	f_7df5vt6cq5gqu	2589	Phal	Phal	CDIAL	kāᵃč	grass, dry straw (of maize &amp;c.)	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	historical-dictionary	unmarked	unmarked	1				Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_jdjiqj3o3paqy	f_jdjiqj3o3paqy	2589	Sh	gil	CDIAL	kăc̣	grass	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	historical-dictionary	unmarked	unmarked	1				Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_nr4dhwitwg6g4	f_nr4dhwitwg6g4	2589	Sh	gur	CDIAL	kăc̣h	grass	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	historical-dictionary	unmarked	unmarked	1				Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_tlhhnxieqkxe4	f_tlhhnxieqkxe4	2589	Phal	Phal	liljegren	káac̣	straw; hay	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	palula-mora	E@-1	E	1	1			Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_r7enmwwcpy3ug	f_r7enmwwcpy3ug	2589	Phal	Phal	strand	kʹâc̣	grass	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	strand-phonatory-accent	E@-1	E	1	1			Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_adkpcdahdgt3y	f_adkpcdahdgt3y	2589	Sh	gil	schmidt	kac̣	grass/fodder	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	short-monosyllable	short-monosyllable	1				Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_vdhnvt5t65pz2	f_vdhnvt5t65pz2	2589	Sh	koh	schmidt	kac̣	grass/fodder	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	short-monosyllable	short-monosyllable	1				Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_je5tyxlbja25k	f_je5tyxlbja25k	2589	Sh	gur	schmidt	kac̣	grass/fodder	kákṣa	nearest-formation	2589	old-short-barytone	2	1	1	2	short	short	0	0	0	0	SS	short	a	kṣ	VV	shina-mora	short-monosyllable	short-monosyllable	1				Short Shina kac̣ and early-long Palula káac̣ fit a common short accented stem after kṣ reduction, followed by Ashret closed-a lengthening. The Palula acute therefore records a newly created mora distinction, while inherited initial accent can be tested through its nominal paradigm. The homonymous armpit family is kept separate.	Shina citation forms alone do not establish fixed inflectional accent.	family-context-first-pass
f_cmh3k3j6te5hq	f_cmh3k3j6te5hq	2592	Sh	Sh	CDIAL	kăči̯	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	historical-dictionary	unmarked	unmarked	2				Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
f_oo7gztpcgsw74	f_oo7gztpcgsw74	2592	Sh	Gupis	backstrom1992	ˈkʌči	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
f_ztwyl6wkrj43e	f_ztwyl6wkrj43e	2592	Sh	punl	backstrom1992	ˈkʌči	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
f_lgeceia4u37qc	f_lgeceia4u37qc	2592	Sh	HunzaNasirabad	backstrom1992	ˈkʌči̱	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
f_jwaz7guzzbfwg	f_jwaz7guzzbfwg	2592	Sh	NagarThol	backstrom1992	ˈkʌči̱	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
f_uwcstbngs7ava	f_uwcstbngs7ava	2592	Sh	NagarChalt	backstrom1992	ˈkʌči	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
f_jtwrsq35ctshy	f_jtwrsq35ctshy	2592	Sh	gil	backstrom1992	ˈkʌči	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
f_vnwlbww5rqjjc	f_vnwlbww5rqjjc	2592	Sh	Haramosh	backstrom1992	ˈkʌči	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
f_pu75krla33vcy	f_pu75krla33vcy	2592	Sh	Bagrot	backstrom1992	ˈkʌči̱	near	kakṣyāˋ	nearest-formation	2592	input-accent-undetermined	2	0				long		0	0	0	SL	short	a	kṣy	VVV	survey-phonetic	stress-marked@-2	stress-marked	2		2		Shina kači ‘near’ is unaccented and semantically farther from girdle than from side/adjacency. The old input includes svarita, not missing accent, and several related stems. A locative fossil or neighboring kákṣa formation is a concrete alternative to test; the graph alone does not settle it.	Read the full source's local-meaning derivation and identify the immediate old stem and case.	family-context-first-pass
