class_id	record_id	analysis_token_id	family_id	language	form	gloss
Palula-grammatical-u-adjectives	f_w4tup63su3j4q	f_w4tup63su3j4q		Phal	tipúku	present
Palula-grammatical-u-adjectives	f_fiiy45egdcmn2	f_fiiy45egdcmn2		Phal	ǰáaru	old; hardened; not fresh
Palula-grammatical-u-adjectives	f_te7erw54blipe	f_te7erw54blipe	6926	Phal	náanu	naked
Palula-grammatical-u-adjectives	f_lc2nlvqh5ysjs	f_lc2nlvqh5ysjs	13363	Phal	sáatru	low (about building, etc.)
Palula-grammatical-u-adjectives	f_3uyd6wv23msu4	f_3uyd6wv23msu4	9330	Phal	bhakúlu	fat, thick; strong
Palula-grammatical-u-adjectives	f_vzzbfoon65zbu	f_vzzbfoon65zbu	4424	Phal	gháanu	large, big
Palula-grammatical-u-adjectives	f_6ooztl6qyvw6q	f_6ooztl6qyvw6q		Phal	aaǰúku	today's
Palula-grammatical-u-adjectives	f_gvckqnihomlgs	f_gvckqnihomlgs		Phal	baa~ílu	made of oak
Palula-grammatical-u-adjectives	f_u7q546idupxa6	f_u7q546idupxa6		Phal	čhúuṇu	put (down) (masc sg)
Palula-grammatical-u-adjectives	f_dpdhpb32rfazk	f_dpdhpb32rfazk	13693	Phal	síndu	wet
Palula-grammatical-u-adjectives	f_mn6v5vwt45rdu	f_mn6v5vwt45rdu		Phal	tróku	thin, skinny; weak, worn
Palula-grammatical-u-adjectives	f_3l6lzdn7huya4	f_3l6lzdn7huya4	2613	Phal	kháaču	bad
Palula-grammatical-u-adjectives	f_nguvkfcw5lnf2	f_nguvkfcw5lnf2	5679	Phal	táatu	hot
Palula-grammatical-u-adjectives	f_udxwwbx4zqrhi	f_udxwwbx4zqrhi		Phal	katíitu	that big; what a big [sth]; how big; of such size
Palula-grammatical-u-adjectives	f_ubdaiww3bug5c	f_ubdaiww3bug5c		Phal	eeteeṇú	like that, just like that; such, so
Palula-grammatical-u-adjectives	f_f2ix3lgckfyla	f_f2ix3lgckfyla	12642	Phal	šišáwu	beautiful
Palula-grammatical-u-adjectives	f_ivtfhgzb25zt2	f_ivtfhgzb25zt2		Phal	šúku	dried (out) (masc sg); dry
Palula-grammatical-u-adjectives	f_q7sgl57kkttks	f_q7sgl57kkttks		Phal	kaantíiru	insane (person); crazy, mad
Palula-grammatical-u-adjectives	f_3ascirwmhn6g4	f_3ascirwmhn6g4	1962	Phal	ungúru	heavy
Palula-grammatical-u-adjectives	f_ex6dxbujvjsvq	f_ex6dxbujvjsvq	11751	Phal	bidráagu	ill, sick; the sick (person)
Palula-grammatical-u-adjectives	f_vixvbszxadhfy	f_vixvbszxadhfy		Phal	meeṭíilu	of clay
Palula-grammatical-u-adjectives	f_bj33vifiqb57i	f_bj33vifiqb57i		Phal	dhooṛúku	yesterday's; younger
Palula-grammatical-u-adjectives	f_kdq7bq55yqhgu	f_kdq7bq55yqhgu		Phal	léku	small
Palula-grammatical-u-adjectives	f_sxefl3rjy3num	f_sxefl3rjy3num	10496	Phal	yúuṛu	twin (person)
Palula-grammatical-u-adjectives	f_5krpj4xdrbupk	f_5krpj4xdrbupk		Phal	c̣híiku	timid
Palula-grammatical-u-adjectives	f_bofzrqsrbabiy	f_bofzrqsrbabiy	1236	Phal	óomu	unripe; raw
Palula-grammatical-u-adjectives	f_dm4orq5vixtfi	f_dm4orq5vixtfi	8047	Phal	paṇáaru	white
Palula-grammatical-u-adjectives	f_iufdvjszekuyi	f_iufdvjszekuyi		Phal	giḍúuču	from Damel, of Damel; person from Damel
Palula-grammatical-u-adjectives	f_rxbwwjrwknd2c	f_rxbwwjrwknd2c	644	Phal	áaḍu	half; half of, some of; the one half; half of the people; some of them, etc.
Palula-grammatical-u-adjectives	f_gyj7em6aqpm4e	f_gyj7em6aqpm4e	6983	Phal	náawu	new
Palula-grammatical-u-adjectives	f_qeagm36teblt2	f_qeagm36teblt2		Phal	pičhílu	slippery
Palula-grammatical-u-adjectives	f_xzus37vudq3ks	f_xzus37vudq3ks	13534	Phal	šišáwu	beautiful
Palula-grammatical-u-adjectives	f_vul4mnjzxehag	f_vul4mnjzxehag		Phal	bhiaalúku	last night's
Palula-grammatical-u-adjectives	f_2s3dbgr747fbq	f_2s3dbgr747fbq	4889	Phal	čúṇu	thin, small
Palula-grammatical-u-adjectives	f_323hoiydob5bo	f_323hoiydob5bo		Phal	púuntu	filled up, were filled (masc sg); full, filled up
Palula-grammatical-u-adjectives	f_u5326otvtzozy	f_u5326otvtzozy	6368	Phal	dhrígu	long, tall
Palula-grammatical-u-adjectives	f_qrlzfflxe3dee	f_qrlzfflxe3dee		Phal	atíitu	like that; that much
Palula-grammatical-u-adjectives	f_qfcfmpspbh7km	f_qfcfmpspbh7km		Phal	tríimbu	thick (about plants, forest)
Palula-grammatical-u-adjectives	f_rvrfovg54cto4	f_rvrfovg54cto4	9530	Phal	bhúuru	deaf
Palula-grammatical-u-adjectives	f_gugzwptdgrta2	f_gugzwptdgrta2	9271	Phal	búuḍu	old
Palula-grammatical-u-adjectives	f_pa7dh2435bsry	f_pa7dh2435bsry	11929	Phal	bíiḍu	many; much; very; really
Palula-grammatical-u-adjectives	f_cx3s74iwxjmeo	f_cx3s74iwxjmeo		Phal	kateeṇú	what kind of; such kind of
Palula-grammatical-u-adjectives	f_kzp57hxyqrdyw	f_kzp57hxyqrdyw		Phal	muṣṭúku	of the past, olden
Palula-grammatical-u-adjectives	f_6pxjcbhqnr7m4	f_6pxjcbhqnr7m4	9268	Phal	bhúuru	deaf
Palula-grammatical-u-adjectives	f_ze3frt2tqujw2	f_ze3frt2tqujw2		Phal	wíilu	watery
Palula-grammatical-u-adjectives	f_ej2tgspf33d4a	f_ej2tgspf33d4a	3364	Phal	khúšu	left; left-handed
Palula-grammatical-u-adjectives	f_5pab4miqfzss2	f_5pab4miqfzss2		Phal	súuru	whole; good, healthy
Palula-grammatical-u-adjectives	f_mai5vdmi34kxa	f_mai5vdmi34kxa		Phal	lúugu	strange (person); non-related
Palula-grammatical-u-adjectives	f_2ptb4aviyy6gi	f_2ptb4aviyy6gi		Phal	amilóolu	unsalted
Palula-grammatical-u-adjectives	f_zhge6pthpvojw	f_zhge6pthpvojw		Phal	ǰhaṭíilu	(made) of fur
Palula-grammatical-u-adjectives	f_nxwwzu35he5kg	f_nxwwzu35he5kg	5938	Phal	tríṣṭu	sour, bitter
Palula-grammatical-u-adjectives	f_utujdnpqw6vzi	f_utujdnpqw6vzi		Phal	buc̣hóolu	hungry
Palula-grammatical-u-adjectives	f_2x5egyolhpa7k	f_2x5egyolhpa7k		Phal	lameeṭičhinilú	tail-less
Palula-grammatical-u-adjectives	f_gd3uhtbi7kwqy	f_gd3uhtbi7kwqy		Phal	čóolu	wide, thick, big (about inanimates)
Palula-grammatical-u-adjectives	f_bfujkgwk5yhhy	f_bfujkgwk5yhhy	10896	Phal	lhoóku	small; (small) child
Palula-grammatical-u-adjectives	f_ajjtn2tbz5rp2	f_ajjtn2tbz5rp2	3523	Phal	koomáalu	soft
Palula-grammatical-u-adjectives	f_xscsjsn3hqnwc	f_xscsjsn3hqnwc		Phal	atsharíitu	from Ashret, of Ashret; person from Ashret
Palula-grammatical-u-adjectives	f_rd2tfutqfwfyi	f_rd2tfutqfwfyi		Phal	kúulu	bent; crooked; not straight
Palula-grammatical-u-adjectives	f_gfwv3enm6jbls	f_gfwv3enm6jbls	6119	Phal	deec̣híṇu	right
Palula-grammatical-u-adjectives	f_sszd7suoujs4q	f_sszd7suoujs4q	3153	Phal	kháču	bad
Palula-grammatical-u-adjectives	f_llp4p5ogns3ci	f_llp4p5ogns3ci		Phal	kramačúuru	lazy
Palula-grammatical-u-adjectives	f_jsqqumrn4b7ei	f_jsqqumrn4b7ei		Phal	šaakíilu	wooden
Palula-grammatical-u-adjectives	f_efo43vlpmki4q	f_efo43vlpmki4q	11168	Phal	lhoyílu	red; money (substantivized in plural; i.e. red like the 100 rupee note)
Palula-grammatical-u-adjectives	f_i35dx6ihc3ygm	f_i35dx6ihc3ygm		Phal	eetiitíitu	exactly such
Palula-grammatical-u-adjectives	f_qi4wlcejlnqo2	f_qi4wlcejlnqo2	12009	Phal	bistíiṇu	wide, broad; loose
Palula-grammatical-u-adjectives	f_3tct4vlrxvt6e	f_3tct4vlrxvt6e		Phal	guṭúmbu	deep
Palula-grammatical-u-adjectives	f_vjapbnuo56evc	f_vjapbnuo56evc		Phal	triṣéelu	thirsty
Palula-grammatical-u-adjectives	f_p5k2zpyzwlmzu	f_p5k2zpyzwlmzu		Phal	hateeṇú	like that, just like that; such, so
Palula-grammatical-u-adjectives	f_xp4lzuq6ge24o	f_xp4lzuq6ge24o		Phal	muxaakúku	of the past, olden
Palula-grammatical-u-adjectives	f_tznb47hr7kv56	f_tznb47hr7kv56		Phal	búku	dull
Palula-grammatical-u-adjectives	f_pcvr4zir2hoow	f_pcvr4zir2hoow		Phal	lhúuṇu	salty
Palula-grammatical-u-adjectives	f_6jpkdn653gavo	f_6jpkdn653gavo	3153	Phal	kháaču	bad
Palula-grammatical-u-adjectives	f_6ysclmsnw6n4s	f_6ysclmsnw6n4s		Phal	phalúuṛu	sole, only
Palula-grammatical-u-adjectives	f_abfkmdm2dtynu	f_abfkmdm2dtynu		Phal	khaṭáanu	short
Palula-grammatical-u-adjectives	f_q2wn3qv65bwia	f_q2wn3qv65bwia		Phal	raatúku	of night (and day) periods
Palula-grammatical-u-adjectives	f_iyzky4h62cfsa	f_iyzky4h62cfsa		Phal	guṭúmu	deep
Palula-grammatical-u-adjectives	f_vlzdjil7g3rao	f_vlzdjil7g3rao#2	13776	Phal	thúlu	fat; fat (about animals)
Palula-grammatical-u-adjectives	f_jvhv7yliln5sk	f_jvhv7yliln5sk		Phal	kaaláaṣu	Kalasha; of Kalasha origin (a neighbouring, non-Muslim, group); Kalasha person
Palula-grammatical-u-adjectives	f_5tff23pqjlouq	f_5tff23pqjlouq	2046	Phal	úbu	light (of weight)
Palula-grammatical-u-adjectives	f_sd7jhqskewqwm	f_sd7jhqskewqwm		Phal	paalúulu	Palulo (person)
Palula-grammatical-u-adjectives	f_h4poxjgevd7km	f_h4poxjgevd7km	12717	Phal	ṣíiṛu	blind (person)
Palula-grammatical-u-adjectives	f_pztwchelayioq	f_pztwchelayioq		Phal	čimaríilu	of steel, iron
Palula-grammatical-u-adjectives	f_nuf2g2rnmtano	f_nuf2g2rnmtano		Phal	móḍu	dull
Palula-grammatical-u-adjectives	f_ckakslbwtixv2	f_ckakslbwtixv2	1440	Phal	aawíiṛu	narrow ; tight
Palula-grammatical-u-adjectives	f_vicer7wlo2rkc	f_vicer7wlo2rkc	1804	Phal	utháalu	high; tall (structure, etc.)
Palula-grammatical-u-adjectives	f_deergxlqmiyvw	f_deergxlqmiyvw	11338	Phal	aaghaabáanu	sky-coloured
Palula-grammatical-u-adjectives	f_igqacbiliw4rq	f_igqacbiliw4rq		Phal	ǰhaṭílu	hairy, fur-clad
Palula-grammatical-u-adjectives	f_mmy6muqnv4olu	f_mmy6muqnv4olu		Phal	kooíilu	made from olive tree wood
Palula-grammatical-u-adjectives	f_7cgajcw3ofv62	f_7cgajcw3ofv62	5244	Phal	ǰáandu	alive; living (person)
raising-Biori-early-a-long-final-closed	f_ry3n7zva57zx2	f_ry3n7zva57zx2	2485	Phal	akóoš	eleven
raising-Biori-early-a-long-final-closed	f_o6calhkmzwrkm	f_o6calhkmzwrkm	6429	Phal	dhráak	stream; streambed, gorge
raising-Biori-early-a-long-final-closed	f_iu5minc42dt7i	f_iu5minc42dt7i	6658	Phal	bóoš	twelve
raising-Biori-early-a-long-final-closed	f_u5kifbxvu27ek	f_u5kifbxvu27ek	773	Phal	ooḍhóol	flood
raising-Biori-early-a-long-final-closed	f_5ve2ppopg62pu	f_5ve2ppopg62pu	7838	Phal	peeráaṇ	shirt
raising-Biori-early-a-long-final-closed	f_wjyaott6eyliu	f_wjyaott6eyliu	8139	Phal	páaṣ	dung (from domestic animals)
raising-Biori-early-a-long-final-closed	f_erczhnnmreb6u	f_erczhnnmreb6u	125	Phal	angáar	fire
raising-Biori-early-a-long-final-closed	f_jxzfbrvavutio	f_jxzfbrvavutio	9072	Phal	phóol	ploughshare
raising-Biori-early-a-long-final-closed	f_4ztuj6gmg7reg	f_4ztuj6gmg7reg	12753	Phal	šáar	father-in-law; husband's or wife's father
raising-Biori-early-a-long-final-closed	f_djvox2bzxhwx2	f_djvox2bzxhwx2		Phal	baazáar	bazaar, market
raising-Biori-early-a-long-final-closed	f_czab5hbzlfn2y	f_czab5hbzlfn2y		Phal	čóoḍ	applause, clapping (of hands)
raising-Biori-early-a-long-final-closed	f_564q6wqzzap4c	f_564q6wqzzap4c	2485	Phal	akáaš	eleven
raising-Biori-early-a-long-final-closed	f_o6sre3bcleh5u	f_o6sre3bcleh5u	946	Phal	aṣṭáaš	eighteen
raising-Biori-early-a-long-final-closed	f_nyc3xud7fztig	f_nyc3xud7fztig	12753	Phal	šúur	father-in-law; husband's or wife's father
raising-Biori-early-a-long-final-closed	f_x4krbdidut72q	f_x4krbdidut72q		Phal	iṣkóor	hunting
raising-Biori-early-a-long-final-closed	f_wne7ps63yt7jq	f_wne7ps63yt7jq		Phal	niṣóon	sign, mark; mole
raising-Biori-early-a-long-final-closed	f_sapfnjfhlr6ou	f_sapfnjfhlr6ou	773	Phal	ooḍháal	flood
raising-Biori-early-a-long-final-closed	f_xfa26pc33u5hi	f_xfa26pc33u5hi	6914	Phal	náang	finger-nail
raising-Biori-early-a-long-final-closed	f_cc4kwqzog2vbs	f_cc4kwqzog2vbs	946	Phal	aṣṭóoš	eighteen
raising-Biori-early-a-long-final-closed	f_6mtdurggxxe6y	f_6mtdurggxxe6y	4655	Phal	čúur	four
raising-Biori-early-a-long-final-closed	f_56ce4vgqoqs4i	f_56ce4vgqoqs4i	7838	Phal	peeróoṇ	shirt
raising-Biori-early-a-long-final-closed	f_ii2cx25desta6	f_ii2cx25desta6	8139	Phal	póoṣ	dung (from domestic animals)
raising-Biori-early-a-long-final-closed	f_mrmjlibndsna2	f_mrmjlibndsna2	12260	Phal	šáang	branch (of tree)
raising-Biori-early-a-long-final-closed	f_gxslzxzth47ny	f_gxslzxzth47ny		Phal	dhrúu~ṣ	Drosh (bazaar town in southern Chitral); sub-district (tehsil) centre for the area where Palula is spoken
raising-Biori-early-a-long-final-closed	f_vbndlz7lvuupy	f_vbndlz7lvuupy	9072	Phal	pháal	ploughshare
raising-Biori-early-a-long-final-closed	f_t3rtsjdzmtrqw	f_t3rtsjdzmtrqw	6658	Phal	báaš	twelve
raising-Biori-early-a-long-final-closed	f_2zvz3oqjh6ipw	f_2zvz3oqjh6ipw		Phal	dhráa~ṣ	Drosh (bazaar town in southern Chitral); sub-district (tehsil) centre for the area where Palula is spoken
raising-Biori-early-a-long-final-closed	f_gjaj7m6wppk4u	f_gjaj7m6wppk4u		Phal	c̣hóoṇ	(silver) oak; common evergreen tree on the lower slopes in and around populated areas; its foliage is used for fodder and its wood for fuel
raising-Biori-early-a-long-final-closed	f_dycazcca4blsi	f_dycazcca4blsi		Phal	askóon	easy
raising-Biori-early-a-long-final-closed	f_htzi7vinyiaki	f_htzi7vinyiaki	5582	Phal	ḍáak	back
raising-Biori-early-a-long-final-closed	f_5t7zez6ciunua	f_5t7zez6ciunua	12748	Phal	šilúuk	story, tale
raising-Biori-early-a-long-final-closed	f_vqyhefphhardq	f_vqyhefphhardq	2993	Phal	kóok	crow
raising-Biori-early-a-long-final-closed	f_7umdlg25ohi2q	f_7umdlg25ohi2q	5582	Phal	ḍóok	back
raising-Biori-early-a-long-final-closed	f_oweqerifhv6r2	f_oweqerifhv6r2		Phal	haláal	lawful; lawfully slaughtered
raising-Biori-early-a-long-final-closed	f_f5ho3lzwidija	f_f5ho3lzwidija		Phal	c̣háaṇ	(silver) oak; common evergreen tree on the lower slopes in and around populated areas; its foliage is used for fodder and its wood for fuel
raising-Biori-early-a-long-final-closed	f_4utvuyzqnbaje	f_4utvuyzqnbaje		Phal	halóol	lawful; lawfully slaughtered
raising-Biori-early-a-long-final-closed	f_6k7ikxs2zpsma	f_6k7ikxs2zpsma		Phal	šáal	grass storage; sheaf
raising-Biori-early-a-long-final-closed	f_morzftp3dritw	f_morzftp3dritw		Phal	c̣hetráal	Chitral (the district or the adminitrative centre of the district)
raising-Biori-early-a-long-final-closed	f_menivji7rndby	f_menivji7rndby	13146	Phal	satóoš	seventeen
raising-Biori-early-a-long-final-closed	f_nggqmj4gkp5pw	f_nggqmj4gkp5pw		Phal	galaṭóok	Kalkatak (partly Palula-speaking village south of Drosh, situated in the main Chitral Valley)
raising-Biori-early-a-long-final-closed	f_syg34sksoefao	f_syg34sksoefao		Phal	čáaḍ	applause, clapping (of hands)
raising-Biori-early-a-long-final-closed	f_qsdzbdqqu63ck	f_qsdzbdqqu63ck		Phal	šóol	grass storage; sheaf
raising-Biori-early-a-long-final-closed	f_kbwratzfppgig	f_kbwratzfppgig		Phal	máaṛ	lap
raising-Biori-early-a-long-final-closed	f_y6qofegwfpvwc	f_y6qofegwfpvwc		Phal	phóom	care
raising-Biori-early-a-long-final-closed	f_t5btv6xk5bp3i	f_t5btv6xk5bp3i	4368	Phal	ghráam	village; permanent settlement (in contrast with sóon 'summer pasture'); Ashret proper, also atshareét xaás
raising-Biori-early-a-long-final-closed	f_lbo5y3fqj2la4	f_lbo5y3fqj2la4	4655	Phal	čáar	four
raising-Biori-early-a-long-final-closed	f_yc7zva2lxgyom	f_yc7zva2lxgyom		Phal	iṣkáar	hunting
raising-Biori-early-a-long-final-closed	f_xkfe3dwmge3j2	f_xkfe3dwmge3j2	7047	Phal	náaṛ	canal; inlet; flume
raising-Biori-early-a-long-final-closed	f_5sol77wmgoe32	f_5sol77wmgoe32		Phal	xaláas	free
raising-Biori-early-a-long-final-closed	f_ni6hi4kdybykk	f_ni6hi4kdybykk	13146	Phal	satáaš	seventeen
raising-Biori-early-a-long-final-closed	f_hfedfuwbpzf3c	f_hfedfuwbpzf3c		Phal	niṣáan	sign, mark; mole
raising-Biori-early-a-long-final-closed	f_ac2stikkcy2o4	f_ac2stikkcy2o4		Phal	pháam	care
raising-Biori-early-a-long-final-closed	f_o4wnam3uwwens	f_o4wnam3uwwens		Phal	sáan	summer (high) pasture
raising-Biori-early-a-long-final-closed	f_kr4yfnfmedqdq	f_kr4yfnfmedqdq		Phal	galaṭáak	Kalkatak (partly Palula-speaking village south of Drosh, situated in the main Chitral Valley)
raising-Biori-early-a-long-final-closed	f_k7mwkmwaaoyac	f_k7mwkmwaaoyac		Phal	múuṛ	lap
raising-Biori-early-a-long-final-closed	f_y62ttldukj3xs	f_y62ttldukj3xs		Phal	nimáas	prayer
raising-Biori-early-a-long-final-closed	f_kfcfwhixxlmjg	f_kfcfwhixxlmjg	7047	Phal	nóoṛ	canal; inlet; flume
raising-Biori-early-a-long-final-closed	f_zblfkizg5h24c	f_zblfkizg5h24c		Phal	xalóos	free
raising-Biori-early-a-long-final-closed	f_meems6e5ejkpm	f_meems6e5ejkpm	12260	Phal	šóong	branch (of tree)
raising-Biori-early-a-long-final-closed	f_ceqs73vbsapl4	f_ceqs73vbsapl4	4368	Phal	ghróom	village; permanent settlement (in contrast with sóon 'summer pasture'); Ashret proper, also atshareét xaás
raising-Biori-early-a-long-final-closed	f_fgved6gdr3irg	f_fgved6gdr3irg	125	Phal	angóor	fire
raising-Biori-early-a-long-final-closed	f_4wms6dstvwxwm	f_4wms6dstvwxwm		Phal	c̣hatróol	Chitral (the district or the adminitrative centre of the district)
raising-Biori-early-a-long-final-closed	f_qkuc5sn57e4ze	f_qkuc5sn57e4ze	6429	Phal	dhrúuk	stream; streambed, gorge
raising-Biori-early-a-long-final-closed	f_xigil7txv5xjq	f_xigil7txv5xjq		Phal	baazóor	bazaar, market
raising-Biori-early-a-long-final-closed	f_omztjlsgwlsqu	f_omztjlsgwlsqu		Phal	sóon	summer (high) pasture
raising-Biori-early-a-long-final-closed	f_d7jo25vaj6y4e	f_d7jo25vaj6y4e	6914	Phal	nóong	finger-nail
raising-Biori-early-a-long-final-closed	f_dgu4w4pyomgoc	f_dgu4w4pyomgoc		Phal	nimóos	prayer
raising-Biori-early-a-long-final-closed	f_e6d7bfzy6eqy6	f_e6d7bfzy6eqy6	12748	Phal	šiláak	story, tale
raising-Biori-early-a-long-final-closed	f_nhsfjxqgltvlo	f_nhsfjxqgltvlo		Phal	askáan	easy
raising-Biori-early-a-long-final-closed	f_cysfblokv5aly	f_cysfblokv5aly	2993	Phal	káak	crow
raising-Biori-early-e-long-final-closed	f_t6jlv7ls3576i	f_t6jlv7ls3576i	9467	Phal	bharíiw	husband
raising-Biori-early-e-long-final-closed	f_zkczgh3im7oro	f_zkczgh3im7oro	9467	Phal	bharéew	husband
raising-Biori-early-e-long-final-closed	f_bbmp5mitxaydq	f_bbmp5mitxaydq	12323	Phal	šíin	bed (charpoy, string bed)
raising-Biori-early-e-long-final-closed	f_gb7ebqif4o4vm	f_gb7ebqif4o4vm	6001	Phal	tréeš	thirteen
raising-Biori-early-e-long-final-closed	f_bxmzpz6hgrrdo	f_bxmzpz6hgrrdo	9828	Phal	méeš	man; person
raising-Biori-early-e-long-final-closed	f_h4gzgus5yqte2	f_h4gzgus5yqte2		Phal	réeẓ	goat track (in the mountains)
raising-Biori-early-e-long-final-closed	f_fd7tddjso7t6o	f_fd7tddjso7t6o	4605	Phal	čandíiš	fourteen
raising-Biori-early-e-long-final-closed	f_b5kjievwi6mm2	f_b5kjievwi6mm2	3735	Phal	c̣híitr	field; (tilled) land
raising-Biori-early-e-long-final-closed	f_2rmhvuusytymy	f_2rmhvuusytymy	9828	Phal	míiš	man; person
raising-Biori-early-e-long-final-closed	f_p3hg4ip75suxu	f_p3hg4ip75suxu	6547	Phal	díiš	(home) village
raising-Biori-early-e-long-final-closed	f_escgdhcybsaa6	f_escgdhcybsaa6		Phal	ríiẓ	goat track (in the mountains)
raising-Biori-early-e-long-final-closed	f_rksdx76oapj5c	f_rksdx76oapj5c	6547	Phal	déeš	(home) village
raising-Biori-early-e-long-final-closed	f_ewzpbbjprv3hu	f_ewzpbbjprv3hu	6001	Phal	tríiš	thirteen
raising-Biori-early-e-long-final-closed	f_xtgxvpjbrsvsq	f_xtgxvpjbrsvsq	3735	Phal	c̣héetr	field; (tilled) land
raising-Biori-early-e-long-final-closed	f_owegg2pm3xzgk	f_owegg2pm3xzgk	12323	Phal	šéen	bed (charpoy, string bed)
raising-Biori-early-e-long-final-closed	f_zy5mckwbbsc62	f_zy5mckwbbsc62	4605	Phal	čandéeš	fourteen
raising-Biori-early-e-long-final-closed	f_zw6hwi6npjnfw	f_zw6hwi6npjnfw	12812	Phal	ṣoṛíiš	sixteen
raising-Biori-early-e-long-final-closed	f_gdkyfh6amx5cq	f_gdkyfh6amx5cq	7662	Phal	panǰéeš	fifteen
raising-Biori-early-e-long-final-closed	f_mg5mx3zylkvrq	f_mg5mx3zylkvrq	6546	Phal	díir	brother-in-law; a woman's husband's brother
raising-Biori-early-e-long-final-closed	f_jyeonmmxspsiu	f_jyeonmmxspsiu	6546	Phal	déer	brother-in-law; a woman's husband's brother
raising-Biori-early-e-long-final-closed	f_eu5l67mnttz2i	f_eu5l67mnttz2i	12812	Phal	ṣoṛéeš	sixteen
raising-Biori-early-e-long-final-closed	f_irdjwtnn2inog	f_irdjwtnn2inog	7662	Phal	panǰíiš	fifteen
raising-Biori-late-a-long-final-closed	f_vce5ypig532yi	f_vce5ypig532yi		Phal	lanaám	them (dist acc)
raising-Biori-late-a-long-final-closed	f_sraw77ulsl4tc	f_sraw77ulsl4tc		Phal	tanaám	them (rem acc)
raising-Biori-late-a-long-final-closed	f_jkz75y65jupjg	f_jkz75y65jupjg		Phal	tenaám	them (rem acc)
raising-Biori-late-a-long-final-closed	f_ptboulpidn3gy	f_ptboulpidn3gy		Phal	lenaám	them (dist acc)
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_5y7t246emhx2i	f_5y7t246emhx2i	9661	Kalk	dra	brother
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_45cqtntl6b4ca	f_45cqtntl6b4ca	2462	Kalk	äk	one
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_iu5minc42dt7i	f_iu5minc42dt7i	6658	Phal	bóoš	twelve
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_nym735embdbbq	f_nym735embdbbq	6152	Kalk	daan	tooth
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_sr7ofangymbyy	f_sr7ofangymbyy	7785	Phal	páand	path, road
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_5byfzo77linx6	f_5byfzo77linx6	7785	Kalk	paan	path
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_a6czihnjrvck4	f_a6czihnjrvck4	4655	Kalk	čoor	four
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_nqgd33l5hhkfo	f_nqgd33l5hhkfo	6658	Kalk	baáš	twelve
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_xdzllnipbgl4u	f_xdzllnipbgl4u	2830	Kalk	kaan	ear
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_uxwou6xa2rn32	f_uxwou6xa2rn32	13139	Kalk	saat	seven
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_7jxxuvd2ejex2	f_7jxxuvd2ejex2	6227	Kalk	diš	ten
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_xcbz4fspwezdw	f_xcbz4fspwezdw	6227	Kalk	deeš	ten
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_nyc3xud7fztig	f_nyc3xud7fztig	12753	Phal	šúur	father-in-law; husband's or wife's father
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_ngygjwbkf7xwa	f_ngygjwbkf7xwa	10539	Phal	ráat	blood
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_kg3kpvjbpbbwo	f_kg3kpvjbpbbwo	6001	Kalk	treéš	thirteen
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_faxpiecbckpay	f_faxpiecbckpay	2462	Kalk	äk	one
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_ma7uwt6urpje6	f_ma7uwt6urpje6	6152	Kalk	daan	tooth
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_e6gpjsokdkldy	f_e6gpjsokdkldy	5994	Kalk	traa	three
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_6mtdurggxxe6y	f_6mtdurggxxe6y	4655	Phal	čúur	four
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_ky22likdlg36w	f_ky22likdlg36w	6648	Phal	dúu	two
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_7fzbbwvnqq5lw	f_7fzbbwvnqq5lw	6152	Phal	dáand	tooth
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_3hsviwixgk6ws	f_3hsviwixgk6ws	9828	Kalk	meeš	man
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_dvap6kvq7atdu	f_dvap6kvq7atdu	6658	Kalk	baaš	twelve
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_np4vsuapmqtaq	f_np4vsuapmqtaq	941	Kalk	iṣ	eight
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_gikfn2biveqiy	f_gikfn2biveqiy	2462	Kalk	ä	one
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_ese4x54zxby7u	f_ese4x54zxby7u	9828	Kalk	meéš	man
Kalkoti-comparison-Palula-E-without-short-final-vowel	f_h5qqxwv2sn6lm	f_h5qqxwv2sn6lm	12753	Kalk	šoor	father-in-law
