input_class	language	family_id	headword	eligible_outcomes	excluded_outcomes	eligible_tokens	all_tokens	sources	forms
input-accent-undetermined	Sh	1907	*ut-sthita	[]	"[""short-monosyllable""]"	0	1	"[""degener-shina2008""]"	"[""uth-""]"
input-accent-undetermined	Sh	195	*aṇuni	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""āno""]"
input-accent-undetermined	Sh	1962	*udguru	"[""S@-2"", ""stress-marked@-2"", ""syllable-marked@-2""]"	[]	33	33	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008""]"	"[""agúro"", ""hagúro"", ""hăgúro"", ""hɑˈguro"", ""hɑˈguro̱"", ""hɑˈŋuro̱"", ""hɑ̱ˈguro̱"", ""hɑ̱ˈgu̱ro"", ""ăgúri"", ""ăgúrŭ"", ""ɑŋˈuro̱"", ""ɑˈguro"", ""ɑˈguro̱"", ""ɑˈŋuro"", ""ɑˈŋur̃o""]"
input-accent-undetermined	Sh	2025	*uddhūḍi	"[""L@-1"", ""LR@-1"", ""stress-marked@-1"", ""stress-marked@-2"", ""syllable-marked@-1"", ""syllable-marked@-2"", ""unmarked""]"	[]	33	33	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008"", ""rajapurohit2012""]"	"[""dūm"", ""uduú"", ""udùú"", ""udú:"", ""udú:e"", ""uˈdu"", ""uˈdum"", ""uˈduu"", ""uˈdu̱m"", ""uˈdùú"", ""ŭdū"", ""ŭdū́h"", ""ŭdŭm"", ""ŭ́dŭ"", ""ʊˈdùú"", ""ˈudum"", ""ˈudʊm"", ""ˈudʌm"", ""ˈuzum""]"
input-accent-undetermined	Sh	2128	*unmāsaka	"[""syllable-marked@-2""]"	[]	1	1	"[""CDIAL""]"	"[""amā́zo""]"
input-accent-undetermined	Sh	2144	*upakāla	"[""E@-2"", ""unmarked""]"	[]	9	9	"[""CDIAL"", ""buddruss-shina1996"", ""degener-shina2008"", ""schmidt""]"	"[""uvālṷ"", ""uwáalo"", ""vālṷ"", ""wáalo"", ""wāalo"", ""ɔvālu""]"
input-accent-undetermined	Sh	2151	*upakṣajyati	"[""syllable-marked@-2""]"	"[""syllable-marked@position-unresolved"", ""unmarked""]"	1	8	"[""CDIAL"", ""degener-shina2008""]"	"[""*uc̣haǰ"", ""uc̣hač-"", ""uc̣hā́yĕi"", ""ŭc̣hayóĭki̯"", ""ŭc̣hačóĭki̯"", ""ŭc̣ha̯caróĭki̯"", ""ŭc̣hā́tŭ"", ""ŭc̣hā́čĕi""]"
input-accent-undetermined	Sh	218	*atiṣphāyatē	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""ifayoiki""]"
input-accent-undetermined	Sh	2328	*upōpta	[]	"[""syllable-marked@position-unresolved""]"	0	1	"[""CDIAL""]"	"[""bōtóu""]"
input-accent-undetermined	Sh	2336	*ubdhrikā	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL""]"	"[""ulī́""]"
input-accent-undetermined	Sh	2390	uṣṇa	"[""stress-marked@-1""]"	[]	1	1	"[""backstrom1992""]"	"[""wɛžˈnu""]"
input-accent-undetermined	Sh	2435	ūrdhvasthiti	[]	"[""unmarked""]"	0	1	"[""CDIAL;IIFL""]"	"[""uṛostoi""]"
input-accent-undetermined	Sh	2454	*r̥tuvanta	"[""L@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""schmidt""]"	"[""yoónu"", ""yōdṷ"", ""yōn"", ""yōnṷ""]"
input-accent-undetermined	Sh	2462	ḗka	"[""unmarked""]"	[]	3	3	"[""CDIAL""]"	"[""yēkaṭik"", ""ĕk"", ""ĕkh""]"
input-accent-undetermined	Sh	2499	ēkōnaviṁśati	"[""unmarked""]"	[]	2	2	"[""CDIAL""]"	"[""kŭnīh"", ""ukənīh""]"
input-accent-undetermined	Sh	2512	ēḍa	"[""E@-2"", ""syllable-marked@-2""]"	[]	2	2	"[""CDIAL"", ""schmidt""]"	"[""ijíili"", ""ḗṛi""]"
input-accent-undetermined	Sh	2538	*ōkk	"[""L@-1""]"	[]	1	1	"[""degener-shina2008""]"	"[""oók""]"
input-accent-undetermined	Sh	2592	kakṣyāˋ	"[""stress-marked@-2"", ""unmarked""]"	[]	15	15	"[""CDIAL"", ""backstrom1992""]"	"[""kăči̯"", ""ˈkʌči"", ""ˈkʌči̱"", ""ˈkʌše̱""]"
input-accent-undetermined	Sh	2613	*kacca	"[""L@-2"", ""S@-2"", ""syllable-marked@-1"", ""syllable-marked@-2"", ""unmarked""]"	"[""short-monosyllable""]"	6	7	"[""CDIAL"", ""degener-shina2008""]"	"[""kačo"", ""khač-"", ""khačeélo"", ""khačo"", ""kháčo"", ""khăčár"", ""khăčḗlū""]"
input-accent-undetermined	Sh	2618	kaccha	"[""S@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""degener-shina2008""]"	"[""káči"", ""kʌč"", ""kʌči"", ""kʌčilo""]"
input-accent-undetermined	Sh	2631	kaṭa	"[""syllable-marked@-1"", ""unmarked""]"	[]	2	2	"[""CDIAL""]"	"[""kăṛī́"", ""xaṭo""]"
input-accent-undetermined	Sh	2645	*kaṭṭa	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""kʌtu""]"
input-accent-undetermined	Sh	2668	kaṇṭa	"[""F@-2"", ""S@-2"", ""stress-marked@-2"", ""unmarked""]"	[]	30	30	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008""]"	"[""kóno"", ""kōṇ"", ""ˈkolo"", ""ˈkono"", ""ˈkonu"", ""ˈkoolo"", ""ˈko̱no̱"", ""ˈko̱ṇo̱"", ""ˈkoṇe"", ""ˈkoṇo"", ""ˈkoṇo̱"", ""ˈkoṛo"", ""ˈkoṛo̱"", ""ˈkòoṛɑ""]"
input-accent-undetermined	Sh	2712	kadala	"[""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	[]	25	25	"[""backstrom1992"", ""rajapurohit2012""]"	"[""kelɑ"", ""keˈlɑ"", ""ké:la"", ""ké:le"", ""ˈkelɑ"", ""ˈkɛlɑ""]"
input-accent-undetermined	Sh	274	adhyadhi	"[""S@-1"", ""unmarked""]"	[]	8	8	"[""CDIAL"", ""buddruss-shina1996"", ""degener-shina2008"", ""schmidt""]"	"[""ajá"", ""ají"", ""aže"", ""ažīnu"", ""aǰí""]"
input-accent-undetermined	Sh	2744	kapā́la	"[""syllable-marked@-2""]"	[]	1	1	"[""CDIAL""]"	"[""kapā́lo""]"
input-accent-undetermined	Sh	2757	kaphōṇi	"[""S@-2"", ""stress-marked@-2"", ""syllable-marked@-2"", ""unmarked""]"	[]	33	33	"[""CDIAL"", ""backstrom1992"", ""rajapurohit2012"", ""schmidt""]"	"[""bakhiini"", ""bakhúni"", ""bakhúnɨ"", ""bakhúṇi"", ""bakhŭ́ni"", ""bɑˈkʰuni"", ""bɑˈkʰuni̱"", ""bɑˈkʰu̱ni"", ""bɑˈkʰuṇi"", ""bɑ̱ˈkʰuni"", ""bɑ̱ˈkʰuni̱"", ""bɑ̱ˈkʰu̱ni"", ""bʌkhúɳe"", ""bʌkhúɳi"", ""bʌ̱ˈkʰuni"", ""bʌ̱ˈxuni""]"
input-accent-undetermined	Sh	2817	karkaṭa	[]	"[""unmarked"", ""vowel-sequence-marked@position-unresolved""]"	0	2	"[""CDIAL"", ""schmidt""]"	"[""kakái~"", ""kakäi""]"
input-accent-undetermined	Sh	283	ana	"[""S@-1"", ""short-monosyllable"", ""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	"[""stress-marked"", ""unmarked"", ""vowel-sequence-marked@position-unresolved""]"	42	48	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008"", ""schmidt""]"	"[""anu"", ""anuh"", ""ané"", ""anés"", ""aní"", ""aníh"", ""anú"", ""anúh"", ""anús"", ""aáe"", ""ne"", ""nu"", ""ɑi"", ""ɑˈno̱"", ""ɑˈnu̱"", ""ʌno"", ""ʌˈno"", ""ˈɑne"", ""ˈɑni̱"", ""ˈɑno"", ""ˈɑnu"", ""ˈɑnu̱"", ""ˈɑnu̱; ɑˈnu̱"", ""ˈɑnũ"", ""ˈɑ̱nu̱"", ""ˈʌni̱"", ""ˈʌno̱"", ""ˈʌnu""]"
input-accent-undetermined	Sh	2855	*kartati	[]	"[""short-monosyllable"", ""syllable-marked@position-unresolved""]"	0	2	"[""CDIAL"", ""degener-shina2008""]"	"[""kaṭ-"", ""kaṭóĭki̯""]"
input-accent-undetermined	Sh	2860	*karttāra	"[""L@-1"", ""LR@-1"", ""R@-1"", ""R@-2"", ""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	[]	35	35	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008"", ""rajapurohit2012""]"	"[""katāro"", ""kaṭār"", ""khaṭaár"", ""khaṭār"", ""khăṭa̯rṷ"", ""kɑˈtɑr"", ""kɑˈtɑɑr"", ""kɑˈtɑɑ́r"", ""kɑˈtɑ̀ɑ́r̃"", ""kɑˈṛɑr"", ""kɑˈṭɑr"", ""kɑˈṭɑr̃"", ""kɑˈṭɑɑr"", ""kɑˈṭɑɑr̃"", ""kɑˈṭɑɑ́r"", ""kɑˈṭɑɑ́r̃"", ""kɑˈṭɑ̀ɑ́r̃"", ""kɑṭɑɑr̃"", ""kəɽá:r"", ""kəɽá:reh"", ""kʌɽa:réh"", ""kʌˈṛɑr"", ""kʌˈṛɑɑr"", ""kʌˈṛɑɑ́r̃"", ""kʌˈṭɑɑr"", ""kʌˈṭɑɑr̃"", ""kʌˈṭɑ̀ɑ́r̃"", ""kʰɑˈtɑɑr"", ""kʰʌṭɑ̀ɑ́r"", ""ˈkʌtɑɑ́r̃""]"
input-accent-undetermined	Sh	2866	*kartyā	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL""]"	"[""kačí""]"
input-accent-undetermined	Sh	2876	karpara	"[""L@-1"", ""syllable-marked@-1""]"	[]	2	2	"[""CDIAL"", ""buddruss-shina1996""]"	"[""kaparií"", ""kʌpərí""]"
input-accent-undetermined	Sh	2894	*karmayati	[]	"[""short-monosyllable"", ""syllable-marked@position-unresolved""]"	0	2	"[""CDIAL"", ""degener-shina2008""]"	"[""kam-"", ""kramóĭki̯""]"
input-accent-undetermined	Sh	2934	kali-²	"[""stress-marked@-2""]"	[]	2	2	"[""rajapurohit2012""]"	"[""káli"", ""kálye""]"
input-accent-undetermined	Sh	2946	kalmaṣa	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""CDIAL;Buddruss;ZDMG""]"	"[""kōmuš""]"
input-accent-undetermined	Sh	2998	*kākka	"[""L@-2"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""buddruss-shina1996"", ""schmidt""]"	"[""kaáki"", ""kaáko"", ""kāki"", ""kāko""]"
input-accent-undetermined	Sh	3001	*kāṅkunikā	"[""E@-2"", ""syllable-marked@-2"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""degener-shina2008""]"	"[""kagúuni"", ""kagū́ni̯"", ""kagū́nṷ"", ""kavūni"", ""kavūnṷ""]"
input-accent-undetermined	Sh	3044	kāmalā	"[""S@-1""]"	[]	1	1	"[""degener-shina2008""]"	"[""kaamál""]"
input-accent-undetermined	Sh	3055	*kāra	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""CDIAL;Lor""]"	"[""kārε"", ""kā̃rṷ""]"
input-accent-undetermined	Sh	3078	kāryà	"[""E@-1"", ""unmarked""]"	"[""syllable-marked@position-unresolved""]"	4	5	"[""CDIAL"", ""degener-shina2008""]"	"[""káary"", ""kíria"", ""kāri"", ""kāri̯"", ""kāryo""]"
input-accent-undetermined	Sh	3153	*kicca	"[""stress-marked@-2"", ""unmarked""]"	[]	33	33	"[""backstrom1992""]"	"[""kʌčʌṭo̱"", ""kʌˈčɑ̱ṭo̱"", ""kʌˈč̣ɑṭo"", ""kʰʌčo̱"", ""kʰʌˈčɑṭo̱"", ""kʰʌˈčʌtu"", ""kʰʌˈčʌṭʰu"", ""kʰʌ̱ˈčɑ̱ṭo̱"", ""ˈkʌčo"", ""ˈkʰʌčo"", ""ˈkʰʌčo̥"", ""ˈkʰʌčo̱"", ""ˈkʰʌču"", ""ˈkʰʌ̱čo̱"", ""ˈčičʌl"", ""ˈči̱čʌ̱l""]"
input-accent-undetermined	Sh	3167	*kiyatta	"[""stress-marked@-1"", ""stress-marked@-2""]"	[]	31	31	"[""backstrom1992""]"	"[""kɑˈčɑɑk"", ""kɑ̱ˈčɑk"", ""kɑ̱ˈčɑɑk"", ""kʌˈtɑk"", ""kʌˈtʸɑk"", ""kʌˈtʸɑɑk"", ""kʌˈčɑ"", ""kʌˈčɑk"", ""kʌˈčɑɑ"", ""kʌˈčɑɑk"", ""ˈkʌčʌ""]"
input-accent-undetermined	Sh	3187	kilima	"[""unmarked""]"	[]	3	3	"[""CDIAL""]"	"[""kalēl"", ""kyεlo"", ""kēl""]"
input-accent-undetermined	Sh	3188	kiśara	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""kyεlo""]"
input-accent-undetermined	Sh	3197	kīdr̥śa	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""khyō""]"
input-accent-undetermined	Sh	3201	kīryatē	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""kriǰoiki""]"
input-accent-undetermined	Sh	3202	kīla	"[""S@-2"", ""multiple-stress"", ""stress-marked@-2"", ""unmarked""]"	[]	5	5	"[""CDIAL"", ""CDIAL;Lor"", ""degener-shina2008"", ""rajapurohit2012""]"	"[""kí:li"", ""kí:lyéh"", ""kíli"", ""kīli"", ""kĭli""]"
input-accent-undetermined	Sh	3216	kuca	"[""S@-2"", ""unmarked""]"	[]	2	2	"[""CDIAL"", ""degener-shina2008""]"	"[""kúčo"", ""kūč""]"
input-accent-undetermined	Sh	3232	kuṭī	"[""E@-1""]"	"[""syllable-marked@position-unresolved"", ""unmarked"", ""vowel-sequence-marked@position-unresolved""]"	1	13	"[""CDIAL"", ""backstrom1992"", ""rajapurohit2012"", ""schmidt""]"	"[""kui"", ""kui̱"", ""ku̱i"", ""ku̱i̱"", ""kwíi"", ""kúi""]"
input-accent-undetermined	Sh	3238	*kuṭṭa	"[""unmarked""]"	[]	2	2	"[""CDIAL""]"	"[""kūto"", ""kūṭṷ""]"
input-accent-undetermined	Sh	3243	*kuṭṭha	"[""S@-2"", ""stress-marked@-2"", ""unmarked""]"	[]	9	9	"[""CDIAL"", ""degener-shina2008"", ""rajapurohit2012"", ""schmidt""]"	"[""kuṭh"", ""kúʈo"", ""kúṭho"", ""kúṭo"", ""kúṭu"", ""kūṭhu"", ""kŭṭo""]"
input-accent-undetermined	Sh	3251	kuḍya	"[""short-monosyllable"", ""syllable-marked@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""buddruss-shina1996"", ""degener-shina2008""]"	"[""kut"", ""kuṭ"", ""kŭ́ṛe"", ""kŭṭ""]"
input-accent-undetermined	Sh	3261	kuṇṭha	"[""unmarked""]"	[]	2	2	"[""CDIAL""]"	"[""kuḍilo"", ""kuḍo""]"
input-accent-undetermined	Sh	3273	kutū	"[""E@-2"", ""unmarked""]"	[]	3	3	"[""CDIAL"", ""degener-shina2008""]"	"[""kúuto"", ""kūti"", ""kūto""]"
input-accent-undetermined	Sh	3278	*kuttūra	"[""S@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""degener-shina2008""]"	"[""khŭtrō"", ""kutúri"", ""kutūri"", ""kutūro""]"
input-accent-undetermined	Sh	3331	kulaka	"[""S@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""degener-shina2008""]"	"[""kúlo"", ""kŭl"", ""kŭlṷ""]"
input-accent-undetermined	Sh	3335	kulattha	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL""]"	"[""kulát""]"
input-accent-undetermined	Sh	3364	kuśa	"[""S@-2"", ""unmarked""]"	"[""unmarked""]"	6	7	"[""CDIAL"", ""CDIAL;Bailey ShGr"", ""degener-shina2008""]"	"[""kh°"", ""košóli"", ""kuš"", ""kušo"", ""kušulo""]"
input-accent-undetermined	Sh	3386	*kuha	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""kăurĭh""]"
input-accent-undetermined	Sh	3406	*kūpatya	"[""unmarked""]"	"[""syllable-marked@position-unresolved"", ""unmarked""]"	4	6	"[""CDIAL""]"	"[""kuiōčh"", ""kuyič"", ""kuyoč"", ""kúi"", ""ōč"", ""ōčh""]"
input-accent-undetermined	Sh	3417	*kūliya	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""kūlyo""]"
input-accent-undetermined	Sh	3418	kr̥kalāsá	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""kirkʌ ́li""]"
input-accent-undetermined	Sh	3455	kr̥ṣya	"[""unmarked""]"	"[""unmarked""]"	1	2	"[""CDIAL""]"	"[""kiš"", ""kī̃ṣ thoiki""]"
input-accent-undetermined	Sh	3500	kōṭṭa	"[""E@-1"", ""R@-1"", ""unmarked""]"	[]	20	20	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008"", ""schmidt""]"	"[""kooṭ"", ""koóṭ"", ""koṭ"", ""koṭʰ"", ""kóoṭ"", ""kōṭ""]"
input-accent-undetermined	Sh	3504	kōṇa	"[""short-monosyllable"", ""syllable-marked@-1""]"	[]	2	2	"[""CDIAL"", ""degener-shina2008""]"	"[""khun"", ""kunī́""]"
input-accent-undetermined	Sh	352	*antaḥsthāna	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL;Morgenstierne;IIFL""]"	"[""andastṓn""]"
input-accent-undetermined	Sh	3533	*kōla	"[""E@-2"", ""stress-marked@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""degener-shina2008"", ""rajapurohit2012""]"	"[""ka~óolo"", ""kó:lo"", ""kóolo"", ""kōlṷ""]"
input-accent-undetermined	Sh	3552	*kōṣma	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""kūš""]"
input-accent-undetermined	Sh	3637	kvathita	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""kaii""]"
input-accent-undetermined	Sh	3642	kṣaṇa	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""c̣ɔn""]"
input-accent-undetermined	Sh	3643	*kṣaṇati	[]	"[""syllable-marked@position-unresolved""]"	0	1	"[""CDIAL""]"	"[""c̣haṇóĭki̯""]"
input-accent-undetermined	Sh	3646	kṣati	[]	"[""unmarked""]"	0	2	"[""CDIAL"", ""degener-shina2008""]"	"[""c̣hei""]"
input-accent-undetermined	Sh	3718	kṣupa	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""ċhuĩ""]"
input-accent-undetermined	Sh	3720	kṣubdha	"[""unmarked""]"	"[""unmarked""]"	1	2	"[""CDIAL""]"	"[""c̣"", ""čot boiki""]"
input-accent-undetermined	Sh	3747	kṣōṭayati	[]	"[""syllable-marked@position-unresolved""]"	0	1	"[""CDIAL""]"	"[""čhuróĭki̯""]"
input-accent-undetermined	Sh	3800	khaṇḍu	[]	"[""multiple-accents""]"	0	1	"[""CDIAL""]"	"[""khan šákắr""]"
input-accent-undetermined	Sh	3827	kharju	"[""unmarked""]"	"[""syllable-marked@position-unresolved""]"	1	2	"[""CDIAL""]"	"[""khažóĭki̯"", ""khăẓū""]"
input-accent-undetermined	Sh	3838	*khalati	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""khalyōnṷ""]"
input-accent-undetermined	Sh	3857	*khasati	"[""unmarked""]"	[]	3	3	"[""CDIAL""]"	"[""khăžyōnṷ"", ""khăžōnṷ""]"
input-accent-undetermined	Sh	3865	khā́dati	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""khaǰižōnṷ""]"
input-accent-undetermined	Sh	3895	*khuṭṭa	"[""S@-2"", ""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	[]	28	28	"[""CDIAL"", ""backstrom1992"", ""degener-shina2008""]"	"[""khúṭo"", ""khŭṭo"", ""kʰoˈṭo̱"", ""kʰu̱ˈṭo"", ""kʰʊˈṭuṭo"", ""ˈkʰu̱to̱"", ""ˈkʰu̱ṭo̱"", ""ˈkʰuṭo"", ""ˈkʰuṭo̱"", ""ˈkʰuṭʰu̥"", ""ˈkʰʊṭo̥"", ""ˈkʰʊṭo̱""]"
input-accent-undetermined	Sh	3906	khura	"[""E@-2"", ""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	[]	9	9	"[""CDIAL"", ""buddruss-shina1996"", ""degener-shina2008"", ""rajapurohit2012"", ""schmidt""]"	"[""khuri"", ""khó:r"", ""khó:re"", ""khúuri"", ""khúuro"", ""khōrṷ"", ""khūri̯"", ""khūrṷ""]"
input-accent-undetermined	Sh	3915	khēṭa-¹	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""khεi""]"
input-accent-undetermined	Sh	3929	*khōjja	"[""unmarked""]"	"[""syllable-marked@position-unresolved""]"	1	2	"[""CDIAL""]"	"[""khožyōnṷ"", ""khoǰóĭki̯""]"
input-accent-undetermined	Sh	3931	*khōṭi	"[""unmarked""]"	[]	2	2	"[""CDIAL"", ""CDIAL;Lor""]"	"[""khoṭŭ"", ""khōṭ""]"
input-accent-undetermined	Sh	3941	khōra	"[""S@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""degener-shina2008""]"	"[""khuṛo"", ""khúro"", ""khūṛŭ"", ""khŭṛŭ""]"
input-accent-undetermined	Sh	3942	khōla	[]	"[""stress-in-vowel-sequence@position-unresolved"", ""unmarked"", ""vowel-sequence-marked@position-unresolved""]"	0	6	"[""CDIAL"", ""buddruss-shina1996"", ""degener-shina2008"", ""rajapurohit2012""]"	"[""khoi"", ""khóe"", ""khói"", ""khōi"", ""khōī""]"
input-accent-undetermined	Sh	3943	*khōla	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""kōr""]"
input-accent-undetermined	Sh	3948	*khōsa	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""khōh""]"
input-accent-undetermined	Sh	3949	*gakṣa	"[""E@-1"", ""S@-1"", ""syllable-marked@-1""]"	[]	3	3	"[""CDIAL"", ""buddruss-shina1996"", ""degener-shina2008""]"	"[""gachíi"", ""gac̣hí""]"
input-accent-undetermined	Sh	3984	gaḍḍuka	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL""]"	"[""gaḍubī́""]"
input-accent-undetermined	Sh	3994	gaṇikā	"[""L@-2""]"	[]	1	1	"[""degener-shina2008""]"	"[""gaáni""]"
input-accent-undetermined	Sh	4015	*gandhapūrikā	"[""stress-marked@-2""]"	[]	1	1	"[""backstrom1992""]"	"[""gʌmˈburi""]"
input-accent-undetermined	Sh	4029	gámbhan	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL;NTS""]"	"[""gabū́n""]"
input-accent-undetermined	Sh	4093	gava	"[""E@-1"", ""syllable-marked@-1"", ""unmarked""]"	"[""syllable-marked@position-unresolved""]"	4	5	"[""CDIAL"", ""schmidt""]"	"[""gavĕ́"", ""gaúḥ"", ""gáaw"", ""gā́m"", ""gō""]"
input-accent-undetermined	Sh	4126	gā́thā	[]	"[""syllable-marked@position-unresolved"", ""unmarked""]"	0	4	"[""CDIAL""]"	"[""gai"", ""gáe"", ""gā́ĕ""]"
input-accent-undetermined	Sh	4147	*gāva	"[""E@-1"", ""F"", ""L@-1"", ""marked-contour-needs-reading@-1"", ""unmarked""]"	"[""multiple-contours@position-unresolved"", ""stress-marked@position-unresolved"", ""unmarked"", ""vowel-sequence-marked@position-unresolved""]"	13	43	"[""backstrom1992"", ""buddruss-shina1996"", ""grierson-lsi1928"", ""schmidt""]"	"[""gaáo"", ""gaáu"", ""go"", ""goo"", ""goó"", ""gào"", ""gáao"", ""gòo"", ""góo"", ""gāō"", ""gāū"", ""gō"", ""gɑo"", ""gɑu"", ""gɑõ"", ""gɑ̀ó"", ""ˈgɑo"", ""ˈgɑu"", ""ˈgɑũ""]"
input-accent-undetermined	Sh	4199	gundra	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""gunn/ar""]"
input-accent-undetermined	Sh	4214	*gulu	"[""syllable-marked@-2"", ""unmarked""]"	[]	2	2	"[""CDIAL""]"	"[""gŭlū́ċŭ"", ""gŭlŭċŭ""]"
input-accent-undetermined	Sh	4225	gūtha	"[""E@-1"", ""unmarked""]"	[]	6	6	"[""backstrom1992"", ""degener-shina2008""]"	"[""gu"", ""gúu""]"
input-accent-undetermined	Sh	4245	gr̥hín	"[""unmarked""]"	[]	2	2	"[""CDIAL""]"	"[""grĕn"", ""gēn""]"
input-accent-undetermined	Sh	427	*apadēśya	"[""L@-2"", ""unmarked""]"	[]	2	2	"[""CDIAL"", ""degener-shina2008""]"	"[""oó~šo"", ""ō̃śŭ""]"
input-accent-undetermined	Sh	4270	gōjihvikā	"[""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	"[""stress-marked"", ""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	8	49	"[""backstrom1992""]"	"[""bʌn ˈgobi"", ""bʌnd gobi"", ""bʌnd goˈbi"", ""bʌnd ˈgobi"", ""gopi"", ""goˈbi"", ""goˈpi"", ""pʰul gobi"", ""pʰul goˈbi"", ""pʰul ˈgobi"", ""pʰʊl ˈgobi"", ""ˈfʊl ˈgobi"", ""ˈgobi""]"
input-accent-undetermined	Sh	4333	gōśakr̥t	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""gũyoro""]"
input-accent-undetermined	Sh	4334	gōśālā	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL""]"	"[""gū̃yắl""]"
input-accent-undetermined	Sh	4335	*gōśrayaṇa	"[""syllable-marked@-1""]"	[]	1	1	"[""CDIAL""]"	"[""gušī́n""]"
input-accent-undetermined	Sh	4351	granthana	"[""syllable-marked@-2""]"	[]	2	2	"[""CDIAL""]"	"[""gʌnóni""]"
input-accent-undetermined	Sh	4402	gha	"[""short-monosyllable"", ""unmarked""]"	[]	7	7	"[""CDIAL"", ""buddruss-shina1996"", ""degener-shina2008""]"	"[""ga"", ""ga̯"", ""gĕ""]"
input-accent-undetermined	Sh	4406	ghaṭa	"[""syllable-marked@-1""]"	"[""unmarked""]"	1	2	"[""CDIAL""]"	"[""gaṛí"", ""găi""]"
input-accent-undetermined	Sh	4418	*ghaṭyatē	"[""unmarked""]"	"[""syllable-marked@position-unresolved""]"	1	2	"[""CDIAL""]"	"[""gaṭóĭki̯"", ""găṭṇi""]"
input-accent-undetermined	Sh	4428	ghara	"[""short-monosyllable""]"	[]	1	1	"[""degener-shina2008""]"	"[""gar""]"
input-accent-undetermined	Sh	4442	ghariṇī	"[""unmarked""]"	[]	1	1	"[""CDIAL""]"	"[""gəroni""]"
input-accent-undetermined	Sh	4450	ghárṣati	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""gaẓoiki""]"
input-accent-undetermined	Sh	4460	ghāta	"[""L@-1"", ""stress-marked@-1"", ""stress-marked@-2"", ""unmarked""]"	[]	4	4	"[""CDIAL"", ""degener-shina2008"", ""rajapurohit2012""]"	"[""gaál"", ""gá:l"", ""gá:le"", ""gāl""]"
input-accent-undetermined	Sh	4516	ghōṭa	[]	"[""unmarked""]"	0	1	"[""CDIAL""]"	"[""*gōu""]"
input-accent-undetermined	Sh	4564	caṅga	"[""stress-marked@-2"", ""unmarked""]"	[]	9	9	"[""CDIAL"", ""backstrom1992""]"	"[""čʌṅ"", ""ɑˈsɑko"", ""ɑˈsʌko̱"", ""ɑˈt͡sʌko̱"", ""ʌˈsʌko"", ""ʌˈt͡sʌko""]"
