id	language_id	form	gloss	native	phonemic	original	cognateset	description	tags	source	etymology	redirect	status	language_name	dialect_tags	source_keys	ancestor_id	family_id	ancestor_form	ancestor_original	ancestor_form_field	ancestor_gloss	ancestor_language	family_form	ancestry_path	link_status	research_family_id	research_ancestor_id	research_gloss	research_relation	strict_exclusion	individual_review	research_link_evidence	research_link_confidence	record_decisions	additional_record_annotations	primary_table_readings	notation	modern_nuclei	modern_accent_count	modern_accent_position	modern_accent_from_right	modern_accent_quantity	modern_outcome	modern_single_word	stress_position	stress_from_right	contour_position	contour_from_right	contour_quantity	modern_vowel_sequence	modern_quantity_pattern	modern_vowel_bases	reading_issues	comparison_only	reading_form	explicit_low	modern_final_segment	modern_final_vowel	source_observations	lexical_comparison_key	formation_decisions	analysis_token_id	research_original	primary_reading_unresolved	split_evidence	branch_analysis	split_locator	primary_reading_forms	phonetic_contour	tone_status	research_link_locator	etymological_assessment	unlinked_review_locator	unlinked_review_status	primary_alignment	low_status
f_nmnbrtinlfdni	Sh	kuṭyō̌nu	to beat		kuṭyoónu	kuṭyoónu			dialect:Sh:gur:Guresi	schmidt				Shina	dialect:Sh:gur:Guresi	schmidt	3241	3241	kuṭṭáyati	kuṭṭáyati	Original	crushes, grinds; pounds	Indo-Aryan	kuṭṭáyati	"[{""Child_ID"": ""f_nmnbrtinlfdni"", ""Parent_ID"": ""3241"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3241	3241	to beat	database-link		family-context-first-pass		database-unverified	[]	[]	[]	shina-mora	3	1	2	2	long	L	1						0	SLS	uou		0	kuṭyoónu	0	u	1	[]	Sh|dialect:Sh:gur:Guresi|kutyonu|to beat	[]	f_nmnbrtinlfdni														
f_zfqiaspupllcg	Sh	kuṭō̌nu	to beat		kuṭoónu	kuṭoónu			dialect:Sh:Astor:Astor	schmidt				Shina	dialect:Sh:Astor:Astor	schmidt	3241	3241	kuṭṭáyati	kuṭṭáyati	Original	crushes, grinds; pounds	Indo-Aryan	kuṭṭáyati	"[{""Child_ID"": ""f_zfqiaspupllcg"", ""Parent_ID"": ""3241"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3241	3241	to beat	database-link		family-context-first-pass		database-unverified	[]	[]	[]	shina-mora	3	1	2	2	long	L	1						0	SLS	uou		0	kuṭoónu	0	u	1	[]	Sh|dialect:Sh:Astor:Astor|kutonu|to beat	[]	f_zfqiaspupllcg														
f_igdz7fzold6dw	Sh	kuṭ	beat, thresh; castrate			kuṭ-		schlagen, dreschen; kastrieren	tr dialect:Sh:gil:Gilgit	degener-shina2008[p. 278, glossary entry 15]	Degener directly assigns this headword to Turner/CDIAL 3241. [T. 3241]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	3241	3241	kuṭṭáyati	kuṭṭáyati	Original	crushes, grinds; pounds	Indo-Aryan	kuṭṭáyati	"[{""Child_ID"": ""f_igdz7fzold6dw"", ""Parent_ID"": ""3241"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3241	3241	beat, thresh; castrate	database-link		family-context-first-pass		database-unverified	[]	[]	[]	gilgit-mora	1	0				short-monosyllable	1						0	S	u		0	kuṭ-	0	-	0	[]	Sh|dialect:Sh:gil:Gilgit|kut|beat, thresh; castrate	[]	f_igdz7fzold6dw														
f_knd2jte56slju	Phal	kuṭʰo	knee			kuṭho	2:			CDIAL				Palula		CDIAL	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_knd2jte56slju"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	0				unmarked	1						0	SS	uo		0	kuṭho	0	o	1	[]	Phal||kutho|knee	[]	f_knd2jte56slju														
f_vljqbqu5ursyc	Phal	kʰūṭu	knee			khūṭu	2:			CDIAL				Palula		CDIAL	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_vljqbqu5ursyc"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	0				unmarked	1						0	LS	uu		0	khūṭu	0	u	1	[]	Phal||khutu|knee	[]	f_vljqbqu5ursyc														
f_3mgosge3pctwa	Sh	kuṭo	knee			kŭṭo	2:		dialect:Sh:gil:Gilgit m	CDIAL				Shina	dialect:Sh:gil:Gilgit	CDIAL	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_3mgosge3pctwa"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	0				unmarked	1						0	SS	uo		0	kŭṭo	0	o	1	[]	Sh|dialect:Sh:gil:Gilgit|kuto|knee	[]	f_3mgosge3pctwa														
f_ay56pp5dt4fps	Sh	kūṭʰu	knee			kūṭhu	2:		dialect:Sh:koh:Kohistani	CDIAL				Shina	dialect:Sh:koh:Kohistani	CDIAL	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_ay56pp5dt4fps"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	0				unmarked	1						0	LS	uu		0	kūṭhu	0	u	1	[]	Sh|dialect:Sh:koh:Kohistani|kuthu|knee	[]	f_ay56pp5dt4fps														
f_rfreeubzqvcv2	Sh	kuṭʰ	knee			kuṭh	2:		dialect:Sh:jij:Jijelut	CDIAL				Shina	dialect:Sh:jij:Jijelut	CDIAL	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_rfreeubzqvcv2"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	1	0				unmarked	1						0	S	u		0	kuṭh	0	h	0	[]	Sh|dialect:Sh:jij:Jijelut|kuth|knee	[]	f_rfreeubzqvcv2														
f_3e7geqqm7h7yk	Kalk	kuṭ	knee		ku(ʔ)ʈ	kuṭ		high-rising tone (melody 4)	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti[p. 142, table 12]				Kalkoti	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_3e7geqqm7h7yk"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		primary-source-reading		database-unverified	[]	[]	[]	kalkoti-HL-2013	1	0				P-high-rising	1						0	S	u		0	kuṭ	0	t	0	"[{""record_ids"": [""f_tiuw5ldstulbs"", ""f_ivr73p7ai5xsw"", ""f_cn2h6vtf66maq"", ""f_zay27otl6wdam"", ""f_juy6pa6rilypk"", ""f_3e7geqqm7h7yk"", ""f_5pmpl6sosdozu""], ""source"": ""Liljegren2013Table12p142, phonetic high-rising group"", ""reading_override"": {""modern_outcome"": ""P-high-rising"", ""phonetic_contour"": ""high-rising"", ""tone_status"": ""phonetic-group-with-isolation-glottalization""}, ""basis"": ""Long,star,hair,husbandbrother,knee,grandsonareexplicitlyhighrisingwithisolationglottalization. Shortdrig/kuṭnotassignedfictionalearly/latemoras."", ""observation_locator"": ""source_observations_03.jsonl:4""}]"	Kalk|dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29|kut|knee	[]	f_3e7geqqm7h7yk							high-rising	phonetic-group-with-isolation-glottalization						
f_i66sd2zsxesaq	Phal	kʰúṭu	leg, knee	کُھٹوۡ	kʰúʈo	khúṭu		Inflection: a-decl (Obl, pl): khúṭa	noun m Palula-noun-class-a	liljegren	*kuṭṭha- 'knee' (T: 3243)			Palula		liljegren	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_i66sd2zsxesaq"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	leg, knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	palula-mora	2	1	1	2	short	S	1						0	SS	uu		0	khúṭu	0	u	1	[]	Phal||khutu|leg, knee	[]	f_i66sd2zsxesaq														
f_n2ohfhvzgmhnc	Phal	kʰúṭo	knee		khúʈo	khʹuṭo			noun dialect:Palula	strand				Palula	dialect:Palula	strand	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_n2ohfhvzgmhnc"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	strand-phonatory-accent	2	1	1	2	short	S	1						0	SS	uo		0	khʹuṭo	0	o	1	[]	Phal|dialect:Palula|khuto|knee	[]	f_n2ohfhvzgmhnc														
f_bwrlzwxo255mg	Sh	kúṭo	knee		kúṭo	kúṭo			dialect:Sh:gil:Gilgit	schmidt				Shina	dialect:Sh:gil:Gilgit	schmidt	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_bwrlzwxo255mg"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	shina-mora	2	1	1	2	short	S	1						0	SS	uo		0	kúṭo	0	o	1	[]	Sh|dialect:Sh:gil:Gilgit|kuto|knee	[]	f_bwrlzwxo255mg														
f_zd7hk74o3hdei	Sh	kúṭʰo	knee		kúṭho	kúṭho			dialect:Sh:koh:Kohistani	schmidt				Shina	dialect:Sh:koh:Kohistani	schmidt	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_zd7hk74o3hdei"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	shina-mora	2	1	1	2	short	S	1						0	SS	uo		0	kúṭho	0	o	1	[]	Sh|dialect:Sh:koh:Kohistani|kutho|knee	[]	f_zd7hk74o3hdei														
f_yehyl5scsvlna	Sh	kúṭu	knee		kúṭu	kúṭu			dialect:Sh:gur:Guresi	schmidt				Shina	dialect:Sh:gur:Guresi	schmidt	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_yehyl5scsvlna"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	shina-mora	2	1	1	2	short	S	1						0	SS	uu		0	kúṭu	0	u	1	[]	Sh|dialect:Sh:gur:Guresi|kutu|knee	[]	f_yehyl5scsvlna														
f_423w446llfn56	Sh	kúṭo	knee		kúṭo	kúṭo			dialect:Sh:Astor:Astor	schmidt				Shina	dialect:Sh:Astor:Astor	schmidt	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_423w446llfn56"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	shina-mora	2	1	1	2	short	S	1						0	SS	uo		0	kúṭo	0	o	1	[]	Sh|dialect:Sh:Astor:Astor|kuto|knee	[]	f_423w446llfn56														
f_jvnhjrtpr74ce	Sh	kúṭo	knee			kúṭo		Knie	m dialect:Sh:gil:Gilgit	degener-shina2008[p. 278, glossary entry 16]	Degener directly assigns this headword to Turner/CDIAL 3243. [T. 3243]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	3243	3243	*kuṭṭha	*kuṭṭha	Original	knee	Indo-Aryan	*kuṭṭha	"[{""Child_ID"": ""f_jvnhjrtpr74ce"", ""Parent_ID"": ""3243"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3243	3243	knee	database-link		family-context-first-pass		database-unverified	[]	[]	[]	gilgit-mora	2	1	1	2	short	S	1						0	SS	uo		0	kúṭo	0	o	1	[]	Sh|dialect:Sh:gil:Gilgit|kuto|knee	[]	f_jvnhjrtpr74ce														
f_pk7flre2qvdqo	Kund	kvāṛ	axe			kvāṛ				kund				Kundal Shahi		kund	3244	3244	kuṭhāra	kuṭhāra	Original	axe	Indo-Aryan	kuṭhāra	"[{""Child_ID"": ""f_pk7flre2qvdqo"", ""Parent_ID"": ""3244"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3244	3244	axe	database-link		family-context-first-pass		database-unverified	[]	[]	[]	kundal-mixed-legacy	1	0				unmarked	1						0	L	a		0	kvāṛ	0	r	0	[]	Kund||kvar|axe	[]	f_pk7flre2qvdqo														
f_tfm4xumpw7fvg	Kund	kvēṛ	axe			kvēṛ				kund				Kundal Shahi		kund	3244	3244	kuṭhāra	kuṭhāra	Original	axe	Indo-Aryan	kuṭhāra	"[{""Child_ID"": ""f_tfm4xumpw7fvg"", ""Parent_ID"": ""3244"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3244	3244	axe	database-link		family-context-first-pass		database-unverified	[]	[]	[]	kundal-mixed-legacy	1	0				unmarked	1						0	L	e		0	kvēṛ	0	r	0	[]	Kund||kver|axe	[]	f_tfm4xumpw7fvg														
f_ty45i3z3cs5hs	Phal	kuṛi	woman, wife			kuṛi	2:			CDIAL				Palula		CDIAL	3245	3245	*kuḍa	*kuḍa	Original	boy, son	Indo-Aryan	*kuḍa	"[{""Child_ID"": ""f_ty45i3z3cs5hs"", ""Parent_ID"": ""3245"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3245	3245	woman, wife	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	0				unmarked	1						0	SS	ui		0	kuṛi	0	i	1	[]	Phal||kuri|woman, wife	[]	f_ty45i3z3cs5hs														
f_q3aqetii2utoe	Phal	kuṛī	woman, wife			kuṛī	2:			CDIAL				Palula		CDIAL	3245	3245	*kuḍa	*kuḍa	Original	boy, son	Indo-Aryan	*kuḍa	"[{""Child_ID"": ""f_q3aqetii2utoe"", ""Parent_ID"": ""3245"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3245	3245	woman, wife	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	0				unmarked	1						0	SL	ui		0	kuṛī	0	i	1	[]	Phal||kuri|woman, wife	[]	f_q3aqetii2utoe														
f_g42iptd2tzwcg	Kund	kiṛ	woman; girl			kiṛ				kund				Kundal Shahi		kund	3245	3245	*kuḍa	*kuḍa	Original	boy, son	Indo-Aryan	*kuḍa	"[{""Child_ID"": ""f_g42iptd2tzwcg"", ""Parent_ID"": ""3245"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3245	3245	woman; girl	database-link		family-context-first-pass		database-unverified	[]	[]	[]	kundal-mixed-legacy	1	0				unmarked	1						0	S	i		0	kiṛ	0	r	0	[]	Kund||kir|woman; girl	[]	f_g42iptd2tzwcg														
f_zwdhsrgwcyi7m	Kund	kuṛ	boy			kuṛ				kund				Kundal Shahi		kund	3245	3245	*kuḍa	*kuḍa	Original	boy, son	Indo-Aryan	*kuḍa	"[{""Child_ID"": ""f_zwdhsrgwcyi7m"", ""Parent_ID"": ""3245"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3245	3245	boy	database-link		family-context-first-pass		database-unverified	[]	[]	[]	kundal-mixed-legacy	1	0				unmarked	1						0	S	u		0	kuṛ	0	r	0	[]	Kund||kur|boy	[]	f_zwdhsrgwcyi7m														
f_ytm2ocivyko52	Phal	kúṛi	woman; wife	کُڑیۡ	kúɽi	kúṛi		Inflection: Irr (Pl): kuṛíina, (Pl obl): kuṛíinam	noun f Palula-noun-class-irregular	liljegren	*kuḍa- (kuḍī) 'boy, son (girl, daughter)' (T: 3245)			Palula		liljegren	3245	3245	*kuḍa	*kuḍa	Original	boy, son	Indo-Aryan	*kuḍa	"[{""Child_ID"": ""f_ytm2ocivyko52"", ""Parent_ID"": ""3245"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3245	3245	woman; wife	database-link		family-context-first-pass		database-unverified	[]	[]	[]	palula-mora	2	1	1	2	short	S	1						0	SS	ui		0	kúṛi	0	i	1	[]	Phal||kuri|woman; wife	[]	f_ytm2ocivyko52														
f_ak4i6em6sa2xw	Phal	kúṛi	woman		kúɽi	kʹuṛi			noun f dialect:Palula	strand				Palula	dialect:Palula	strand	3245	3245	*kuḍa	*kuḍa	Original	boy, son	Indo-Aryan	*kuḍa	"[{""Child_ID"": ""f_ak4i6em6sa2xw"", ""Parent_ID"": ""3245"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3245	3245	woman	database-link		family-context-first-pass		database-unverified	[]	[]	[]	strand-phonatory-accent	2	1	1	2	short	S	1						0	SS	ui		0	kʹuṛi	0	i	1	[]	Phal|dialect:Palula|kuri|woman	[]	f_ak4i6em6sa2xw														
f_5x4my6rddwxbg	Phal	kuḍ	wall	کُڈ	kuɖ	kuḍ	2:1	Inflection: i-decl (Obl, pl): -í		CDIAL;liljegren	kuḍya- 'wall; plastering (a wall) (neut)' (T: 3251)			Palula		CDIAL;liljegren	3251	3251	kuḍya	kuḍya	Original	wall; plastering (a wall)	Indo-Aryan	kuḍya	"[{""Child_ID"": ""f_5x4my6rddwxbg"", ""Parent_ID"": ""3251"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3251	3251	wall	database-link		family-context-first-pass		database-unverified	[]	[]	[]	palula-mora	1	0				short-monosyllable	1						0	S	u		0	kuḍ	0	d	0	[]	Phal||kud|wall	[]	f_5x4my6rddwxbg														
f_56jy5quvd7xgg	Phal	kuḍʰ				kuḍh	2:1			CDIAL				Palula		CDIAL	3251	3251	kuḍya	kuḍya	Original	wall; plastering (a wall)	Indo-Aryan	kuḍya	"[{""Child_ID"": ""f_56jy5quvd7xgg"", ""Parent_ID"": ""3251"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3251	3251		database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	1	0				unmarked	1						0	S	u		0	kuḍh	0	h	0	[]	Phal||kudh|	[]	f_56jy5quvd7xgg														
f_huu5ffwwrzkpm	Phal	kuṛʰ				kuṛh	2:1		f	CDIAL				Palula		CDIAL	3251	3251	kuḍya	kuḍya	Original	wall; plastering (a wall)	Indo-Aryan	kuḍya	"[{""Child_ID"": ""f_huu5ffwwrzkpm"", ""Parent_ID"": ""3251"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3251	3251		database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	1	0				unmarked	1						0	S	u		0	kuṛh	0	h	0	[]	Phal||kurh|	[]	f_huu5ffwwrzkpm														
f_c3xstq2q2fn6m	Sh	kuṭ				kŭṭ	2:1		pl	CDIAL				Shina		CDIAL	3251	3251	kuḍya	kuḍya	Original	wall; plastering (a wall)	Indo-Aryan	kuḍya	"[{""Child_ID"": ""f_c3xstq2q2fn6m"", ""Parent_ID"": ""3251"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3251	3251		database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	1	0				unmarked	1						0	S	u		0	kŭṭ	0	t	0	[]	Sh||kut|	[]	f_c3xstq2q2fn6m														
f_uosss44dluhxa	Sh	kúṛe				kŭ́ṛe	2:1		f	CDIAL				Shina		CDIAL	3251	3251	kuḍya	kuḍya	Original	wall; plastering (a wall)	Indo-Aryan	kuḍya	"[{""Child_ID"": ""f_uosss44dluhxa"", ""Parent_ID"": ""3251"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3251	3251		database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	1	1	2	short	syllable-marked	1						0	SS	ue		0	kŭ́ṛe	0	e	1	[]	Sh||kure|	[]	f_uosss44dluhxa														
f_hkgszodz3tdpi	Phal	kúḍ	wall		kúɖ	kʹuḍ			noun f dialect:Palula	strand				Palula	dialect:Palula	strand	3251	3251	kuḍya	kuḍya	Original	wall; plastering (a wall)	Indo-Aryan	kuḍya	"[{""Child_ID"": ""f_hkgszodz3tdpi"", ""Parent_ID"": ""3251"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3251	3251	wall	database-link		family-context-first-pass		database-unverified	[]	[]	[]	strand-phonatory-accent	1	1	1	1	short	S	1						0	S	u		0	kʹuḍ	0	d	0	[]	Phal|dialect:Palula|kud|wall	[]	f_hkgszodz3tdpi														
f_27cp4li4f7lnc	Sh	kuṭ	wall			kuṭ		Wand, Mauer	f dialect:Sh:gil:Gilgit	degener-shina2008[p. 278, glossary entry 13]	Degener directly assigns this headword to Turner/CDIAL 3251. [T. 3251]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	3251	3251	kuḍya	kuḍya	Original	wall; plastering (a wall)	Indo-Aryan	kuḍya	"[{""Child_ID"": ""f_27cp4li4f7lnc"", ""Parent_ID"": ""3251"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3251	3251	wall	database-link		family-context-first-pass		database-unverified	[]	[]	[]	gilgit-mora	1	0				short-monosyllable	1						0	S	u		0	kuṭ	0	t	0	[]	Sh|dialect:Sh:gil:Gilgit|kut|wall	[]	f_27cp4li4f7lnc														
f_ajh7res5tky7y	Sh	kut	wall			kut		Wand	noun f dialect:Sh:gil:Gilgit	buddruss-shina1996[p. 45, glossary entry 12]	Buddruss directly assigns this headword to Turner/CDIAL 3251.			Shina	dialect:Sh:gil:Gilgit	buddruss-shina1996	3251	3251	kuḍya	kuḍya	Original	wall; plastering (a wall)	Indo-Aryan	kuḍya	"[{""Child_ID"": ""f_ajh7res5tky7y"", ""Parent_ID"": ""3251"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3251	3251	wall	database-link		family-context-first-pass		database-unverified	[]	[]	[]	gilgit-mora	1	0				short-monosyllable	1						0	S	u		0	kut	0	t	0	[]	Sh|dialect:Sh:gil:Gilgit|kut|wall	[]	f_ajh7res5tky7y														
f_lo3oy4rqcwrvc	Sh	kuṇu	stinking; corpse			kŭṇu	2:		m	CDIAL				Shina		CDIAL	3257	3257	kúṇapa	kúṇapa	Original	corpse	Indo-Aryan	kúṇapa	"[{""Child_ID"": ""f_lo3oy4rqcwrvc"", ""Parent_ID"": ""3257"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3257	3257	stinking; corpse	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	0				unmarked	1						0	SS	uu		0	kŭṇu	0	u	1	[]	Sh||kunu|stinking; corpse	[]	f_lo3oy4rqcwrvc														
f_fut4yfart3zd4	Sh	kúno	corpse			kúno		Leiche	dialect:Sh:gil:Gilgit	degener-shina2008[p. 278, glossary entry 2]	Degener directly assigns this headword to Turner/CDIAL 3257. [T. 3257]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	3257	3257	kúṇapa	kúṇapa	Original	corpse	Indo-Aryan	kúṇapa	"[{""Child_ID"": ""f_fut4yfart3zd4"", ""Parent_ID"": ""3257"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3257	3257	corpse	database-link		family-context-first-pass		database-unverified	[]	[]	[]	gilgit-mora	2	1	1	2	short	S	1						0	SS	uo		0	kúno	0	o	1	[]	Sh|dialect:Sh:gil:Gilgit|kuno|corpse	[]	f_fut4yfart3zd4														
f_fvt2gnqzay3zw	Sh	kuḍo	lame			kuḍo	2:			CDIAL				Shina		CDIAL	3261	3261	kuṇṭha	kuṇṭha	Original	blunt, dull, stupid, lazy	Indo-Aryan	kuṇṭha	"[{""Child_ID"": ""f_fvt2gnqzay3zw"", ""Parent_ID"": ""3261"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3261	3261	lame	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	2	0				unmarked	1						0	SS	uo		0	kuḍo	0	o	1	[]	Sh||kudo|lame	[]	f_fvt2gnqzay3zw														
f_qhykrmitrbids	Sh	kuḍilo	lame			kuḍilo	2:			CDIAL				Shina		CDIAL	3261	3261	kuṇṭha	kuṇṭha	Original	blunt, dull, stupid, lazy	Indo-Aryan	kuṇṭha	"[{""Child_ID"": ""f_qhykrmitrbids"", ""Parent_ID"": ""3261"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked	3261	3261	lame	database-link		family-context-first-pass		database-unverified	[]	[]	[]	historical-dictionary	3	0				unmarked	1						0	SSS	uio		0	kuḍilo	0	o	1	[]	Sh||kudilo|lame	[]	f_qhykrmitrbids														
