class_id	family_or_unlinked_member	language	forms	outcomes	selected_class_tokens	all_counterpart_tokens	strict_exclusions	interpretation	family_analysis
short-a-without-h	6651	bro	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáar beside Biori dar supports early accent on newly lengthened a. The reconstructed short input is distinct from independently attested long dvā́ra. Palula darúṛi ‘window’, Shina darú ‘outside’ and adjectival dariino have additional material or grammatical uses; they are not exceptions in one door paradigm. Sawi darḗ may likewise reflect an ending.
short-a-without-h	6651	Ush	"[""dʌr [door; rensch-decker-hallberg1992; SSNP-ushojo-USH]""]"	"[""unmarked""]"	[]	"[""f_cgvnidy4ewpk2""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáar beside Biori dar supports early accent on newly lengthened a. The reconstructed short input is distinct from independently attested long dvā́ra. Palula darúṛi ‘window’, Shina darú ‘outside’ and adjectival dariino have additional material or grammatical uses; they are not exceptions in one door paradigm. Sawi darḗ may likewise reflect an ending.
short-a-without-h	12326	Sh	"[""šarín [roof; schmidt; Astor]"", ""šaróon [roof; schmidt; koh]"", ""šarún [roof; schmidt; gur]"", ""šarāṇŭ [fence; CDIAL; Sh]"", ""šɑˈron [roof; backstrom1992; ChilasJelil]"", ""šɑˈron [roof; backstrom1992; ChilasKhinar]"", ""šɑˈron [roof; backstrom1992; Darel]"", ""šɑˈron [roof; backstrom1992; Gultari]"", ""šɑˈron [roof; backstrom1992; Harban]"", ""šɑˈron [roof; backstrom1992; Jalkot]"", ""šɑˈron [roof; backstrom1992; KachuraJel]"", ""šɑˈron [roof; backstrom1992; Kharmang]"", ""šɑˈron [roof; backstrom1992; Satpara]"", ""šɑˈron [roof; backstrom1992; pales]"", ""šɑˈrun [roof; backstrom1992; Astor]"", ""šɑˈrun [roof; backstrom1992; DashkinAstor]"", ""ʃʌro:ɳéh [Roof; rajapurohit2012; dr]"", ""ʃʌró:ɳ [Roof; rajapurohit2012; dr]""]"	"[""E@-1"", ""S@-1"", ""stress-marked@-1"", ""unmarked""]"	[]	"[""f_2ksegol6utvxw"", ""f_ss3ddn3tkgrvo"", ""f_engknxdcb4sv2"", ""f_62hacf3f7sb6a"", ""f_krdrfeyhtm45k"", ""f_hhvft73kvhbzo"", ""f_5ar2bu4ign5si"", ""f_x3mjh2cmc2c3w"", ""f_kl3itm32zjc62"", ""f_ge4s37xc4ll2o"", ""f_v7ptvnwxhwjc2"", ""f_3nlyy3uyglwoe"", ""f_bqwncp3ernhr2"", ""f_3nfaw2pascazo"", ""f_mziq3hgtkzozg"", ""f_ukglaeokhdkxk"", ""f_owz3hu5jg7axk"", ""f_6yyktgwn5xkfi""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Kohistani šaróon, Guresi šarún and Astori šarín retain two root syllables with final-root prominence, while Palula šʹân is a contracted early-long monosyllable. The independently reconstructed *śarṇa supplies a possible shorter input for Palula, but it lacks its own accent. Different segmental formations and later lengthening must be separated from an unconditional claim that all outcomes preserve the old headword's accent.
short-a-without-h	12326	Phal	"[""šan [roof; liljegren; biori]"", ""šáan [roof; liljegren; Phal]"", ""šān [roof; CDIAL;AO;Buddruss Woṭ; Phal]"", ""šʹân [roof; strand; Phal]""]"	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	"[""f_6aypqwxcxxodq"", ""f_zhr2kiplmdubm""]"	"[""f_h3njxc5njnhbe"", ""f_5hygorg5fc622"", ""f_zhr2kiplmdubm"", ""f_6aypqwxcxxodq""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Kohistani šaróon, Guresi šarún and Astori šarín retain two root syllables with final-root prominence, while Palula šʹân is a contracted early-long monosyllable. The independently reconstructed *śarṇa supplies a possible shorter input for Palula, but it lacks its own accent. Different segmental formations and later lengthening must be separated from an unconditional claim that all outcomes preserve the old headword's accent.
short-a-without-h	12326	Sv	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Kohistani šaróon, Guresi šarún and Astori šarín retain two root syllables with final-root prominence, while Palula šʹân is a contracted early-long monosyllable. The independently reconstructed *śarṇa supplies a possible shorter input for Palula, but it lacks its own accent. Different segmental formations and later lengthening must be separated from an unconditional claim that all outcomes preserve the old headword's accent.
short-a-without-h	12326	Kalk	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Kohistani šaróon, Guresi šarún and Astori šarín retain two root syllables with final-root prominence, while Palula šʹân is a contracted early-long monosyllable. The independently reconstructed *śarṇa supplies a possible shorter input for Palula, but it lacks its own accent. Different segmental formations and later lengthening must be separated from an unconditional claim that all outcomes preserve the old headword's accent.
short-a-without-h	12326	Kund	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Kohistani šaróon, Guresi šarún and Astori šarín retain two root syllables with final-root prominence, while Palula šʹân is a contracted early-long monosyllable. The independently reconstructed *śarṇa supplies a possible shorter input for Palula, but it lacks its own accent. Different segmental formations and later lengthening must be separated from an unconditional claim that all outcomes preserve the old headword's accent.
short-a-without-h	12326	bro	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Kohistani šaróon, Guresi šarún and Astori šarín retain two root syllables with final-root prominence, while Palula šʹân is a contracted early-long monosyllable. The independently reconstructed *śarṇa supplies a possible shorter input for Palula, but it lacks its own accent. Different segmental formations and later lengthening must be separated from an unconditional claim that all outcomes preserve the old headword's accent.
short-a-without-h	12326	Ush	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Kohistani šaróon, Guresi šarún and Astori šarín retain two root syllables with final-root prominence, while Palula šʹân is a contracted early-long monosyllable. The independently reconstructed *śarṇa supplies a possible shorter input for Palula, but it lacks its own accent. Different segmental formations and later lengthening must be separated from an unconditional claim that all outcomes preserve the old headword's accent.
short-a-without-h	unlinked:f_nzfrt6zf2ixns	Sh	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_nzfrt6zf2ixns	Phal	"[""ḍab [plateau, plain area on top of a hill; liljegren; biori]""]"	"[""short-monosyllable""]"	"[""f_nzfrt6zf2ixns""]"	"[""f_nzfrt6zf2ixns""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_nzfrt6zf2ixns	Sv	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_nzfrt6zf2ixns	Kalk	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_nzfrt6zf2ixns	Kund	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_nzfrt6zf2ixns	bro	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	unlinked:f_nzfrt6zf2ixns	Ush	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	No secure ancestral alignment; counterparts in other languages cannot be supplied from meaning alone.
short-a-without-h	10412	Sh	"[""yo~ṣ [spinning wheel; schmidt; gur]"", ""yoṣ [large watermill; CDIAL; pales]"", ""yó~r [water mill; buddruss-shina1996; gil]"", ""yó~r [water mill; degener-shina2008; gil]"", ""yõ̯r [large watermill; CDIAL; gil]"", ""yõṣ [large watermill; CDIAL; gur]""]"	"[""S@-1"", ""short-monosyllable"", ""unmarked""]"	[]	"[""f_maqro5jdxwgs2"", ""f_4mkspixefnyja"", ""f_xcmnbwbxvnhsa"", ""f_ko2yvckbirezu"", ""f_cvrzut7qxiqqi"", ""f_q6h33bnvwas4s""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Ashret yáandr is early-accented but Biori yandr is short; Gilgit yó~r and Guresi yo~ṣ also do not show a clear long-vowel mora contrast in these transcriptions. Thus an old oxytone can lose its final accent onto a short root, followed by later Ashret lengthening with early alignment. It need not behave like preserved-long-root kālá > kaál. The retained ndr cluster in Palula also argues against treating its aa as simple compensation for total cluster loss.
short-a-without-h	10412	Phal	"[""yan-bā́ṭ [millstone; CDIAL; Phal]"", ""yandr [mill; liljegren; biori]"", ""yáandr [mill; liljegren; Phal]"", ""yāndr [mill; CDIAL; Phal]"", ""yʹândr [mill; strand; Phal]""]"	"[""E@-1"", ""short-monosyllable"", ""syllable-marked@-1"", ""unmarked""]"	"[""f_3cwqiqkayoa7s"", ""f_s2kssaz5iw5ge""]"	"[""f_yirujdzznsuiu"", ""f_rlumnj3u2c3yk"", ""f_s2kssaz5iw5ge"", ""f_3cwqiqkayoa7s"", ""f_2qmk6uvgn4vw4""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Ashret yáandr is early-accented but Biori yandr is short; Gilgit yó~r and Guresi yo~ṣ also do not show a clear long-vowel mora contrast in these transcriptions. Thus an old oxytone can lose its final accent onto a short root, followed by later Ashret lengthening with early alignment. It need not behave like preserved-long-root kālá > kaál. The retained ndr cluster in Palula also argues against treating its aa as simple compensation for total cluster loss.
short-a-without-h	10412	Sv	"[""yā̃ɬ [mill; CDIAL; Sv]""]"	"[""unmarked""]"	[]	"[""f_553tqpmvxwgxm""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Ashret yáandr is early-accented but Biori yandr is short; Gilgit yó~r and Guresi yo~ṣ also do not show a clear long-vowel mora contrast in these transcriptions. Thus an old oxytone can lose its final accent onto a short root, followed by later Ashret lengthening with early alignment. It need not behave like preserved-long-root kālá > kaál. The retained ndr cluster in Palula also argues against treating its aa as simple compensation for total cluster loss.
short-a-without-h	10412	Kalk	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Ashret yáandr is early-accented but Biori yandr is short; Gilgit yó~r and Guresi yo~ṣ also do not show a clear long-vowel mora contrast in these transcriptions. Thus an old oxytone can lose its final accent onto a short root, followed by later Ashret lengthening with early alignment. It need not behave like preserved-long-root kālá > kaál. The retained ndr cluster in Palula also argues against treating its aa as simple compensation for total cluster loss.
short-a-without-h	10412	Kund	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Ashret yáandr is early-accented but Biori yandr is short; Gilgit yó~r and Guresi yo~ṣ also do not show a clear long-vowel mora contrast in these transcriptions. Thus an old oxytone can lose its final accent onto a short root, followed by later Ashret lengthening with early alignment. It need not behave like preserved-long-root kālá > kaál. The retained ndr cluster in Palula also argues against treating its aa as simple compensation for total cluster loss.
short-a-without-h	10412	bro	[]	[]	[]	[]	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Ashret yáandr is early-accented but Biori yandr is short; Gilgit yó~r and Guresi yo~ṣ also do not show a clear long-vowel mora contrast in these transcriptions. Thus an old oxytone can lose its final accent onto a short root, followed by later Ashret lengthening with early alignment. It need not behave like preserved-long-root kālá > kaál. The retained ndr cluster in Palula also argues against treating its aa as simple compensation for total cluster loss.
short-a-without-h	10412	Ush	"[""ʐem'bʌʈh [millstone; rensch-decker-hallberg1992; SSNP-ushojo-USH]""]"	"[""stress-marked@-1""]"	[]	"[""f_lqtgcsspmam6a""]"	"[""millstone-compound""]"	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Ashret yáandr is early-accented but Biori yandr is short; Gilgit yó~r and Guresi yo~ṣ also do not show a clear long-vowel mora contrast in these transcriptions. Thus an old oxytone can lose its final accent onto a short root, followed by later Ashret lengthening with early alignment. It need not behave like preserved-long-root kālá > kaál. The retained ndr cluster in Palula also argues against treating its aa as simple compensation for total cluster loss.
short-a-without-h	6227	Sh	"[""dai [Ten; rajapurohit2012; dr]"", ""dai [ten; buddruss-shina1996; gil]"", ""daii [Ten; grierson-lsi1928; LSI-SHINAGILGITI]"", ""day [ten; schmidt; gil]"", ""daī [Ten; grierson-lsi1928; LSI-CHILASI]"", ""dáai [ten; schmidt; koh]"", ""dái [ten; CDIAL; Sh]"", ""dái [ten; schmidt; Astor]"", ""dái [ten; schmidt; dr]"", ""dái [ten; schmidt; gur]"", ""dɑi [ten; backstrom1992; Astor]"", ""dɑi [ten; backstrom1992; Darel]"", ""dɑi [ten; backstrom1992; DashkinAstor]"", ""dɑi [ten; backstrom1992; Gultari]"", ""dɑi [ten; backstrom1992; Jalkot]"", ""dɑi [ten; backstrom1992; Kharmang]"", ""dɑi [ten; backstrom1992; Kolai]"", ""dɑi [ten; backstrom1992; NagarChalt]"", ""dɑi [ten; backstrom1992; punl]"", ""dɑ̱i [ten; backstrom1992; HunzaNasirabad]"", ""dɑⁱ [ten; backstrom1992; ChilasKhinar]"", ""dɑⁱ [ten; backstrom1992; Gupis]"", ""dɑⁱ [ten; backstrom1992; Harban]"", ""dɑⁱ [ten; backstrom1992; KachuraJel]"", ""dɑⁱ [ten; backstrom1992; NagarThol]"", ""dɑⁱ [ten; backstrom1992; Tangir]"", ""dʌi [ten; backstrom1992; Bagrot]"", ""dʌ̱i̱ [ten; backstrom1992; Bunji]"", ""dʌⁱ [ten; backstrom1992; ChilasJelil]"", ""dʌⁱ [ten; backstrom1992; Gahorabad]"", ""dʌⁱ [ten; backstrom1992; Rondu]"", ""dʌⁱ [ten; backstrom1992; Satpara]"", ""dʌⁱ [ten; backstrom1992; Sazin]"", ""ˈdei [ten; backstrom1992; gil]"", ""ˈdɑi [ten; backstrom1992; dr]"", ""ˈdɑi [ten; backstrom1992; gil]"", ""ˈdɑi [ten; backstrom1992; pales]"", ""ˈdʌi [ten; backstrom1992; Haramosh]""]"	"[""short-monosyllable"", ""stress-marked@position-unresolved"", ""syllable-marked@position-unresolved"", ""unmarked"", ""vowel-sequence-marked@position-unresolved""]"	[]	"[""f_jgf7uldihll4o"", ""f_s7c55pa3fcm2k"", ""f_zofw6kqilwiz4"", ""f_em7sweds56vk4"", ""f_jm5vue4w3tnno"", ""f_kixsijyixlavo"", ""f_fdgeuo5vtse34"", ""f_6s7j3v7xkrhqi"", ""f_q7elnqtslnyoy"", ""f_msvz6ha4xwo3k"", ""f_pu7hw5ymq2f3q"", ""f_de46d55k5ogku"", ""f_g57fhy7mm35t4"", ""f_hbotkvmzp6n4u"", ""f_ximov5kqxv76c"", ""f_tmg2eujjalpnw"", ""f_ro4gjxrbwqjkk"", ""f_u7val7ydvayoc"", ""f_pj5zzhjkdred4"", ""f_tlas5p2tpqkxk"", ""f_reqagyqv3dg2k"", ""f_o6xb3zeeiwtaq"", ""f_7tnu7352efgis"", ""f_7uycj5ktmwwaw"", ""f_aq6vvu4di7rss"", ""f_ccyhfzomm3dks"", ""f_xtfnhdpdiok6m"", ""f_fazhg6fpwgwtq"", ""f_qltlsrgbt64rm"", ""f_mk5ofhmvgm3du"", ""f_u4iri5wcolj7y"", ""f_zn754ddml5jfi"", ""f_qwrnkdbtij5ys"", ""f_nzzvf7nmj23n6"", ""f_qui6hjffxaneq"", ""f_mjpt37c45zevo"", ""f_5far226wbuj3a"", ""f_6rz7jcvuyiqms""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.
short-a-without-h	6227	Phal	"[""daš [ten; CDIAL; Phal]"", ""daš [ten; liljegren; biori]"", ""dáaš [ten; liljegren; Phal]"", ""dāš [ten; CDIAL; Phal]"", ""dʹâš [10; strand; Phal]""]"	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	"[""f_ds75yrlrwc2pm"", ""f_zbq6o45kmzoyk""]"	"[""f_uqpcnwzqiyt2e"", ""f_y6kj7cxcwf7r6"", ""f_zbq6o45kmzoyk"", ""f_ds75yrlrwc2pm"", ""f_qdu5xun5xppfw""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.
short-a-without-h	6227	Sv	"[""daš [ten; CDIAL; Sv]"", ""daš [ten; knobloch2020sauji; HKAT-sdg]"", ""deš [ten; knobloch2020sauji; HKAT-sdg]"", ""dɛʃ [ten; knobloch2020sauji; HKAT-sdg]""]"	"[""unmarked""]"	[]	"[""f_ckvf5rot75e2o"", ""f_vxpd37ffllmge"", ""f_r77rn2x2cxv6i"", ""f_42uqd33pydu4g""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.
short-a-without-h	6227	Kalk	"[""deeš [ten; kalkoti; HKAT-xka]"", ""diš [ten; hultman2023kalkoti; HKAT-xka]""]"	"[""unmarked""]"	[]	"[""f_xcbz4fspwezdw"", ""f_7jxxuvd2ejex2""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.
short-a-without-h	6227	Kund	"[""day [ten; kund; Kund]""]"	"[""unmarked""]"	[]	"[""f_qres2tsocvj3k""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.
short-a-without-h	6227	bro	"[""daaṣ [ten; schmidt; bro]""]"	"[""unmarked""]"	[]	"[""f_wucui3we2cifw""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.
short-a-without-h	6227	Ush	"[""'dɑe [ten; rensch-decker-hallberg1992; SSNP-ushojo-USH]""]"	"[""stress-marked@position-unresolved""]"	[]	"[""f_55yrzqykvvrag""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula dáaš/Biori daš fits later Ashret closed-a lengthening with early accent, while Shina dáai/dái loses the sibilant and forms a vowel/glide sequence. Both preserve initial prominence at the level of the historical root, but their mora counts are not directly equivalent. Kalkoti deeš has an independent front-vowel history requiring comparison with other numerals.
short-a-without-h	2830	Sh	"[""kon [Ear; grierson-lsi1928; LSI-CHILASIOFDRAS]"", ""kon [ear; backstrom1992; Darel]"", ""kon [ear; buddruss-shina1996; gil]"", ""kon [ear; degener-shina2008; gil]"", ""ko̯n [ear; CDIAL; gil]"", ""ko̯ṇí [ear; CDIAL; gil]"", ""ko̱n [ear; backstrom1992; HunzaNasirabad]"", ""ko̱n [ear; backstrom1992; NagarChalt]"", ""ko̱n [ear; backstrom1992; NagarThol]"", ""ko̱n [ear; backstrom1992; gil]"", ""ko̱ṇ [ear; backstrom1992; Astor]"", ""ko̱ṇ [ear; backstrom1992; DashkinAstor]"", ""ko̱ṇ [ear; backstrom1992; pales]"", ""koṇ [ear; backstrom1992; ChilasJelil]"", ""koṇ [ear; backstrom1992; ChilasKhinar]"", ""koṇ [ear; backstrom1992; Gahorabad]"", ""koṇ [ear; backstrom1992; Gultari]"", ""koṇ [ear; backstrom1992; Gupis]"", ""koṇ [ear; backstrom1992; Harban]"", ""koṇ [ear; backstrom1992; Jalkot]"", ""koṇ [ear; backstrom1992; KachuraJel]"", ""koṇ [ear; backstrom1992; Kharmang]"", ""koṇ [ear; backstrom1992; Kolai]"", ""koṇ [ear; backstrom1992; Rondu]"", ""koṇ [ear; backstrom1992; Satpara]"", ""koṇ [ear; backstrom1992; Sazin]"", ""koṇ [ear; backstrom1992; Tangir]"", ""koṇ [ear; backstrom1992; dr]"", ""koṇ [ear; backstrom1992; punl]"", ""koṇ [ear; schmidt; Astor]"", ""koṇ [ear; schmidt; gil]"", ""koṇ [ear; schmidt; gur]"", ""koṇ [ear; schmidt; koh]"", ""kuāṇə [ear; CDIAL; pales]"", ""kuṇ [ear; CDIAL; koh]"", ""kōn [Ear; grierson-lsi1928; LSI-SHINAGILGITI]"", ""kʌn [ear; backstrom1992; Bagrot]"", ""kʌ̱n [ear; backstrom1992; Haramosh]"", ""kʌṇ [ear; backstrom1992; Bunji]""]"	"[""short-monosyllable"", ""syllable-marked@-1"", ""unmarked""]"	[]	"[""f_whqdgcebi766a"", ""f_kwgrhromllsua"", ""f_di5rcgjyy4cai"", ""f_wxcnadt7bpvms"", ""f_dnqogonkvibte"", ""f_cjgn5xnprmfs4"", ""f_dv6mr7oldos5q"", ""f_sb5u5rkvrfuew"", ""f_pukpnukqh7ono"", ""f_f23hcah7duzeo"", ""f_yvlwnlwr7iixw"", ""f_lc2xlin4wuddw"", ""f_iffqyu7r75xhg"", ""f_obyrg7nwfmtmw"", ""f_jui5dsgg4vdme"", ""f_72gcako3gosgw"", ""f_vmwlsdjjfdotk#1"", ""f_vmwlsdjjfdotk#2"", ""f_tumfkshkc545k"", ""f_xrjw7hdv6ylqi"", ""f_zvmnuf6w7jpfe"", ""f_6ou5aewelmizo"", ""f_5vdfvz4wsbmeu"", ""f_haeuqfd3ndzks"", ""f_oc6e5mmve24n4"", ""f_ziudf4xjwmafo"", ""f_ak3l6vvenllyk"", ""f_2yspjyrpt3hk2"", ""f_fa7jxx6j4xjjm"", ""f_gxcss427dg3gu"", ""f_22e47a35ulrxu"", ""f_6jfpiixthrryi"", ""f_a5v2mppekp5am"", ""f_3ievfnzoeuzhw"", ""f_quu2djf7vwoxw"", ""f_7aqhzf3zyg7hy"", ""f_tm7j23pizdz7a"", ""f_zgjravqapcx5u"", ""f_j2sl76y4ddlto""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula káaṇ versus Biori kaṇ fits late Ashret closed-a lengthening after rṇ simplification. Short Gilgit kon has nasal-environment backing, and Kalkoti/Kundal kān confirm broader segmental correspondences without reliable tone in these records. A reported mobile Gilgit ear paradigm contrasts with Palula fixed accent despite shared old barytonesis, so the inflectional evidence must override the misleading agreement of short citation forms.
short-a-without-h	2830	Phal	"[""kaːɳ [ear; liljegren-hindukush; HKAT-phl]"", ""kaṇ [ear; liljegren; biori]"", ""káaṇ [ear; liljegren; Phal]"", ""kāṇ [ear; CDIAL; Phal]"", ""kʹâṇ [ear; strand; Phal]""]"	"[""E@-1"", ""short-monosyllable"", ""unmarked""]"	"[""f_jzo3xvxyczxoa"", ""f_riwftdprddvuk""]"	"[""f_2jtcio5opjnjq"", ""f_riwftdprddvuk"", ""f_jzo3xvxyczxoa"", ""f_7anpbuxg7eflo"", ""f_hjdtvct5xhgjk""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula káaṇ versus Biori kaṇ fits late Ashret closed-a lengthening after rṇ simplification. Short Gilgit kon has nasal-environment backing, and Kalkoti/Kundal kān confirm broader segmental correspondences without reliable tone in these records. A reported mobile Gilgit ear paradigm contrasts with Palula fixed accent despite shared old barytonesis, so the inflectional evidence must override the misleading agreement of short citation forms.
short-a-without-h	2830	Sv	"[""kaːɳ [ear; knobloch2020sauji; HKAT-sdg]"", ""kaːɳ [ear; liljegren-hindukush; HKAT-sdg]"", ""kaṇ [ear; CDIAL;Buddruss;ZDMG; Sv]"", ""kā̃ṛo [ear; CDIAL; Sv]"", ""kā̃ṛõ [ear; CDIAL;NOPhal; Sv]""]"	"[""unmarked""]"	[]	"[""f_eaihium2mopzm"", ""f_i7cdnccbuev6s"", ""f_kl6onaoz33ll2"", ""f_e5bonfv4jld4q"", ""f_y6enpyvsr2h2s""]"	[]	Counterpart ranges are all records in the same research family, including different formations and senses. Only records explicitly selected by the source table are direct class members; no automatic transfer of the grammatical class to another language.	Palula káaṇ versus Biori kaṇ fits late Ashret closed-a lengthening after rṇ simplification. Short Gilgit kon has nasal-environment backing, and Kalkoti/Kundal kān confirm broader segmental correspondences without reliable tone in these records. A reported mobile Gilgit ear paradigm contrasts with Palula fixed accent despite shared old barytonesis, so the inflectional evidence must override the misleading agreement of short citation forms.
