numeral	formation_class	language	analysis_token_id	record_id	form	gloss	family_id	source	dialect	outcome	exclusion	reading_issues	analysis
12	ten-compound-series	Sh	f_hpscku7ha3w4o	f_hpscku7ha3w4o	bɑi	twelve	6658	backstrom1992	dialect:Sh:Gupis:Gupis	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_z5tuh2qvibcei	f_z5tuh2qvibcei	bɑi	twelve	6658	backstrom1992	dialect:Sh:punl:Puniali	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_zahwkylghpnns	f_zahwkylghpnns	bɑi	twelve	6658	backstrom1992	dialect:Sh:HunzaNasirabad:Hunza	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_xyjet7r7uetqu	f_xyjet7r7uetqu	ˈbɑi	twelve	6658	backstrom1992	dialect:Sh:NagarThol:Nagar%20%28Thol%29	stress-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_7n3r4ezbl4k2m	f_7n3r4ezbl4k2m	bɑi	twelve	6658	backstrom1992	dialect:Sh:NagarChalt:Nagar%20%28Chalt%29	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_aq5cvqeonl3eg	f_aq5cvqeonl3eg	ˈbɑi	twelve	6658	backstrom1992	dialect:Sh:gil:Gilgit	stress-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_ovqcpwvumrcuu	f_ovqcpwvumrcuu	bɑi	twelve	6658	backstrom1992	dialect:Sh:Haramosh:Haramosh	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_brd4x6rf6eavw	f_brd4x6rf6eavw	ˈbɑi	twelve	6658	backstrom1992	dialect:Sh:Bagrot:Bagrot	stress-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_kirt2t5pxgqes	f_kirt2t5pxgqes	bɑi	twelve	6658	backstrom1992	dialect:Sh:Bunji:Bunji	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_p27bx6o5hszky	f_p27bx6o5hszky	bɑi	twelve	6658	backstrom1992	dialect:Sh:Rondu:Rondu	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_ib7efzcxmfig4	f_ib7efzcxmfig4	bɑⁱ	twelve	6658	backstrom1992	dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_d7c22clye3h3m	f_d7c22clye3h3m	ˈbɑi	twelve	6658	backstrom1992	dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29	stress-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_kxrkul2csq5ve	f_kxrkul2csq5ve	ˈbɑi	twelve	6658	backstrom1992	dialect:Sh:Astor:Astor	stress-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_x43giesjsocck	f_x43giesjsocck	bʷɑⁱ	twelve	6658	backstrom1992	dialect:Sh:KachuraJel:Kachura	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_de2ibfivnau7m	f_de2ibfivnau7m	bʷɑⁱ	twelve	6658	backstrom1992	dialect:Sh:Satpara:Satpara	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_cee4lbslegoko	f_cee4lbslegoko	bʷɑⁱ	twelve	6658	backstrom1992	dialect:Sh:Gultari:Gultari	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_7kjofwxg72h72	f_7kjofwxg72h72	bʷoi	twelve	6658	backstrom1992	dialect:Sh:Gultari:Gultari	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_wtktlestiz6cu	f_wtktlestiz6cu	bʷoi	twelve	6658	backstrom1992	dialect:Sh:Kharmang:Kharmang	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_i3peqm743rylm	f_i3peqm743rylm	bʷɔi	twelve	6658	backstrom1992	dialect:Sh:dr:Dras	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_cdbxvuuwij57u	f_cdbxvuuwij57u	bɑⁱ	twelve	6658	backstrom1992	dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_bjumlu2vis2ww	f_bjumlu2vis2ww	bɑⁱ	twelve	6658	backstrom1992	dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_mlcwsy47tsctq	f_mlcwsy47tsctq	bɑi	twelve	6658	backstrom1992	dialect:Sh:Darel:Darel	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_nprgfhsthboo4	f_nprgfhsthboo4	bɑⁱ	twelve	6658	backstrom1992	dialect:Sh:Tangir:Tangir	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_e4zyqik3ynpxg	f_e4zyqik3ynpxg	bɑi	twelve	6658	backstrom1992	dialect:Sh:Sazin:Sazin	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_otysbgaut5ubk	f_otysbgaut5ubk	bɑⁱ	twelve	6658	backstrom1992	dialect:Sh:Harban:Harban	unmarked			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_6ludrmtexi4c4	f_6ludrmtexi4c4	bɑi	twelve	6658	backstrom1992	dialect:Sh:Jalkot:Jalkot	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_h5maxckyzbnqk	f_h5maxckyzbnqk	bɑi	twelve	6658	backstrom1992	dialect:Sh:pales:Palesi	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_rnqzyx4iyndy6	f_rnqzyx4iyndy6	bɑi	twelve	6658	backstrom1992	dialect:Sh:Kolai:Kolai	unmarked		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_vncx7gol6yw5y	f_vncx7gol6yw5y	báay	twelve	6658	schmidt	dialect:Sh:gil:Gilgit	E@-1			Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_rlz2dvf3ntcfg	f_rlz2dvf3ntcfg	báai	twelve	6658	schmidt	dialect:Sh:koh:Kohistani	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_h2ykftlhwjckc	f_h2ykftlhwjckc	báai	twelve	6658	schmidt	dialect:Sh:gur:Guresi	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_mr5eldshior4k	f_mr5eldshior4k	báai	twelve	6658	schmidt	dialect:Sh:Astor:Astor	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
12	ten-compound-series	Sh	f_z5su4ywx2bkvy	f_z5su4ywx2bkvy	báai	twelve	6658	degener-shina2008	dialect:Sh:gil:Gilgit	vowel-sequence-marked@position-unresolved		unequal-vowel-sequence	Palula bóoš/báaš E versus Kalkoti baáš H2 is a real exception to the simple monosyllabic E→zero mapping, but it agrees with the independent ten-compound series. Shina baai vowel sequences require source-specific interpretation; Brokskat budeš has initial stress.
15	ten-compound-series	Sh	f_tghdmzuevmock	f_tghdmzuevmock	pãzīu	fifteen	7662	CDIAL	dialect:Sh:chil:Chilas	unmarked		unequal-vowel-sequence	Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sv	f_ay3zeeyers4r6	f_ay3zeeyers4r6	penǰī́š	fifteen	7662	CDIAL		syllable-marked@-1			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Phal	f_wuogrho7xi4tq	f_wuogrho7xi4tq	panǰēš	fifteen	7662	CDIAL		unmarked			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Phal	f_y2h4zuhtjiyma	f_y2h4zuhtjiyma	panǰīš	fifteen	7662	CDIAL		unmarked			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_aw4wtpi7jwa4c	f_aw4wtpi7jwa4c	pănzăi	fifteen	7662	CDIAL;Lor	dialect:Sh:gil:Gilgit	unmarked		unequal-vowel-sequence	Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_yaoplhp3ckngk	f_yaoplhp3ckngk	pʌnzei	fifteen	7662	CDIAL	dialect:Sh:gil:Gilgit	unmarked		unequal-vowel-sequence	Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_iqyaf7cxza7ho	f_iqyaf7cxza7ho	panzuleĩ	fifteen	7662	CDIAL	dialect:Sh:gur:Guresi	unmarked		unequal-vowel-sequence	Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_muvl2s6j5brps	f_muvl2s6j5brps	panzileĩ	fifteen	7662	CDIAL	dialect:Sh:koh:Kohistani	unmarked		unequal-vowel-sequence	Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_pul2hcmo5t2sq	f_pul2hcmo5t2sq	pʌziläī	fifteen	7662	CDIAL	dialect:Sh:jij:Jijelut	unmarked		unequal-vowel-sequence	Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_vbt2suntplrbw	f_vbt2suntplrbw	pʌnzəlaī́	fifteen	7662	CDIAL	dialect:Sh:pales:Palesi	syllable-marked@position-unresolved		unequal-vowel-sequence	Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Phal	f_irdjwtnn2inog	f_irdjwtnn2inog	panǰíiš	fifteen	7662	liljegren		E@-1			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Phal	f_gdkyfh6amx5cq	f_gdkyfh6amx5cq	panǰéeš	fifteen	7662	liljegren	dialect:Phal:biori:Biori	E@-1			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Phal	f_iayvqtrsukhgg	f_iayvqtrsukhgg	panǰʹîš	15	7662	strand	dialect:Palula	E@-1			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
15	ten-compound-series	Sh	f_go63fuqzkkus6	f_go63fuqzkkus6	panzéy	fifteen	7662	schmidt	dialect:Sh:gil:Gilgit	S@-1			Palula panǰíiš/panǰéeš E corresponds to Kalkoti pänǰeéš H2. Shina preserves several differently expanded formations with final prominence; Brokskat pããdeš has initial stress. Unmarked Sauji variants do not establish an E/L value.
20	twenty-control	Sv	f_r5ggj3krhouum	f_r5ggj3krhouum	biš	20	11616	CDIAL		unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Phal	f_b7gsfisabof5s	f_b7gsfisabof5s	bhiš	20	11616	CDIAL		unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Phal	f_p2gkmrwjaco7i	f_p2gkmrwjaco7i	bhīš	20	11616	CDIAL		unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_wx5ri6w3f7wqw	f_wx5ri6w3f7wqw	bì	20	11616	CDIAL	dialect:Sh:gil:Gilgit	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_uacb7kwapilpa	f_uacb7kwapilpa	bīh	20	11616	CDIAL	dialect:Sh:pales:Palesi	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_dqohjtdh5quiy	f_dqohjtdh5quiy	bī	20	11616	CDIAL	dialect:Sh:kol:Kola	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Kalk	f_crn5oeh5lsx2u	f_crn5oeh5lsx2u	biš	twenty	11616	kalkoti	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Kund	f_bhfcv7ahrjvnm	f_bhfcv7ahrjvnm	bī̌	twenty	11616	kund		R@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Phal	f_6pzjkzzpb25ng#1	f_6pzjkzzpb25ng	bhiíš	twenty; the twenty sth or people; 20	11616	liljegren		L@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Phal	f_6pzjkzzpb25ng#2	f_6pzjkzzpb25ng	bhîʹš	twenty; the twenty sth or people; 20	11616	strand		L@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_6kydu4svvuxje	f_6kydu4svvuxje	bìí	twenty	11616	backstrom1992	dialect:Sh:Gupis:Gupis	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_dt3dqqjciq5tq	f_dt3dqqjciq5tq	bìí	twenty	11616	backstrom1992	dialect:Sh:punl:Puniali	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_xmycxzccfnqnk	f_xmycxzccfnqnk	bìí	twenty	11616	backstrom1992	dialect:Sh:HunzaNasirabad:Hunza	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_ymffe2jtvqb6w	f_ymffe2jtvqb6w	bìí	twenty	11616	backstrom1992	dialect:Sh:NagarThol:Nagar%20%28Thol%29	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_6dzh6pum5q6fq	f_6dzh6pum5q6fq	bìí	twenty	11616	backstrom1992	dialect:Sh:NagarChalt:Nagar%20%28Chalt%29	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_ybnatubhwhndg	f_ybnatubhwhndg	bìí	twenty	11616	backstrom1992	dialect:Sh:gil:Gilgit	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_txqrpvtrwfnwk	f_txqrpvtrwfnwk	bìí	twenty	11616	backstrom1992	dialect:Sh:Haramosh:Haramosh	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_qmgruyqclfhtg	f_qmgruyqclfhtg	bìí	twenty	11616	backstrom1992	dialect:Sh:Bagrot:Bagrot	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_aois6qaqfqcue	f_aois6qaqfqcue	bìí	twenty	11616	backstrom1992	dialect:Sh:Bunji:Bunji	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_ohc3cndnfcjtk	f_ohc3cndnfcjtk	bii	twenty	11616	backstrom1992	dialect:Sh:Rondu:Rondu	unmarked			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_ekn4xn723vequ	f_ekn4xn723vequ	bìí	twenty	11616	backstrom1992	dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_vo3ks26itzbjm	f_vo3ks26itzbjm	bìí	twenty	11616	backstrom1992	dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_vopvwczyznuoq#1	f_vopvwczyznuoq	bìí	twenty	11616	backstrom1992	dialect:Sh:Astor:Astor	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_vopvwczyznuoq#2	f_vopvwczyznuoq	bií	twenty	11616	schmidt	dialect:Sh:Astor:Astor	L@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
20	twenty-control	Sh	f_3kouy7yprles6	f_3kouy7yprles6	bìí	twenty	11616	backstrom1992	dialect:Sh:KachuraJel:Kachura	LR@-1			Palula bhiíš L corresponds to Kalkoti bíiš H1; Shina commonly has bií L, Kundal bī̌ rising, and Brokskat bižaa final syllable stress. Survey biš panj under twenty contains five as well and is not a clean twenty citation; preserve it with an explicit exclusion.
