source_id	locality	concept	form	source_value	source_comment	has_explicit_pitch_diacritic	caution
Gultari-Backstrom-1992-210f-26-1	Gultari	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-26-1	Kharmang	house	goṣ̌	goṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-26-1	Dras	house	goṣ̌	goṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-26-1	ChilasKhinar	house	goṣ̌	goṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-26-1	ChilasJelil	house	goṣ̌	goṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-26-1	Darel	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-26-1	Tangir	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-26-1	Sazin	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-26-1	Harban	house	goṣ̌	goṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-26-1	Jalkot	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-26-1	Palas	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-26-1	Kolai	house	gooṣ̌	gooṣ̌		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-29-1	Gupis	firewood	ˈkɑɑṭo	ˈkɑɑṭo		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-29-1	Punial	firewood	ǰu̱k	ǰu̱k		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-29-1	HunzaNasirabad	firewood	ǰu̱k	ǰu̱k		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-29-1	NagarThol	firewood	ˈčùuni̱	ˈčùuni̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-29-1	NagarChalt	firewood	ǰu̱k	ǰu̱k / ˈčùuni		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-29-2	NagarChalt	firewood	ˈčùuni	ǰu̱k / ˈčùuni		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-29-1	Gilgit	firewood	ǰu̱k	ǰu̱k		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-29-1	Haramosh	firewood	ǰu̱k	ǰu̱k		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-29-1	Bagrot	firewood	ǰu̱k	ǰu̱k		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-29-1	Bunji	firewood	ǰu̱k	ǰu̱k		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-29-1	Rondu	firewood	ǰʊk	ǰʊk		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-29-1	Gahorabad	firewood	ǰuk	ǰuk		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-29-1	DashkinAstor	firewood	ˈkɑ̀ɑṭo̱	ˈkɑ̀ɑṭo̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-29-1	Astor	firewood	ˈkɑ̀ɑṭo̱	ˈkɑ̀ɑṭo̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-29-1	KachuraJel	firewood	ǰ̣uk	ǰ̣uk / ˈkɑ̀ɑṭo		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-29-2	KachuraJel	firewood	ˈkɑ̀ɑṭo	ǰ̣uk / ˈkɑ̀ɑṭo		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-29-1	Satpara	firewood	ˈkɑ̀ɑṭo	ˈkɑ̀ɑṭo		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-29-1	Gultari	firewood	ˈkɑ̀ɑṭo̱	ˈkɑ̀ɑṭo̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-29-1	Kharmang	firewood	ˈfuǰʌn ˈkɑɑṛo	ˈfuǰʌn ˈkɑɑṛo		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-29-1	Dras	firewood	ˈkɑṭo	ˈkɑṭo		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-29-1	ChilasKhinar	firewood	ˈkɑṭo̥	ˈkɑṭo̥		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-29-1	ChilasJelil	firewood	ˈkɑ̀ɑṭo	ˈkɑ̀ɑṭo		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-29-1	Darel	firewood	ˈkɑ̀ɑṭo	ˈkɑ̀ɑṭo		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-29-1	Tangir	firewood	ˈkɑ̀ɑṭo	ˈkɑ̀ɑṭo		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-29-1	Sazin	firewood	ˈkɑɑṭo	ˈkɑɑṭo		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-29-1	Harban	firewood	ˈkɑɑṭɛ	ˈkɑɑṭɛ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-29-1	Jalkot	firewood	kɑɑṭʰ	kɑɑṭʰ / kɑṛṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-29-2	Jalkot	firewood	kɑṛṭ	kɑɑṭʰ / kɑṛṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-29-1	Palas	firewood	kɑɑṭo̱	kɑɑṭo̱ / kɑṛṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-29-2	Palas	firewood	kɑṛṭ	kɑɑṭo̱ / kɑṛṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-29-1	Kolai	firewood	kɑṭʰ	kɑṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-30-1	Gupis	broom	mɑˈǰini	mɑˈǰini		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-30-1	Punial	broom	lɑˈeš	lɑˈeš		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-30-1	HunzaNasirabad	broom	lʌˈši	lʌˈši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-30-1	NagarThol	broom	ˈlɛɛ́ši	ˈlɛɛ́ši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-30-1	NagarChalt	broom	lɑˈeši̱	lɑˈeši̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-30-1	Gilgit	broom	leéši	leéši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-30-1	Haramosh	broom	ˈleéši	ˈleéši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-30-1	Bagrot	broom	lʌˈši̱	lʌˈši̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-30-1	Bunji	broom	lʌˈši	lʌˈši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-30-1	Rondu	broom	ˈloóši̱	ˈloóši̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-30-1	Gahorabad	broom	ˈlɑɑ́ši	ˈlɑɑ́ši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-30-1	DashkinAstor	broom	ˈloóši̥	ˈloóši̥		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-30-1	Astor	broom	ˈloóši̱	ˈloóši̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-30-1	KachuraJel	broom	ˈloóši	ˈloóši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-30-1	Satpara	broom	ˈloóši	ˈloóši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-30-1	Gultari	broom	ˈloóši̱	ˈloóši̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-30-1	Kharmang	broom	ˈloóši	ˈloóši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-30-1	ChilasKhinar	broom	ˈlosi̥	ˈlosi̥		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-30-1	ChilasJelil	broom	ˈloóši̱	ˈloóši̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-30-1	Darel	broom	ˈlɑɑši	ˈlɑɑši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-30-1	Tangir	broom	lʌˈhɑši	lʌˈhɑši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-30-1	Sazin	broom	loˈɑši̥	loˈɑši̥		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-30-1	Harban	broom	ˈlɑši	ˈlɑši		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-30-1	Jalkot	broom	luˈhɑši̱	luˈhɑši̱ / luˈɑši̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-30-2	Jalkot	broom	luˈɑši̱	luˈhɑši̱ / luˈɑši̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-30-1	Palas	broom	loˈhɑš	loˈhɑš / loˈɑš		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-30-2	Palas	broom	loˈɑš	loˈhɑš / loˈɑš		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-30-1	Kolai	broom	lᶺhoš	lᶺhoš		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-44-1	Gupis	star	ˈtɑ̀ɑro	ˈtɑ̀ɑro		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-44-1	Punial	star	ˈtɑ̀ɑro	ˈtɑ̀ɑro		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-44-1	HunzaNasirabad	star	ˈtɑ̀ɑro̱	ˈtɑ̀ɑro̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-44-1	NagarThol	star	ˈtɑ̀ɑro	ˈtɑ̀ɑro		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-44-1	NagarChalt	star	ˈtɑ̀ɑro	ˈtɑ̀ɑro		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-44-1	Gilgit	star	ˈtɑ̀ɑro	ˈtɑ̀ɑro		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-44-1	Haramosh	star	ˈtɑ̀ɑro̱	ˈtɑ̀ɑro̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-44-1	Bagrot	star	ˈtɑ̀ɑr̃o̱	ˈtɑ̀ɑr̃o̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-44-1	Bunji	star	ˈtɑ̀ɑr̃o̱	ˈtɑ̀ɑr̃o̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-44-1	Rondu	star	ˈtɑro	ˈtɑro		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-44-1	Gahorabad	star	ˈtɑr̃o	ˈtɑr̃o		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-44-1	DashkinAstor	star	ˈtɑro	ˈtɑro		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-44-1	Astor	star	ˈtɑro	ˈtɑro		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-44-1	KachuraJel	star	ˈtɑr̃o	ˈtɑr̃o		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-44-1	Satpara	star	ˈtɑr̃o	ˈtɑr̃o		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-44-1	Gultari	star	ˈtɑro	ˈtɑro		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-44-1	Kharmang	star	ˈtɑro	ˈtɑro		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-44-1	Dras	star	ˈtɑro	ˈtɑro		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-44-1	ChilasKhinar	star	ˈtɑr̃o	ˈtɑr̃o		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-44-1	ChilasJelil	star	ˈtɑr̃o	ˈtɑr̃o		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-44-1	Darel	star	ˈtɑɑrɑ	ˈtɑɑrɑ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-44-1	Tangir	star	ˈtɑro	ˈtɑro		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-44-1	Sazin	star	ˈtɑro	ˈtɑro		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-44-1	Harban	star	ˈtɑ̀ɑro	ˈtɑ̀ɑro		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-44-1	Jalkot	star	ˈtɑ̀ɑro̱	ˈtɑ̀ɑro̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-44-1	Palas	star	ˈtɑ̀ɑro̱	ˈtɑ̀ɑro̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-44-1	Kolai	star	ˈtɑ̀ɑro̱	ˈtɑ̀ɑro̱		True	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-52-1	Gupis	stone	bʌ̱ṭʰ	bʌ̱ṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-52-1	Punial	stone	bʌ̱ṭʰ	bʌ̱ṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-52-1	HunzaNasirabad	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-52-1	NagarThol	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-52-1	NagarChalt	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-52-1	Gilgit	stone	bʌ̱ṭʰ	bʌ̱ṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-52-1	Haramosh	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-52-1	Bagrot	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-52-1	Bunji	stone	bʌ̱ṭ	bʌ̱ṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-52-1	Rondu	stone	bʌṭ	bʌṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-52-1	Gahorabad	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-52-1	DashkinAstor	stone	bʌ̱ṭ	bʌ̱ṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-52-1	Astor	stone	bʌ̱ṭ	bʌ̱ṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-52-1	KachuraJel	stone	bʌṭ	bʌṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-52-1	Satpara	stone	bʌṭ	bʌṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-52-1	Gultari	stone	bʌ̱ṭ	bʌ̱ṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-52-1	Kharmang	stone	bʌṭ	bʌṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Dras-Backstrom-1992-210f-52-1	Dras	stone	bʌṭ	bʌṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-52-1	ChilasKhinar	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-52-1	ChilasJelil	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-52-1	Darel	stone	bʌṭ	bʌṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Tangir-Backstrom-1992-210f-52-1	Tangir	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Sazin-Backstrom-1992-210f-52-1	Sazin	stone	bʌṭ	bʌṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Harban-Backstrom-1992-210f-52-1	Harban	stone	bʌṭ	bʌṭ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Jalkot-Backstrom-1992-210f-52-1	Jalkot	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Palas-Backstrom-1992-210f-52-1	Palas	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kolai-Backstrom-1992-210f-52-1	Kolai	stone	bʌṭʰ	bʌṭʰ		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gupis-Backstrom-1992-210f-55-1	Gupis	fire	hɑˈgɑr	hɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Punial-Backstrom-1992-210f-55-1	Punial	fire	hɑˈgɑr̃	hɑˈgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
HunzaNasirabad-Backstrom-1992-210f-55-1	HunzaNasirabad	fire	ɑˈgɑr̃	ɑˈgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarThol-Backstrom-1992-210f-55-1	NagarThol	fire	ɑˈgɑr	ɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
NagarChalt-Backstrom-1992-210f-55-1	NagarChalt	fire	ɑˈgɑr̃	ɑˈgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-55-1	Gilgit	fire	ʰɑˈgɑr	ʰɑˈgɑr / ɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gilgit-Backstrom-1992-210f-55-2	Gilgit	fire	ɑˈgɑr	ʰɑˈgɑr / ɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Haramosh-Backstrom-1992-210f-55-1	Haramosh	fire	ɑˈgɑr̃	ɑˈgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bagrot-Backstrom-1992-210f-55-1	Bagrot	fire	ɑˈgɑr̃	ɑˈgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-55-1	Bunji	fire	hɑˈgɑr	hɑˈgɑr / ɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Bunji-Backstrom-1992-210f-55-2	Bunji	fire	ɑˈgɑr	hɑˈgɑr / ɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Rondu-Backstrom-1992-210f-55-1	Rondu	fire	ɑˈgɑr	ɑˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gahorabad-Backstrom-1992-210f-55-1	Gahorabad	fire	hʌgɑr	hʌgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
DashkinAstor-Backstrom-1992-210f-55-1	DashkinAstor	fire	pʰu	pʰu		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Astor-Backstrom-1992-210f-55-1	Astor	fire	pʰu	pʰu		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
KachuraJel-Backstrom-1992-210f-55-1	KachuraJel	fire	pʰu	pʰu		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-55-1	Satpara	fire	pʰu	pʰu / ɑˈgɑr̃o		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Satpara-Backstrom-1992-210f-55-2	Satpara	fire	ɑˈgɑr̃o	pʰu / ɑˈgɑr̃o		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Gultari-Backstrom-1992-210f-55-1	Gultari	fire	pʰu	pʰu		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Kharmang-Backstrom-1992-210f-55-1	Kharmang	fire	pʰu	pʰu		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-55-1	ChilasKhinar	fire	hʌˈgɑr̃	hʌˈgɑr̃ / ɑˈgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasKhinar-Backstrom-1992-210f-55-2	ChilasKhinar	fire	ɑˈgɑr̃	hʌˈgɑr̃ / ɑˈgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
ChilasJelil-Backstrom-1992-210f-55-1	ChilasJelil	fire	hʌgɑr̃	hʌgɑr̃		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
Darel-Backstrom-1992-210f-55-1	Darel	fire	hʌˈgɑr	hʌˈgɑr		False	Field transcription, not a uniform phonemic analysis; unmarked pitch is not proven absence of lexical tone
