record_id	family_id	masculine	feminine	gloss	source_tags	input	prediction	observed_from_right	observed_mora	status	exclusion	description	family_analysis
f_xscsjsn3hqnwc		atsharíitu	atsharíiti	from Ashret, of Ashret; person from Ashret	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): atsharíiti	No established ancestral link; grammatical test remains possible.
f_gvckqnihomlgs		baa~ílu	baa~íli	made of oak	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): baa~íli; Morphemic form: baa~íl-	No established ancestral link; grammatical test remains possible.
f_vul4mnjzxehag		bhiaalúku	bhiaalúki	last night's	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	vowel-sequence-marked	unscorable	vowel-sequence-unresolved	Inflection: Reg (Fem): bhiaalúki; Morphemic form: bhiáal-úk-	No established ancestral link; grammatical test remains possible.
f_q5rdzvnehfcam		bhiooṛúuču	bhiooṛúuči	from Biori, of Biori; person from Biori	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	vowel-sequence-marked	unscorable	vowel-sequence-unresolved	Inflection: Reg (Fem): bhiooṛúuči	No established ancestral link; grammatical test remains possible.
f_utujdnpqw6vzi		buc̣hóolu	buc̣héeli	hungry	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): buc̣héeli; Morphemic form: buc̣háal-	No established ancestral link; grammatical test remains possible.
f_tznb47hr7kv56		búku	búki	dull	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): búki; Morphemic form: buk-	No established ancestral link; grammatical test remains possible.
f_nuf2g2rnmtano		móḍu	búki	dull	adj dialect:Phal:biori:Biori	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): búki; Morphemic form: buk-; Variant restriction: Biori	No established ancestral link; grammatical test remains possible.
f_ryksi5mhaxg3w		čeemáaru	čeeméeri	of steel, iron	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): čeeméeri; Morphemic form: čeemár-	No established ancestral link; grammatical test remains possible.
f_u7q546idupxa6		čhúuṇu	čhúuṇi	put (down) (masc sg)	verb tr	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): čhúuṇi	No established ancestral link; grammatical test remains possible.
f_pztwchelayioq		čimaríilu	čimaríili	of steel, iron	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): čimaríili	No established ancestral link; grammatical test remains possible.
f_gd3uhtbi7kwqy		čóolu	čéeli	wide, thick, big (about inanimates)	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): čéeli; Morphemic form: čáal-	No established ancestral link; grammatical test remains possible.
f_n53qiu223svli		čúulu	čéeli	wide, thick, big (about inanimates)	adj dialect:Phal:biori:Biori	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): čéeli; Morphemic form: čáal-; Variant restriction: Biori	No established ancestral link; grammatical test remains possible.
f_5krpj4xdrbupk		c̣híiku	c̣híiki	timid	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): c̣híiki	No established ancestral link; grammatical test remains possible.
f_bj33vifiqb57i		dhooṛúku	dhooṛúki	yesterday's; younger	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): dhooṛúki; Morphemic form: dhoóṛ-uk-	No established ancestral link; grammatical test remains possible.
f_amxvj4efbsqto		dutagháanu	dutaghéeni	talkative	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): dutaghéeni; Morphemic form: dhut-a-ghán-	No established ancestral link; grammatical test remains possible.
f_4j2ms2wmgl2dc		khoṇḍáatu	dutaghéeni	talkative	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): dutaghéeni; Morphemic form: dhut-a-ghán-	No established ancestral link; grammatical test remains possible.
f_ubdaiww3bug5c		eeteeṇú	eeteeṇí	like that, just like that; such, so	adj demonstrative	Reg-u-masculine-with-feminine-i	penultimate-nucleus	1	S	exception		Inflection: Reg (Fem): eeteeṇí, ateeṇí	No established ancestral link; grammatical test remains possible.
f_ciq5nophmpy46		ateeṇú	eeteeṇí	like that, just like that; such, so	adj demonstrative	Reg-u-masculine-with-feminine-i	penultimate-nucleus	1	S	exception		Inflection: Reg (Fem): eeteeṇí, ateeṇí	No established ancestral link; grammatical test remains possible.
f_p5k2zpyzwlmzu		hateeṇú	eeteeṇí	like that, just like that; such, so	adj demonstrative dialect:Phal:biori:Biori	Reg-u-masculine-with-feminine-i	penultimate-nucleus	1	S	exception		Inflection: Reg (Fem): eeteeṇí, ateeṇí; Variant restriction: Biori	No established ancestral link; grammatical test remains possible.
f_vh44fout4fin6		eetheelúku	eetheelúki	of that time	adj demonstrative	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): eetheelúki; Morphemic form: eetheél-uk-	No established ancestral link; grammatical test remains possible.
f_i35dx6ihc3ygm		eetiitíitu	eetiitíiti	exactly such	adj demonstrative	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): eetiitíiti	No established ancestral link; grammatical test remains possible.
f_x44vqtch65enm		heeṇṣukóoku	heeṇṣukéeki	this year's	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): heeṇṣukéeki; Morphemic form: heeṇṣ-úk-áak-	No established ancestral link; grammatical test remains possible.
f_fiiy45egdcmn2		ǰáaru	ǰéeri	old; hardened; not fresh	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): ǰéeri; Morphemic form: ǰar-	No established ancestral link; grammatical test remains possible.
f_zhge6pthpvojw		ǰhaṭíilu	ǰhaṭíili	(made) of fur	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): ǰhaṭíili	No established ancestral link; grammatical test remains possible.
f_igqacbiliw4rq		ǰhaṭílu	ǰhaṭíli	hairy, fur-clad	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): ǰhaṭíli	No established ancestral link; grammatical test remains possible.
f_jvhv7yliln5sk		kaaláaṣu	kaaléeṣi	Kalasha; of Kalasha origin (a neighbouring, non-Muslim, group); Kalasha person	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): kaaléeṣi; Morphemic form: kaaláṣ-	No established ancestral link; grammatical test remains possible.
f_yijq4jevqjtt6		kaalúku	kaalúki	of age, aged	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): kaalúki; Morphemic form: kaal-úk-	No established ancestral link; grammatical test remains possible.
f_q7sgl57kkttks		kaantíiru	kaantíiri	insane (person); crazy, mad	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): kaantíiri; Morphemic form: kaantíir-	No established ancestral link; grammatical test remains possible.
f_cx3s74iwxjmeo		kateeṇú	kateeṇí	what kind of; such kind of	adj indef interr	Reg-u-masculine-with-feminine-i	penultimate-nucleus	1	S	exception		Inflection: Reg (Fem): kateeṇí	No established ancestral link; grammatical test remains possible.
f_udxwwbx4zqrhi		katíitu	katíiti	that big; what a big [sth]; how big; of such size	adj indef interr	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): katíiti; Morphemic form: katíit-	No established ancestral link; grammatical test remains possible.
f_abfkmdm2dtynu		khaṭáanu	khaṭéeni	short	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): khaṭéeni; Morphemic form: khaṭán-	No established ancestral link; grammatical test remains possible.
f_tsqc2jixgygsy		khíndu	khíndi	became tired (masc sg)	verb intr	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): khíndi	No established ancestral link; grammatical test remains possible.
f_vtpgawfvin4jk		kirpuṭú	kirpuṭí	unfaithful	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	1	S	exception		Inflection: Reg (Fem): kirpuṭí	No established ancestral link; grammatical test remains possible.
f_mqnygkujf5e4w		kiṣṭúuču	kiṣṭúuči	Nuristani, from Nuristan; person from Nuristan	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): kiṣṭúuči; Morphemic form: kiṣṭ-óoč-	No established ancestral link; grammatical test remains possible.
f_mmy6muqnv4olu		kooíilu	kooíili	made from olive tree wood	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	vowel-sequence-marked	unscorable	vowel-sequence-unresolved	Inflection: Reg (Fem): kooíili	No established ancestral link; grammatical test remains possible.
f_e4yxmlio3soxg		kooṭáaṭu	kooṭéeṭi	hard	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): kooṭéeṭi; Morphemic form: kooṭáṭ-	No established ancestral link; grammatical test remains possible.
f_llp4p5ogns3ci		kramačúuru	kramačúuri	lazy	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): kramačúuri	No established ancestral link; grammatical test remains possible.
f_rd2tfutqfwfyi		kúulu	kúuli	bent; crooked; not straight	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): kúuli; Morphemic form: kúul-	No established ancestral link; grammatical test remains possible.
f_2x5egyolhpa7k		lameeṭičhinilú	lameeṭičhinilí	tail-less	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	1	S	exception		Inflection: Reg (Fem): lameeṭičhinilí	No established ancestral link; grammatical test remains possible.
f_kdq7bq55yqhgu		léku	léki	small	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): léki; Morphemic form: lek-	No established ancestral link; grammatical test remains possible.
f_d3chen4jxfn4a		lhéṇḍu	lhéṇḍi	bald; the bald one	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): lhéṇḍi	No established ancestral link; grammatical test remains possible.
f_u4bsctvtcv3rg		lhístu	lhísti	with little hair or fur; barren	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): lhísti	No established ancestral link; grammatical test remains possible.
f_hf2c3szfsnhfs		lhookeerú	lhookeerí	younger; the younger one	adj dialect:Phal:biori:Biori	Reg-u-masculine-with-feminine-i	penultimate-nucleus	1	S	exception		Inflection: Reg (Fem): lhookeerí; Variant restriction: Biori	No established ancestral link; grammatical test remains possible.
f_pcvr4zir2hoow		lhúuṇu	lhúuṇi	salty	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): lhúuṇi; Morphemic form: lhoóṇ-	No established ancestral link; grammatical test remains possible.
f_psbipjecrgbfe		lúungu	lúungi	new; fresh; soft	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): lúungi; Morphemic form: lúung-	No established ancestral link; grammatical test remains possible.
f_mai5vdmi34kxa		lúugu	lúugi	strange (person); non-related	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): lúugi; a-decl (Obl, pl): lúuga; Morphemic form: loog-	No established ancestral link; grammatical test remains possible.
f_vixvbszxadhfy		meeṭíilu	meeṭíili	of clay	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): meeṭíili; Morphemic form: meeṭíil-	No established ancestral link; grammatical test remains possible.
f_kzp57hxyqrdyw		muṣṭúku	muṣṭúki	of the past, olden	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): muṣṭúki; Morphemic form: muṣṭ-úk-	No established ancestral link; grammatical test remains possible.
f_xp4lzuq6ge24o		muxaakúku	muṣṭúki	of the past, olden	adj dialect:Phal:biori:Biori	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): muṣṭúki; Morphemic form: muṣṭ-úk-; Variant restriction: Biori	No established ancestral link; grammatical test remains possible.
f_zbnwoqoaa45ji		páaku	péeki	ripened, became cooked (masc sg); ripe, cooked (masc sg)	verb intr	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): péeki; Morphemic form: pak-	No established ancestral link; grammatical test remains possible.
f_sd7jhqskewqwm		paalúulu	paalúuli	Palulo (person)	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): paalúuli; Usage: A self-designation common among Palula speakers in the Biori Valley, and slightly less used in the Ashret Valley	No established ancestral link; grammatical test remains possible.
f_tugwjsztopnme		pac̣hélu	pac̣héli	rotten, spoiled	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): pac̣héli; Morphemic form: pac̣hél-	No established ancestral link; grammatical test remains possible.
f_6vhmdrctmbmqy		parúku	parúki	last year's	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): parúki; Morphemic form: par-úk-	No established ancestral link; grammatical test remains possible.
f_6ysclmsnw6n4s		phalúuṛu	phalúuṛi	sole, only	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): phalúuṛi; Morphemic form: phalúuṛ-	No established ancestral link; grammatical test remains possible.
f_qeagm36teblt2		pičhílu	pičhíli	slippery	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): pičhíli; Morphemic form: pičhíl-	No established ancestral link; grammatical test remains possible.
f_kahzrlygezcq2		piṇḍúuru	piṇḍúuri	round	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): piṇḍúuri; Morphemic form: piṇḍúur-	No established ancestral link; grammatical test remains possible.
f_323hoiydob5bo		púuntu	púunti	filled up, were filled (masc sg); full, filled up	verb intr	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): púunti	No established ancestral link; grammatical test remains possible.
f_q2wn3qv65bwia		raatúku	raatúki	of night (and day) periods	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): raatúki; Morphemic form: raat-úk-	No established ancestral link; grammatical test remains possible.
f_pcfgv3phwnl66		sáamu	séemi	like, equal to	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): séemi	No established ancestral link; grammatical test remains possible.
f_jkmzjeewxde2m		sóoru	séeri	whole; good, healthy	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): séeri; Morphemic form: sáar-	No established ancestral link; grammatical test remains possible.
f_5pab4miqfzss2		súuru	séeri	whole; good, healthy	adj dialect:Phal:biori:Biori	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): séeri; Morphemic form: sáar-; Variant restriction: Biori	No established ancestral link; grammatical test remains possible.
f_jsqqumrn4b7ei		šaakíilu	šaakíili	wooden	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): šaakíili; Morphemic form: šaák-íil-	No established ancestral link; grammatical test remains possible.
f_ivtfhgzb25zt2		šúku	šúki	dried (out) (masc sg); dry	verb intr	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): šúki	No established ancestral link; grammatical test remains possible.
f_mrjb5iywyd3pq		thiáaḍu	thiéeḍi	and a half	adj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	vowel-sequence-marked	unscorable	vowel-sequence-unresolved	Inflection: Uml (Fem): thiéeḍi	No established ancestral link; grammatical test remains possible.
f_w4tup63su3j4q		tipúku	tipúki	present	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): tipúki; Morphemic form: tip-úk-	No established ancestral link; grammatical test remains possible.
f_qfcfmpspbh7km		tríimbu	tríimbi	thick (about plants, forest)	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): tríimbi; Morphemic form: triimb-	No established ancestral link; grammatical test remains possible.
f_vjapbnuo56evc		triṣéelu	triṣéeli	thirsty	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): triṣéeli	No established ancestral link; grammatical test remains possible.
f_mn6v5vwt45rdu		tróku	tróki	thin, skinny; weak, worn	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): tróki; Morphemic form: trok-	No established ancestral link; grammatical test remains possible.
f_2axkncx35e5aq		wáandu	wéendi	Participial marker	conj	Uml-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Uml (Fem): wéendi; Restriction: Added to perfective verb forms to clarify its participial function	No established ancestral link; grammatical test remains possible.
f_ze3frt2tqujw2		wíilu	wíili	watery	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): wíili	No established ancestral link; grammatical test remains possible.
f_iufdvjszekuyi		giḍúuču	giḍúuči	from Damel, of Damel; person from Damel	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	E	consistent		Inflection: Reg (Fem): giḍúuči; Morphemic form: giḍ-óoč-	No established ancestral link; grammatical test remains possible.
f_3tct4vlrxvt6e		guṭúmbu	guṭúmbi	deep	adj	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): guṭúmbi; Morphemic form: guṭúmb-	No established ancestral link; grammatical test remains possible.
f_iyzky4h62cfsa		guṭúmu	guṭúmbi	deep	adj dialect:Phal:biori:Biori	Reg-u-masculine-with-feminine-i	penultimate-nucleus	2	S	consistent		Inflection: Reg (Fem): guṭúmbi; Morphemic form: guṭúmb-; Variant restriction: Biori	No established ancestral link; grammatical test remains possible.
